	YuJ_2015__SZAXPI015257-56__bin.48	NielsenHB_2014__MH0088__bin.3	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.12	LiuW_2016__SRR3992985__bin.31	LouisS_2016__AS51_18__bin.6	SchirmerM_2016__G88882__bin.19	LeChatelierE_2013__MH0088__bin.44	LoombaR_2017__SID1052_baz__bin.27	YuJ_2015__SZAXPI017463-36__bin.18	LiuW_2016__SRR3992999__bin.9	LoombaR_2017__SID5631_soh__bin.8	VogtmannE_2016__MMRS24340226ST-27-0-0__bin.31	XieH_2016__YSZC12003_35551__bin.8	XieH_2016__YSZC12003_35704__bin.22	LiJ_2014__V1.CD1-3-PN__bin.53	LoombaR_2017__SID5362_xgk__bin.32	ChengpingW_2017__AS116raw__bin.16	LiJ_2014__V1.FI21__bin.16	LiJ_2014__V1.CD48-0__bin.41	CosteaPI_2017__donald4-11-7-0__bin.26	CosteaPI_2017__SID713A037-11-0-0__bin.26	QinJ_2012__NOM004__bin.11	Obregon-TitoAJ_2015__NO01__bin.17	QinJ_2012__DOM010__bin.30	LiJ_2014__V1.CD32-0__bin.41	YuJ_2015__SZAXPI015237-23__bin.17	ZellerG_2014__CCIS98512455ST-4-0__bin.12	VogtmannE_2016__MMRS62376181ST-27-0-0__bin.49	XieH_2016__YSZC12003_37277__bin.2	VatanenT_2016__G80466__bin.21	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.45	LiJ_2014__V1.CD32-4__bin.69	VogtmannE_2016__MMRS31306426ST-27-0-0__bin.18	VogtmannE_2016__MMRS39415781ST-27-0-0__bin.24	FengQ_2015__SID531775__bin.44
YuJ_2015__SZAXPI015257-56__bin.48	1.0	0.7451129283757059	0.6620788152119911	0.8856788570500584	0.7914358577010258	0.8377911289534565	0.7934049305611943	0.45538740811796136	0.8181616435754483	0.732558755647795	0.6707385382274698	0.8566925769084145	0.557410705315499	0.7424880713339049	0.7264991171342025	0.8188415121708865	0.881061874923446	0.7828638707644118	0.8189233991778269	0.8500793409403381	0.8113048109648767	0.8468234722568198	0.8402910911065206	0.6001202844438083	0.7925929417528774	0.9006204833122538	0.7926930641016996	0.7889709899795075	0.7681768511624515	0.6989444833617988	0.7332080026313943	0.7988624587296367	0.8370651559087325	0.8782852860746673	0.7929954955264922
NielsenHB_2014__MH0088__bin.3	0.9371605402535267	1.0	0.7086956653443487	0.9320243149571952	0.8698737818828729	0.9150556009695171	0.9461823639099358	0.5155075576381066	0.8983781229431189	0.8126236292328204	0.7304834040940074	0.9204406534244459	0.6312727703896546	0.8220219391987592	0.829761978431229	0.8929645094578121	0.9381991231763673	0.883468832342857	0.895597317167213	0.9257365608451642	0.8691783640674542	0.9138530084934446	0.9085545046154192	0.6748815690910798	0.8784857980276445	0.9485862506334274	0.8839470132302483	0.8715411402169166	0.8542132496350896	0.7847428706691633	0.8245863735324066	0.8864270627014148	0.8821152126000881	0.932248475771375	0.8699945171476532
VogtmannE_2016__MMRS68910755ST-27-0-0__bin.12	0.8990356470919675	0.7651297725330651	1.0	0.8722224220811166	0.7937828414234916	0.8467239052158032	0.8035310238885367	0.45573465508066485	0.815159229657648	0.7454666162710785	0.7120434087289332	0.8602363391124739	0.5643541227593547	0.73574039232872	0.7719457914155258	0.8097438842010297	0.8728456703633295	0.7895462481527977	0.8045163541937742	0.833288559749841	0.8300854186532511	0.838360978490459	0.8552083046198395	0.5861710830550753	0.7778545028286782	0.8766155282262793	0.7943075099549196	0.7953904856057211	0.7774704622829669	0.7068583941592198	0.7323784023446096	0.8144042302393152	0.8182483733173115	0.8590015226133072	0.7949985026156338
LiuW_2016__SRR3992985__bin.31	0.9132445103531219	0.7640928579157524	0.6623244989294768	1.0	0.8118727860035513	0.8600780852267789	0.8113704294332702	0.47519525741339586	0.842257198759009	0.7743886842053914	0.6765323915330212	0.8847130696079596	0.5758496336096413	0.7666390536113087	0.7510372634338697	0.8336862719359709	0.8849819864725593	0.803772286307768	0.8331509216078957	0.8586064926748536	0.8259167741328939	0.8634902783715274	0.8634782161374952	0.6144640376909337	0.8079231139011925	0.9143173396388071	0.8101219882109401	0.8128090282274015	0.7937652440917227	0.7237326228440973	0.7599736049937649	0.8174547621877345	0.8385995036745467	0.8866912759892362	0.8162283168039337
LouisS_2016__AS51_18__bin.6	0.7764318544904171	0.6785033057011574	0.5734850599589754	0.7724401026257599	1.0	0.7525630280607397	0.7153444818401619	0.41860231977962664	0.7331888885776018	0.6851096449109552	0.6107498492038606	0.7592156102948449	0.5375306022495713	0.6635117897771863	0.6780877935630385	0.7259425729146168	0.7666563491841144	0.695695246993444	0.7492217163992954	0.7500783937401122	0.7106692108205976	0.7384565428647519	0.7614197486067179	0.5410778135082963	0.7990517817234742	0.787314154517184	0.8013014879790077	0.7166065451093951	0.7812667820829545	0.6441096344472051	0.6661928725660389	0.8095310586040885	0.7569362004908511	0.7662644648686343	0.8008940768086507
SchirmerM_2016__G88882__bin.19	0.9267630528385863	0.8048010650764611	0.6897751670176451	0.9226989853532956	0.8485710490569255	1.0	0.8514662879931125	0.4966193032929299	0.865362064719837	0.7926259897077623	0.7167956209463514	0.9050873919138074	0.6061732873007977	0.7895370243855467	0.7954188467228461	0.8663287936402939	0.9145187079173195	0.8382152509479843	0.8720876815518815	0.8918078097233899	0.8441617756146056	0.8879211027408287	0.8949793656659754	0.6426536023783054	0.8478726445021859	0.9362704892295362	0.8506761583715109	0.8463909611607141	0.8352967952936287	0.7535100062152297	0.7884264279328329	0.8581195904570915	0.8759393731562215	0.9131569141860618	0.8501246661645258
LeChatelierE_2013__MH0088__bin.44	0.8531551193480467	0.8089395325675119	0.6363096874349078	0.8461385633837522	0.7840806128840468	0.8276898123603116	1.0	0.4590629373785792	0.8162143303490002	0.7298143137741672	0.650412354466122	0.8364815033373499	0.5622797498828107	0.7403504319260881	0.7437264442210624	0.81031287587041	0.8509297260379897	0.7938098178507251	0.8119947774477199	0.8494132028163897	0.7907838009125777	0.8305670997705052	0.8162694564675702	0.607312979093142	0.7982291566850778	0.866907421048484	0.7962953028477265	0.7888917541315916	0.7718685127380182	0.710092112414365	0.7396123338955705	0.8030443676460741	0.8153267628426283	0.8532568621843336	0.7869886081321015
LoombaR_2017__SID1052_baz__bin.27	0.7942566389684177	0.7148632600240877	0.5853621945606456	0.803787300971969	0.7442071613785554	0.7830157146106212	0.7445930205693554	1.0	0.7733890378784106	0.720241285013121	0.6391838508027132	0.7873003718770459	0.5632704056802313	0.7100673243275518	0.7124880956738764	0.7638691775318333	0.8010034739329013	0.746642935026233	0.7682732531170282	0.7958150780329702	0.7302976276560824	0.784882600990992	0.7822025898772871	0.5851785663920845	0.7458778176572286	0.8072588335050598	0.7406036085935583	0.7663373561504335	0.7244761346390536	0.6823124667323969	0.7141029433915163	0.7494765697057929	0.778188574127271	0.7965639929165134	0.7441951595374731
YuJ_2015__SZAXPI017463-36__bin.18	0.9132446027748271	0.7972880801340175	0.6700747127893517	0.9117629437776082	0.8342116521841989	0.8731983326151626	0.8472646915821952	0.4949555233466906	1.0	0.7757283671257582	0.6950424719202961	0.8904801297162112	0.597741103709217	0.7915238966479482	0.7852201250615437	0.8885318518279556	0.8986161965529346	0.8239940426401335	0.8591287169171047	0.8925259559158443	0.8375474971945259	0.8899002165265274	0.8798830802837964	0.6344238773687149	0.8388371319567499	0.9209739622818317	0.8240677799463715	0.8358327207760238	0.8215207704934024	0.7603326320608271	0.7774250932661709	0.8425846769269055	0.865970924458434	0.9298907996580432	0.8348357309479315
LiuW_2016__SRR3992999__bin.9	0.7621754748962325	0.6722178768249922	0.5711806493992314	0.7813771588022931	0.7265825548907197	0.7455003660276248	0.7061415676721539	0.42964591078233255	0.7230597403620184	1.0	0.6164080608411296	0.760309360462931	0.5197069631162287	0.6686342068476698	0.6704781269408862	0.7103191152333717	0.760336924401424	0.7027973817838163	0.7188542708890803	0.7475476149138807	0.7005156604337561	0.7377810313566648	0.7359278039595418	0.5543641411058867	0.7070712241431464	0.7706068183160582	0.7159872633125769	0.7138208093416692	0.697819764059846	0.6471303971175996	0.6688232167116221	0.7174771478841097	0.7288610544817353	0.7496822092675688	0.7136378850225791
