	OlmMR_2017__S2_001_026G1__bin.3	HeQ_2017__RSZAXPI003079-113__bin.31	BackhedF_2015__SID591_12M__bin.3	OlmMR_2017__S2_001_027G1__bin.7	HeQ_2017__RSZAXPI003094-125__bin.9	OlmMR_2017__S2_001_017G1__bin.7	BackhedF_2015__SID640_4M__bin.19	BackhedF_2015__SID507_12M__bin.17	OlmMR_2017__S2_001_021G1__bin.7	HeQ_2017__SZAXPI029494-94__bin.2	OlmMR_2017__S2_001_016G1__bin.8	OlmMR_2017__S2_001_024G1__bin.5	VincentC_2016__MM087.1__bin.1	BackhedF_2015__SID503_4M__bin.10	OlmMR_2017__S2_001_014G1__bin.6	HeQ_2017__RSZAXPI003098-132__bin.13	OlmMR_2017__S2_001_013G1__bin.3	HeQ_2017__SZAXPI029479-64__bin.9	OlmMR_2017__S2_001_015G1__bin.1	OlmMR_2017__S2_001_023G1__bin.13	OlmMR_2017__S2_001_025G1__bin.12	HeQ_2017__SZAXPI029545-129__bin.18	ZellerG_2014__CCIS15704761ST-4-0__bin.14	OlmMR_2017__S2_001_018G1__bin.9	BackhedF_2015__SID9_12M__bin.17	HeQ_2017__RSZAXPI003078-111__bin.17	OlmMR_2017__S2_001_019G1__bin.6	HeQ_2017__SZAXPI029549-142__bin.9	OlmMR_2017__S2_001_020G1__bin.8	BackhedF_2015__SID332_12M__bin.20
OlmMR_2017__S2_001_026G1__bin.3	1.0	0.9811129039243361	0.9978571764832475	0.9993939915685783	0.9932564800430959	0.9987200356412598	0.9939730687494374	0.9945666901480209	0.998759681080123	0.9979060953729687	0.999251180285103	0.9993249091314127	0.9937635572130612	0.9932208027939703	0.9988671640426852	0.9945696630956037	0.9995832765762084	0.9949790810670933	0.9986552145605925	0.9993092360912849	0.9992841944816692	0.998942625892531	0.9942990765964718	0.9991088969244902	0.9940572096772765	0.9949053962306162	0.9994902469415466	0.998972877947305	0.9991866855515008	0.9934612179210851
HeQ_2017__RSZAXPI003079-113__bin.31	0.9811129039243361	1.0	0.9814079596632128	0.9813767764482331	0.9802821361216815	0.9808208227904531	0.9814745123394258	0.9819565104425013	0.9807070447677839	0.9807920676895266	0.9811249812001804	0.9808558827963875	0.9812316743324602	0.9815191034015728	0.9812570822265604	0.9815301980430642	0.9813504449245563	0.9812410391447033	0.9798886341803876	0.9812528369656557	0.9812593793906214	0.9811864087755545	0.9808404459835965	0.9812098010903858	0.9815066578693677	0.9815937298785496	0.9810483338016733	0.9811881446753028	0.9810854130156352	0.9811537604587812
BackhedF_2015__SID591_12M__bin.3	0.9978571764832475	0.9814079596632128	1.0	0.9981375104834325	0.9935224189932138	0.9975167387542982	0.9944117512272312	0.994688486936549	0.9974438757743543	0.997250896010534	0.9980152454881138	0.9980277334455929	0.9938563198265884	0.9941460063013198	0.9975997686975956	0.9948633609713973	0.998229575250683	0.9956137345702223	0.9970478780434344	0.9979042856486079	0.9977985362022231	0.997943990161195	0.9945882027506493	0.9976292728979979	0.9943882950965964	0.9953485498983229	0.998166242831332	0.9982246163316609	0.9979820789871939	0.9938044535577637
OlmMR_2017__S2_001_027G1__bin.7	0.9993939915685783	0.9813767764482331	0.9981375104834325	1.0	0.9934804561732685	0.9990011701511399	0.9942511432136618	0.9947405797710074	0.9989743366923398	0.9978926440415252	0.9994784351028626	0.9995265994977456	0.9939959834687927	0.9934084279326436	0.99898741587403	0.9948409487081096	0.9996753751985162	0.995355625099291	0.9987141687326441	0.9994748850132493	0.9993276645473842	0.999167766857622	0.9945809720227571	0.9991201266607039	0.9944233329605708	0.9953757344232899	0.9996701932774524	0.999228367708508	0.9993918219668888	0.9938019938788216
HeQ_2017__RSZAXPI003094-125__bin.9	0.9932564800430959	0.9802821361216815	0.9935224189932138	0.9934804561732685	1.0	0.9928073810699447	0.9936224325069349	0.9941311727523658	0.9929955166866552	0.9925439708643344	0.9935919828135098	0.9932881707675147	0.9932835613022798	0.9936821150617839	0.9929790972671662	0.9930293341529981	0.9935273720067631	0.9942588880626978	0.9922189354098787	0.9934004736071343	0.9930998861987955	0.9933857775714012	0.9938909917735984	0.9931256638285186	0.9977379588067565	0.9936459672558663	0.9935486344138399	0.9935770139852982	0.993156441492972	0.9935739891268414
OlmMR_2017__S2_001_017G1__bin.7	0.9987200356412598	0.9808208227904531	0.9975167387542982	0.9990011701511399	0.9928073810699447	1.0	0.9934851743626056	0.993991669846003	0.9983932457994806	0.9974894783845294	0.9988245615425557	0.9989132822482598	0.9935128376977859	0.9934035744808655	0.9984730425977087	0.9942147213853046	0.999084421366846	0.9945846325318811	0.9982416661390138	0.9988105238060031	0.9988473351061837	0.9985052670756306	0.9937781933416432	0.998553195787837	0.9935348843425953	0.9945762390899187	0.9990222316601152	0.9985301253964793	0.9987285468799856	0.9929818951057784
BackhedF_2015__SID640_4M__bin.19	0.9939730687494374	0.9814745123394258	0.9944117512272312	0.9942511432136618	0.9936224325069349	0.9934851743626056	1.0	0.9973701854203604	0.9934499754470973	0.9936720235282948	0.9942753869635185	0.9941407068421786	0.9936800004189283	0.994011427747436	0.9935729678217775	0.9941554968221006	0.9942898323364385	0.9945995308153127	0.992838523182406	0.9941724553116607	0.9939837784842093	0.9944963196934535	0.9946166589212229	0.9939917282885712	0.994484237193548	0.9947226076446022	0.9942118361659655	0.9944239598580318	0.9940631007576615	0.99370921443023
BackhedF_2015__SID507_12M__bin.17	0.9945666901480209	0.9819565104425013	0.994688486936549	0.9947405797710074	0.9941311727523658	0.993991669846003	0.9973701854203604	1.0	0.9940339374711241	0.9943480084568029	0.9947437859652749	0.9946586902111859	0.9946178581710476	0.9944899133154658	0.9942746933705838	0.9946913977170448	0.9948142257300245	0.9952788022137145	0.9934961401811707	0.9946981171888546	0.9945458479061133	0.9949195652072829	0.9948918123357385	0.9945797779466103	0.995286861249292	0.9951470168427062	0.9948211982258162	0.9949167524752476	0.9948279879645925	0.9945972141124559
OlmMR_2017__S2_001_021G1__bin.7	0.998759681080123	0.9807070447677839	0.9974438757743543	0.9989743366923398	0.9929955166866552	0.9983932457994806	0.9934499754470973	0.9940339374711241	1.0	0.9974372769469245	0.9988687789857851	0.9989923989228097	0.9932201250845795	0.9933603388443928	0.9984266705022311	0.9942398056447743	0.9990583183081988	0.9947547990249818	0.9982304271907307	0.9988683891486014	0.9987816492405976	0.998489368677624	0.9937297636107743	0.9987227731881962	0.9937611572964801	0.9944367917035618	0.9990637628386053	0.9984429924807154	0.998675198930917	0.9928615373659003
HeQ_2017__SZAXPI029494-94__bin.2	0.9979060953729687	0.9807920676895266	0.997250896010534	0.9978926440415252	0.9925439708643344	0.9974894783845294	0.9936720235282948	0.9943480084568029	0.9974372769469245	1.0	0.9979429179052176	0.9979205433149784	0.9929927952172506	0.9933868723887546	0.9975108356518021	0.9939130546178925	0.9981343793407059	0.9942336260305197	0.9971899378183506	0.9978867132939753	0.9977516043573957	0.9981226031601746	0.9936277983948536	0.9977617506824055	0.9936119025866752	0.994198303382669	0.9981124644856395	0.9981377062998984	0.9980428538381463	0.9930516044148457
