	ZeeviD_2015__PNP_Main_747__bin.3	ChengpingW_2017__AS96raw__bin.42	XieH_2016__YSZC12003_37798__bin.66	QinJ_2012__T2D-006__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.56	YuJ_2015__SZAXPI017593-158__bin.52	ChengpingW_2017__AS9raw__bin.36	QinN_2014__HD-40__bin.48	WenC_2017__RA024__bin.5	XieH_2016__YSZC12003_37332__bin.15	HeQ_2017__SZAXPI029584-102__bin.41	QinJ_2012__T2D-001__bin.1	LoombaR_2017__SID5566_wwo__bin.8	ZeeviD_2015__PNP_Main_586__bin.24	QinJ_2012__CON-044__bin.35	ZeeviD_2015__PNP_Main_134__bin.26	ZeeviD_2015__PNP_Main_698__bin.10	ZeeviD_2015__PNP_Validation_13__bin.51	QinN_2014__HD-63__bin.56	ZeeviD_2015__PNP_Main_252__bin.30	ZeeviD_2015__PNP_Main_714__bin.15	WenC_2017__N219__bin.12	ZellerG_2014__CCIS77252613ST-4-0__bin.20	YuJ_2015__SZAXPI003420-4__bin.8	QinJ_2012__CON-025__bin.53	ZeeviD_2015__PNP_Validation_48__bin.5	LiJ_2014__O2.UC13-1__bin.71	ZellerG_2014__CCIS81735969ST-20-0__bin.59	ZellerG_2014__CCIS11019776ST-4-0__bin.15	QinJ_2012__DOM012__bin.11	Bengtsson-PalmeJ_2015__TRAVELRES30__bin.71	QinJ_2012__DLF010__bin.17	YuJ_2015__SZAXPI003411-6__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.66	YuJ_2015__SZAXPI015264-87__bin.52	ZellerG_2014__CCIS76563044ST-4-0__bin.51	ZeeviD_2015__PNP_Main_233__bin.35	QinN_2014__HD-43__bin.50
ZeeviD_2015__PNP_Main_747__bin.3	1.0	0.9360229840341622	0.9055095005081617	0.8079457757896243	0.7301611231777396	0.5882834120504481	0.9053021457884401	0.7932102743312454	0.904300089837859	0.9534854854074116	0.9461495988209316	0.8861912695102482	0.9519241424146457	0.9573282059013344	0.9366017700293483	0.9429327471599299	0.9231089701366401	0.949553830664434	0.8191971472556174	0.5090049494049728	0.9341439507827403	0.6994773805011422	0.8693508322961634	0.9244006568769241	0.9313893669831362	0.9557364255185176	0.7190343547772673	0.8205596960446137	0.7328947812716836	0.9345610381432812	0.9604156986546198	0.9350727667635115	0.7765500835363681	0.7455914531808737	0.7394193211796201	0.758146876576859	0.9193937062135554	0.9284911567492297
ChengpingW_2017__AS96raw__bin.42	0.8487999347924247	1.0	0.9011932727518157	0.7965234701988012	0.7273016613699888	0.5821453723537994	0.908953491731964	0.7849146242219404	0.9000370458380791	0.9666229505651539	0.9531514622755632	0.8716536373708409	0.954490115143985	0.9734555141587123	0.947629950460356	0.9332157124380431	0.9299406705943593	0.9649250522587827	0.8171902176561585	0.500692830487474	0.92988029320983	0.6877997575416744	0.8500950296905788	0.9183413124922103	0.9373864959079228	0.9597679610859131	0.705439872965983	0.7970888612782151	0.7313736846894597	0.9344694057010914	0.9641009009599573	0.9376004043559696	0.7600563924771504	0.7307940617979781	0.7472503492184794	0.7473883546688322	0.9119572666122983	0.9335335562408867
XieH_2016__YSZC12003_37798__bin.66	0.8612084094733223	0.9451796602196451	1.0	0.7997240867724484	0.7330096253007906	0.5895266052722042	0.9051473648025185	0.7934056738615187	0.8973738488538293	0.9687887861627255	0.9423802717519133	0.874395252483219	0.9871017350871162	0.9569109478750158	0.9466745671328545	0.9704881402543829	0.9473792766550271	0.963345153878164	0.8220961263592119	0.519464095095077	0.9251859021910224	0.6987669844945813	0.8600518355014384	0.9298162689294567	0.9342937526008214	0.9873781006314342	0.7104770132619276	0.8067503754229162	0.7305381664887554	0.9257802464221744	0.9508408568688824	0.9270100957102277	0.7675639123591034	0.7471517613214886	0.7344154258110039	0.7553576920989308	0.9067870130810008	0.9320204085325035
QinJ_2012__T2D-006__bin.21	0.8512239875095953	0.9254253491881839	0.8859038006345414	1.0	0.7167161379155534	0.6238763746560229	0.8975664554868993	0.7716838396369926	0.9408434430385836	0.9367783494306965	0.9317196553514129	0.8580669535397831	0.9408459483347797	0.9429724437460792	0.9221474196451298	0.9116487254055072	0.9071381901339431	0.9413174450788968	0.8120937662217929	0.49109968473352666	0.9124659530246942	0.6870829934481494	0.844440647528876	0.9016120077844564	0.9181650008117159	0.9427630009840804	0.7279188203862966	0.7933792036364875	0.731565028470186	0.9177796862567468	0.9363679819137657	0.9190468650727638	0.7545987216976688	0.7278752282324835	0.7402824571143397	0.7540856370366956	0.8937749402236328	0.9086493847994661
Bengtsson-PalmeJ_2015__TRAVELRES56__bin.56	0.8721991984115938	0.9580600537990235	0.9206433158832101	0.8126106728854626	1.0	0.606829124189393	0.9216539649084934	0.8020167532545001	0.9091040786704199	0.9715887754899148	0.9568835197173137	0.8944272278732343	0.9745525506247674	0.9730067518626563	0.9621429849652465	0.9622406980806758	0.9443307929816986	0.9665963170108877	0.8593050438714845	0.5376419893708582	0.9423600557873717	0.7069737055142579	0.8741619822128044	0.9399263174937722	0.9434706903261175	0.9744843786837702	0.7268054912498473	0.8450690382927474	0.7344174565616913	0.9407330187955723	0.9687908854114887	0.9437092921196076	0.79281694981693	0.779074622710914	0.7631581787865963	0.794261626866562	0.9369483398712118	0.9512996696501359
YuJ_2015__SZAXPI017593-158__bin.52	0.8064678070063346	0.8800615720831497	0.8497449491854282	0.8117781057913225	0.6964178139172206	1.0	0.8371690924311455	0.6916043165655243	0.8964781863748621	0.893998091030713	0.8864117636320488	0.8244093800283216	0.8964253767736854	0.8989765368897883	0.8749703353474871	0.8698399803887308	0.8621389062023247	0.8928923492579273	0.7701106784925401	0.5099621074812297	0.8666114230427197	0.6625531681848884	0.8101116694875252	0.8651360140616973	0.8769933994518233	0.898084641403249	0.686676724396471	0.7704340558034491	0.6743662195888414	0.8750114094817357	0.8961000435516218	0.8746176193692577	0.7266992304141576	0.6914230687985229	0.6462219620135975	0.7341356046242955	0.8547533856822088	0.8637942590095787
ChengpingW_2017__AS9raw__bin.36	0.8437517729993476	0.9342088699611358	0.8870032055828203	0.7940102763042183	0.7191045998695073	0.5691593855493461	1.0	0.7760839231511163	0.8883701880797708	0.9413952795665371	0.9441283580607642	0.8671832891265496	0.941254326118408	0.9481947320643386	0.930094624975178	0.9258979355195597	0.9128827905591331	0.944236511020964	0.8091667612266319	0.4893092571841934	0.9137218625003546	0.6786660307509007	0.8559451327621912	0.9044960603954497	0.9211777680065814	0.9486512793963292	0.706084135911038	0.7873996482369294	0.7380615088933647	0.9321309147258234	0.9421217660491901	0.9370815721539815	0.7608964107401208	0.7297093522169584	0.7378988362032283	0.745362720206519	0.9020351373010694	0.9231692895237015
QinN_2014__HD-40__bin.48	0.8689702494271522	0.9482441524718161	0.9138956880373541	0.8024063254484052	0.7355344860104264	0.5526801149134242	0.9122295059077046	1.0	0.908328722416558	0.9681831112278168	0.9615058785281329	0.8890759305976269	0.9750468646286935	0.9685436484491169	0.9585481186938549	0.9541164285141177	0.940122686856751	0.9687609085954783	0.8288005676898212	0.5027582139444543	0.9530801445066528	0.6797564602330571	0.8536406444238126	0.9225016906694843	0.948156102196672	0.9763629296879477	0.714363865417499	0.7996616577001268	0.7490410856130019	0.9333902273572726	0.9678309101272404	0.9354987448928236	0.7533498180120645	0.740268881573943	0.8655821373605133	0.7483512716231157	0.9089247550483026	0.9424052209124093
WenC_2017__RA024__bin.5	0.8501395400409723	0.9330806917895373	0.8870248775615501	0.8395244818776787	0.7154746820445366	0.6147760429287938	0.8960876030678242	0.7794784484184717	1.0	0.9513554743422482	0.9402284861984571	0.86727376942316	0.9361759679947635	0.958536354182222	0.928839497208752	0.9176284541860671	0.9095515851051178	0.9464123321026149	0.8062324904298155	0.4973473532102257	0.9207174709854182	0.6819855193116084	0.8519578974476826	0.9058294741115444	0.9217413309464132	0.9393696062923125	0.7219898293596538	0.7937771669392489	0.7239910508380003	0.9274342605897969	0.9517851378455304	0.9281254778385735	0.7538975979082854	0.7193863636160409	0.7423896802069538	0.7430598837360068	0.8969017729320041	0.9103541303583867
XieH_2016__YSZC12003_37332__bin.15	0.8360122878717938	0.9346238350853183	0.8931253719032732	0.7796035005506358	0.7131552534321434	0.5717876001245967	0.8856241323994417	0.7748890075921434	0.887286255956186	1.0	0.9284040069437234	0.8532690167409118	0.9498835971422817	0.9654435922551547	0.9211696412673671	0.9292379876545835	0.9126576171419731	0.9659231311638993	0.8030216789115885	0.49176840188863274	0.916298359935233	0.6726421384599796	0.8281153245206592	0.895995099529343	0.9151758218984153	0.9515102765188144	0.6889085152349511	0.7867557191269723	0.7185319270750586	0.9081361907180449	0.9504561249002872	0.9113866305386222	0.7416106752866913	0.7136919200195818	0.730262282763662	0.731228032426838	0.9001620841511556	0.909501417141723
