	CosteaPI_2017__thistle4-11-0-0__bin.41	NielsenHB_2014__O2_UC4_0__bin.8	XieH_2016__YSZC12003_36008__bin.105	VogtmannE_2016__MMRS11288076ST-27-0-0__bin.19	CosteaPI_2017__mickey4-11-30-0__bin.26	NielsenHB_2014__MH0100__bin.17	LeChatelierE_2013__MH0155__bin.40	NielsenHB_2014__V1_UC14_0__bin.2	ZeeviD_2015__PNP_Main_199__bin.73	FengQ_2015__SID31188__bin.3	HMP_2012__SRS021948__bin.39	NielsenHB_2014__O2_UC57_2__bin.22	ZeeviD_2015__PNP_Main_645__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.56	ZeeviD_2015__PNP_Main_506__bin.7	LeChatelierE_2013__MH0173__bin.2	CosteaPI_2017__SID713B032-11-0-0__bin.11	NielsenHB_2014__V1_UC1_0__bin.33	CosteaPI_2017__mickey2-11-7-0__bin.55	ZeeviD_2015__PNP_Main_183__bin.2	RaymondF_2016__P25C90__bin.75	YuJ_2015__SZAXPI015269-94__bin.36	NielsenHB_2014__MH0123__bin.27	LeChatelierE_2013__MH0100__bin.1	NielsenHB_2014__MH0173__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.87	XieH_2016__YSZC12003_35564__bin.83	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.19	NielsenHB_2014__O2_UC14_2__bin.16	NielsenHB_2014__MH0155__bin.9	LeChatelierE_2013__MH0123__bin.40	XieH_2016__YSZC12003_37196__bin.9	KarlssonFH_2013__S488__bin.4
CosteaPI_2017__thistle4-11-0-0__bin.41	1.0	0.9858913165710153	0.9928680289745903	0.9749815749641405	0.9834922245985428	0.9845029139722403	0.9868118987563099	0.9862109230588894	0.9751056848913694	0.9762162327655709	0.9761225027232138	0.985933087359409	0.9857963223837036	0.991305193026482	0.9822224325234571	0.9887362795241653	0.984695885509839	0.9912516203075126	0.9832499732727709	0.9748796789426835	0.9753506820160588	0.9739214129842544	0.9880114318777561	0.9839794072380678	0.9885802455490369	0.9821203861868069	0.9918625596887872	0.9906576922479053	0.9854948728576836	0.9860396429509057	0.9871080499156727	0.9831229437431458	0.9850010861858643
NielsenHB_2014__O2_UC4_0__bin.8	0.9858913165710153	1.0	0.9861092550972889	0.973788784479774	0.9860953245428365	0.9858746915384116	0.9865902232766138	0.9870302329600158	0.9766581265366696	0.9760461129852269	0.975423135234819	0.9867991880163531	0.9864007178985152	0.9870940037082131	0.9854051612693845	0.9891983795046693	0.9851795580667131	0.9865476612065809	0.9863594846498784	0.9754469667323724	0.975657893992741	0.9726434073642692	0.9881282028135424	0.9858034532031916	0.9891336456091488	0.9828307385651511	0.9865974059031766	0.9870191058460026	0.9975120568805632	0.9864046738825176	0.9870121373370817	0.98682158963488	0.9856327372845056
XieH_2016__YSZC12003_36008__bin.105	0.9928680289745903	0.9861092550972889	1.0	0.9726571723481909	0.984949861081221	0.9842259848693552	0.9872117484064559	0.9853872390255981	0.9760776360594535	0.9747020876720679	0.9750704418662856	0.9862239742695718	0.9857310970076987	0.9899306772151691	0.9844028318600953	0.9881461908087957	0.984225657278021	0.9919176757835096	0.9846402163022304	0.9740041865836492	0.9743230036100509	0.9714343329725834	0.9869406846710217	0.984008364700962	0.9879688131251749	0.9828967161467942	0.9910541582113558	0.9899302095372009	0.9852618437592301	0.9869794813211921	0.9862706329282651	0.9838874789396234	0.9853626293523707
VogtmannE_2016__MMRS11288076ST-27-0-0__bin.19	0.9749815749641405	0.973788784479774	0.9726571723481909	1.0	0.9741577878476525	0.9714702179281426	0.9740301196561111	0.9733303839347541	0.9761300744209562	0.9765370385064108	0.9793093927418938	0.9725890711667209	0.9721366022610931	0.9725271588425276	0.9746911563067449	0.9726989186362056	0.9719566759091757	0.9724723810517869	0.974505207269757	0.9755625439075206	0.9760265339591058	0.9782545611706233	0.9782175293509562	0.97108096048564	0.9724938974997418	0.9785110774291335	0.9722478881128866	0.9727368396627525	0.9722635280924201	0.9736793160224521	0.976648700408412	0.972765936949241	0.9727515615301346
CosteaPI_2017__mickey4-11-30-0__bin.26	0.9834922245985428	0.9860953245428365	0.984949861081221	0.9741577878476525	1.0	0.9836244676407122	0.9857705906219209	0.9866070058494608	0.9764408751076897	0.9758867984320425	0.9751289939591251	0.9843233320365687	0.9849837463649627	0.9850920159031442	0.9855469700376032	0.9849296857403073	0.9836772012647346	0.9838621742449024	0.9982355214734235	0.9747768016061741	0.9752887041867927	0.9717099199905569	0.9885867267859659	0.9832220025817956	0.9851258833651586	0.982410632858403	0.9835062785896252	0.984935964791872	0.9860998987215429	0.9852940647061152	0.9880415622550197	0.9862033768553566	0.9840538343864681
NielsenHB_2014__MH0100__bin.17	0.9845029139722403	0.9858746915384116	0.9842259848693552	0.9714702179281426	0.9836244676407122	1.0	0.9844086120095864	0.9848003453180393	0.9752815990354852	0.9744571880643504	0.9742575489414372	0.9856923867453816	0.9845727820604612	0.9854232986413385	0.9833424553798432	0.9851472902308132	0.9868264075257279	0.984938244153974	0.9837377158143312	0.9739555298369355	0.9738133182707631	0.9706640821902464	0.9874220791693101	0.9997063231814481	0.9852466423955866	0.9819975034382574	0.9843318359219574	0.9853577805921088	0.9855551872376096	0.984114836843675	0.9864613249419427	0.9837798757577007	0.9868581467107614
LeChatelierE_2013__MH0155__bin.40	0.9868118987563099	0.9865902232766138	0.9872117484064559	0.9740301196561111	0.9857705906219209	0.9844086120095864	1.0	0.9858560818289804	0.976675723297245	0.9762287754087714	0.9762656299655681	0.9896473436034068	0.9874845982148955	0.9891372678910617	0.9846403950432976	0.9874253142987647	0.984097672623138	0.9870039405452153	0.9859333691186283	0.9755702806338069	0.9756993549187446	0.9724516195042096	0.9865253564843987	0.9841595409619877	0.9873478755354577	0.9826614373084557	0.9867742699179746	0.9891407601061972	0.9864035985885375	0.9998475651250782	0.9867122851686824	0.9853820014061402	0.9843537588634377
NielsenHB_2014__V1_UC14_0__bin.2	0.9862109230588894	0.9870302329600158	0.9853872390255981	0.9733303839347541	0.9866070058494608	0.9848003453180393	0.9858560818289804	1.0	0.9757730777937276	0.974696353123959	0.9752881176746978	0.9864859716627935	0.9857584487680388	0.9862833025586917	0.985043204607844	0.9859146187951942	0.9839432324755781	0.9859287154599361	0.9859991047220116	0.9747758111715232	0.9747004856770294	0.970865680808391	0.9879383716411119	0.9849737699248952	0.9858762107816529	0.982957184731944	0.9852834795987141	0.986418856901552	0.9864501710408528	0.9856810172955887	0.9875810675492046	0.9857244897582512	0.9859837822549649
ZeeviD_2015__PNP_Main_199__bin.73	0.9751056848913694	0.9766581265366696	0.9760776360594535	0.9761300744209562	0.9764408751076897	0.9752815990354852	0.976675723297245	0.9757730777937276	1.0	0.9852151025716549	0.9766711149110953	0.9758011737387662	0.9757964730312779	0.9749891726569027	0.9778141849135764	0.9760707841124818	0.9757675558084814	0.97554141775058	0.9766017229911932	0.9933992642775464	0.992294579527279	0.9741377154539146	0.980721423886142	0.9749030946731212	0.9764527415592652	0.9791099558483561	0.9757148008443502	0.975401170346727	0.9754841919666344	0.9767216716455657	0.9790110150623095	0.9744774867539057	0.9742080145443527
FengQ_2015__SID31188__bin.3	0.9762162327655709	0.9760461129852269	0.9747020876720679	0.9765370385064108	0.9758867984320425	0.9744571880643504	0.9762287754087714	0.974696353123959	0.9852151025716549	1.0	0.9770919025004018	0.9753434304228443	0.9754694462454625	0.9740450649052645	0.9765637283974457	0.975242255856837	0.9743889347941769	0.9749347926699905	0.9765726069362367	0.9856502300589346	0.9847183222226255	0.9750577717847235	0.980735574508606	0.974498420233359	0.9751515551141351	0.9790503713009209	0.9756401261083826	0.9743937791885052	0.9750341882843964	0.9763513780663895	0.9801011366564324	0.974710163459836	0.9740095690993082
