	NielsenHB_2014__O2_UC48_0__bin.13	LiJ_2014__V1.FI32__bin.6	LeChatelierE_2013__MH0243__bin.6	LeChatelierE_2013__MH0002__bin.19	ZeeviD_2015__PNP_Main_46__bin.20	RaymondF_2016__P19E90__bin.32	ZeeviD_2015__PNP_Main_78__bin.43	VogtmannE_2016__MMRS67247116ST-27-0-0__bin.15	CosteaPI_2017__pluto1-11-7-0__bin.19	LiJ_2014__V1.FI06__bin.52	YuJ_2015__SZAXPI015216-169__bin.77	ZellerG_2014__CCIS38765456ST-20-0__bin.95	XieH_2016__YSZC12003_36051__bin.32	NielsenHB_2014__O2_UC55_0__bin.10	YuJ_2015__SZAXPI003420-4__bin.43	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.87	LeChatelierE_2013__MH0407__bin.49	NielsenHB_2014__MH0002__bin.1	ZellerG_2014__CCIS74239020ST-4-0__bin.66	XieH_2016__YSZC12003_37299R1__bin.50	NielsenHB_2014__V1_UC55_4__bin.92	LiJ_2014__O2.UC11-1__bin.29	LiJ_2014__O2.UC48-1__bin.79	HeQ_2017__SZAXPI029557-42__bin.27	CosteaPI_2017__pluto1-11-30-0__bin.35	NielsenHB_2014__O2_UC55_2__bin.24	LiJ_2014__V1.FI09__bin.41	QinJ_2012__T2D-098__bin.51	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.40	LeChatelierE_2013__MH0418__bin.11	LiJ_2014__O2.UC1-1__bin.9	RaymondF_2016__P19E7__bin.83	NielsenHB_2014__O2_UC11_2__bin.25	QinN_2014__LD-33__bin.23	ChengpingW_2017__AS115raw__bin.24	ZellerG_2014__CCIS81887263ST-4-0__bin.13	LeChatelierE_2013__MH0130__bin.13	RaymondF_2016__P19E0__bin.109	ZeeviD_2015__PNP_Main_135__bin.3	VatanenT_2016__G80433__bin.6	NielsenHB_2014__MH0130__bin.27
NielsenHB_2014__O2_UC48_0__bin.13	1.0	0.5560329677783361	0.8368787903079109	0.787926202493009	0.6944715073671099	0.6775232235846177	0.8784500087868856	0.7978102926803701	0.865508236549128	0.6811636148939253	0.684410137907858	0.8176120019608629	0.8365978412009359	0.7090461758548714	0.5840669868998326	0.8187986169133674	0.8349811313192352	0.684910759156089	0.6624444653411315	0.856234603680626	1.0160907916521502	0.6936136298470464	0.6836644087967516	0.8274059109533924	0.8584159095043271	0.7615532130711861	0.708181361319821	0.4684685691558732	0.8181438397765357	0.7541313778145011	0.7151449681976402	0.5323426762078884	0.6135103762328616	0.5127610244583733	0.7733858336904611	0.8271885511504654	0.5258854714241229	0.5768039322084065	0.6077195102775731	0.6768603532636343	0.684887635772799
LiJ_2014__V1.FI32__bin.6	0.5818085256960078	1.0	0.6958768394976895	0.6474717328387815	0.6205750334399136	0.6356309588474329	0.7478120396593141	0.7019986523220829	0.7361039365341289	0.6480883095997655	0.625245128579845	0.734200170092922	0.7151483917589213	0.6785445401099515	0.4975504280349267	0.7378887427761923	0.7496061207643616	0.5542819421240485	0.6129756946166679	0.7378004299503875	0.7404082794685584	0.655520700889298	0.4836328912449729	0.7327190147998585	0.7300180133969346	0.6927858905945228	0.6631720595962369	0.4208420688428721	0.7320895338816794	0.6657367608387863	0.6832005213279506	0.5247644890498145	0.5655589657479311	0.4456329710894456	0.7083962915065241	0.7471648155249916	0.46179341170189303	0.5913309871962533	0.542637956529927	0.6168888802861174	0.5961087513977824
LeChatelierE_2013__MH0243__bin.6	0.5489672575792547	0.4362512902486151	1.0	0.6407434663428079	0.5682574697905493	0.5423266010775013	0.7185992734917521	0.6654965210372146	0.7115465464060999	0.5538026404370678	0.579036022805958	0.6731825222410673	0.7024605164331474	0.594755377963527	0.4479412018253463	0.694529548115308	0.6902301098206026	0.5702445095386757	0.5314332750282951	0.7245644376007582	0.7213758202543058	0.5753412917730234	0.4465260048138945	0.682105999216813	0.7047180565032196	0.6282463514689053	0.5748518631531288	0.39533874856438905	0.6824998679098896	0.6331924624958888	0.5877317233423829	0.41064856117845105	0.4895532522860436	0.43337842514712566	0.6442991551541815	0.6804847669134119	0.43387720751647085	0.4746873635648201	0.49727616287961995	0.5393715746632713	0.5487895363396958
LeChatelierE_2013__MH0002__bin.19	0.5705222063626939	0.44805185926226687	0.7072733843163682	1.0	0.5838955559369284	0.5485953155325244	0.7336327575068821	0.6746185690426658	0.7303921117217727	0.5590104212448846	0.5828398973642023	0.6900454717326	0.7017609657476047	0.6109291218611738	0.4472241872224292	0.697021803828332	0.7009519902777837	0.7763421416502374	0.5458728716954859	0.7245149705110443	0.7399421522542622	0.5746030815854133	0.48610440220507906	0.6835468788587836	0.7263597917704396	0.6455886559259059	0.5816129000752049	0.405405541161057	0.6850227916769568	0.6231996528577148	0.5987213778534942	0.42208511404210075	0.5114661599059032	0.4047455801448007	0.6628023367921988	0.689759442116675	0.4745387598034907	0.4795273953585067	0.5226109899554771	0.5480938567814831	0.587426975243788
ZeeviD_2015__PNP_Main_46__bin.20	0.639849077828033	0.5464342044806529	0.7981497617784558	0.7429699966551692	1.0	0.680675897263275	0.8232427388411545	0.776537965249268	0.8164266697345369	0.7003443542310689	0.6861462223652002	0.8104102353241113	0.7930636306113796	0.7616129895898357	0.5257303413076655	0.8305587571716794	0.8395081323416727	0.6571076233024629	0.6617122692794695	0.810152804083108	0.8208718858809084	0.7197834310861895	0.554577198480552	0.848548762448132	0.8096290646617568	0.7854099335081736	0.712850896535366	0.515786748931039	0.8323256231788959	0.7664264211802353	0.7354274388325618	0.5306137231801031	0.6381571331888878	0.4280307468772703	0.8229327561192293	0.8424723199277345	0.580975085626957	0.5779391723709879	0.6098578056347971	0.7456565135785215	0.717788250199021
RaymondF_2016__P19E90__bin.32	0.6414475232503707	0.5751252686804764	0.78273359192822	0.7173019828080982	0.6994460192599797	1.0	0.8200549565824026	0.7834301270218765	0.8080919937140353	0.76198786518379	0.6721257163748504	0.8015878373077915	0.792043226770883	0.7170980209865403	0.5241362727673752	0.7982325011520741	0.8249423780488916	0.6171979586304128	0.7381797921632687	0.8081157102049142	0.821631191053118	0.8072203214569661	0.5243373156362094	0.8049621466562119	0.7977078194000166	0.7499632394391378	0.7898788233263728	0.4860472235468998	0.8048680104308776	0.7494130168507492	0.8252587195503062	0.7222302696127171	0.6891118320113518	0.4994557977516037	0.7717046939313879	0.8198287377463277	0.5046442362177086	0.8205986115271632	0.6055838106125093	0.6649242951367693	0.660408675273442
ZeeviD_2015__PNP_Main_78__bin.43	0.5963738992539901	0.485192959725719	0.743711452467997	0.687849271088131	0.6066055356957374	0.5880409736407028	1.0	0.7212830125688534	0.7836602550400085	0.600025588248453	0.6151019853916743	0.7289639349598005	0.7377759207256179	0.6389385638713293	0.4887085966834176	0.7348058001076381	0.7506880439301561	0.6103362395269366	0.5786457955865242	0.7861528853366516	0.7975582322340241	0.6158471319314915	0.5058930154808903	0.7317420128951166	0.7664951974939215	0.6754224873608966	0.6223990840558263	0.429571224156981	0.725932852563809	0.6633847601311018	0.6343823904709154	0.45000362369367153	0.5324752287178639	0.46619878720074764	0.6885849986407878	0.7361121612991086	0.47041980164136316	0.523301658500492	0.5313789632677814	0.5831028079832196	0.5920061055967883
VogtmannE_2016__MMRS67247116ST-27-0-0__bin.15	0.6165930428551046	0.5185083143627045	0.7840809344659218	0.7200626202015081	0.6513862136074436	0.6395320402825654	0.8211133492961631	1.0	0.804610019172671	0.6506022696844536	0.7052314257860959	0.8130537981517152	0.7829312294724791	0.6884201176928578	0.5288047267767783	0.8115562031498939	0.828959936950893	0.6416575052652617	0.6326058123246588	0.8140146655892402	0.8173452358578095	0.6923088608002125	0.5101235098885054	0.8139190554071429	0.7988293262937234	0.7350326131990303	0.675312587214506	0.455400828562008	0.8067625885995133	0.753182463841629	0.6949487145196125	0.48128080710481946	0.5848790560981575	0.4951067542785556	0.7564635908384596	0.7987709474909476	0.5005657680401671	0.5653284120399729	0.5954399602309298	0.6355053921462043	0.6477068597773921
CosteaPI_2017__pluto1-11-7-0__bin.19	0.6131813512924644	0.49839919749638084	0.7684881358227547	0.7146391382150847	0.6277862509549389	0.6047022583792987	0.8177941088938873	0.7375715965267801	1.0	0.6182611620684891	0.6461557531962807	0.760853266232323	0.7979668743368671	0.6615928626542578	0.5035147758193909	0.7778843523261738	0.7799291092679448	0.6363625442247971	0.5907630173393423	0.8421908523542964	0.8136568139361284	0.6324414927572083	0.5170166152542308	0.7578924778391378	0.950858666858883	0.696034553088596	0.6381301709361105	0.45178698487223884	0.7535932732984614	0.6878762759594576	0.6590623769637339	0.4684153447691191	0.5466266834637621	0.47269734812307745	0.7271646055276423	0.762549357849666	0.501680255604174	0.5364747068835873	0.5574219298202503	0.6016243380956048	0.6277911655797155
LiJ_2014__V1.FI06__bin.52	0.6378027996006035	0.5799487655263226	0.7905077293760314	0.722882770919691	0.7117434768786305	0.7536090208470685	0.8275670192600195	0.788227474134674	0.8171263443275628	1.0	0.6721271544514775	0.8143167119000888	0.7967646285103716	0.7236185582969861	0.5261951492883359	0.8002375160626461	0.8243543095885834	0.6264520433706784	0.75748426392935	0.8116138931379798	0.8160755288088365	0.8080908464658209	0.5181162832741709	0.8113988223793394	0.812857045425759	0.75652510608293	0.7987493418870871	0.49258817810890015	0.8023856976502076	0.7458899292395552	0.8145916849170083	0.5818930629215486	0.6901270613503773	0.48799410792727	0.781928715590934	0.8116543091194693	0.5291895404883332	0.6594755088173598	0.5985505818638335	0.6850191308326666	0.6767028209272509
