	BritoIL_2016__W1.39.SA__bin.2	HMP_2012__SRS015154__bin.11	HMP_2012__SRS015803__bin.39	HMP_2012__SRS015044__bin.27	HMP_2012__SRS015799__bin.2	HMP_2012__SRS015440__bin.17	CM_periimplantitis__SP_403SPT_T016__bin.15	BritoIL_2016__W2.4.SA__bin.1	CM_periimplantitis__SP_186SPI_T016_R__bin.5	HMP_2012__SRS024447__bin.56	BritoIL_2016__W1.36.SA__bin.11	BritoIL_2016__WL.33.SA__bin.17	HMP_2012__SRS019591__bin.5	BritoIL_2016__W1.40.SA__bin.2	HMP_2012__SRS018573__bin.7	HMP_2012__SRS047100__bin.26	CM_periimplantitis__SP_164SPT_T016__bin.15	HMP_2012__SRS017691__bin.35	HMP_2012__SRS015947__bin.14	CM_periimplantitis__SP_164SPI_T016__bin.12	BritoIL_2016__M1.48.SA__bin.1	BritoIL_2016__W1.42.SA__bin.4	HMP_2012__SRS016360__bin.7	HMP_2012__SRS015470__bin.40	HMP_2012__SRS013881__bin.8	BritoIL_2016__WL.32.SA__bin.2	BritoIL_2016__WL.25.SA__bin.1	HMP_2012__SRS015158__bin.23	HMP_2012__SRS015650__bin.2	BritoIL_2016__W2.46.SA__bin.5	CM_periimplantitis__SP_162SPI_T016__bin.14	HMP_2012__SRS051244__bin.43	HMP_2012__SRS019387__bin.24	BritoIL_2016__W1.38.SA__bin.1	BritoIL_2016__M1.62.SA__bin.1	CM_periimplantitis__SP_162SPT_T016__bin.1	HMP_2012__SRS024470__bin.7	HMP_2012__SRS047265__bin.8	HMP_2012__SRS043018__bin.16	BritoIL_2016__W3.16.SA__bin.7	OhJ_2014__MET0313__bin.2
BritoIL_2016__W1.39.SA__bin.2	1.0	0.7181926054698688	0.7779971092480839	0.7952343510682179	0.8433149426660165	0.7531940375753514	0.7647139161947354	0.7434402380723307	0.706950300963326	0.7991126475372762	0.8210415553882001	0.6478867320679935	0.8300422554057835	0.7560554838581253	0.7963678708517323	0.7831073481940541	0.6324282869032571	0.7086478159561985	0.7643423428803345	0.7927074313557007	0.8844440168402334	0.6866591909654602	0.797241510489758	0.7287863154856496	0.7650489957014718	0.8576636443158683	0.7221632423310475	0.691339245330175	0.8516648364469187	0.8349971192009404	0.7958237813556455	0.774817724489446	0.7771809750039534	0.5774332246260213	0.6823302512653951	0.789588869609837	0.8858816516876175	0.6531269110867082	0.5279946210339249	0.638914231810878	0.7760745491079476
HMP_2012__SRS015154__bin.11	0.6902828317077202	1.0	0.7128688719309498	0.7440532214031416	0.7894867746322507	0.7131755178569436	0.7208172193645043	0.614834647694655	0.6607395959607769	0.6903333193385165	0.7906772198215501	0.602579439629814	0.8639129827082522	0.6440940898116493	0.7165486230428736	0.7292736317984916	0.5824747335980303	0.6627676043725478	0.7167133721538926	0.7435138009267402	0.7676569859734733	0.6514897305501717	0.8268194546379267	0.6781594229316944	0.6945227297971087	0.7907994530329514	0.7061800580235741	0.7415213995808996	0.8022888434559262	0.7689484064243649	0.8208491594340921	0.7331585221260714	0.7868662008695565	0.5251372599246725	0.6296168945430312	0.8129178183603849	0.7674311202567535	0.6156100314139354	0.5719722434949345	0.5951853932375274	0.7702127229892504
HMP_2012__SRS015803__bin.39	0.6964609400600122	0.6639605712945005	1.0	0.7416428825286325	0.9465958240894462	0.7149185201464766	0.7202698274573395	0.6262465016775118	0.6403244344523016	0.7199787749461207	0.7764756312820071	0.6017678965120228	0.77809869452059	0.6652747624803613	0.8347138528125672	0.7909604435877866	0.5976842515842068	0.6900122459849107	0.720658392459562	0.7566004076715106	0.790838181733584	0.6427241327080654	0.7472718776945869	0.6920654531558903	0.850806383751746	0.7972160926299366	0.6890098967753561	0.6673650936961392	0.7929874164337751	0.7937897907886831	0.7441658326131269	0.756837011583692	0.723764932528286	0.5270946128556112	0.6394186077592223	0.7301769975458531	0.780295942985387	0.5998463559532614	0.5025110703901589	0.6025232470768527	0.7260225694392883
HMP_2012__SRS015044__bin.27	0.7112709734883534	0.692401201374667	0.7409962428604704	1.0	0.8033518016910838	0.743059529173098	0.7437113535642875	0.6288033186664602	0.6768429741194065	0.7156463076225373	0.7987628195015176	0.6391716785763918	0.8127839676916663	0.6839096802845871	0.7570747426950416	0.7514605465730506	0.6057342742420069	0.6889917344908574	0.7399611378143705	0.773152747973929	0.794959191737755	0.6516211288035659	0.7678244050371487	0.7149821193392538	0.7197219410123653	0.8293055894188822	0.7114811596539495	0.6863958117068253	0.9310955348050981	0.8006737826635484	0.7759346236950531	0.7466500034371619	0.7498205999257177	0.5379890475698276	0.6513491231775005	0.7756804220736028	0.7861145578894737	0.6953734810340368	0.518890790730246	0.6198137800028387	0.7507933909556646
HMP_2012__SRS015799__bin.2	0.676010010123593	0.6584488563531308	0.8476354939196389	0.7199944506399494	1.0	0.7028494988732849	0.7042842655253543	0.5992714913594869	0.6207925479009059	0.687335668910641	0.7485377524914499	0.5828525660914597	0.7464292616159807	0.6376041834728357	0.8019977696182289	0.761249421572295	0.5655143618501886	0.6617997478853037	0.7102205737648241	0.7208423680342678	0.759252183841611	0.6205421175152341	0.7149565891115528	0.6778654111756665	0.8262385444720041	0.7778943990468575	0.6702128791250095	0.6286511863751686	0.7765527127151264	0.765939783238096	0.7157158585817396	0.7374634105693146	0.6943131470190362	0.4995031283852426	0.6162763794060234	0.7077087348345564	0.7569238461142955	0.5842802409095986	0.4767680385228419	0.5779201955927799	0.7061906391338034
HMP_2012__SRS015440__bin.17	0.6686909783704152	0.6587625075414653	0.7090165242154053	0.7375683027248436	0.7784264760531174	1.0	0.698160741574545	0.6100798646684382	0.6592651900694674	0.6922493128614565	0.7532427686614752	0.6078536290585846	0.7650096633843395	0.6441729326076508	0.7098225835034714	0.7259653689046675	0.5595666523159969	0.6498173112277383	0.7096576407989708	0.7225486985971525	0.7635001430976143	0.6248230915859094	0.7285214899235225	0.8202104884905829	0.7126354456962963	0.8053887174281112	0.68170083418791	0.6527249172954698	0.7911967722283612	0.774169874295005	0.7263286355752941	0.7167820856514084	0.7048409211068244	0.5078433692296439	0.6149284929194908	0.7182920968390399	0.7568636537459912	0.5936597202552095	0.4884262747837459	0.5852378243075474	0.704281294073697
CM_periimplantitis__SP_403SPT_T016__bin.15	0.7118478226182523	0.6981153343716768	0.7489703207369838	0.7740207881460008	0.8178484258594901	0.7320234625841167	1.0	0.6410395514191096	0.665765236216298	0.7309626433083973	0.8128217586849752	0.6405804292483469	0.8098168761368678	0.6937686003670919	0.7562050979031706	0.7620784645966364	0.6851564566886174	0.6811514907573354	0.7339278931130645	0.8644431496604452	0.8141795661810197	0.6786664662725354	0.7811165933546699	0.7120851043679401	0.7365801986578396	0.8323154066370948	0.7361097528460943	0.6842325505266008	0.8364753005654614	0.8228467839315475	0.7781389904871121	0.7526335185949626	0.7595625574546102	0.5511483716089556	0.6594394385944685	0.7693935366716114	0.7953730573521827	0.6203991274619911	0.5137571943723563	0.6217250228789019	0.7574609926303686
BritoIL_2016__W2.4.SA__bin.1	0.8163203229020384	0.7024036117622702	0.7681412307847362	0.771950435411396	0.8208708470774949	0.7545406581290455	0.7561556540338773	1.0	0.690093214406492	0.7853099729639971	0.8139196861322244	0.6588721864312415	0.816786000292642	0.7516937724907912	0.7795627732515392	0.7711732945248603	0.6373399196023467	0.7039342150239547	0.7595532168472002	0.7795779517844795	0.8831720462423114	0.6916122819831422	0.7775932068172254	0.7179877151025796	0.7472088195776361	0.8527354448494077	0.7493957426036527	0.6767986409748747	0.8277606867496871	0.8259671912974792	0.7785585615122189	0.7679123385079988	0.7599217516269869	0.5641034981661297	0.684230657843689	0.7686324081106793	0.8641065945868495	0.6294397967776582	0.5060978238233753	0.6304264014187678	0.7451257177169301
CM_periimplantitis__SP_186SPI_T016_R__bin.5	0.7051034516228479	0.685658947433439	0.7134199506635276	0.7547653043160314	0.772408635702598	0.7406371828024948	0.7133405358185768	0.6268406734158255	1.0	0.7097343297690407	0.7743416150883794	0.6060731399692157	0.8048639386564442	0.6725317838614696	0.7410480443267193	0.7385437192508753	0.5890121841122882	0.6580595313531462	0.7171088805098874	0.741990544118531	0.782620612674499	0.6503766965961364	0.7779825651325815	0.7154577135252856	0.7150082475625433	0.7983607452421407	0.6990276644921338	0.6739469122791344	0.8068680605074939	0.790897955784682	0.7715157701888805	0.7297330833971686	0.7398353134652833	0.5367202661720887	0.6339918699052481	0.7558936569047071	0.7783928751648271	0.6165614144225079	0.5181526342290114	0.5960266105909623	0.7383694477855667
HMP_2012__SRS024447__bin.56	0.7629565771017368	0.6857479367616727	0.7678788912228762	0.763924252110751	0.8186483063575667	0.7444503864628971	0.7497195431813755	0.6828391046287385	0.6793970745912193	1.0	0.8133337486293911	0.6323267859094271	0.8146899718144197	0.7327379817984184	0.789949061122957	0.7700650026316748	0.6250631522765703	0.6912108396494409	0.7396748337451979	0.7900029088321329	0.8742714061801332	0.6725272683215511	0.7884550511526841	0.7377690471753444	0.7521796444045104	0.831560142348003	0.7187861459346827	0.6950319153260611	0.8192501336954152	0.8179625399436499	0.7806819759575258	0.751784761203887	0.763243236965291	0.547037293761954	0.6763768516089116	0.7594601714363243	0.9053077475767211	0.6420045918370041	0.5153970133526481	0.6209200461823293	0.7437683154800022
