	HMP_2012__SRS015038__bin.19	HMP_2012__SRS022143__bin.25	HMP_2012__SRS050244__bin.42	HMP_2012__SRS016319__bin.3	FerrettiP_2018__CA_C10024MS2403SA_t0M15__bin.3	HMP_2012__SRS013705__bin.88	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.49	HMP_2012__SRS064329__bin.6	HMP_2012__SRS024277__bin.40	HMP_2012__SRS018145__bin.55	HMP_2012__SRS065278__bin.52	HMP_2012__SRS064774__bin.5	HMP_2012__SRS042643__bin.24	HMP_2012__SRS020220__bin.42	HMP_2012__SRS019389__bin.28	HMP_2012__SRS018739__bin.50	HMP_2012__SRS022077__bin.36	HMP_2012__SRS057205__bin.73	HMP_2012__SRS078182__bin.53	HMP_2012__SRS044373__bin.77	HMP_2012__SRS045715__bin.5	HMP_2012__SRS056323__bin.20	HMP_2012__SRS020334__bin.26	HMP_2012__SRS024081__bin.18	HMP_2012__SRS064423__bin.65	HMP_2012__SRS017209__bin.7	HMP_2012__SRS047824__bin.57	HMP_2012__SRS063288__bin.27	HMP_2012__SRS011306__bin.33	HMP_2012__SRS019607__bin.63	HMP_2012__SRS047219__bin.56	HMP_2012__SRS053603__bin.4	FerrettiP_2018__CA_C10002MS2015SA_t0M15__bin.26	HMP_2012__SRS017533__bin.11
HMP_2012__SRS015038__bin.19	1.0	0.8905004656104593	0.7125863078094379	0.9009739983970029	0.7784960550516805	0.722386519998085	0.8953171787866948	0.8492039837105834	0.8373745438484597	0.8414777842810527	0.9742315883107838	0.8762155676046312	0.8528470187803942	0.7845667506258329	0.7572401268190081	0.8615090720684686	0.8476812907988269	0.7345201895799005	0.8945743640903918	0.5457510536077474	0.884320123792154	0.7036648098873114	0.8887677460901848	0.8882812874013377	0.9780568523497499	0.7064522953900705	0.7990925615061379	0.8887414927641201	0.8782417066515118	0.9004736408884744	0.87785562832703	0.9107263368734142	0.8789150272494082	0.7882731025408587
HMP_2012__SRS022143__bin.25	0.85851514601094	1.0	0.6970425600971918	0.8493661990703657	0.7567213866498329	0.702855007429332	0.8558396931790097	0.8375819980883241	0.8720948929669983	0.839557694197379	0.8484044057874347	0.8654754921374144	0.8177759051427653	0.7440096357989584	0.7205290756362575	0.8255134278848587	0.809920763717465	0.704659486467896	0.8583781723545474	0.514400100050323	0.8955158993660501	0.695412275817301	0.854865989143349	0.8714561788518629	0.8482421217814913	0.6812384800688441	0.7604003203992485	0.8602883593235883	0.845368652685428	0.8571975189902064	0.8570322572960805	0.8566466466764534	0.8289124589451241	0.7626008319660782
HMP_2012__SRS050244__bin.42	0.8770539945144448	0.8898859361843268	1.0	0.8761511397828207	0.7728911689402767	0.7469972952372986	0.886322035927916	0.8622034597393315	0.8411108724617902	0.8376230020775163	0.8547696389911597	0.8611941631867162	0.844779313792389	0.7798498029875938	0.7568108509833513	0.860785502623981	0.8311414554778572	0.7676869241925153	0.8777021491744106	0.5589963296579226	0.8715247220632987	0.6788327133730843	0.889764288388908	0.8893005061688737	0.8479174467648339	0.7137057149754138	0.8126680972954274	0.8819598220140693	0.8794470347399495	0.8716197594034697	0.8856586752935228	0.8823323683875395	0.8541518962800485	0.8062929925167599
HMP_2012__SRS016319__bin.3	0.8785191119249256	0.8590533182349327	0.6941113225958006	1.0	0.7537073399910855	0.6973413162111045	0.8607097252171398	0.8264898627892688	0.8147143149703052	0.8122071171290551	0.8443760465480478	0.8493362325474938	0.824964462541109	0.762289033983448	0.7587819686547567	0.840984929708111	0.8214378214935371	0.7155632988399128	0.8707370107576105	0.5305561913481346	0.8524442543759262	0.6810151666646589	0.8604537350471624	0.8707791738444303	0.8380576068231922	0.6853218248183975	0.7737844984399659	0.8529216007517076	0.8434605052342461	0.8952292467263374	0.8537708857862211	0.8783308838587658	0.8685415185939214	0.7710996133042609
FerrettiP_2018__CA_C10024MS2403SA_t0M15__bin.3	0.8504555906651573	0.8574670137512295	0.6860009413797118	0.8444209755595556	1.0	0.7082886965265113	0.8632063932841499	0.8308924380891004	0.8028163786573361	0.8244360578796688	0.8124275618434171	0.8323770512545825	0.8060352899297678	0.7523057898226393	0.7273406697967261	0.8052069432658453	0.8105515506615807	0.6911346662235321	0.8588689609563609	0.5250992413289313	0.8528225364278521	0.6442107678318068	0.8425584608610418	0.8554476024340908	0.8136270617987101	0.6817562973747653	0.7566044197608761	0.8506361061295966	0.8426478750630538	0.8514442080685352	0.844775258246773	0.85818064030691	0.8340118127970281	0.746682817458376
HMP_2012__SRS013705__bin.88	0.8969293956581263	0.9051916874709985	0.7535616632727803	0.8879633997154505	0.8050145150960835	1.0	0.9043230826459275	0.8651706722196016	0.870761956259132	0.8814939236011243	0.8728500592492032	0.8751797609323408	0.8499231102572067	0.7983072751885812	0.753515644474101	0.8662003428400502	0.8524522267346212	0.7494180539417019	0.9014008889297944	0.5668423050816258	0.9016942587713748	0.6920805482372883	0.9049520062278774	0.900309859911107	0.8630557249303007	0.7599237621901881	0.817987981423745	0.8986052469100294	0.9553617652811173	0.8929813662214348	0.9022023830067916	0.899880351123434	0.8874111741312993	0.8030011926538658
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.49	0.8678517431851863	0.8604927922398694	0.6980255377752496	0.8556307351466251	0.7659281768782839	0.705998233612263	1.0	0.8330134874182297	0.8177521967576307	0.8096013652081493	0.8338263251650375	0.8434696046584734	0.8120383815098124	0.7607831983593552	0.7125787764022574	0.8277277966558388	0.8293070670478871	0.7081762795084053	0.8663877370776761	0.527805637471371	0.853199706600003	0.6645435085250663	0.8715656482493301	0.8692483870484858	0.829700761941829	0.6894076613325748	0.7698456656138197	0.8573013188030477	0.8459635046330255	0.8580093708366391	0.8456506444321362	0.8578971004296213	0.8412945526398515	0.7589464545005463
HMP_2012__SRS064329__bin.6	0.9118815181359438	0.9329103575449936	0.7522241882231203	0.9101751325392311	0.8167252321198483	0.7482376469456693	0.9228047075679611	1.0	0.8789013463697434	0.88377010060876	0.8735384202086467	0.9028073276741252	0.8649020196375298	0.80354510313766	0.7792709803342792	0.8797951673965928	0.87413540642324	0.7599601345872254	0.9216190266139771	0.5569582889048453	0.9167137898840686	0.7041999638491682	0.9149974545171127	0.9849343895567212	0.8701040911796944	0.7465577940696053	0.821350216987906	0.9173654998349997	0.9004741065520896	0.9142479051587901	0.9062101490973071	0.9178414305116338	0.8905657936848808	0.8218924794661617
HMP_2012__SRS024277__bin.40	0.8517997206910148	0.9201691563077802	0.6951557642431088	0.8499319007620517	0.7475474063380204	0.713392535946501	0.8581650750662534	0.8325905515645544	1.0	0.8504503032654646	0.8514494062720419	0.8547059165434806	0.8046675076307278	0.7576421169044772	0.7307653034775383	0.8226482199157674	0.8061693039739479	0.7252278221910832	0.8512608962708009	0.5151632732248249	0.8998901929242771	0.673499106933869	0.8461962609041254	0.8710073189007982	0.8343012798258168	0.6995260544385465	0.7620799565170264	0.8454453627325152	0.846105147736859	0.8614262980877232	0.8457406950677928	0.8574408824781524	0.8390658701071836	0.7631324706906221
HMP_2012__SRS018145__bin.55	0.8779594927734721	0.9085912701609655	0.7100542996632454	0.8690798060035769	0.7873966775695663	0.740734415029889	0.8714338655881927	0.8587064756779401	0.8722942816170666	1.0	0.8507129851924657	0.8511834748561945	0.8262024072313617	0.7656461982179398	0.7408955416270563	0.8403025957494804	0.835723377857983	0.7232183426518215	0.8749270902147818	0.537576333725408	0.8852714177529285	0.6778531492193416	0.8887050255385657	0.8912459919758955	0.8385205355848089	0.71584357829947	0.7838422248360537	0.8730821906772152	0.8790777113578139	0.8784138697774841	0.8671607882313133	0.8805342957962071	0.8596248972817944	0.7744711019447981
