	CM_madagascar__A14_01_1FE__bin.15	RampelliS_2015__H18__bin.17	HMP_2012__SRS049959__bin.75	BritoIL_2016__M2.48.ST__bin.10	CM_madagascar__A53_01_1FE__bin.6	BritoIL_2016__M2.31.ST__bin.48	CM_madagascar__A56_01_1FE__bin.28	CM_madagascar__A55_02_1FE__bin.58	ZeeviD_2015__PNP_Main_654__bin.4	ZeeviD_2015__PNP_Main_660__bin.34	BritoIL_2016__WL.17.ST__bin.18	BritoIL_2016__M1.24.ST__bin.37	NielsenHB_2014__MH0065__bin.14	CosteaPI_2017__SID713A074-11-0-0__bin.18	BritoIL_2016__M1.65.ST__bin.19	CM_madagascar__A25_01_1FE__bin.10	ZeeviD_2015__PNP_Main_618__bin.4	BritoIL_2016__W1.1.ST__bin.95	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.91	LiuW_2016__SRR3993044__bin.128	ZeeviD_2015__PNP_Main_22__bin.20	BritoIL_2016__WL.15.ST__bin.63	BritoIL_2016__W3.20.ST__bin.30	BritoIL_2016__M1.27.ST__bin.1	BritoIL_2016__M2.52.ST__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES64__bin.3	ZeeviD_2015__PNP_Main_415__bin.68	LeChatelierE_2013__MH0065__bin.14	BritoIL_2016__W2.15.ST__bin.66	BritoIL_2016__M2.32.ST__bin.43	BritoIL_2016__M2.38.ST__bin.34
CM_madagascar__A14_01_1FE__bin.15	1.0	0.892425256167218	0.9132134169258281	0.7858830283281089	0.6846912983682117	0.9194854353293932	0.9202381394887806	0.9208220272832026	0.9115872042357936	0.9029533054967022	0.9158323937437791	0.9094029166511789	0.894081928079066	0.9012914710048858	0.8311696960685921	0.9189542058506486	0.5986692933873545	0.9208597141169717	0.9279138633857439	0.8784542822568322	0.6639960640490321	0.8017564129568368	0.9139088164475667	0.9204069558537462	0.9109155525819095	0.9226557756879654	0.9036817455302383	0.9229644979700735	0.6349054421852994	0.7272960058151301	0.7274534645041651
RampelliS_2015__H18__bin.17	0.8453881105697355	1.0	0.8590594344360867	0.7423066709507231	0.6390966118297665	0.8508581072588837	0.8609461798296256	0.8635831241432499	0.8697509916661409	0.8420151497145674	0.8560811349423976	0.8566274010400085	0.8390544559321711	0.8517775166263936	0.7790512575612862	0.8589939020662748	0.5588972173684255	0.8601363171101595	0.8563995048882747	0.8131672136663356	0.6248408761580034	0.7580246587548556	0.8551851998566112	0.8515012047686047	0.8454516867494037	0.8560493468525634	0.8465427518020179	0.860073229978027	0.5991810409963659	0.6785700836907048	0.6888933881262193
HMP_2012__SRS049959__bin.75	0.8798091079102339	0.8736854408721948	1.0	0.7790839368136241	0.665863242081808	0.8899207186057616	0.8972286328187171	0.8988988142607035	0.8996150326277256	0.8890707066687888	0.9040297230622314	0.8772918987744708	0.8796514403947159	0.8930442264841636	0.793630132898297	0.8921802880789432	0.5852827073054273	0.8969232452650008	0.8944617420022283	0.862700441667993	0.6438594222505173	0.8036268502307815	0.9011464467611013	0.8886902156613083	0.8975757997771765	0.8909343665446443	0.8942021128441827	0.9062594501034538	0.6252268024828903	0.7247945845933471	0.7163133654305268
BritoIL_2016__M2.48.ST__bin.10	0.8205013771431959	0.8181265462542244	0.8442857989856033	1.0	0.6367268728877965	0.8412523109594726	0.8422257436842757	0.8448851662004323	0.8408054805448205	0.8367171709005061	0.8485880913496003	0.8292428676918433	0.8302621153566289	0.838781538196185	0.7564111271014234	0.8388128001552317	0.5607322844407073	0.8468438896345046	0.8422171196955732	0.8044338081917113	0.6108823957440616	0.7551358547720303	0.8474631998232083	0.8420651218946903	0.8700116962846779	0.8406761207142819	0.8413175298740359	0.8441736871324699	0.5905405623918633	0.6846590020967073	0.6911075896490576
CM_madagascar__A53_01_1FE__bin.6	0.9537911215437191	0.9398113788302438	0.9627806160608466	0.8495525389209154	1.0	0.9472510844926185	0.9691387057429206	0.9705353136111016	0.9601729434913183	0.9600089751113259	0.9688042965468835	0.948854810314474	0.941278464335439	0.9611042551232927	0.8518646369107207	0.9674810429539623	0.6344857146144729	0.9584836376816597	0.9559191146858136	0.9365881056761826	0.7252623494079878	0.8733998699759513	0.9685885486784724	0.9424391878674906	0.9579341997767729	0.955490495587237	0.9599449699103639	0.9592890963903943	0.7188855615773183	0.7634691394249025	0.8221209166120106
BritoIL_2016__M2.31.ST__bin.48	0.9161575924923819	0.8949487976659061	0.9203658132601391	0.8028422079244794	0.67753537456817	1.0	0.9224634937748579	0.926397544921638	0.9191981490207052	0.9182943666115927	0.9248240273408325	0.9108269737640763	0.9007490540376492	0.9148577301430209	0.8722955970313552	0.9194851783800022	0.6028686475464649	0.9383205799021836	0.928026102182452	0.8743161191161554	0.6646020785452241	0.8169760891169577	0.9230540129585011	0.9810215981877028	0.9142661821803121	0.9271104888140852	0.9195381605018795	0.9247988222537257	0.642525508576931	0.7303215140335753	0.7393464783863806
CM_madagascar__A56_01_1FE__bin.28	0.8935629456182222	0.8825039188586961	0.9042986383375918	0.7833070405109981	0.6755420607456936	0.8989774122348598	1.0	0.9827590269099141	0.9069419567775076	0.8939379128461867	0.9120330893539886	0.8980891208873288	0.8879013415104261	0.8980690691639083	0.8091507042415912	0.974425530656328	0.5895702965800281	0.9178245283709329	0.911831569533612	0.8675398189630151	0.6550963209599161	0.8062933336541609	0.9114129898072076	0.9072617817660655	0.8945098882567583	0.9082272722487656	0.8930090167587291	0.9163617551474027	0.6254287935730216	0.7247971141559653	0.7206007897371269
CM_madagascar__A55_02_1FE__bin.58	0.8959741000183349	0.8870326788849344	0.9078506179878286	0.7874011357614148	0.6779109223477761	0.9046733995232916	0.9847860212434101	1.0	0.9194247350852826	0.897448932178316	0.917659055574951	0.9031086508249465	0.8918047856696145	0.9024526117238105	0.8133804850972128	0.971782281418672	0.5941051923033452	0.9258967165393687	0.9154769469567773	0.870514156831522	0.6580755349154961	0.8116213358382708	0.916733266858723	0.9129246233175184	0.8985947401336692	0.9108716127460461	0.8971415080359767	0.9204183379505559	0.6276340145725071	0.7242425536296896	0.7233579557299189
ZeeviD_2015__PNP_Main_654__bin.4	0.9098004966972723	0.91634412258736	0.9319411382817572	0.8037520223410723	0.6879216001483909	0.9207288671798518	0.9321858801949692	0.9430709700023702	1.0	0.9176950979482899	0.9311863026967983	0.9190022773879082	0.9090446306200471	0.9248848424892571	0.8297111530177966	0.931277501262353	0.6046758586576808	0.935146484475634	0.9356153584567348	0.8892586638637276	0.6742629404066323	0.8246272194227182	0.9305705835677703	0.9228583794478622	0.9194278706938305	0.9347394400305026	0.9177842355293123	0.9312795622468854	0.646118135633392	0.7424418544738822	0.7425959130676725
ZeeviD_2015__PNP_Main_660__bin.34	0.8939309995164998	0.8799830928269222	0.9136057766515415	0.7934069180390542	0.6822688322295287	0.9124210478971831	0.911425425975919	0.9131217653787299	0.9103096956606626	1.0	0.922928743523091	0.8994023201875122	0.8940393526208674	0.908108389903535	0.8202830878181467	0.9101256998230574	0.5954457963595401	0.9086731549050735	0.9148819922251537	0.8716920359446091	0.6599031159695098	0.808243626844175	0.9208281243770974	0.9137468401270389	0.9095011361742972	0.9127834174773557	0.9248182785553873	0.9155244443581254	0.6416660618655338	0.7270590411976903	0.7356112699494931
