	RaymondF_2016__P21E7__bin.23	RaymondF_2016__P9E90__bin.19	RaymondF_2016__P15E0__bin.36	RaymondF_2016__P22E90__bin.66	XieH_2016__YSZC12003_37308R1__bin.80	QinJ_2012__T2D-077__bin.18	RaymondF_2016__P6C0__bin.76	RaymondF_2016__P20E0__bin.15	RaymondF_2016__P38C0__bin.54	RaymondF_2016__P12E90__bin.22	HMP_2012__SRS021484__bin.49	QinJ_2012__DLM013__bin.12	XieH_2016__YSZC12003_37270__bin.39	HMP_2012__SRS054956__bin.1	RaymondF_2016__P2E0__bin.65	RaymondF_2016__P18E0__bin.7	RaymondF_2016__P6C7__bin.5	RaymondF_2016__P18E90__bin.11	RaymondF_2016__P38C7__bin.19	RaymondF_2016__P22E0__bin.67	XieH_2016__YSZC12003_37209__bin.63	XieH_2016__YSZC12003_35653__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.58	XieH_2016__YSZC12003_37205__bin.52	RaymondF_2016__P15E90__bin.56	HeQ_2017__SZAXPI029486-84__bin.35
RaymondF_2016__P21E7__bin.23	1.0	0.8549361427816875	0.7632748480345594	0.7826793228916155	0.8442942346758674	0.7876517359648658	0.7877639824203168	0.8862313986904929	0.8078293476225519	0.8020601945220583	0.7361820154952561	0.49917310029430595	0.8576017338405754	0.6673004570109189	0.889024971689241	0.5769462565020333	0.8692244871412245	0.6837854749939549	0.8405245371276132	0.7699954734256517	0.7971743266130576	0.6786189909463268	0.7148415515397434	0.7642861151659123	0.7417817498802792	0.8666664218924648
RaymondF_2016__P9E90__bin.19	0.8539529756684344	1.0	0.7691639501779732	0.7746812775512727	0.8685188037600186	0.8347683309285728	0.7974468673672431	0.8909878588410836	0.8352875286711368	0.7992412692524914	0.7373886292026988	0.5220824073171779	0.9203175541228282	0.6731589960570311	0.8963081949417252	0.6058571373186343	0.8676627299846912	0.7177817106177248	0.8861327574482085	0.7734637038340998	0.8427632426859131	0.69601679455382	0.7524270267834783	0.7836574782811883	0.7472282384893703	0.8826131101883258
RaymondF_2016__P15E0__bin.36	0.8660552533536476	0.8737421589515909	1.0	0.8002452001475961	0.876201897325414	0.8043850356492448	0.818838751145656	0.9311868401318845	0.8134080439931916	0.8288181590944259	0.7468588194684156	0.5080172116220109	0.8697832478306929	0.6682281313606228	0.9216442693392689	0.6040797257567282	0.8780057848190161	0.7060550152952519	0.8557437539428422	0.7839691476319142	0.8197862235606395	0.6927999238213134	0.7334323259495554	0.7789377834382774	0.784144715698761	0.8928641995881591
RaymondF_2016__P22E90__bin.66	0.8066400812590174	0.799316390676836	0.7268660193838866	1.0	0.8012851595800177	0.7463693728319623	0.7512794024716104	0.8387382580665738	0.7673566007004753	0.7503274524335811	0.6945753983891988	0.4725088613520718	0.80176302660649	0.6293265480540162	0.8306339792646794	0.5581378754486085	0.8234562435435245	0.6549551405031766	0.7942474324107365	0.762448192781505	0.7563472795905912	0.6454091520184746	0.6818081320642828	0.726813583748629	0.7006487423285855	0.8142994680215602
XieH_2016__YSZC12003_37308R1__bin.80	0.8350680619200315	0.8600169227472955	0.7637787841042383	0.7689873795317763	1.0	0.8035731794687958	0.7932747902424954	0.8871353399568267	0.8040380102957952	0.7882425815127027	0.7209541690292973	0.496183043739232	0.8721206817034598	0.6543406950569703	0.8905624297371372	0.5799542743425317	0.8645287907187396	0.6802368562080077	0.8492365828086261	0.773443737571871	0.7855620224913791	0.6751901215148712	0.7154851438303824	0.7632994273138951	0.7346817231735288	0.8728604682651797
QinJ_2012__T2D-077__bin.18	0.7673455559637828	0.8141837564276629	0.6906469232298281	0.7055285949561848	0.7915058526672086	1.0	0.7191762167145042	0.8075372603886312	0.7610838382377664	0.7148572973232613	0.6745807679316658	0.5023702446280501	0.8153084537277252	0.6194005940813635	0.8080978205604478	0.550279488045556	0.7883458671589921	0.6591242282077762	0.8098357103912117	0.7077284231600776	0.7439573708552656	0.6399496977727315	0.6900970939272988	0.7034457843269012	0.6731433424409458	0.7836477903862653
RaymondF_2016__P6C0__bin.76	0.8429862142861553	0.8543303396277672	0.7722503082856288	0.7800633914955263	0.858262139044817	0.7899560345684029	1.0	0.8850180200457223	0.8039668235831631	0.8091486040568536	0.736334822047488	0.48849731172686545	0.8548613149666008	0.6519933745952435	0.8876038587201474	0.5857724428289424	0.9094193116741046	0.6825811463342214	0.8393917469818318	0.772037020094554	0.7907362203199659	0.6829487878214687	0.7218581667206435	0.7585998640568424	0.7561908300671241	0.8689394581469635
RaymondF_2016__P20E0__bin.15	0.7961168022021153	0.8013111105142808	0.7372280279674678	0.7310720375739226	0.8057336230159123	0.7446213418032975	0.7429462904562595	1.0	0.7449271388002674	0.7743524430541441	0.682831029961038	0.4673925693685645	0.8004441359774171	0.6235516460029883	0.8525997220969663	0.5343979215227842	0.8129379929445236	0.6374147573201628	0.7827088525167941	0.7109219473190462	0.7486028281274811	0.6212230654806078	0.6752223860364327	0.7120056654901257	0.7133636114766697	0.8225807287580637
RaymondF_2016__P38C0__bin.54	0.8218184418264884	0.850730443858434	0.729289683501008	0.757456247538774	0.8269986222470286	0.7947526928080441	0.7643108620507495	0.8436074289806228	1.0	0.7616668783276577	0.7072584423387437	0.4885068081913871	0.8568993834795573	0.6368889889683715	0.8381252314486256	0.5898074027275454	0.8370254836275778	0.6987405993172066	0.884084658704656	0.7571595664186854	0.7932997023584014	0.6837347243907098	0.710822884572902	0.7454171838131636	0.7244840896745365	0.8239394983954674
RaymondF_2016__P12E90__bin.22	0.8231461698752369	0.8211975037694846	0.7496604637717671	0.7471794134730344	0.8179030737785443	0.7530652464012928	0.7760218250603844	0.8846653435116147	0.7683848841647194	1.0	0.7061147742804066	0.4864742654955291	0.8232236858750237	0.6324842639828905	0.8692859538316859	0.5643934561423625	0.831334335658275	0.6574880186641302	0.8020182151833387	0.7349701052010544	0.7666181653362445	0.6401039791008252	0.6983481017462093	0.7418291945710809	0.7346896480073812	0.8408063601877825
