	ZeeviD_2015__PNP_Main_709__bin.19	VincentC_2016__MM019.3__bin.15	Obregon-TitoAJ_2015__HCO12__bin.25	CosteaPI_2017__pluto1-11-0-0__bin.45	CosteaPI_2017__SID713B072-11-90-0__bin.43	BritoIL_2016__W2.21.ST__bin.1	VincentC_2016__MM022.3__bin.12	CosteaPI_2017__SID713A081-11-90-0__bin.30	ZeeviD_2015__PNP_Main_170__bin.64	BritoIL_2016__W1.27.ST__bin.24	ZeeviD_2015__PNP_Main_438__bin.27	LiJ_2014__V1.FI24__bin.39	ZeeviD_2015__PNP_Main_23__bin.13	ZellerG_2014__CCIS16383318ST-4-0__bin.63	ChengpingW_2017__AS12raw__bin.8	LiuW_2016__SRR3992961__bin.108	ZeeviD_2015__PNP_Main_186__bin.52	LiJ_2014__V1.FI09__bin.4	LiuW_2016__SRR3993054__bin.11	CosteaPI_2017__SID713B055-11-90-0__bin.39	SchirmerM_2016__G88968__bin.4	ChengpingW_2017__AS71raw__bin.30	NielsenHB_2014__MH0031__bin.7	BritoIL_2016__WL.9.ST__bin.10	ZeeviD_2015__PNP_Main_538__bin.2	LeChatelierE_2013__MH0031__bin.13	BritoIL_2016__W1.41.ST__bin.84	BritoIL_2016__W1.3.ST__bin.50	LeChatelierE_2013__MH0120__bin.8	LeChatelierE_2013__MH0276__bin.105	ZeeviD_2015__PNP_Main_488__bin.23	CosteaPI_2017__SID713B072-11-0-0__bin.11	ZeeviD_2015__PNP_Main_374__bin.35
ZeeviD_2015__PNP_Main_709__bin.19	1.0	0.6953052658091115	0.6521480296231646	0.5809377481195944	0.615813724519654	0.43676389082502143	0.6971269139932885	0.50253145121047	0.5503832195560836	0.4891324038550251	0.7078419765657251	0.4024428268477944	0.6102524784180148	0.537121890150237	0.6120653719159092	0.505193549277772	0.5116588850974363	0.6873132473892515	0.5123595967187436	0.49659914109793196	0.5825496205516935	0.5153207009944649	0.6976515217328353	0.4443333272723967	0.43535539648964017	0.6673202376695294	0.6697291232720438	0.5783163930153766	0.5376626603875363	0.6786548626558081	0.608039226382045	0.7198648545812937	0.6571550367393777
VincentC_2016__MM019.3__bin.15	0.5766022157762645	1.0	0.6831572857131688	0.6517490648459132	0.6622951680261631	0.4427584616226613	0.7103258993842335	0.5326357327709936	0.5413668160753797	0.5123653115635195	0.7004918424629765	0.3712374637973343	0.644040535816206	0.5807253824665729	0.6080601402647361	0.5291726748478456	0.5684714852000488	0.673310384035867	0.5348243675074583	0.4655160185277229	0.6337440676773441	0.5553706717360637	0.7678986090804607	0.4509844109339032	0.48661632266920735	0.7355334538878843	0.6893780569123217	0.58872319774111	0.5987161387099621	0.7123506238642164	0.5516186068019127	0.7803650032893745	0.6690372687804295
Obregon-TitoAJ_2015__HCO12__bin.25	0.5284051597132038	0.6674838758962383	1.0	0.582854430172536	0.5938832080145798	0.42642115831632715	0.6674151233725841	0.4937312431111063	0.5327641242783714	0.49933839337356634	0.6342139294795544	0.32413213580260386	0.5805239378826405	0.5254523479532482	0.6130943546538911	0.47984732574509187	0.5068938046337018	0.6461970578285116	0.49008217563541523	0.39656646622941516	0.5766560627721454	0.512334257309048	0.6579608328877151	0.4475770191961411	0.44944534174369494	0.6383982844608384	0.6673728351139874	0.5848564381827508	0.5400671701243002	0.6324651053659708	0.48440545436687654	0.674953346501806	0.6162618816365283
CosteaPI_2017__pluto1-11-0-0__bin.45	0.5045591291813221	0.6825934234718751	0.6247722190101606	1.0	0.5814395085925818	0.42006835696172695	0.6353506737872079	0.47400847457874956	0.4847018616992499	0.4632779464719426	0.6241361430635699	0.39024677699586735	0.5562175619545283	0.5052858642283463	0.5538940569450281	0.46507650604506107	0.6176265272037252	0.6126098620139246	0.46572515728622804	0.4060021588563852	0.7137786917774828	0.6233453617488199	0.6595587007439602	0.4128919580406287	0.46056606957413326	0.6379063830733025	0.6296414900495788	0.5317156240431443	0.6396505471861609	0.5978938428725716	0.4724198931801838	0.6767023366359567	0.5895347813638814
CosteaPI_2017__SID713B072-11-90-0__bin.43	0.5629626733837194	0.7300977914805764	0.6700549490295499	0.6120012423633593	1.0	0.47741352015162003	0.6757379302829762	0.5712014878809547	0.569299773105542	0.5292415581009571	0.6829747891968564	0.33478922148205087	0.62572480174054	0.6127541711980402	0.6523441912894815	0.5414112398176841	0.5566748249348114	0.6718156820362446	0.5503626586699017	0.44546883671879406	0.5885687179924441	0.5636959017092346	0.7278919500949165	0.49280823678288216	0.4957383797008416	0.7068108661852149	0.6738414484553108	0.600216336216277	0.5995006536567377	0.7269069246366257	0.541777546159986	0.9060165662812857	0.6948498867374633
BritoIL_2016__W2.21.ST__bin.1	0.5788276348318117	0.70756869884959	0.6974617794318455	0.6409734307924353	0.6920970664096316	1.0	0.7065057520504788	0.6286054066597053	0.6716159290297822	0.648201201281605	0.7231211009665587	0.344969967959874	0.6161753549849617	0.6399287798870117	0.7214865190500415	0.5653328513927192	0.5706150097726846	0.7188737761832088	0.558767303006774	0.4521834587271413	0.6110730318527047	0.6304827438485636	0.7132672003712728	0.5935120976018993	0.5174051960338073	0.700630092728944	0.7437334332913866	0.678689300025882	0.6422313850437762	0.734377984238757	0.5215521165225308	0.7167585923764135	0.6995301079011486
VincentC_2016__MM022.3__bin.12	0.5999384516236717	0.7371429382800764	0.7088756004154225	0.6295436842788523	0.6361256514159603	0.45878374149218304	1.0	0.5226126532334342	0.5604179609984978	0.5285866707776191	0.7116487546595945	0.3741889175831309	0.619254905324456	0.5734294732108084	0.6489053430017989	0.5236758405815917	0.5650138049183064	0.7050612817826079	0.5299089176758591	0.4583968908217578	0.6290528041022978	0.5444148036015652	0.7306189262995864	0.46310806550323624	0.4835140761484394	0.7026147048459784	0.7202145268077372	0.6226212305966136	0.5860561631831754	0.6896301417814952	0.550079050833627	0.7440703181506277	0.6760048844605998
CosteaPI_2017__SID713A081-11-90-0__bin.30	0.46005576388664116	0.5879992046941541	0.5578494066802608	0.49963271049788305	0.5720135571903509	0.434232984539316	0.5559456047792333	1.0	0.5219000411524536	0.48650338236178087	0.5769438369191454	0.25063323916048996	0.5037908037367044	0.5055688363411615	0.5718076407930247	0.5005121707996368	0.45089032639906784	0.5727536848400218	0.48569451316030804	0.3858460220065443	0.48698087412743707	0.48003150397575856	0.5965841922174083	0.43595830501212224	0.4653275935678869	0.5822104262130341	0.5726118861233002	0.505593496987548	0.5150548622317577	0.6032644530653954	0.4242263107518877	0.6072400575209577	0.5730271097568306
ZeeviD_2015__PNP_Main_170__bin.64	0.5752029337461392	0.6822550375814963	0.6871792182893918	0.5832411053840829	0.6508286791209881	0.5296321802757583	0.6805704772264121	0.5957938424691495	1.0	0.5844527079122959	0.708982433346905	0.31822812543657986	0.6083821217718605	0.5940962616977004	0.700684205284811	0.5508445499528273	0.5381243069707439	0.7040156723584654	0.5327672853945064	0.44520604105090944	0.5853644889609743	0.5641500078650353	0.6943914732460356	0.5294660819913214	0.5209824009718157	0.679255063270426	0.710419957694204	0.6524002785665295	0.5882046992442176	0.6886097045737908	0.5103253661288296	0.7060644524686183	0.681723311929411
BritoIL_2016__W1.27.ST__bin.24	0.5712016301127308	0.7215093013077942	0.7196761322728582	0.6229054903451918	0.6760622805613697	0.5711764643430535	0.7172728012686693	0.6205855209530591	0.653065092442916	1.0	0.7226040122887599	0.33165692607201264	0.6346638030117921	0.6281431161592945	0.7383888481037396	0.5676088232761349	0.5800245916755565	0.7142426853134535	0.5475406948190366	0.4414524266683234	0.6294938102036972	0.6423885146572914	0.7142824000437256	0.6274133088386509	0.5276444013830163	0.7076850362367423	0.7733224753522913	0.7232072043307144	0.6441623082043948	0.728747605811248	0.5019603741363521	0.7110580358038123	0.7112082439915741
