	ZeeviD_2015__PNP_Main_709__bin.19	VincentC_2016__MM019.3__bin.15	Obregon-TitoAJ_2015__HCO12__bin.25	CosteaPI_2017__pluto1-11-0-0__bin.45	CosteaPI_2017__SID713B072-11-90-0__bin.43	BritoIL_2016__W2.21.ST__bin.1	VincentC_2016__MM022.3__bin.12	CosteaPI_2017__SID713A081-11-90-0__bin.30	ZeeviD_2015__PNP_Main_170__bin.64	BritoIL_2016__W1.27.ST__bin.24	ZeeviD_2015__PNP_Main_438__bin.27	LiJ_2014__V1.FI24__bin.39	ZeeviD_2015__PNP_Main_23__bin.13	ZellerG_2014__CCIS16383318ST-4-0__bin.63	ChengpingW_2017__AS12raw__bin.8	LiuW_2016__SRR3992961__bin.108	ZeeviD_2015__PNP_Main_186__bin.52	LiJ_2014__V1.FI09__bin.4	LiuW_2016__SRR3993054__bin.11	CosteaPI_2017__SID713B055-11-90-0__bin.39	SchirmerM_2016__G88968__bin.4	ChengpingW_2017__AS71raw__bin.30	NielsenHB_2014__MH0031__bin.7	BritoIL_2016__WL.9.ST__bin.10	ZeeviD_2015__PNP_Main_538__bin.2	LeChatelierE_2013__MH0031__bin.13	BritoIL_2016__W1.41.ST__bin.84	BritoIL_2016__W1.3.ST__bin.50	LeChatelierE_2013__MH0120__bin.8	LeChatelierE_2013__MH0276__bin.105	ZeeviD_2015__PNP_Main_488__bin.23	CosteaPI_2017__SID713B072-11-0-0__bin.11	ZeeviD_2015__PNP_Main_374__bin.35
ZeeviD_2015__PNP_Main_709__bin.19	1.0	0.9767203160024237	0.9717268250978613	0.9715439142617737	0.9758339478315062	0.979463345201104	0.9796842549071659	0.9736201409900618	0.977540857231881	0.9770790888135703	0.9828823534087312	0.9725927071211764	0.9763044230091719	0.974469702014164	0.9755324618451092	0.9748912432544826	0.9714238955047934	0.9763144816951408	0.9738780201979085	0.9752023545265853	0.9713345703722627	0.9727804114052383	0.9764478504274733	0.9775328591842374	0.9777429412560961	0.9760430677126606	0.9750160910569998	0.975979342837189	0.9714308484782486	0.9772883538747846	0.975627914817104	0.9762062840469591	0.9776854685029667
VincentC_2016__MM019.3__bin.15	0.9767203160024237	1.0	0.9706146644603233	0.9736045059922639	0.977707737594444	0.9764896430891831	0.9757238802821493	0.975056318423626	0.9741875899439634	0.9742212429318537	0.9775476874913054	0.9697503276908028	0.9775653686464456	0.9750525218702427	0.9711704117971052	0.9761943273122884	0.9730621336067318	0.974059712550187	0.9748099318920492	0.9749570306811756	0.9727831995545804	0.9742342677723842	0.9795496455302762	0.97332436592336	0.9767931720818548	0.9793057117023871	0.9723745155496739	0.9730557479855617	0.9723280850369134	0.9792277462895449	0.9755128243113784	0.9785758980954525	0.9785928537470369
Obregon-TitoAJ_2015__HCO12__bin.25	0.9717268250978613	0.9706146644603233	1.0	0.9676383144094834	0.9691551972773548	0.9767817703900078	0.9724583623691302	0.9689631188729788	0.9750075643871648	0.9740499575570983	0.9722023217288712	0.9641415510365726	0.9704394877181236	0.9685991868790196	0.9711778235499019	0.9716224293737246	0.967501520567234	0.9739360599760517	0.9694596998428406	0.9691462564124447	0.9681556466573529	0.9691191702357477	0.9701618265924695	0.9747662035400281	0.9721725685520636	0.970183432033624	0.972559897994196	0.9740653464572725	0.9680874111698462	0.971144911787106	0.969286915316417	0.9697205358486779	0.9700723604166318
CosteaPI_2017__pluto1-11-0-0__bin.45	0.9715439142617737	0.9736045059922639	0.9676383144094834	1.0	0.9724381238301084	0.9748672131525831	0.971861676167487	0.971378708760667	0.972117884156985	0.9731019053738447	0.9723889440958131	0.9869560747518392	0.9734353207921856	0.9713859392771345	0.9698340619940212	0.9725912788208673	0.9895836457146284	0.9711631184630221	0.9720032886324281	0.9728451139284503	0.9903223633704842	0.9905387419440588	0.9736926066527907	0.9727811661985961	0.9729195599420768	0.9738911193104902	0.9702787086493239	0.9720814299645845	0.9896909782145388	0.9746130751196314	0.9725594410983448	0.9731352171779172	0.9726805038996833
CosteaPI_2017__SID713B072-11-90-0__bin.43	0.9758339478315062	0.977707737594444	0.9691551972773548	0.9724381238301084	1.0	0.9768139053586117	0.9742808399136511	0.9783703528736892	0.9737602084146136	0.9740841964758179	0.97543673305736	0.9694902744511468	0.9774909981303809	0.9767090870819801	0.9712800769971126	0.9778391796365739	0.9719404358371729	0.9739680697957226	0.9759177404159485	0.9769495502647646	0.9720210930974653	0.97395101761649	0.9776352253366293	0.9734682237682978	0.9767286290444855	0.9776990437520279	0.9729213333333333	0.9714386066300654	0.973938830212834	0.9781948085086641	0.9771779141104294	0.9970961075917206	0.9779056050648025
BritoIL_2016__W2.21.ST__bin.1	0.979463345201104	0.9764896430891831	0.9767817703900078	0.9748672131525831	0.9768139053586117	1.0	0.981112537769967	0.9749694082080131	0.9830149909604874	0.9839101449942899	0.9800947391467912	0.9758233296726878	0.9770506883095288	0.9763105257353092	0.9811299687360429	0.9790015841737182	0.9753030675146099	0.9785377510347534	0.9762746434179483	0.9780664839195398	0.9758506227614722	0.9747817411858212	0.9772786051917671	0.9834422493637323	0.9781165245926532	0.9773245905068042	0.9823124328096414	0.9837983012376217	0.9751919957393005	0.9750839727945328	0.9766974859859007	0.9764307737947603	0.9765476074784519
VincentC_2016__MM022.3__bin.12	0.9796842549071659	0.9757238802821493	0.9724583623691302	0.971861676167487	0.9742808399136511	0.981112537769967	1.0	0.9730760847045011	0.977473299769881	0.9776343701061283	0.9795260993174835	0.9705805421640563	0.9757243918541929	0.9744297939581475	0.9739309243431411	0.976186502065349	0.9718352681177009	0.975850074257793	0.9737795844990698	0.9743259673340371	0.9723487710739112	0.9732523889103585	0.9764500990266191	0.9767754845342048	0.9762836182957954	0.9763625052096232	0.9746599854590402	0.9777121610694522	0.9721512817591761	0.9769080467791128	0.9732998968912004	0.9748621560640511	0.9781522632864856
CosteaPI_2017__SID713A081-11-90-0__bin.30	0.9736201409900618	0.975056318423626	0.9689631188729788	0.971378708760667	0.9783703528736892	0.9749694082080131	0.9730760847045011	1.0	0.9744112739802581	0.9746522989552757	0.9749397703328845	0.9708956863569276	0.9745985326591572	0.9773096860193986	0.9735325221279577	0.9780073497567449	0.9712045639252307	0.9738450209257653	0.9768898445269467	0.9788786476328413	0.9722160339214613	0.9734343832767511	0.975935687303618	0.97422505357582	0.9788256211605025	0.9759983422542242	0.9702785203664296	0.972885296952621	0.9721366624271417	0.9757256576014933	0.9774106878426376	0.977082622393994	0.9747830240968973
ZeeviD_2015__PNP_Main_170__bin.64	0.977540857231881	0.9741875899439634	0.9750075643871648	0.972117884156985	0.9737602084146136	0.9830149909604874	0.977473299769881	0.9744112739802581	1.0	0.9818606611698256	0.9780962187601192	0.9707905938175982	0.9741973511008529	0.9729833469251318	0.9792116549678641	0.974936642477972	0.9724064210569155	0.9786909401150794	0.9735576304756025	0.9766298289656109	0.9724481074552455	0.9725436620624012	0.9744631614399714	0.9819101767410778	0.9753493011342075	0.9741556906535745	0.9796370945240026	0.9812573868739781	0.9719774423935532	0.9751024028543238	0.9739675260653831	0.9742550998161148	0.9742194163273845
BritoIL_2016__W1.27.ST__bin.24	0.9770790888135703	0.9742212429318537	0.9740499575570983	0.9731019053738447	0.9740841964758179	0.9839101449942899	0.9776343701061283	0.9746522989552757	0.9818606611698256	1.0	0.9773412129856841	0.9732178709066993	0.9738884410418799	0.9734981492337937	0.9797852097004697	0.9767423449416359	0.973719613385491	0.9768576605220148	0.9740958558266136	0.9766442051565781	0.9740493082005914	0.9731335459871276	0.9751954397918745	0.9856915169636018	0.9759672416112997	0.9747656297814422	0.9811837076801804	0.9868716873372174	0.972952956317896	0.9739453377084467	0.9740746110352301	0.9736896942193571	0.9743313491529075
