	ZeeviD_2015__PNP_Main_479__bin.30	LiuW_2016__SRR3992994__bin.26	RampelliS_2015__H20__bin.28	XieH_2016__YSZC12003_36034__bin.76	CosteaPI_2017__SID713A028-11-90-0__bin.62	XieH_2016__YSZC12003_37315__bin.25	RampelliS_2015__H16__bin.35	ZeeviD_2015__PNP_Main_443__bin.23	XieH_2016__YSZC12003_36033__bin.88	VincentC_2016__MM100.1__bin.9	LiSS_2016__FAT_006-22-42-0__bin.55	CM_madagascar__V06_02_1FE__bin.13	XieH_2016__YSZC12003_37208R1__bin.49	RampelliS_2015__H27__bin.12	LiuW_2016__SRR3992967__bin.73	LiJ_2014__MH0328__bin.50	SchirmerM_2016__G89274__bin.21	ZeeviD_2015__PNP_Validation_15__bin.31	RampelliS_2015__H9__bin.17	LiSS_2016__FAT_006-22-84-0__bin.37	RampelliS_2015__H15__bin.31	LiSS_2016__FAT_006-22-0-0__bin.61	ZellerG_2014__CCIS36797902ST-4-0__bin.4	LiJ_2017__H2M513938__bin.39	ZeeviD_2015__PNP_Main_379__bin.36	ZeeviD_2015__PNP_Main_764__bin.27	CosteaPI_2017__SID713A053-11-0-0__bin.28	ZeeviD_2015__PNP_Main_215__bin.19	BritoIL_2016__W1.53.ST__bin.9	CM_madagascar__A27_02_1FE__bin.15	CosteaPI_2017__SID713A028-11-0-0__bin.34	RampelliS_2015__H1__bin.27	FengQ_2015__SID530840__bin.75	LeChatelierE_2013__MH0407__bin.34	BritoIL_2016__W1.2.ST__bin.113	HeQ_2017__SZAXPI029560-51__bin.43	BritoIL_2016__M1.22.ST__bin.48	LiJ_2014__MH0354__bin.3
ZeeviD_2015__PNP_Main_479__bin.30	1.0	0.7939990481633336	0.8332938394130739	0.8394100869463633	0.8616747015222085	0.474208146898798	0.680439756505047	0.9870171204484917	0.8181225320448359	0.7162524451382984	0.8731193094736954	0.8623165606968454	0.8680206111800318	0.8222172882478704	0.8553357613797251	0.8232361650142278	0.863147592430708	0.8334933003044682	0.7295482891167367	0.8704768675148234	0.508784244381741	0.885925959851609	0.5439242088438503	0.8615847615861555	0.8321183144924102	0.877918650489426	0.5447950663796554	0.8439120619742579	0.8435151314815663	0.8357703405305195	0.8679492566182185	0.8337671026928216	0.8376185896223253	0.6514644943019234	0.4065321616582402	0.8584099814079881	0.6511731021843788	0.8212983078680518
LiuW_2016__SRR3992994__bin.26	0.8302661282905981	1.0	0.839055632386548	0.847876370160732	0.8794109328285046	0.48414040579488843	0.7032179364602873	0.8322501609402031	0.8341273050020735	0.7207230249470329	0.8264722775077608	0.8627147966080225	0.8345388954730254	0.807161882419083	0.8640054416008301	0.8099861010131858	0.8287988394953332	0.8237355132127135	0.747831775409031	0.8357382687172155	0.5195014410872096	0.8375258762348148	0.5631404422341797	0.8511156496344792	0.7974381443030638	0.8377205661624741	0.5312695969640865	0.8038271667062872	0.8331174160725038	0.8350067065647986	0.8818933161663783	0.8289938764638618	0.8006524368342238	0.6378246784232545	0.41683287032297356	0.862816479582718	0.6191545737383763	0.7873628537864762
RampelliS_2015__H20__bin.28	0.7823211746333633	0.7533214475778359	1.0	0.7946849983984765	0.8272582416144354	0.4531473364233805	0.651104365740608	0.7840831620679469	0.7769757004640057	0.6632055271878867	0.7633615043602567	0.8042065853150888	0.7964797017801214	0.7583276106391014	0.787406167548024	0.7450203212768317	0.7633290999936437	0.7753701264144195	0.695934872208395	0.7744285302999523	0.49288225624126797	0.7763840091928695	0.5153995520719477	0.8132031591764805	0.762614646025916	0.8004807063154864	0.49565376432802694	0.7544088633420617	0.7875993474259093	0.7894766196263278	0.8307099298196199	0.9268636561348321	0.7484554957182615	0.591420507726572	0.3855599287602463	0.8242901262648609	0.5859351339359715	0.7388700348097677
XieH_2016__YSZC12003_36034__bin.76	0.7941007389853135	0.7670728464262492	0.8007731763746989	1.0	0.8596279547874236	0.47515904808820475	0.6611913873690245	0.796685947411071	0.9293692424246706	0.6687146766935329	0.8040688932614096	0.8241847912257385	0.7950696427018411	0.7743308332101011	0.8152634046070963	0.7843652346294854	0.7922461329407484	0.796823779145211	0.7056237545301586	0.8155531966130442	0.5061966196374743	0.8193456100906644	0.5267932018500221	0.8083495262073385	0.8024409717545414	0.8252368963307559	0.5149280559163566	0.7675463094218822	0.7795207160468477	0.8015207330010929	0.8631999630774215	0.7913833502404835	0.7721735624919349	0.6254458731012422	0.40261779825264526	0.8242042572109701	0.6123713243431879	0.7632556295158338
CosteaPI_2017__SID713A028-11-90-0__bin.62	0.7734783767962237	0.754917262366703	0.7909681993746825	0.8156689839261535	1.0	0.46018390112893787	0.6542402571577102	0.7761619688413752	0.7916968923301044	0.660977836830573	0.783890106190762	0.8029439672058379	0.7820126642426554	0.7748264289725459	0.7865403320825991	0.7580873448436631	0.7722256564865143	0.7877176806352677	0.6880062084878131	0.7871424124026758	0.4894987480244705	0.7976795627842267	0.5192169678806088	0.7916438639793011	0.7621708257676078	0.7949322175532778	0.4893831581362024	0.7514799527511437	0.7744594012860865	0.7834873290543228	0.9999851043958418	0.7814230962300716	0.7429102137668153	0.5931307431863783	0.3959904012726804	0.8128218381473443	0.6031295664336498	0.7524323776810226
XieH_2016__YSZC12003_37315__bin.25	0.8118453476394021	0.7926442003660229	0.8263362649637869	0.8598879885727208	0.8776692486757095	1.0	0.6846537980987489	0.8154260314920634	0.8182016012509098	0.7114651769688506	0.8124822798194772	0.8598578749192471	0.8407732049847756	0.8001555682702093	0.8174987599424772	0.818164669411744	0.8017515919043136	0.8297680850955029	0.7443322410978642	0.8231981949989744	0.5933173825666946	0.8312106995515338	0.4738298146760311	0.8694243576274759	0.8064498900283467	0.8464777536805419	0.5733883939706784	0.7922584046922754	0.8259731965756799	0.8559357135998372	0.8809703869149925	0.8238970590324199	0.7925788594198064	0.6926878935726668	0.576940100534148	0.8509965062480149	0.6529338937124396	0.7926402230910359
RampelliS_2015__H16__bin.35	0.7945995470167753	0.7853282733153815	0.8098830800998982	0.8161770975278154	0.851120521132241	0.4670091170237669	1.0	0.7940736245014006	0.8015481577597019	0.7065980215701868	0.7885062870413002	0.8284143881858502	0.8143633043281446	0.8321411906234643	0.8263641817699832	0.7843857209517918	0.7820483306126436	0.8056047760120424	0.7631263593759932	0.798539896474265	0.5441747783529207	0.8019946299319285	0.5601543739545497	0.8137850608550872	0.7853391250695675	0.83505682443567	0.5356259214301992	0.7738754094599392	0.7850949606003811	0.8254638737351893	0.8483657258195787	0.8048222870226972	0.7862611366127334	0.6219221712189775	0.41963733437510176	0.8107178900469261	0.6089969568580761	0.7633023128188672
ZeeviD_2015__PNP_Main_443__bin.23	0.9921727192811259	0.8000537120533517	0.8395330721126019	0.8465416610369095	0.8691807911018143	0.4787875755012986	0.6835412590305475	1.0	0.82564567059165	0.7234773383509066	0.8784042515925957	0.8678653462175538	0.8750047123152397	0.8279396089695793	0.8605224748245601	0.8278648791562203	0.8706150030108776	0.8356878228769977	0.7372276240089543	0.8779535374057745	0.512544433379539	0.8923497021649961	0.5472117272428535	0.8655313740110393	0.8381942741616666	0.8841571127602824	0.549110998793981	0.8476062272620364	0.8502798197810483	0.8409659495607121	0.8734577384556617	0.8400678573394519	0.8419194219115153	0.6559893109677678	0.41308205433591383	0.864084151107686	0.6528236359723967	0.8274985696246662
XieH_2016__YSZC12003_36033__bin.88	0.8292198124460525	0.8085117118620236	0.8388259141724396	0.9957222118690876	0.8939339302569499	0.4844035820799126	0.6957004814992475	0.832496523477209	1.0	0.7033959253201866	0.8404624195791305	0.8566279982696436	0.8330444920912891	0.8092800116254115	0.8512054973126327	0.8164782807308132	0.8316276450670379	0.8338767047071479	0.7366578556632506	0.8529052428049265	0.5298647940425149	0.856531456224069	0.5575753885733239	0.844147163715799	0.8236462753271497	0.8493399147873485	0.5469931021213013	0.8054882975567126	0.8143698293661392	0.8352562131702188	0.9025978219845412	0.8282237810978075	0.8113349780240703	0.6585509678087781	0.4266970039673062	0.8588303006124197	0.6360388428678975	0.7965849008240722
VincentC_2016__MM100.1__bin.9	0.8826720043058847	0.8493844237239195	0.8705514787981805	0.8711093460764835	0.9074345221686804	0.5121327953158781	0.745670598185868	0.8869427155375853	0.855227715369898	1.0	0.8551790451308084	0.8825947045143896	0.8910993175532693	0.8482830039435163	0.8762401708611688	0.8441390807296119	0.8484592801876135	0.8539962356228523	0.801366120442073	0.863165872264753	0.5735849025736331	0.8633871378054876	0.5987592769974635	0.8854768824544197	0.853812188500245	0.8927426538613495	0.5597944561734722	0.830070518677511	0.8504269484250884	0.8831574797159621	0.9130786339286372	0.8580739018726181	0.8580673579749254	0.6799866340889626	0.45360008441628025	0.862165473904981	0.6530147327676679	0.8233327580156612
