	XieH_2016__YSZC12003_35980__bin.22	NielsenHB_2014__MH0143__bin.55	ZeeviD_2015__PNP_Validation_18__bin.33	ZeeviD_2015__PNP_Main_650__bin.10	ZeeviD_2015__PNP_Main_677__bin.43	ZeeviD_2015__PNP_Main_505__bin.26	LiJ_2014__MH0222__bin.37	ZeeviD_2015__PNP_Main_379__bin.25	ZeeviD_2015__PNP_Main_93__bin.14	ZeeviD_2015__PNP_Main_742__bin.11	ZeeviD_2015__PNP_Main_706__bin.10	LeChatelierE_2013__MH0143__bin.30	LiJ_2014__MH0303__bin.38	ZeeviD_2015__PNP_Main_107__bin.29	ZeeviD_2015__PNP_Main_365__bin.14	ZeeviD_2015__PNP_Main_113__bin.17	LeChatelierE_2013__MH0276__bin.90	ZeeviD_2015__PNP_Main_589__bin.77	ZeeviD_2015__PNP_Main_616__bin.38	ZeeviD_2015__PNP_Main_683__bin.44	ZeeviD_2015__PNP_Main_27__bin.61	ZellerG_2014__CCIS74726977ST-3-0__bin.51	LiJ_2014__MH0395__bin.25	ZeeviD_2015__PNP_Main_670__bin.6	ZeeviD_2015__PNP_Main_800__bin.3	ZeeviD_2015__PNP_Main_635__bin.14	ZeeviD_2015__PNP_DietIntervention_51__bin.5	ZeeviD_2015__PNP_Main_46__bin.50
XieH_2016__YSZC12003_35980__bin.22	1.0	0.7663064561391923	0.8259392848889036	0.658222147479283	0.687551070520651	0.5922529631219254	0.8116292218297071	0.7124358265376869	0.8216823764402919	0.41449556769784407	0.8209472704612235	0.7809353230545742	0.8195853899105286	0.8643917758922381	0.9076479910198423	0.8317633876985044	0.8405139861005645	0.5629255876720922	0.4911023804021262	0.6839828403050612	0.7816735242167124	0.8182343425005777	0.79616259203011	0.5196373889861006	0.6504898643071743	0.48321946498728907	0.5673883257948431	0.8050060459242628
NielsenHB_2014__MH0143__bin.55	0.7703044178310391	1.0	0.9177078822983404	0.7658246194453014	0.785796773030981	0.6652695061020983	0.9329891855312729	0.8032855657566886	0.9306696881149741	0.4465787024193193	0.9251325556733828	0.9344411400954661	0.9400996144542078	0.8380469136890795	0.8466601155859544	0.9312426916126288	0.9509685314775972	0.6391680300347172	0.5454583639064837	0.7744678975438632	0.8997684651025314	0.92703254193167	0.9119622906657471	0.5789922916769298	0.7209872253926111	0.5330021494113102	0.514425946428062	0.9101909060974314
ZeeviD_2015__PNP_Validation_18__bin.33	0.754813403986498	0.8343265005940147	1.0	0.7431174451715099	0.7734074751551039	0.6618652058307718	0.8897296762149013	0.7803173735126063	0.9231312112240473	0.4603443398894944	0.9114423240113899	0.851699541760169	0.907123932188048	0.8113470931000019	0.8202436402723039	0.9683234645194139	0.9148923230685096	0.6727894171113918	0.5359840841803541	0.7684493390409022	0.8682452054536197	0.9307426125327651	0.877595749495559	0.5670411472967622	0.7076302589149334	0.5529102000792019	0.5008353919553452	0.898993003828094
ZeeviD_2015__PNP_Main_650__bin.10	0.7733195392183779	0.895067755407796	0.9553279162946923	1.0	0.9434398862046123	0.6162817829802681	0.9556957997647244	0.799175625871602	0.9644207592945122	0.3551960358283348	0.9643571221209482	0.9117946349620206	0.9486514676853463	0.8446689321500456	0.8676425578749789	0.9604073748817409	0.9725529840076752	0.8100751585323207	0.4793309490605638	0.9548194249744997	0.9328900549643359	0.9479787318505265	0.9156371081086486	0.5413487080744664	0.7124799770178893	0.473515723533451	0.47449452386969776	0.9313530657056848
ZeeviD_2015__PNP_Main_677__bin.43	0.7863164309848136	0.8940107173345778	0.9678527160000732	0.9183751609871559	1.0	0.6386843507210277	0.9601418515868039	0.8067162985962922	0.9761576768528346	0.38020225237476335	0.9676208590976695	0.9108347969423207	0.9481195107288389	0.8523171826023548	0.8709713388290695	0.9640043633935119	0.9725423610820225	0.7858987345804835	0.4963147731784632	0.9298989800066194	0.9341414303505995	0.9617436111034089	0.9215350224865797	0.5552636531562332	0.7211634614760613	0.4962009096106161	0.49199798703371245	0.9513377789288684
ZeeviD_2015__PNP_Main_505__bin.26	0.7391421912622483	0.8259589508517569	0.9038551176235787	0.6546566576104451	0.6969708870375855	1.0	0.8707466876118616	0.7881146749417355	0.9099493967526363	0.6210505646189305	0.8839981715874998	0.8245721901033954	0.8991701324955256	0.8326996124280546	0.8165728854151912	0.920722866744782	0.8959568906686582	0.5079478001107348	0.731453201653297	0.6944471627415887	0.8330730206147071	0.8988733373678586	0.877072737339531	0.6443486602371786	0.7450304520814287	0.7299608565211233	0.5303877007069003	0.8839531050822141
LiJ_2014__MH0222__bin.37	0.7644423109252272	0.8741857995077142	0.9169668547640264	0.7661613270921418	0.7907333464842767	0.657140330606942	1.0	0.7963738379149472	0.9364498477762111	0.4370635044802284	0.9266182219600672	0.8858511073515393	0.9180634685256789	0.8298698736829218	0.852218541469686	0.9366252476734005	0.9373739768744225	0.6518671586285574	0.5414628837297889	0.7788037241139389	0.9179784408746867	0.9126080944380256	0.8975635448076286	0.5775967201676843	0.7209800627163954	0.5276305854663937	0.5024016667363084	0.9192786351264288
ZeeviD_2015__PNP_Main_379__bin.25	0.7820592099302347	0.8772107456736432	0.9372893449306877	0.7467059662951889	0.7743232989036876	0.6932063740146779	0.9281620911479569	1.0	0.9293025731629972	0.49246851499501676	0.9548224155114615	0.881999184561022	0.9450382803297998	0.836144898976171	0.8464953112258766	0.9442896620458457	0.9547680529129293	0.617393766422035	0.5998539005164447	0.7764496692941922	0.8893268098215095	0.9348639802482558	0.9126840400471143	0.618879677448582	0.756261891818429	0.5712976805291293	0.5310591646280692	0.9202036332336686
ZeeviD_2015__PNP_Main_93__bin.14	0.7586083724545417	0.8547701044592223	0.9325789611801087	0.7578682565030426	0.7880272671289931	0.6731473645156789	0.9179333333650843	0.7815862580375688	1.0	0.44610512789860884	0.928318769940624	0.8694805043266302	0.9091081412278399	0.8343111849427839	0.8445842229568347	0.9411788799292842	0.9297056538857754	0.6464503248366054	0.5471619125091503	0.7833146240530063	0.8798435564428904	0.921176698635167	0.8968600318811852	0.5729188048984818	0.7141895087373213	0.5251160777093173	0.5039046593490122	0.9155358148967148
ZeeviD_2015__PNP_Main_742__bin.11	0.7445359634467607	0.798001840263975	0.9048094270440968	0.5430594898224878	0.5971563937127095	0.893865138117093	0.8335339461986874	0.8058428844516227	0.8679392842614805	1.0	0.8840605897184286	0.7998708294067882	0.8743561160978621	0.8032372337478098	0.8048810546399022	0.9030099342749629	0.896985988604448	0.3354960604822307	0.8913771679393769	0.5991384302900408	0.7826588941922344	0.9021528123329191	0.8371746295611627	0.6832911258690522	0.7776579351422777	0.8764419339265543	0.5824908056297623	0.860713514635473
