	VincentC_2016__MM021.4__bin.22	VincentC_2016__MM020.1__bin.1	VincentC_2016__MM037.2__bin.3	VincentC_2016__MM041.1__bin.4	VincentC_2016__MM030.2__bin.13	VincentC_2016__MM040.1__bin.8	VincentC_2016__MM009.2__bin.8	VincentC_2016__MM028.2__bin.3	VincentC_2016__MM008.2__bin.11	VincentC_2016__MM016.1__bin.8	VincentC_2016__MM022.1__bin.2	VincentC_2016__MM046.1__bin.4	VincentC_2016__MM022.3__bin.2	VincentC_2016__MM024.2__bin.12	VincentC_2016__MM036__bin.9	VincentC_2016__MM018__bin.5	VincentC_2016__MM012.1__bin.4	VincentC_2016__MM038__bin.14	VincentC_2016__MM005.3__bin.4	VincentC_2016__MM043.1__bin.9	VincentC_2016__MM009.1__bin.18	VincentC_2016__MM024.3__bin.2	VincentC_2016__MM007__bin.6	VincentC_2016__MM019.1__bin.3	VincentC_2016__MM043.2__bin.13	VincentC_2016__MM027.3__bin.18	VincentC_2016__MM026.2__bin.2	VincentC_2016__MM045.2__bin.12	VincentC_2016__MM013.3__bin.8	VincentC_2016__MM040.2__bin.4	VincentC_2016__MM031__bin.2	VincentC_2016__MM029.1__bin.4	VincentC_2016__MM013.2__bin.5	VincentC_2016__MM032.1__bin.13	VincentC_2016__MM005.2__bin.17	VincentC_2016__MM021.3__bin.1	VincentC_2016__MM024.1__bin.1	VincentC_2016__MM014__bin.12	VincentC_2016__MM045.1__bin.8	VincentC_2016__MM042.2__bin.17	VincentC_2016__MM006.2__bin.2	VincentC_2016__MM021.1__bin.8	VincentC_2016__MM025__bin.4	VincentC_2016__MM012.2__bin.24	VincentC_2016__MM033.2__bin.6	VincentC_2016__MM008.1__bin.31	VincentC_2016__MM028.1__bin.4	VincentC_2016__MM033.3__bin.17	VincentC_2016__MM023.2__bin.32
VincentC_2016__MM021.4__bin.22	1.0	0.9991738758731888	0.9986222037885851	0.9987209326074686	0.9990333849394727	0.9991352085056013	0.9993699325297731	0.9991555266592018	0.9992192545603283	0.998931951685279	0.9988231934187114	0.9990792661222392	0.9986800712512267	0.9987870356578172	0.9990436866780743	0.9991909723647291	0.999299226455376	0.9990089429512811	0.9992583683334806	0.9991213086851004	0.9991767544166548	0.9987198159034615	0.9992093215129259	0.9991659558488454	0.9991009533581977	0.9990436192689243	0.9991868884410942	0.9989411533212519	0.9992620155723142	0.9989737819213224	0.9993185609840695	0.999176050646037	0.9990583007217737	0.9991570648477421	0.9993671557041302	0.9990521793269396	0.9992375490114543	0.9992217672840162	0.9988907866127693	0.9989470439297429	0.9992459152547306	0.9989384451127176	0.9990549678965855	0.9987912631465881	0.9985466072611265	0.9981590153480445	0.9991861350702217	0.9991931164597245	0.9982634837168323
VincentC_2016__MM020.1__bin.1	0.9991738758731888	1.0	0.9988128536596587	0.9988418190143182	0.999309228193064	0.9993283425155516	0.9995448455843633	0.9993933768558901	0.9992992952340387	0.9990399933919911	0.9988127669585496	0.9992249786065835	0.9988880271338144	0.998953648717007	0.9992952740002171	0.9994878438224927	0.9994240111915329	0.999178225091033	0.9993773130356087	0.9994098230049137	0.999362903845188	0.9988414503516779	0.9994122900274764	0.9995179253556707	0.9994391821390062	0.9991422652911784	0.9994343829144632	0.9990107902308862	0.9995114878645234	0.9989941388336139	0.9995533239400934	0.9994885529251608	0.9992209160036154	0.9993298561255918	0.9994583425086062	0.9991885543958147	0.9995101403483992	0.9994443057367661	0.9989409247259539	0.999059668858408	0.9993984944025084	0.9990418392902636	0.9993111136209972	0.9989866515028906	0.9984707268334875	0.9982470158597582	0.9992841679158563	0.9993590933670312	0.9983816174199733
VincentC_2016__MM037.2__bin.3	0.9986222037885851	0.9988128536596587	1.0	0.9986072460213071	0.9987622210969924	0.9987989944472693	0.9990697096924018	0.998916377712256	0.9989376559756092	0.9984393789404133	0.9984252707295033	0.9986916787182036	0.9983650519408056	0.998057515787147	0.998895189854833	0.9990851492829347	0.9989749385345866	0.9985668146626381	0.9989782972005529	0.9988982572516459	0.9988458631917582	0.9982771534993835	0.998899694778663	0.9990942321627198	0.9989605474235884	0.9987948399587145	0.9988769459529381	0.9987554351137924	0.9989481505209454	0.9987949287553329	0.9991137550051002	0.9988311330499549	0.9989468799956176	0.9987768350567	0.999074883621468	0.9987976461772706	0.9989280111113014	0.9989670229879513	0.9985262604138488	0.9987216273980519	0.9990328461934785	0.9985843687594876	0.9988764809084467	0.9984954202329199	0.9982975826665508	0.9979701497423809	0.9988569481665536	0.9988047576409401	0.9977936186636133
VincentC_2016__MM041.1__bin.4	0.9987209326074686	0.9988418190143182	0.9986072460213071	1.0	0.9989520360622749	0.9989967204964708	0.999127982581194	0.9989578989369128	0.9989698334537369	0.9986624459630187	0.9984900768024924	0.9989430928518919	0.9984313044719336	0.998392907295375	0.9988972783978296	0.9991553898730214	0.9991534126236896	0.9988610632482026	0.9991630894150382	0.9989472593764547	0.9990533987406462	0.99838830500207	0.9990980898985843	0.99899995110171	0.9989889382168792	0.9988735387789404	0.9989322985508136	0.9987039877534466	0.9990724164894773	0.9988370226596163	0.9991731473480178	0.9991326429357533	0.9989776887602004	0.9990231505274048	0.9991433012302926	0.9988803991948142	0.9991797878357376	0.9991269817457974	0.9984308096090466	0.9987575081939701	0.9991582589883217	0.9987968541938957	0.998877950857754	0.9985835071976882	0.9983510803252132	0.9978739498687694	0.9989715619806961	0.9989960511194835	0.9979098675519661
VincentC_2016__MM030.2__bin.13	0.9990333849394727	0.999309228193064	0.9987622210969924	0.9989520360622749	1.0	0.9994512248184513	0.9996159822358271	0.9993856804568606	0.9993339812277707	0.999091073656049	0.9989575797111125	0.9992962675920761	0.9987836163343078	0.9988326687127428	0.9992691906862873	0.9995692848337693	0.9994716565855398	0.9992235933838554	0.9996135640987147	0.9994082117718119	0.9995310000201656	0.9987962670610464	0.9994520487069579	0.9993951931207521	0.9993896865901709	0.9992911765755266	0.9994218560447125	0.9989938048193137	0.9995133059897043	0.9990998935562933	0.9996045326400682	0.9994611090482498	0.9994297937259385	0.999442698942899	0.999525309114184	0.9991815224442423	0.9995204026708719	0.9995512719766875	0.9988433431307698	0.9990609760826148	0.9995014450053635	0.9991004015031093	0.9993855387309895	0.9988603465717538	0.9984619305601883	0.9981655505041152	0.9993810823559132	0.9993660419288514	0.9982335156696498
VincentC_2016__MM040.1__bin.8	0.9991352085056013	0.9993283425155516	0.9987989944472693	0.9989967204964708	0.9994512248184513	1.0	0.9996508215804204	0.9995741100678988	0.9993716111747559	0.9990391691075488	0.9989176331190597	0.9994677326915806	0.9987603068724059	0.9989168347646589	0.9993745791547175	0.9996530386349082	0.9996148408692315	0.9993635884831461	0.9996490849580422	0.9994034386251656	0.9996435326980389	0.9988455018737846	0.9995911312114032	0.9994903586564717	0.9994131320803591	0.9994806746891648	0.9993156122900453	0.9990841659404576	0.9995554570674632	0.9992604395533313	0.9997400468762877	0.9995822844579112	0.9995625823195774	0.9994252193464406	0.999650381991124	0.9993267576476185	0.9996714461669788	0.9997639309704794	0.9990119255334204	0.9991949593975682	0.9997339940653566	0.9991149059420675	0.9993793856921209	0.9989614282305681	0.9987251275306268	0.9982321972352293	0.9995883807302801	0.9995206507017946	0.9983550523552557
VincentC_2016__MM009.2__bin.8	0.9993699325297731	0.9995448455843633	0.9990697096924018	0.999127982581194	0.9996159822358271	0.9996508215804204	1.0	0.999606029336316	0.999583053493526	0.9993527330692665	0.9991441250988844	0.9995014801374728	0.9989881913860524	0.9991385228179746	0.9995684248025495	0.9996916610419095	0.9997600636200838	0.9994725429063818	0.9996571297364159	0.999630936430872	0.9996739612405122	0.9990427866789371	0.9996140702179304	0.9996207568188503	0.9996103055523765	0.9995890957395308	0.999620443544869	0.9993458043322517	0.9996654418740786	0.9994564556912402	0.9996553434554396	0.9996812942078888	0.9995343640678312	0.9995680213591147	0.9996866207392381	0.9994631515933997	0.9996707056484945	0.9997435304293603	0.9992302043299468	0.9994213460541448	0.9997443178919393	0.9992827817297835	0.9995503018781838	0.9990830178758077	0.9988659436892467	0.9983302080439098	0.9996474677364516	0.9996338173693908	0.9985240899950245
VincentC_2016__MM028.2__bin.3	0.9991555266592018	0.9993933768558901	0.998916377712256	0.9989578989369128	0.9993856804568606	0.9995741100678988	0.999606029336316	1.0	0.9992708830102071	0.9991778953505	0.9989725575158438	0.9995899766372105	0.9989035702383764	0.9988967378045935	0.9993379438649143	0.9996483389425205	0.9996000348677551	0.9992994584117078	0.9995845734114936	0.99943711980199	0.9995349909996053	0.9989647090336838	0.9995019296822693	0.9994830127210673	0.999449984914259	0.9994135011528508	0.9994425364744833	0.9991152958954789	0.9994689467069675	0.9990833462640313	0.99957153923275	0.9996446855962097	0.9995196308956096	0.9994212090643105	0.999553597641378	0.9993754709024072	0.9996769415994976	0.9996893389711551	0.998977934650289	0.999270921761791	0.9996364913028128	0.9991202923311977	0.9993713993884744	0.9990278273948413	0.9985347162125173	0.9982734231661637	0.999593474657594	0.9995144176309212	0.9983626384596361
VincentC_2016__MM008.2__bin.11	0.9992192545603283	0.9992992952340387	0.9989376559756092	0.9989698334537369	0.9993339812277707	0.9993716111747559	0.999583053493526	0.9992708830102071	1.0	0.9991265400037976	0.9990433768014079	0.9991103594641461	0.9988161067721605	0.9989108407470577	0.9992551419076968	0.9994919871169352	0.9994290712227168	0.9992572653941677	0.9995137665952277	0.9993893800697445	0.999438024853211	0.9988507200784102	0.9992652887800634	0.9994159414490716	0.9992787316716236	0.9992095876424674	0.9993717158770075	0.9991411649654235	0.9993425219957532	0.9990371264182705	0.9995748444501115	0.9993733260231269	0.9994235810996852	0.9993259833232053	0.9994848770797119	0.9991308736738478	0.999397404181195	0.999509089097252	0.9990194795572537	0.9991221438804574	0.999465404078866	0.9990361851327891	0.9993922994444981	0.9988955185901396	0.9986833358351382	0.9980581014468328	0.9992359629436098	0.9992898969957453	0.9983508749602291
VincentC_2016__MM016.1__bin.8	0.998931951685279	0.9990399933919911	0.9984393789404133	0.9986624459630187	0.999091073656049	0.9990391691075488	0.9993527330692665	0.9991778953505	0.9991265400037976	1.0	0.9987790749187173	0.9989903428672072	0.9983437129135315	0.9985743824267738	0.9991846528240781	0.9993273295156948	0.9992474322827232	0.9990391192146418	0.9993427783746278	0.9990794825201401	0.9992769311547992	0.9986699761040623	0.9992854703491126	0.9992247067170292	0.9990387945585031	0.9990580892573607	0.9992112225766016	0.9987862157647288	0.9992400723790591	0.9989125896741347	0.999307020569786	0.999172793067285	0.9991963158943477	0.999208723009579	0.9992838613770954	0.9991379356289739	0.9992145612741601	0.9993097971596226	0.9985757842159946	0.9988949155212197	0.9992483356960893	0.9988425577869063	0.9989726968178615	0.9986925435002024	0.998535395951364	0.9980289525359054	0.9992277551432671	0.9990735069464067	0.9978577773280263
