	HMP_2012__SRS063215__bin.18	HMP_2012__SRS017304__bin.30	HMP_2012__SRS022536__bin.24	HMP_2012__SRS013252__bin.59	HMP_2012__SRS024087__bin.52	HMP_2012__SRS052604__bin.20	HMP_2012__SRS051941__bin.45	HMP_2012__SRS049318__bin.91	HMP_2012__SRS014578__bin.53	HMP_2012__SRS024649__bin.31	HMP_2012__SRS063999__bin.50	HMP_2012__SRS049268__bin.34	HMP_2012__SRS019980__bin.56	HMP_2012__SRS020226__bin.72	HMP_2012__SRS024561__bin.48	HMP_2012__SRS018443__bin.10	CM_periimplantitis__SP_161SPI_T016__bin.3	HMP_2012__SRS017139__bin.42	HMP_2012__SRS024144__bin.25	HMP_2012__SRS024355__bin.45	HMP_2012__SRS023595__bin.106	HMP_2012__SRS065099__bin.45	HMP_2012__SRS024381__bin.21	HMP_2012__SRS042984__bin.21	HMP_2012__SRS023938__bin.9	HMP_2012__SRS023841__bin.9	CM_periimplantitis__SP_384SPT_T016__bin.5	HMP_2012__SRS024289__bin.17	HMP_2012__SRS015574__bin.21	HMP_2012__SRS024021__bin.26	HMP_2012__SRS058053__bin.15	HMP_2012__SRS047113__bin.1	HMP_2012__SRS018337__bin.10	HMP_2012__SRS013723__bin.65
HMP_2012__SRS063215__bin.18	1.0	0.8030855076746571	0.6722895336103047	0.8595332046980837	0.7615844154339122	0.6431437991435905	0.8452622246944913	0.7527016299592655	0.6239336891083028	0.7807783012034928	0.8338223790567907	0.7938150781372225	0.8197866509059514	0.8111976405282157	0.822660084250294	0.7773294858646085	0.6566122574327418	0.49968420625677223	0.7763600859886083	0.7129515995387673	0.7237708670131706	0.7526888823219242	0.6764829268575335	0.7112312479357519	0.7962603067545094	0.7965882686970176	0.6679350565821266	0.8954821214386288	0.826041684774106	0.597208267422254	0.7302373957735788	0.7742265950481223	0.855264484502929	0.8127186654382579
HMP_2012__SRS017304__bin.30	0.8797326220859083	1.0	0.7279986391172543	0.9002163194215234	0.8142350620268013	0.6362926608812224	0.9136245690114813	0.8098934398342567	0.6552079154627763	0.8430370281976937	0.8866817565543261	0.8418310220330978	0.8784358480889246	0.8593879328292651	0.8793860539986086	0.8319658916067049	0.6968906622116375	0.5332813269622355	0.8660584163996526	0.7718179209977098	0.7751287252895684	0.8062138515520665	0.7291678303568254	0.7704132411859992	0.8390743458368668	0.8518459511199353	0.7105344003737349	0.9050263797980003	0.8772558662678807	0.6384177706912574	0.7773344470906053	0.8062881161422022	0.8737368672276076	0.8725518074858707
HMP_2012__SRS022536__bin.24	0.8015170355632928	0.7923153444416813	1.0	0.8996573544447208	0.8631248445660283	0.5178825057337865	0.8956374865290557	0.8181615960651026	0.7176041062201222	0.9560405095470998	0.8492711873773799	0.8352178838873691	0.8683515709193401	0.8424514355190804	0.8967089447069551	0.8941688082013872	0.8168379894443063	0.4896784934648651	0.8338376302191274	0.7753198485727708	0.7710416148553427	0.8654577357760647	0.8237351128796043	0.7906304401890077	0.8207936113183564	0.8234428970129044	0.8343011688634668	0.8514776589571417	0.8795151841719859	0.639581088175965	0.7276036917295311	0.8178376025864212	0.8299020420569786	0.8741226615822487
HMP_2012__SRS013252__bin.59	0.8041467422209958	0.7688305323913075	0.7059815891887848	1.0	0.7848360444674054	0.566083384787689	0.8588582174548715	0.7542946542944916	0.6043768095986453	0.8160306655311471	0.8196909269210816	0.7932413099962757	0.8102583812775895	0.8090261872403678	0.8728856054474579	0.7975688968854711	0.6726819925656362	0.48923686911041875	0.7562977149929229	0.7048870886339451	0.7227200209033885	0.7719584512627413	0.7063496753090107	0.7271820486730197	0.7971232904188648	0.7982004437633254	0.6786082333113059	0.8365887361310408	0.8272803314618223	0.5813201986038748	0.7175060999838997	0.7680179240051239	0.8139072585607128	0.8253650910159339
HMP_2012__SRS024087__bin.52	0.7801065268151046	0.7613717434477224	0.7415715732232374	0.8592947435771121	1.0	0.5261788401706043	0.8448262558804013	0.7950533999195173	0.6440515801556711	0.8332102747214265	0.8227641417492761	0.830157748478485	0.8397058701332	0.8224596607143493	0.8338305138666481	0.807744264420115	0.6983269568396648	0.5024002364624646	0.7990199627975219	0.7469477705221997	0.7648284638130523	0.770274104155068	0.7401393846515443	0.7404978769421795	0.793955962427159	0.7848387437575453	0.729144829698356	0.8169321131933472	0.8450298367673017	0.5850499218320617	0.7270116818630203	0.8117571226601553	0.804721414691299	0.8499929369896382
HMP_2012__SRS052604__bin.20	0.9302051163862641	0.8401148148924134	0.6282687674160364	0.8751417377275871	0.7429646546124997	1.0	0.8560757610676947	0.7736990089882462	0.6019602338201093	0.7684460181441053	0.8220570303169981	0.7918950742735025	0.8108001424710343	0.8062167654884872	0.822722453854051	0.7775918204864967	0.6137794632194263	0.5914458714827463	0.7705671604265751	0.7385966603113412	0.7256661568438476	0.7724335309769742	0.6376106769469295	0.692458672924218	0.8138649458400553	0.8246977728425067	0.619842024764818	0.9203385782228833	0.8107590772905362	0.6548547004965535	0.7759475371367511	0.7752787613400658	0.8811883760397242	0.8030287665779714
HMP_2012__SRS051941__bin.45	0.8186585838768096	0.8077746531357383	0.7275908261607178	0.8891196048247566	0.7988089071566026	0.5732616941645766	1.0	0.7773648586082329	0.6274108490240435	0.8345080204030207	0.8570054430877724	0.8133950804004505	0.8413176324279853	0.8265109072205794	0.8626056671191816	0.8109645191939134	0.6905684011329524	0.5110492044135085	0.7976129879852494	0.7407947615260849	0.7478271703183075	0.7818106923367453	0.7118934750852043	0.7474000964143189	0.8085676300428813	0.8172482859520747	0.7080952672242385	0.8566412236873931	0.8493254084280033	0.600584322403197	0.7375566321883525	0.7885883159089798	0.8263588217698818	0.8444177063381471
HMP_2012__SRS049318__bin.91	0.8400626771525224	0.8251403154681031	0.7658990245981309	0.8998232597422166	0.8662620114502855	0.5970218652208412	0.8957820966581024	1.0	0.6778283129744681	0.8565448540647995	0.8760334907591295	0.8847909608319532	0.8840259270779913	0.8779431650409969	0.8900964020132739	0.852645315995155	0.7232084597341977	0.5421263282195278	0.837825777951378	0.789267151985628	0.8121864768158559	0.8227663180794356	0.762514251421262	0.7737032742539305	0.8517037359902789	0.8418740546206939	0.7412375180830569	0.8686890373831836	0.8949523939477618	0.6205510183097217	0.790065166907343	0.8329820731186023	0.8490548955370013	0.9019431081323154
HMP_2012__SRS014578__bin.53	0.8986730940802087	0.8614965268765424	0.8669455291724845	0.9304615836575	0.9056243485024633	0.5994603576528479	0.9330479610683015	0.8747705935815444	1.0	0.925419024020177	0.972289290361133	0.900816307113748	0.9451269027483703	0.9015040047537934	0.932863517890571	0.8880054348143592	0.8467928168979996	0.534839313270478	0.8973193979974979	0.8248298908113079	0.8262445115635857	0.852276037159041	0.8615616244686826	0.845270534743336	0.8791847110793599	0.8803915202874977	0.8546788059766267	0.9704807457179555	0.9452545941791068	0.678847705852357	0.8158055284547417	0.8844684656414074	0.8768153256423589	0.9347488443090934
HMP_2012__SRS024649__bin.31	0.7791034506683935	0.7679361903880845	0.8001792404829086	0.8703646098339424	0.8116824321198945	0.5301638604930848	0.8597784356353207	0.7658234654701883	0.6411247051204958	1.0	0.8260609880197974	0.8184374855451224	0.83462058837134	0.8147566954993293	0.8533269346408252	0.9294659789999538	0.7206485036310654	0.4884748369489801	0.7900654516860169	0.7435935982237846	0.7312803552430732	0.87133829039271	0.7347714972940469	0.7385552060687358	0.7877416855543735	0.791911050464869	0.7329634811970952	0.8202998519820528	0.8506990378833433	0.6224651926546093	0.7210156575234747	0.7644167167769091	0.8056888616494751	0.8403036680697534
