	HMP_2012__SRS063215__bin.18	HMP_2012__SRS017304__bin.30	HMP_2012__SRS022536__bin.24	HMP_2012__SRS013252__bin.59	HMP_2012__SRS024087__bin.52	HMP_2012__SRS052604__bin.20	HMP_2012__SRS051941__bin.45	HMP_2012__SRS049318__bin.91	HMP_2012__SRS014578__bin.53	HMP_2012__SRS024649__bin.31	HMP_2012__SRS063999__bin.50	HMP_2012__SRS049268__bin.34	HMP_2012__SRS019980__bin.56	HMP_2012__SRS020226__bin.72	HMP_2012__SRS024561__bin.48	HMP_2012__SRS018443__bin.10	CM_periimplantitis__SP_161SPI_T016__bin.3	HMP_2012__SRS017139__bin.42	HMP_2012__SRS024144__bin.25	HMP_2012__SRS024355__bin.45	HMP_2012__SRS023595__bin.106	HMP_2012__SRS065099__bin.45	HMP_2012__SRS024381__bin.21	HMP_2012__SRS042984__bin.21	HMP_2012__SRS023938__bin.9	HMP_2012__SRS023841__bin.9	CM_periimplantitis__SP_384SPT_T016__bin.5	HMP_2012__SRS024289__bin.17	HMP_2012__SRS015574__bin.21	HMP_2012__SRS024021__bin.26	HMP_2012__SRS058053__bin.15	HMP_2012__SRS047113__bin.1	HMP_2012__SRS018337__bin.10	HMP_2012__SRS013723__bin.65
HMP_2012__SRS063215__bin.18	1.0	0.816283947827397	0.6846790782299326	0.8750650419223437	0.7756641808773851	0.6543147855210018	0.8608873514465671	0.7665525173686559	0.6351979650135299	0.7960343259107318	0.8486409280279984	0.8074927135663833	0.8335152768844775	0.8245925101836239	0.8378755482932652	0.7915210828538484	0.6695482121438628	0.507462582787213	0.7897010679043464	0.7247356313846831	0.7342824528771997	0.7675143845498635	0.6882304541056083	0.723488680677479	0.8078328437081718	0.8111420144743627	0.6805528997977761	0.9109965755210597	0.8400942166287134	0.6084980386021637	0.7439550124289465	0.7887357240947729	0.8698101181474206	0.8270023930791918
HMP_2012__SRS017304__bin.30	0.8941907317791511	1.0	0.7395788372577197	0.9144002213973422	0.828337082531445	0.6461819114309073	0.9277868898243548	0.823746007484855	0.6665272354276371	0.8570171786057046	0.9014483499296708	0.8542224180042756	0.8921202096165662	0.8713864246868193	0.8930659723456439	0.8447685991540184	0.7089919819632257	0.5403847032717043	0.8666461857198714	0.7830439341698361	0.7854495990981613	0.8198886919784086	0.7408635511930575	0.7826491258359527	0.8507865699153511	0.8659435284439727	0.7221577608400912	0.9194311713239662	0.891466427327338	0.6489500129486978	0.789674429114766	0.8196874793709472	0.8871044934520212	0.8861777729255425
HMP_2012__SRS022536__bin.24	0.8162880985934953	0.8049186216806212	1.0	0.9125887700682528	0.8802129100002763	0.5258407250822072	0.9101025173395231	0.8317700129873719	0.7303973583132997	0.9593198209400646	0.8646045759761254	0.8494003702782613	0.8822598027024786	0.8560315289176269	0.9098020116610019	0.8978349774793446	0.8295055127248612	0.49668476608914314	0.8466536792948134	0.7878429909641051	0.7829499295365995	0.8685056232556855	0.8376302191273591	0.802731492995109	0.8328518334300478	0.8361822653292437	0.8496532095388102	0.8662501036226478	0.8957528530769018	0.6430275774406587	0.7408280140374147	0.8337119014065048	0.844354638149714	0.8884315676034154
HMP_2012__SRS013252__bin.59	0.8186777414148927	0.7809443062389784	0.7161291651600795	1.0	0.8000528005715906	0.5751581442171176	0.8722703215793334	0.7674156505447837	0.6145932323111309	0.8295544423224228	0.8336781994896667	0.8068735068524191	0.8241572914933075	0.8222041040247154	0.873487878907798	0.8098160274129292	0.6838861220690668	0.4966896643694262	0.7682418114390758	0.7165915767367403	0.7329201806061441	0.7848783282927038	0.7188564718918271	0.7383905149790451	0.8084266242816494	0.8108671599418218	0.6916430356100282	0.8507852594248208	0.8420953912256726	0.5905407830205505	0.7304454926255383	0.7823190726615011	0.8276614279898323	0.8378236406698842
HMP_2012__SRS024087__bin.52	0.7945287191497797	0.7745582057342147	0.7562531382913688	0.8759551386071269	1.0	0.534286463829671	0.861167925148709	0.809001361558468	0.6565548890869961	0.8513622113513853	0.8385140613259229	0.8441033359963058	0.8551887010827179	0.8362568656615429	0.849528202778434	0.8237541502605005	0.7121704571488942	0.5102354297218599	0.8131151199465347	0.7596475379770351	0.7753944899022693	0.7863742065983949	0.7526047076447887	0.7550981283616072	0.8069079802520605	0.7991048376279206	0.7419870444209934	0.8327775911454778	0.8607156550734375	0.5970991800972677	0.7403346561144896	0.8194516492425961	0.8187085493288954	0.8664420352390799
HMP_2012__SRS052604__bin.20	0.9463621697500472	0.8531718661610341	0.637923275157661	0.8891709442896353	0.7544126212575164	1.0	0.8698761759098242	0.7851209956211108	0.6123924657964759	0.7814787655303903	0.8360946175281275	0.8037184939973601	0.8227844706572524	0.8190316159986591	0.8357292212281842	0.7901292715120786	0.625101720128224	0.5999547444949611	0.7822883362316412	0.74991388883069	0.7341415072597373	0.7853497873410296	0.646624903098745	0.7022405665318779	0.8245804437553689	0.8374983762492405	0.6300144566196652	0.935418718179723	0.8233493264053301	0.6656473003834147	0.7889895032370257	0.787600829684259	0.8952846277944226	0.8154807349829244
HMP_2012__SRS051941__bin.45	0.8337919280226141	0.8202961681762037	0.7393418123310435	0.90300427691225	0.8142604522269294	0.5825029897979284	1.0	0.7913640156844435	0.6380377497414267	0.848645794107727	0.8710551082472404	0.8267853344729453	0.8558387063645235	0.8392866462801077	0.8762136671506089	0.8240051450900812	0.7017531355698686	0.5184643522366382	0.8105430572991756	0.7523650409985336	0.7587475791195094	0.7948760110736166	0.7250508307737894	0.75861738050489	0.8203343298391093	0.8301772328641507	0.7205056644815373	0.8705960458905221	0.8655654407980726	0.610109585704641	0.7500792696306681	0.803813135805573	0.8396733137174903	0.8578500504800232
HMP_2012__SRS049318__bin.91	0.8555211444853225	0.839253668508223	0.7786381623152003	0.9154757339441532	0.8814592161993149	0.6058355972857146	0.9119137678268062	1.0	0.690235698945314	0.8733827102371604	0.8918883787945319	0.8978941847734355	0.8990536991613083	0.8930517733197874	0.9057786239351447	0.8687187851031178	0.7369021112474189	0.5509866219329939	0.8524163878895739	0.8028754404764291	0.8242802183482644	0.8388540143578017	0.7758638640865477	0.7876840559334738	0.8651936802909068	0.8564368569076469	0.755136816877563	0.8841985931915229	0.9117598557106246	0.6313507340249894	0.8020179301148456	0.8478675734978857	0.8634333912982746	0.9178568449180224
HMP_2012__SRS014578__bin.53	0.9148974170443858	0.8763796725257281	0.8824011997986982	0.9461901634199938	0.9232057058874096	0.6098492656908148	0.9488516534371111	0.8907829320790085	1.0	0.9428359682557435	0.9737781891352119	0.915786249552454	0.9611083616187935	0.9160816924706289	0.9489426231492045	0.9045727720140444	0.8625631258862244	0.5437192925060153	0.9127750686237117	0.8392807216819215	0.8391346693918633	0.8686606003500248	0.8775263916488135	0.8601119511667908	0.8929862351976005	0.8962436185581552	0.8701853862582322	0.9758629812527281	0.9625313282162175	0.6911119252946709	0.8303698628193433	0.9021065747733477	0.8916784412631937	0.951785218005994
HMP_2012__SRS024649__bin.31	0.7943267496183912	0.7806709376011841	0.802923932651834	0.8847888431472316	0.8293653730514825	0.5391553725889264	0.8743443267496184	0.7808779314491883	0.6531910587908784	1.0	0.8420058744622786	0.8343124103797586	0.8488517045191729	0.8282425181553263	0.8676002590314076	0.9301667514686156	0.7324280725287942	0.4961989453721264	0.8029990980156344	0.7562913409500902	0.7429766640455155	0.8732324575604792	0.7481607613673158	0.749933507562792	0.7998947684906795	0.8052031777603035	0.7479254359591101	0.8353080623525603	0.8676187612748045	0.6252064156528979	0.736270757204311	0.7807056293075535	0.8204727323187937	0.8543960173921088
