	LeChatelierE_2013__MH0437__bin.78	LiJ_2014__MH0373__bin.33	LiJ_2014__V1.UC58-4__bin.26	FengQ_2015__SID31878__bin.55	HMP_2012__SRS052697__bin.46	BritoIL_2016__M2.37.ST__bin.66	XieH_2016__YSZC12003_37228__bin.61	CosteaPI_2017__SID713A078-11-90-0__bin.45	ChengpingW_2017__AS67raw__bin.73	CM_madagascar__A79_02_1FE__bin.52	BritoIL_2016__M1.48.ST__bin.85	LiuW_2016__SRR3992978__bin.70	XieH_2016__YSZC12003_36244__bin.10	LiuW_2016__SRR3993055__bin.86	BritoIL_2016__WL.17.ST__bin.10	HMP_2012__SRS051031__bin.19	CosteaPI_2017__SID713B046-11-0-0__bin.66	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.82	XieH_2016__YSZC12003_37100__bin.121	LeChatelierE_2013__MH0200__bin.81	CosteaPI_2017__SID713B055-11-0-0__bin.109	XieH_2016__YSZC12003_37314__bin.3	LiJ_2014__O2.UC31-1__bin.45	FengQ_2015__SID530373__bin.58	CosteaPI_2017__SID713A078-11-0-0__bin.19	XieH_2016__YSZC12003_35562__bin.33	ZellerG_2014__CCIS63910149ST-4-0__bin.6	XieH_2016__YSZC12003_35741__bin.73	NielsenHB_2014__O2_UC31_0__bin.50	LeChatelierE_2013__MH0448__bin.11	XieH_2016__YSZC12003_37101__bin.76	ZeeviD_2015__PNP_Main_140__bin.8
LeChatelierE_2013__MH0437__bin.78	1.0	0.9459406191130442	0.9333991580957782	0.779712536946956	0.9187189221184553	0.7779781201541393	0.9175706975114807	0.9778130708141777	0.8822128818593864	0.9617315684837141	0.9207591506698295	0.5854209807211436	0.9380829735329778	0.9137827007183715	0.9618065909109693	0.5166610187918464	0.8919899571672804	0.8490784003438316	0.9041690217139065	0.9572473889970073	0.8169306544816681	0.7033320766017129	0.9405154803692375	0.9365704451055178	0.6755044781395455	0.9606793471522949	0.8088663793350088	0.9625021378212851	0.7349985345195353	0.6817688508153603	0.9466425238561782	0.6801902009265905
LiJ_2014__MH0373__bin.33	0.7780192507910478	1.0	0.9165905381739725	0.7443656635833538	0.8937174776203148	0.753283024906175	0.8745247307352209	0.9329213417927907	0.8415472795851359	0.9404357077230635	0.8995422877871421	0.5772790046942563	0.8961893222794937	0.8888119614900512	0.9227259630493998	0.465291943836259	0.846809950338251	0.808821353140163	0.8722453207776663	0.9154641676650088	0.7749376809631356	0.6827499546366567	0.9366398286494483	0.9018692834997178	0.6480996811754414	0.9358910066583452	0.7606556794121538	0.9288802130586816	0.7030361280464688	0.6366466789064898	0.9040676407976209	0.6376648048957898
LiJ_2014__V1.UC58-4__bin.26	0.7614657438470045	0.9091423046840151	1.0	0.7353480594438601	0.8744655094076569	0.7383973269765001	0.8609790228650978	0.9295629054711505	0.8294391505411814	0.933414557231209	0.8826273182005846	0.5744873973290512	0.8863633063001944	0.8755827270067904	0.9141386636127311	0.45273661257964193	0.831605639822324	0.7933847647618988	0.85517301831324	0.9048757160254854	0.782517048719816	0.6700701865763764	0.9030873379930747	0.8880827010732343	0.636780836554281	0.9373606071356698	0.7462173314993122	0.9172631384582189	0.6851417320710953	0.6200267219362615	0.896110174045282	0.6211631303669495
FengQ_2015__SID31878__bin.55	0.8203030834081365	0.9521375433602179	0.9483088678919677	1.0	0.9224124668736631	0.8023034927633753	0.9065546335401068	0.9775918139654349	0.9005393857263447	0.9761430174832144	0.9379398729393446	0.6477324261521812	0.9468527137175475	0.9397853159192366	0.9683726256392832	0.479528893657268	0.8937107784839676	0.861090115676299	0.9161082624207878	0.9558826086898358	0.8654151009274705	0.6634504633339442	0.9490613591396584	0.9491958042425791	0.7276309435103148	0.9725905899130053	0.7995276361607829	0.9688274647934428	0.6991232306422462	0.6489584852250851	0.9476353046151459	0.6736187939538498
HMP_2012__SRS052697__bin.46	0.7756767086403344	0.9174277502879897	0.9050192333086766	0.7402585411886968	1.0	0.7509632758141278	0.8752492063509104	0.941059544348263	0.8450271993232108	0.9312346141582488	0.8974101864068873	0.5725277710082162	0.89257367758254	0.8921957750062537	0.9229959085604595	0.468025899209518	0.8448795811293489	0.8158492555211888	0.8671570453601186	0.9145006157020668	0.773017970770524	0.6753317651807866	0.9050101078203288	0.8990737092533525	0.6487492176235725	0.9397841231532964	0.76385651726274	0.9290412761941775	0.6789180821014819	0.6235773632062457	0.9093683336965636	0.6355602029938043
BritoIL_2016__M2.37.ST__bin.66	0.8038212041687058	0.946288991292752	0.9351886460902782	0.7879359782433759	0.9189940188990964	1.0	0.8955517820133417	0.9570733662003751	0.892957672461645	0.9642940428760522	0.9435582459378767	0.6288019076460213	0.9283450316791424	0.9408636302424958	0.9533526681753537	0.47666582364127846	0.8856509415060813	0.8432301229393777	0.8991410994583836	0.9435142334435835	0.8180234448644974	0.667357509549726	0.9288140603496694	0.9302283722931495	0.7018935226089555	0.9626636098785059	0.7894639343885383	0.9491241842087111	0.6947483897667667	0.6484932289733593	0.9419278129403302	0.6620011233039588
XieH_2016__YSZC12003_37228__bin.61	0.8069183455415535	0.9350518213367373	0.9281104403625509	0.757781866753441	0.9116406651425262	0.762234638245863	1.0	0.9784132277058107	0.8740040110726628	0.9629028894371918	0.9124715062321468	0.595275835327967	0.9460937329645428	0.9151591597434569	0.9532738549516955	0.4880431008599708	0.887115756962767	0.8313683326540117	0.8998870033753618	0.9598121158548074	0.8058940515468125	0.6865995843558103	0.925645872715816	0.9301690923759987	0.6671491807045823	0.9785474146920213	0.791229650403763	0.9640384468079991	0.7075506458028268	0.636519323764683	0.9470928668993692	0.6624867420462062
CosteaPI_2017__SID713A078-11-90-0__bin.45	0.7391100207368676	0.8573769664581766	0.8612893381743386	0.7023781318557214	0.8425045714821213	0.7001746894876336	0.8409797028596693	1.0	0.7989946343655312	0.8897754987781348	0.838809900833079	0.546913618811679	0.8560808521579077	0.8350474689247346	0.8830051397636045	0.4438972816201188	0.806724704265355	0.7621781640543339	0.8195560916651248	0.8856189942979621	0.7572032381231573	0.6540499366840715	0.8534458522660374	0.852460670836467	0.6171863698947778	0.894162679885719	0.7226695052707206	0.8834751433919557	0.6400401761792742	0.5854351738604935	0.8713588535371618	0.5996169806832353
ChengpingW_2017__AS67raw__bin.73	0.821091324811562	0.952291966725564	0.9462799403057849	0.7966745682998155	0.9315167466889475	0.804371855668761	0.924999378678372	0.9838042162293943	1.0	0.9743121969577726	0.941943115342147	0.6317953354722577	0.9489184861528119	0.9434425715377888	0.977514074414212	0.49435603267796724	0.8865922343080784	0.8557089989857664	0.9124646586340629	0.965587657830487	0.8270057149755081	0.7002637954112143	0.9420407515979801	0.9496054903529462	0.7050000414214419	0.9756530682045462	0.8084566015718846	0.9714061869432514	0.7066527569519973	0.6633158692644617	0.9541322622142956	0.665222439060183
CM_madagascar__A79_02_1FE__bin.52	0.662400344715544	0.7875340139480177	0.7880581812576687	0.6390580402535971	0.7596747622855271	0.6428121641847907	0.7541523947483427	0.810762902091502	0.7210190653269236	1.0	0.7671444748736875	0.49687908068848524	0.777751747005415	0.7631468780735166	0.7937447616111598	0.3979520253351912	0.7281638554892185	0.6948680648548665	0.7458007498614044	0.7976162429684072	0.677404141315857	0.6167640704109524	0.7848763937289096	0.7724947473793824	0.5500165964419681	0.8203310355216407	0.6511305286076242	0.7974021094559433	0.58958444085755	0.5358925426362157	0.7824083845750304	0.5417910669979532
