	HeQ_2017__SZAXPI029466-158__bin.31	HeQ_2017__SZAXPI029601-32__bin.4	LiJ_2017__H3M415117__bin.20	VogtmannE_2016__MMRS57569834ST-27-0-0__bin.9	QinJ_2012__T2D-068__bin.13	LiJ_2017__H3M515935__bin.40	BackhedF_2015__SID26_12M__bin.39	LiJ_2017__H1M513738__bin.10	LiJ_2014__V1.FI35__bin.2	LiJ_2014__V1.FI18__bin.20	LeChatelierE_2013__MH0131__bin.71	VogtmannE_2016__MMRS95674036ST-27-0-0__bin.11	HeQ_2017__SZAXPI029486-84__bin.7	QinJ_2012__CON-039__bin.30	YuJ_2015__SZAXPI015228-14__bin.71	BackhedF_2015__SID229_12M__bin.11	WenC_2017__N030__bin.20	NielsenHB_2014__V1_CD17_0__bin.21	LoombaR_2017__SID1049_baw__bin.51	HeQ_2017__SZAXPI029602-33__bin.13	YuJ_2015__SZAXPI015219-129__bin.25	LiJ_2017__H2M413915__bin.4	QinJ_2012__CON-065__bin.52	QinJ_2012__NOM014__bin.9	QinJ_2012__CON-008__bin.32	BackhedF_2015__SID546_12M__bin.16	QinJ_2012__NOM004__bin.3	LiJ_2017__H3M518116__bin.33	LeChatelierE_2013__MH0088__bin.28	NielsenHB_2014__MH0088__bin.26	VogtmannE_2016__MMRS91297590ST-27-0-0__bin.10	WenC_2017__RA082__bin.7	HeQ_2017__SZAXPI029499-101__bin.44	QinN_2014__HD-45__bin.29	YuJ_2015__SZAXPI003422-11__bin.27	LoombaR_2017__SID5630_kod__bin.9	HeQ_2017__RSZAXPI003107-147__bin.9	HeQ_2017__SZAXPI029552-169__bin.11	VogtmannE_2016__MMRS64281211ST-27-0-0__bin.33	NielsenHB_2014__V1_CD17_4__bin.54	XieH_2016__YSZC12003_35630__bin.12	HeQ_2017__SZAXPI029574-89__bin.29	BackhedF_2015__SID608_M__bin.38	QinJ_2012__T2D-102__bin.53	ChengpingW_2017__AS111raw__bin.2	ChengpingW_2017__AS15raw__bin.53	LiJ_2017__H1M512855__bin.10	HeQ_2017__RSZAXPI003102-140__bin.29	LeChatelierE_2013__MH0444__bin.45
HeQ_2017__SZAXPI029466-158__bin.31	1.0	0.7242886028225392	0.872072975524235	0.7983045474242326	0.6253224274773104	0.41853551081661294	0.8755609014707019	0.8763268551149037	0.7670266885199861	0.8258760417501474	0.810848456780711	0.8755999083692493	0.9306918334447986	0.45292682944127227	0.8883189941610219	0.8722417690124943	0.7794500310991364	0.871958791693942	0.789530122900099	0.834863231175448	0.7959932113812201	0.5710304984301496	0.6799937872648859	0.3863895711156044	0.8693474571402837	0.8524489594732508	0.7771940139304273	0.8493631591899898	0.8381795267683069	0.815100208722368	0.5175683524975407	0.40155829013614824	0.834261106505145	0.7760188424596474	0.5176187068574837	0.4252546263954718	0.9562704298631142	0.8083583982207181	0.6873270841917806	0.7714727657380425	0.6565428398582418	0.6598768658595312	0.6514471204752884	0.4242503760619628	0.8586468010442502	0.43304465864353864	0.5086215884034618	0.8960040623911796	0.8171321135285144
HeQ_2017__SZAXPI029601-32__bin.4	0.7227145281435278	1.0	0.8202370994382475	0.7624186350647311	0.6177748149783664	0.4213716440281428	0.8117860443655622	0.8619255271117376	0.7405889837645198	0.8038940525576083	0.7540694851947309	0.8388899975797515	0.850127169200851	0.43930766737575705	0.8512452957303135	0.8194246885168406	0.7387051528648808	0.8284645292050403	0.763879276303219	0.8049208890096654	0.7542683418749708	0.5533792189815424	0.669376354313067	0.37415202840890593	0.7468377541791749	0.8216538648255793	0.730708425154167	0.7179370140926403	0.8173512007122041	0.7945541576615021	0.5069677682336007	0.40617503067771205	0.811224858075775	0.7568931085191334	0.5099003735108748	0.42031862360039574	0.8338145523460134	0.7917623797129387	0.6492493691077209	0.721033092299222	0.6178307213048395	0.5463010534450328	0.6407431153835811	0.42995928037942704	0.8083276365494332	0.43733537709878717	0.49920386560402186	0.8361010503312627	0.768645467553808
LiJ_2017__H3M415117__bin.20	0.46855486470492524	0.44166389449990684	1.0	0.8083565871445387	0.7238079778196175	0.6545243857316673	0.8791441987790273	0.7945677725230452	0.8127246074287973	0.48761517828938067	0.8395412721330365	0.8969657062966482	0.697688641661151	0.5519385924099408	0.8994589416381734	0.9052966866224568	0.8427897562055572	0.8873200901878252	0.8387688759787845	0.865811124562312	0.5560783614379601	0.6334772573725346	0.7564852507391492	0.5366232760647502	0.4325810949277541	0.8754929407868991	0.7958751682829066	0.4513266580319864	0.8880753389188206	0.8581561337666678	0.6455250369526971	0.5035234144254032	0.859100004153487	0.8556190772323754	0.7081413298245894	0.5963885240298273	0.7823123185945514	0.8636772230014773	0.7944290689215909	0.5703453986413906	0.7718413398463058	0.34674490464317925	0.7351435677538514	0.6325855913631858	0.8939530945573697	0.5771437803818998	0.6039181481087725	0.524821657271784	0.6619294052016137
VogtmannE_2016__MMRS57569834ST-27-0-0__bin.9	0.4617733402472604	0.44197593362630005	0.8702732040472729	1.0	0.7057977709149029	0.6205386299265833	0.8319415226174027	0.7672904243203948	0.7810724682391474	0.5009882703914355	0.8063305918299699	0.8553560234854726	0.6953842152419273	0.5303824430011257	0.8565490040991274	0.8603412712217631	0.8068019586542785	0.8539837675870285	0.9074931325668939	0.8407342163906019	0.5452565482656655	0.6248519030256089	0.7302231054253542	0.5212020715525814	0.42486314362698924	0.9096489486345541	0.7673257050400559	0.46419868460349395	0.9187550664754397	0.8911614412912415	0.625305629490087	0.48351980150903023	0.8325560635249869	0.8189450900724978	0.6661012179232619	0.5556368744236115	0.7567866156436351	0.8315222563907332	0.7696029524218984	0.5667355324434934	0.7390707714826763	0.3589915785742651	0.7715302642936144	0.6080792027541935	0.8631530625305629	0.5619283292692132	0.5966827098218241	0.5206564511206141	0.7331903780452184
QinJ_2012__T2D-068__bin.13	0.41244411221808186	0.4083533932151601	0.8885397185660171	0.804787334067433	1.0	0.7134541385726969	0.8808138963759363	0.7801630300042194	0.8533628095872046	0.4607155320086483	0.8412721504598726	0.9145907456662703	0.6742211261662876	0.5864070249035676	0.9422598170239399	0.907187690327192	0.8757731201637597	0.9082574987159493	0.8657458299926185	0.9037251972386127	0.514314943730979	0.6707881030945388	0.8189240543632933	0.5875081744213352	0.37714838761585695	0.8937863171179633	0.8245514242438134	0.4087229378706556	0.8937549759889529	0.8722268948051377	0.6999479830814037	0.5387769288126015	0.865755653331562	0.8731788231265724	0.7676219006196188	0.6319213608973105	0.7635400693995508	0.9051032713589794	0.8201524395092821	0.5324899918887287	0.7820902755493352	0.2954607754075984	0.7799979043543587	0.7027443602340013	0.8950408978344683	0.6428636249243369	0.6408175637558087	0.4736528693973054	0.6448147271497442
LiJ_2017__H3M515935__bin.40	0.307473559549693	0.31023131714316526	0.8949394913700892	0.7881049104549388	0.7946582970052305	1.0	0.8654732188027695	0.7412667970258108	0.8246648670644131	0.3628881792599748	0.8324051366296169	0.9046966284290264	0.6212056084651123	0.6022055808510649	0.9017752706306892	0.9045069772361256	0.8665939323080707	0.8997464196824593	0.8755836072594725	0.8768809464636566	0.4316841494847375	0.6557492186006139	0.7746777102015148	0.6291542859346027	0.277302347246124	0.8671441291753872	0.8093567854748027	0.29841667304915875	0.8820671771618283	0.8550132260866258	0.7126669803205626	0.5358927908058769	0.8730478040840655	0.8633630887718678	0.8647859937383845	0.6448046775070038	0.7349265075576521	0.904956617289624	0.8281140178803561	0.4686161142033634	0.788462851030551	0.1749000814353886	0.7638618609888017	0.7476732560035805	0.8958950416112432	0.6559508532480112	0.6426393193814662	0.386636780973192	0.600103266116574
BackhedF_2015__SID26_12M__bin.39	0.48523690018335713	0.45087266602861786	0.9068176235105917	0.7970765049337418	0.740100188073728	0.6528984382216125	1.0	0.7833889824562783	0.8236489447629229	0.5050603034727804	0.8498758949224023	0.9066041981514927	0.7087612485580032	0.5576777119858188	0.9018942974552072	0.9271779311103818	0.8551156250552725	0.9192945564741973	0.8493578569421216	0.8798261939340818	0.5647443317486927	0.6405209465395023	0.7642329755936507	0.5499531289611923	0.4417940307717705	0.88121286919541	0.8206169682986697	0.46411093402090625	0.8956680154782516	0.8778192880711733	0.6544910709197139	0.5158754271946356	0.869572343532288	0.8595849800429602	0.7084169380339319	0.596042787264441	0.7996466493594291	0.8642799448945943	0.793401894100931	0.5852190164746297	0.7723399948510641	0.3594236336158697	0.7479238193313065	0.6426080343052769	0.9049250947738301	0.5811155896809035	0.6101209999941043	0.5306693813219402	0.6643385091275698
LiJ_2017__H1M513738__bin.10	0.5288419273975306	0.5212839672720938	0.8924483313980835	0.8004962171679841	0.7138122908977919	0.6089180419922815	0.8530407104371239	1.0	0.8080897008615964	0.5581963785648222	0.8213130281188302	0.8814617049515147	0.7963510875561797	0.5121539822561917	0.9084262331707096	0.8802967031132769	0.8214983498660591	0.868550385901509	0.827038742517046	0.8585139079049355	0.6445580247526511	0.5987647214160464	0.7308332159914264	0.49975754094733227	0.48366536456382836	0.8844538165794057	0.7750895900109438	0.5150917385448263	0.8777728177936269	0.8432297856987251	0.6163086561519758	0.46263370022474004	0.8519326319069266	0.847601752553096	0.6842652420717174	0.5253285181065339	0.8293999898137239	0.8552410316900187	0.7746628791980404	0.654020989720849	0.7254725811553034	0.39484488826553826	0.7221316537676168	0.577263118789528	0.8701656382665013	0.5300698444709706	0.5769386987331782	0.5952731398597119	0.7533791259233453
LiJ_2014__V1.FI35__bin.2	0.47136990695622916	0.456114093246002	0.9295808410375853	0.8298172422990895	0.7951040880333193	0.6898479953835506	0.9133265109370451	0.8229078226851069	1.0	0.5035333794745825	0.8713814132123201	0.9405836984245146	0.7208390501411259	0.5939873710122542	0.9397464439566877	0.9299783298843621	0.8861168303402539	0.9249613407229067	0.8747945000095886	0.9191964449155423	0.5786622582596613	0.6814331739310078	0.8165606405846573	0.5786369793637041	0.42742951982301286	0.909398693516922	0.8347143746262646	0.46151506012018806	0.9175031947294373	0.8910623412441749	0.696090575155901	0.5301420325278373	0.9072255801506622	0.8986089633734948	0.7554737526608217	0.6161212236380341	0.8071769400680961	0.9153218003455363	0.8280590515009563	0.5916917857535116	0.803809616789371	0.3504535382609166	0.7761518895538885	0.67286885831789	0.9290748272754057	0.6294458168657308	0.646246694130589	0.5360389887744268	0.6988777913567096
LiJ_2014__V1.FI18__bin.20	0.8093144508051855	0.7894890472394485	0.889348588918596	0.8487303499087125	0.6845011436128994	0.48406065631079026	0.8930549928033354	0.906420425600527	0.8029330143773443	1.0	0.8152622108737397	0.9055676677594292	0.932789894228838	0.4696714971077818	0.9257426533904248	0.8933121406445793	0.8201507998340354	0.8972305177498034	0.8423913081249683	0.8701757848742859	0.825935931267857	0.6004520242052568	0.7258929111290111	0.4206368787534029	0.7379892845799559	0.8776261223287031	0.7928493440297568	0.8785914692246158	0.8688636358897767	0.8412355328277019	0.5581720541456054	0.44067912049878344	0.8887592338662317	0.8150752574432137	0.5854102654808213	0.4726370372120726	0.9103686874548688	0.8487824744711269	0.7081274702698871	0.8077548838977496	0.6823084370206712	0.6433540140430521	0.6936729816153193	0.4517413426314286	0.9017590997323578	0.4894128063794904	0.547897260402499	0.9239586033675248	0.8655540736735515
