	CosteaPI_2017__SID713A084-11-0-0__bin.68	ZeeviD_2015__PNP_Main_80__bin.38	ZeeviD_2015__PNP_Main_67__bin.56	NielsenHB_2014__O2_UC29_0__bin.43	RaymondF_2016__P13E0__bin.27	XieH_2016__YSZC12003_37797__bin.86	YuJ_2015__SZAXPI003409-8__bin.82	VincentC_2016__MM103.2__bin.7	ZeeviD_2015__PNP_Main_362__bin.20	BritoIL_2016__M2.40.ST__bin.6	LiJ_2014__MH0402__bin.31	ZeeviD_2015__PNP_Main_93__bin.48	ZeeviD_2015__PNP_Main_545__bin.12	BritoIL_2016__M2.3.ST__bin.56	XieH_2016__YSZC12003_37196__bin.27	LeChatelierE_2013__MH0183__bin.57	LiJ_2014__V1.FI04__bin.78	HMP_2012__SRS049959__bin.74	ZeeviD_2015__PNP_Main_418__bin.8	YuJ_2015__SZAXPI003420-4__bin.6	XieH_2016__YSZC12003_37176__bin.33	ZeeviD_2015__PNP_Main_499__bin.24	NielsenHB_2014__V1_UC36_0__bin.54	XieH_2016__YSZC12003_37100__bin.114	XieH_2016__YSZC12003_37138__bin.23	KarlssonFH_2013__S479__bin.12	XieH_2016__YSZC12003_36008__bin.29	HMP_2012__SRS011529__bin.40	ZeeviD_2015__PNP_Main_317__bin.26	ZeeviD_2015__PNP_Main_122__bin.60	ZeeviD_2015__PNP_Main_166__bin.51	ZeeviD_2015__PNP_Main_386__bin.18	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.70	ZeeviD_2015__PNP_Main_38__bin.1	ZeeviD_2015__PNP_Main_20__bin.22	LeChatelierE_2013__MH0144__bin.6	ZeeviD_2015__PNP_Main_722__bin.37	ZeeviD_2015__PNP_Main_456__bin.1	LiJ_2014__O2.UC29-1__bin.36	LeChatelierE_2013__MH0313__bin.17	ZellerG_2014__CCIS98832363ST-4-0__bin.77	BritoIL_2016__M2.49.ST__bin.36	ChengpingW_2017__AS78raw__bin.68	ZellerG_2014__CCIS20795251ST-4-0__bin.56	LeChatelierE_2013__MH0151__bin.14	XieH_2016__YSZC12003_37309R1__bin.49	NielsenHB_2014__MH0183__bin.20	NielsenHB_2014__O2_UC58_0__bin.25
CosteaPI_2017__SID713A084-11-0-0__bin.68	1.0	0.9549079150637627	0.9589843488160807	0.9603199961657973	0.9582921251081716	0.954324619902616	0.9574561390334818	0.9605642737716992	0.9596517554923388	0.9574264597447887	0.958423923917248	0.9590989874364266	0.9594101766152021	0.9570559792375783	0.9618793812641214	0.957626988945062	0.959437877506811	0.9578871550103868	0.9581933342832585	0.9568260718313516	0.9588836495632497	0.9587529732191242	0.9584988251955325	0.960249774204693	0.9602675298377564	0.9593152355352492	0.9570990817617554	0.9591203701331639	0.9605048230363918	0.9601966936957227	0.9610016836724344	0.9565888604724627	0.9580889453621347	0.9576319850491553	0.9592364774466752	0.9561681276551882	0.9563574771765961	0.9600519574673756	0.9591286890709022	0.9721137275113954	0.9594959310227191	0.958411162443576	0.9591589573105285	0.9596193159962485	0.9585976088757843	0.9615811830599069	0.9571090463199321	0.9576894408906218
ZeeviD_2015__PNP_Main_80__bin.38	0.9549079150637627	1.0	0.9767537139754082	0.977623512586272	0.978398995739611	0.9778531577632569	0.9858556449318225	0.979226313423208	0.9771171702461833	0.9801541866069479	0.979038074446154	0.9776493153604348	0.9780187420146953	0.9781774933642565	0.9748633488824657	0.9850775610647386	0.9779601247796013	0.9904220337445573	0.9792207861234502	0.9835087054286964	0.9788404143098223	0.9765017288780006	0.9785933648523053	0.9757311996408057	0.978337501603957	0.9792221245227111	0.9787258131669868	0.9768507940829035	0.9780004575168937	0.9777487529111168	0.9803069859560677	0.9784694726592185	0.9798940572872727	0.9798498967543813	0.9762550349924549	0.9843950816685296	0.983953512181343	0.9779163055536915	0.9786079901552925	0.9512780879140532	0.9772675125266657	0.9779507611185165	0.9857434164734193	0.9791092515628111	0.9801353682677152	0.9792132783058579	0.9854847364479589	0.9787159534508244
ZeeviD_2015__PNP_Main_67__bin.56	0.9589843488160807	0.9767537139754082	1.0	0.9808314369151073	0.9820329318786163	0.9771827110810316	0.9757679147232549	0.9798747449159102	0.9858906558889841	0.976087223379218	0.9821164557748986	0.980302661907587	0.9829008467113987	0.9771868698283732	0.982897732613994	0.9747311636095449	0.9812886374645501	0.976115379889044	0.9815994391393276	0.9752049959272332	0.9779317403610068	0.9987393708530136	0.9827890809886931	0.9771421874342634	0.980945590224701	0.9812567523147188	0.9779797937607095	0.9793207998377265	0.9806720499109433	0.9807686142181007	0.985886164772315	0.9789075538373626	0.982393048154543	0.980424512563803	0.9806728081424761	0.9757349592331961	0.9759046148736338	0.982948799360286	0.9800315724989397	0.9521059534347364	0.989543748849637	0.9775748084018874	0.9761694498164769	0.9822306590183776	0.9818076277435246	0.9805752227906995	0.9748658368915285	0.9811774632211042
NielsenHB_2014__O2_UC29_0__bin.43	0.9603199961657973	0.977623512586272	0.9808314369151073	1.0	0.9838383525146298	0.9776096526185425	0.9770741865739943	0.9807540082881933	0.9807775270022149	0.9768350293101852	0.98133994264433	0.97927765035611	0.9792533654164723	0.9777141455719276	0.9796324942231608	0.9761796705716314	0.9837613776073547	0.9766573333874393	0.9814238870734526	0.9766437618343492	0.9783955585770524	0.9807290236455533	0.9833199645150837	0.9756758801071694	0.9796527512862018	0.9799384838067667	0.9785504689675139	0.978641640762352	0.979884319660219	0.9797394068092774	0.9828001034538197	0.9781532804438342	0.9811693159829596	0.9800185027679544	0.9785660487886523	0.9765661149861973	0.9767855424998282	0.9788663121080521	0.9996046715758863	0.9528525807608179	0.9818694783596147	0.9782356532356532	0.9777950487315662	0.982330597376248	0.9803878928238996	0.9808525427041496	0.9762158427071461	0.9845583427061808
RaymondF_2016__P13E0__bin.27	0.9582921251081716	0.978398995739611	0.9820329318786163	0.9838383525146298	1.0	0.9786845468810076	0.9780086075722477	0.9820273565338368	0.9819652409289136	0.9775888937005509	0.9839543520922117	0.981131699560644	0.9824535634674951	0.9790012059524879	0.9785750628322376	0.9771840568692226	0.9946718072632357	0.9783853971534151	0.9835081270351937	0.9776177799409802	0.9799928369659914	0.9814436895102161	0.9828182339274094	0.9780508693411073	0.9808119859584971	0.983741140763159	0.9792201813109079	0.9788644348909875	0.9800397491855267	0.9821218396772387	0.9842490699946677	0.9801934829974085	0.9820291614283031	0.98314880056421	0.9806628526411275	0.9777432030297517	0.977822942500979	0.9814044840166886	0.9839379345611076	0.9522580323091595	0.9808108289217986	0.9787811792646871	0.9791544425116869	0.9842877030919094	0.9827547913974363	0.9825770061523028	0.9774516096680373	0.9859291310957783
XieH_2016__YSZC12003_37797__bin.86	0.954324619902616	0.9778531577632569	0.9771827110810316	0.9776096526185425	0.9786845468810076	1.0	0.9757948042451791	0.979062680644862	0.9778576480421783	0.9755254992350373	0.9801446982146764	0.9776466373704266	0.9795574847988759	0.9760246567724535	0.9766197797611709	0.9751334673605764	0.9786978685495579	0.9765596151345729	0.9798959118481031	0.97659959863266	0.9791987943801264	0.9780069046507736	0.978671463445972	0.975982763548193	0.9783419089271932	0.9791534728204266	0.978762543880323	0.9769077679748505	0.9789622294217586	0.9783696938278835	0.981977759542904	0.9810898940887984	0.9796915613864388	0.9807740874990694	0.9770436822522681	0.9753983385537246	0.9755400492930898	0.9788642091297476	0.9781585491836488	0.9508358602380955	0.9775462161600775	0.9757845767460179	0.9774108778170042	0.9797543185855919	0.9817637801289028	0.9792784603130158	0.9752270366165385	0.9797250367441437
YuJ_2015__SZAXPI003409-8__bin.82	0.9574561390334818	0.9858556449318225	0.9757679147232549	0.9770741865739943	0.9780086075722477	0.9757948042451791	1.0	0.97762753706535	0.9765534026727081	0.9810083425670493	0.9796183213589092	0.977974887507704	0.9779530057531143	0.9776300550986746	0.9744631331945816	0.9855609977878727	0.9780542899148318	0.9851375046274906	0.9785894986329909	0.9865789029471481	0.9769168587472049	0.9759373251259094	0.9785259462588464	0.9739414365071981	0.9765083020653919	0.9792449173683792	0.9781191086936366	0.9762419941571738	0.9774474820503407	0.9778169056260256	0.9798134892857949	0.9756720027449204	0.97897290700321	0.9791904212542423	0.9761580434193723	0.9850568912806961	0.9853961176974407	0.9774718608075121	0.9771144838034816	0.9528314345673764	0.9762724305477783	0.9780899303741943	0.984985722708408	0.9782003043283302	0.9786691301180973	0.9768456164394351	0.9856740953810805	0.9782594855812505
VincentC_2016__MM103.2__bin.7	0.9605642737716992	0.979226313423208	0.9798747449159102	0.9807540082881933	0.9820273565338368	0.979062680644862	0.97762753706535	1.0	0.9805968230958697	0.9785896511751401	0.983317126693961	0.9811935321261003	0.9806099607692842	0.9795896779460177	0.9785141422141714	0.9777747347678035	0.9816275620663595	0.9785567122394063	0.9820004100292696	0.9772360875535094	0.9801929004880251	0.9793431239793845	0.9824607695192903	0.9782875093505646	0.980700008216303	0.9825203349432424	0.980469880416677	0.9809354678645112	0.9809278943934917	0.9813366649365735	0.9833723380428473	0.9798667674738568	0.9827856685083896	0.9819127348647999	0.9822863249506031	0.9784351209800572	0.9772274944914876	0.9814294784603581	0.9812211590449007	0.9542268347941506	0.9805527660895509	0.9785879491123822	0.9787138390913768	0.9820033370146086	0.9811968366186153	0.9814712656017192	0.9776913520821295	0.9822840273368262
ZeeviD_2015__PNP_Main_362__bin.20	0.9596517554923388	0.9771171702461833	0.9858906558889841	0.9807775270022149	0.9819652409289136	0.9778576480421783	0.9765534026727081	0.9805968230958697	1.0	0.9764780639924815	0.9846465320211709	0.9801317459872392	0.9809827868100972	0.9772229008111748	0.9807556556718368	0.9759721863779587	0.9808312378272533	0.9772447167500777	0.9828171712808318	0.9763215623248065	0.9778644509280915	0.9852262676239215	0.9823088744527949	0.9780250684135433	0.9807784409873088	0.9815881117283572	0.9780309696634268	0.9778946103585281	0.9803944329011364	0.9802343019887815	0.9842699382426354	0.9801344226667204	0.9825591439902948	0.9806752410135111	0.9801543592259513	0.9758855706605343	0.9764836021294757	0.9820497585024208	0.9806734580054434	0.9525617391728047	0.9871183431273383	0.9774144181563762	0.9769822149475241	0.9816127933551275	0.9811039551870848	0.9818269110741961	0.9760873658444738	0.9816734079839955
BritoIL_2016__M2.40.ST__bin.6	0.9574264597447887	0.9801541866069479	0.976087223379218	0.9768350293101852	0.9775888937005509	0.9755254992350373	0.9810083425670493	0.9785896511751401	0.9764780639924815	1.0	0.978388906727958	0.9775631913876645	0.9771833941462956	0.978305943503255	0.9740042956230321	0.9804939947780679	0.9773357716022539	0.9801630622172006	0.9779235997735873	0.9795051876838134	0.9769727903953315	0.9760595516576754	0.9800763864776996	0.9739825804158483	0.9753577131788285	0.9787761907277925	0.9782322307409564	0.9762366506757134	0.9763117173636983	0.9776204417753144	0.9798774479795241	0.9760957975598735	0.9781680344164589	0.978223359102892	0.9750659014932733	0.9806432878049662	0.9811702032901168	0.9777950818923745	0.977111620230192	0.953249577735945	0.9766833632412285	0.9777575240046252	0.982110799320121	0.9790498987792713	0.9788022494351102	0.9769769843767491	0.980597282310776	0.9781650170703601
