	CosteaPI_2017__SID713A084-11-0-0__bin.68	ZeeviD_2015__PNP_Main_80__bin.38	ZeeviD_2015__PNP_Main_67__bin.56	NielsenHB_2014__O2_UC29_0__bin.43	RaymondF_2016__P13E0__bin.27	XieH_2016__YSZC12003_37797__bin.86	YuJ_2015__SZAXPI003409-8__bin.82	VincentC_2016__MM103.2__bin.7	ZeeviD_2015__PNP_Main_362__bin.20	BritoIL_2016__M2.40.ST__bin.6	LiJ_2014__MH0402__bin.31	ZeeviD_2015__PNP_Main_93__bin.48	ZeeviD_2015__PNP_Main_545__bin.12	BritoIL_2016__M2.3.ST__bin.56	XieH_2016__YSZC12003_37196__bin.27	LeChatelierE_2013__MH0183__bin.57	LiJ_2014__V1.FI04__bin.78	HMP_2012__SRS049959__bin.74	ZeeviD_2015__PNP_Main_418__bin.8	YuJ_2015__SZAXPI003420-4__bin.6	XieH_2016__YSZC12003_37176__bin.33	ZeeviD_2015__PNP_Main_499__bin.24	NielsenHB_2014__V1_UC36_0__bin.54	XieH_2016__YSZC12003_37100__bin.114	XieH_2016__YSZC12003_37138__bin.23	KarlssonFH_2013__S479__bin.12	XieH_2016__YSZC12003_36008__bin.29	HMP_2012__SRS011529__bin.40	ZeeviD_2015__PNP_Main_317__bin.26	ZeeviD_2015__PNP_Main_122__bin.60	ZeeviD_2015__PNP_Main_166__bin.51	ZeeviD_2015__PNP_Main_386__bin.18	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.70	ZeeviD_2015__PNP_Main_38__bin.1	ZeeviD_2015__PNP_Main_20__bin.22	LeChatelierE_2013__MH0144__bin.6	ZeeviD_2015__PNP_Main_722__bin.37	ZeeviD_2015__PNP_Main_456__bin.1	LiJ_2014__O2.UC29-1__bin.36	LeChatelierE_2013__MH0313__bin.17	ZellerG_2014__CCIS98832363ST-4-0__bin.77	BritoIL_2016__M2.49.ST__bin.36	ChengpingW_2017__AS78raw__bin.68	ZellerG_2014__CCIS20795251ST-4-0__bin.56	LeChatelierE_2013__MH0151__bin.14	XieH_2016__YSZC12003_37309R1__bin.49	NielsenHB_2014__MH0183__bin.20	NielsenHB_2014__O2_UC58_0__bin.25
CosteaPI_2017__SID713A084-11-0-0__bin.68	1.0	0.6164458900348234	0.7576829127197648	0.5877202130797322	0.7578988278659273	0.5737631321221445	0.779159544182757	0.7278931407424548	0.7643762822507973	0.7194080828853434	0.7610821504170828	0.7628779126138443	0.7774305934651856	0.7571590129500202	0.6493293594082784	0.7647266351294758	0.7072932062502953	0.7574099633840503	0.6794091909781689	0.7596994787075075	0.7657996926671957	0.7221913513354964	0.36395471811259206	0.763172046077107	0.7843610622699282	0.7089325318128562	0.7464113273159548	0.7626057780522661	0.7895658394536451	0.7746522136598514	0.6947913119004281	0.7204404017162402	0.7679409190978169	0.6780257044944571	0.7781190776104956	0.7029023884289036	0.750335279557154	0.6473698276100882	0.7750237506660779	0.7868192358396329	0.5683204408905808	0.7366169274215494	0.5162270417017699	0.7236172060743041	0.7257975416634755	0.8146763635652561	0.74662887201039	0.7516495102392665
ZeeviD_2015__PNP_Main_80__bin.38	0.7826301487192271	1.0	0.8335538381808195	0.6293232483829357	0.8392845505580203	0.6438082962923118	0.86374558947204	0.7772914832718023	0.8398203825095347	0.8031645117877857	0.8326807838042207	0.835171678281531	0.8520141798926474	0.8516283395105724	0.7047462504693702	0.881158059047026	0.7906241821580373	0.9035419733304645	0.762309911546351	0.8695973295294092	0.8322008107820146	0.8097868981846882	0.40081471282820996	0.8272510889905154	0.8360085277965411	0.7568512528433746	0.8316184297227431	0.8314580939071357	0.8358388821593822	0.8138532213534204	0.7659593615945035	0.7858213486621268	0.8398514152480394	0.7657400635757369	0.8499101602220288	0.827159025199618	0.8251584479906819	0.7084919020068872	0.840708953255386	0.770304979409778	0.6520609358853279	0.8241860888508681	0.5830575729708986	0.7985871828583427	0.7892711547592325	0.8361947242275692	0.8643931392821714	0.8239471367643818
ZeeviD_2015__PNP_Main_67__bin.56	0.7867681025278308	0.6817596504794571	1.0	0.6333959975024578	0.8401877556131246	0.6364383964966726	0.8371978117739826	0.7893443274826094	0.8831019948187844	0.7803795722705129	0.8553811374646563	0.8527829151867826	0.8773403882696735	0.8449738654880614	0.725373573769715	0.8319226844856266	0.778113847991729	0.8266170993652926	0.774717799726218	0.8356546149537802	0.8471659833395658	0.9263377333619862	0.4047558212531367	0.8253082586411408	0.8496863689357188	0.7400017936278832	0.8319971369637942	0.8537093409094371	0.8468715576304483	0.8282102131879028	0.8047475299544317	0.8029403652570895	0.848198165423254	0.7334068269538276	0.8675972662403698	0.7957176288239385	0.805434523275706	0.7071970164861476	0.8445855281303459	0.7935373556848697	0.6686424775077371	0.8233090403921615	0.5564485152652962	0.8033151658005926	0.7942057358866021	0.8516212873171896	0.8182505021312022	0.8323516322859787
NielsenHB_2014__O2_UC29_0__bin.43	0.8283159439528363	0.6986144380470306	0.8596891729575421	1.0	0.8743566541652982	0.6408643168993544	0.8458817828344652	0.7981725648168776	0.8562935930678266	0.8476938305402384	0.8684163989169054	0.857026220720731	0.8654870366244928	0.8469129734807163	0.7628594526192013	0.8323832905775816	0.8655524908191878	0.8291243606732825	0.8004623133120052	0.8380904370273231	0.8444877233193775	0.8284411107462009	0.4251284395030993	0.8442936573737021	0.8728833606250531	0.7774293266945173	0.8306045441287587	0.8737951260739656	0.889629299594184	0.8853012845098629	0.807259214687462	0.8009308275477184	0.8722448951469735	0.7541919392585072	0.8593745334953229	0.782798867297936	0.816177061634885	0.6913329459669881	1.027865113832883	0.7873645844577292	0.6721893164974426	0.8464042680728218	0.5721064078508288	0.7828160920860137	0.8127722951915282	0.8701848104928815	0.8144029084628829	0.8644696258087038
RaymondF_2016__P13E0__bin.27	0.7539702803451974	0.6576436154131093	0.8049336604716272	0.6171720045488109	1.0	0.6107127254040393	0.8137629900893957	0.7517988148126533	0.815097156668928	0.7520395483935288	0.835984239650685	0.8382351391594102	0.8620248044748887	0.8133017866970785	0.6719044457899587	0.8053551468758535	0.8151303892507998	0.804346011158042	0.754265320828156	0.801004110302992	0.8050868545685479	0.7811780382887977	0.39052822783609686	0.7951389648780243	0.831374637379846	0.7361251944308677	0.8033782135298757	0.8161095345898491	0.8253644033657311	0.8156888587364	0.758533681221727	0.7854504514362555	0.8262438509591653	0.7321899704067911	0.8394712290948823	0.7579427897050325	0.7772055289289626	0.6682772310612785	0.8359599231273642	0.7421548816636392	0.593186996495989	0.7830017775378547	0.5342794082006664	0.7828210247145038	0.7711118081847796	0.8558078800125474	0.7899765669770267	0.85418677845783
XieH_2016__YSZC12003_37797__bin.86	0.8080244909105722	0.7141457268845803	0.8631554307653295	0.6403723664870161	0.864541535524098	1.0	0.8636212904772997	0.7870803103130555	0.872547208456157	0.7799283310403703	0.884190258942269	0.8799321175848273	0.8767514202410307	0.8579059032228082	0.8270295017710702	0.866001076296576	0.8168574664345782	0.8618083388888443	0.7831514835795926	0.8828064490589289	0.8961568868637889	0.8246692223929355	0.3321212566278871	0.8581445702673645	0.872698670234433	0.7486514738263721	0.905384580961484	0.884287791147977	0.8879481174563142	0.8510602898198179	0.7813178781122815	0.86308199475162	0.8861477876827151	0.7708979962295196	0.8831518278109068	0.8218350512388312	0.8338556087329189	0.7077372872507048	0.8615616397802885	0.8120749460417415	0.6480131542259557	0.8300954553434453	0.5492623696654186	0.7979408082780747	0.8260335258351339	0.8788523786957534	0.8584692951404865	0.8642982787286849
YuJ_2015__SZAXPI003409-8__bin.82	0.8382543981907592	0.7319369570743595	0.8673977261770146	0.6457043679490888	0.8800440038218459	0.6597522812738317	1.0	0.7942374277925334	0.8645024149507805	0.8272920118161657	0.87607577072431	0.8874238479676722	0.8861344132677659	0.8790675046677361	0.714941138314005	0.9044792734986545	0.8000736318931285	0.9027322691771636	0.7897125726457518	0.9068118266845486	0.8697232668016585	0.8301049254477082	0.41341415310174345	0.8534146790438373	0.8771592114374873	0.7662704569560225	0.8600196351715009	0.8696838211446254	0.8915437277022467	0.8587056565072186	0.798777184631972	0.8250471156459007	0.8747039384297123	0.7663248043057127	0.8844557814184658	0.8436453046519579	0.8733575266696469	0.7146483638818033	0.8683540642175296	0.8095204284674924	0.6342300646032205	0.845348480465634	0.5974859967917532	0.8165268537267381	0.820917593639607	0.8697206370911896	0.8897108195054391	0.875518272104908
VincentC_2016__MM103.2__bin.7	0.70431338416807	0.5924075861068538	0.7355387472958569	0.5479863200317875	0.7312349813626989	0.5407860463062825	0.7143305393149294	1.0	0.7338303280291133	0.6828442224366615	0.7390344238204261	0.7381191147439657	0.7342576299407769	0.7227843370986358	0.6107011535574856	0.7205571638505737	0.6809544757904297	0.7095829154919806	0.6683987373307348	0.715405101133375	0.7427973611347625	0.7087448676467806	0.355188012841132	0.7237879447251077	0.7433996833866278	0.6788952274633719	0.7772921357527136	0.7403084457563086	0.7456449893726388	0.7140002081322965	0.6784458509142054	0.7029723499397678	0.7531889967392607	0.6473805289083145	0.8058188744457688	0.681921817941004	0.7083964037261988	0.6080994998517846	0.738278367485951	0.6574591776882178	0.5303983526013384	0.7091634973794252	0.48743795450101857	0.7136359766134983	0.7092478540298828	0.7784605147805466	0.702980233738876	0.7720099903502299
ZeeviD_2015__PNP_Main_362__bin.20	0.7948037358473942	0.6878242687749715	0.8843095426094677	0.6317569055905546	0.8519597610196314	0.6442430537434722	0.8355442632172884	0.7885877724196594	1.0	0.7746317187812408	0.8854651340113254	0.8588263800167407	0.8702441991683809	0.8458996838220593	0.7144850501716443	0.8426184481186905	0.7914428626133988	0.8410536553626557	0.7787245795307824	0.8306601104081169	0.8472967294391145	0.8549893760145314	0.41481325846275846	0.8426574196762311	0.8657412898568897	0.7462485639828255	0.8324036640041751	0.8411705700352778	0.858662021708852	0.8228700349388486	0.8031309410445054	0.8252955907918682	0.8769218908321953	0.741849861227367	0.8699925784599118	0.7927517986221013	0.802469271774087	0.7071211202120052	0.8431488001843525	0.7950028296739605	0.6556405399085694	0.8213789492590321	0.5572636205593605	0.8081921602781552	0.8176046386319967	0.8662733363380969	0.8300738426294618	0.8380985946517467
BritoIL_2016__M2.40.ST__bin.6	0.7688966411486503	0.6761383180402303	0.8032288374774348	0.6428450135369435	0.8079608895979322	0.5919097061059496	0.8218679327271825	0.754251140124998	0.7962239373564775	1.0	0.8066224346643283	0.8174859514481352	0.8150903174062711	0.8057472575607029	0.6610739511590219	0.8175486507033202	0.7437167944309129	0.8045420385443672	0.7281813123128275	0.813237206086356	0.814074937801468	0.7677680545553186	0.40558319450963526	0.7803122597072816	0.8015472782862899	0.7259258807721413	0.785660854503766	0.8079025444576906	0.808766400862463	0.816810192808918	0.731785648662982	0.7524258951407207	0.8076456516760294	0.7183244669039369	0.8023841391784133	0.7557742095322026	0.7961716879771565	0.6528150659343626	0.8129951172955024	0.7381801018688733	0.5905608012964813	0.799680233798556	0.5550016153766439	0.7572250006313467	0.7408709449039004	0.8056166341124006	0.7960210356001146	0.7909127879485065
