	XieH_2016__YSZC12003_37209__bin.2	QinJ_2012__NLM032__bin.4	ZeeviD_2015__PNP_Main_515__bin.19	ZeeviD_2015__PNP_Main_625__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.43	QinJ_2012__NOM007__bin.16	BritoIL_2016__M1.52.ST__bin.24	XieH_2016__YSZC12003_37136__bin.27	FengQ_2015__SID31282__bin.48	BritoIL_2016__M2.60.ST__bin.64	XieH_2016__YSZC12003_36019__bin.1	BritoIL_2016__M1.25.ST__bin.89	QinJ_2012__T2D-043__bin.19	XieH_2016__YSZC12003_37205__bin.56	XieH_2016__YSZC12003_37798__bin.29	BritoIL_2016__W3.19.ST__bin.49	XieH_2016__YSZC12003_36051__bin.40	CM_madagascar__V48_03_2FE__bin.32	XieH_2016__YSZC12003_37265R1__bin.12	XieH_2016__YSZC12003_36702__bin.50	XieH_2016__YSZC12003_37233__bin.26	XieH_2016__YSZC12003_36057__bin.33	NielsenHB_2014__O2_UC37_2__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.101	XieH_2016__YSZC12003_35734__bin.45	LeChatelierE_2013__MH0292__bin.40	HMP_2012__SRS020328__bin.68	BritoIL_2016__W1.26.ST__bin.34	XieH_2016__YSZC12003_35516__bin.8	ZellerG_2014__CCMD46947453ST-21-0__bin.72	ZeeviD_2015__PNP_Main_561__bin.55	LeChatelierE_2013__MH0125__bin.33	ZellerG_2014__CCIS41222843ST-4-0__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.23	NielsenHB_2014__MH0125__bin.43
XieH_2016__YSZC12003_37209__bin.2	1.0	0.778133586249754	0.7929757067350722	0.45544367420161314	0.767373130322742	0.778818206334462	0.7766516540968421	0.754645450175161	0.5977078580836631	0.8403265331646644	0.7580639908074608	0.7816602590743102	0.7627586215881362	0.8328960276401517	0.7266594057419496	0.8311841517290077	0.7401922147427171	0.6296674348829241	0.9445522871261459	0.7362486467190998	0.7660638188381913	0.6366823480058731	0.7751514827789713	0.8278411733515377	0.7778319886291835	0.76199778784985	0.7694354587605966	0.8153193352084932	0.7687293425171872	0.780988666964573	0.8103237582059957	0.7750824345116268	0.6707713473140876	0.5010031540727403	0.7601680087652216
QinJ_2012__NLM032__bin.4	0.7046375819923552	1.0	0.7471998725874192	0.4398671605870416	0.7230115379170402	0.8403986362134869	0.7255892831862583	0.7127701618611674	0.5796759237412109	0.7756795337643339	0.7138012599688547	0.7575875371620028	0.7542329290736633	0.7528821197678259	0.6772291302911614	0.7779540842810627	0.6979124392430749	0.6118788636685386	0.7405685196545703	0.6830789014204143	0.7206762304752018	0.596907885423057	0.7076878155820867	0.7689874239063753	0.7324672030579019	0.7964648907555094	0.7364889575763296	0.7230923505261668	0.7118570383653438	0.7538046812325987	0.7749923316502288	0.7187927657968006	0.6470205511773867	0.49460384125336226	0.7045426124298051
ZeeviD_2015__PNP_Main_515__bin.19	0.7650639625683068	0.796091542988942	1.0	0.4679093620083398	0.7876668981532399	0.7759358708870545	0.9070869457284443	0.783001134388954	0.6475500655180324	0.8384843809410086	0.7682333384658412	0.7980762523057006	0.7798480987201203	0.8364556787008262	0.737942325277391	0.8468292100442129	0.7488619973415704	0.6428120276652641	0.7960846298152612	0.7332847316274553	0.7894599240179365	0.6549892688690363	0.7786496057919826	0.8320507301254113	0.8132569532386649	0.7585090169781261	0.8180628658875729	0.7992722313524996	0.7920152843985382	0.8402258722382656	0.8339581375910103	0.8063249254477065	0.7088454057247362	0.5269547784170718	0.7879880464942354
ZeeviD_2015__PNP_Main_625__bin.7	0.6510995099837779	0.6944205944636175	0.6933245300519071	1.0	0.6612956095961976	0.6896666362463006	0.6850728505683332	0.653333544413424	0.5060195075253157	0.703089467538055	0.6669817347431001	0.6940453064789793	0.6572652215130345	0.6819094429161832	0.6244894500308238	0.7023677598752889	0.6473689797940478	0.5678405203000069	0.6590550565166943	0.6287014290742958	0.6591938106350841	0.692680114951734	0.6328323906123993	0.7011282851667191	0.682787598175523	0.6557147140827049	0.6807733353696355	0.655266789713943	0.651287619593944	0.6921334795994197	0.7114528953048959	0.6684400498397343	0.6795794912100663	0.4558529094596784	0.6589228210481617
Bengtsson-PalmeJ_2015__TRAVELRES27__bin.43	0.7573115430258288	0.7879552879552879	0.8056988056988057	0.4565106707963851	1.0	0.7700619843476987	0.7882432882432883	0.7420539563396706	0.6013021727307442	0.8109940252797396	0.7381865239008095	0.7934793649079364	0.7401491687205972	0.8076100218957362	0.7060879918022775	0.813277456134599	0.7128849271706414	0.6235688378545522	0.7829641401069972	0.7080802080802081	0.7407103835675264	0.6214422642994071	0.74571310285596	0.9638366781223925	0.7752279895137038	0.7382430953859526	0.7576599719456862	0.771696128838986	0.7567670424813282	0.7778418492704207	0.8035722321436607	0.75861654433083	0.662022662022662	0.50147021575593	0.738266881124024
QinJ_2012__NOM007__bin.16	0.6716689409384081	0.8003738082544548	0.6935968904366546	0.4160501601914995	0.6729408103223661	1.0	0.6975428314935982	0.6835236175021361	0.5476026891273705	0.7247189275399608	0.6885369401092212	0.6982905603584604	0.723580761739652	0.7043235132358121	0.640346348459628	0.7309911985964495	0.668101639441883	0.582770664085476	0.7182640780604217	0.6620445300347124	0.6999202834515973	0.5672481274476042	0.6739896531403209	0.7202656993568184	0.7004129643039522	0.7488479301505513	0.7021825705581338	0.6857111879001627	0.6828281341552546	0.7006157667984789	0.7140996046755806	0.6883285198170621	0.6150999658999684	0.4540466962574794	0.6773114568803135
BritoIL_2016__M1.52.ST__bin.24	0.7668973244723687	0.7912070877425895	0.9283719392493909	0.47318940697916745	0.7886843885960105	0.7986613356797909	1.0	0.8203403392586531	0.626436626349792	0.8652015457803643	0.7728567348734534	0.8290366402432906	0.7960633800823833	0.8467283383632943	0.75662514054303	0.849785551276015	0.7780294902372443	0.6580179637791345	0.8060982167437242	0.768421750014794	0.833784872038305	0.6741923117495259	0.7926909905807226	0.8271487967972913	0.8111461879069959	0.7746551710829982	0.8288488207249833	0.8210761801111994	0.803240401264823	0.8489795997128677	0.8350275683032693	0.818718787869432	0.7097204319334347	0.539181595745502	0.800335630906345
XieH_2016__YSZC12003_37136__bin.27	0.6782755115901097	0.7074586301703505	0.7294368644643351	0.4107574437590456	0.6758194341010113	0.7123567336921138	0.7467002496475427	1.0	0.5830066369712554	0.7242998861832028	0.6887947831626082	0.7001659242813851	0.7310527819541829	0.7398039119254711	0.7218069236209667	0.7093561622662189	0.6892169123329632	0.5811676526105265	0.7121769921452358	0.7006747040997465	0.8574544147334205	0.6181651373998248	0.7212097367225446	0.721379525154449	0.7156640952501394	0.7123538063053569	0.772946028355839	0.725911705331591	0.7052109826183484	0.7976157020341825	0.7038075934070567	0.706377838979677	0.6383687898417337	0.481699148950122	0.6952976801045428
FengQ_2015__SID31282__bin.48	0.5329950329558241	0.570831351104559	0.5985076213428968	0.3156376212790008	0.5433241148803954	0.5662139924149616	0.5657185078304571	0.5784216173011831	1.0	0.584565509974459	0.5667373588987115	0.5601380618710963	0.5624813031535009	0.6191878583622753	0.5325791279587487	0.583829544008964	0.526301634518256	0.45887971690578305	0.5633979205911891	0.5398557227888637	0.5759587162011841	0.4670003200609684	0.575889011453071	0.5713012772814219	0.5606306420910959	0.5445671828884138	0.5878236260758491	0.5521708091617596	0.6034189017203713	0.5848251601611806	0.5765854780613018	0.57367123871727	0.5127214069671058	0.37071482800062966	0.5672334243561169
BritoIL_2016__M2.60.ST__bin.64	0.7765628668259883	0.7915880593061684	0.8031296464625183	0.45449220748731345	0.759413319207084	0.7765670806219563	0.8097200233564691	0.7447041614245038	0.6057975812811144	1.0	0.7673105748219672	0.9072122127846569	0.7478139428488872	0.8268406763744499	0.7229922767139615	0.9234431528825374	0.733547233642947	0.6354410339451364	0.8030580119310623	0.7085353447186087	0.7478277881784965	0.6245790718813395	0.7604998765959752	0.8004105441214536	0.7809747112044836	0.7678174342798322	0.7697557804251118	0.7858500731394585	0.7896021574635356	0.806355608261448	0.8639118473883495	0.8249878100902354	0.6681810246747852	0.5135569855707587	0.7982326135768505
