	XieH_2016__YSZC12003_37209__bin.2	QinJ_2012__NLM032__bin.4	ZeeviD_2015__PNP_Main_515__bin.19	ZeeviD_2015__PNP_Main_625__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.43	QinJ_2012__NOM007__bin.16	BritoIL_2016__M1.52.ST__bin.24	XieH_2016__YSZC12003_37136__bin.27	FengQ_2015__SID31282__bin.48	BritoIL_2016__M2.60.ST__bin.64	XieH_2016__YSZC12003_36019__bin.1	BritoIL_2016__M1.25.ST__bin.89	QinJ_2012__T2D-043__bin.19	XieH_2016__YSZC12003_37205__bin.56	XieH_2016__YSZC12003_37798__bin.29	BritoIL_2016__W3.19.ST__bin.49	XieH_2016__YSZC12003_36051__bin.40	CM_madagascar__V48_03_2FE__bin.32	XieH_2016__YSZC12003_37265R1__bin.12	XieH_2016__YSZC12003_36702__bin.50	XieH_2016__YSZC12003_37233__bin.26	XieH_2016__YSZC12003_36057__bin.33	NielsenHB_2014__O2_UC37_2__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.101	XieH_2016__YSZC12003_35734__bin.45	LeChatelierE_2013__MH0292__bin.40	HMP_2012__SRS020328__bin.68	BritoIL_2016__W1.26.ST__bin.34	XieH_2016__YSZC12003_35516__bin.8	ZellerG_2014__CCMD46947453ST-21-0__bin.72	ZeeviD_2015__PNP_Main_561__bin.55	LeChatelierE_2013__MH0125__bin.33	ZellerG_2014__CCIS41222843ST-4-0__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.23	NielsenHB_2014__MH0125__bin.43
XieH_2016__YSZC12003_37209__bin.2	1.0	0.9755077375362378	0.9810138262217111	0.9777619287352464	0.9815134970301451	0.9753870803790895	0.9811163474269501	0.9812050739778655	0.9779653610444977	0.9808861502525905	0.980747400330189	0.980370082001701	0.979366440146367	0.9821336260366683	0.9797650749708408	0.9800660853856363	0.9777948347713699	0.9760313496779509	0.9979332984639101	0.980631312999856	0.9813285158189426	0.9788155367418347	0.9824461172911771	0.9806133062549769	0.9807657084565011	0.9766667724219233	0.98158089365698	0.9846029434785721	0.9821181283746446	0.9807962264891821	0.9807334046560544	0.9805193842015831	0.9775189809971693	0.9796982894235705	0.9808474782835266
QinJ_2012__NLM032__bin.4	0.9755077375362378	1.0	0.976261527813958	0.9763652718366898	0.9763749985064105	0.9828446742123058	0.976812091382595	0.9770996995952824	0.9713319040798959	0.9757508121400279	0.9753198561473474	0.9764992031824044	0.9796265480054059	0.9762505009958727	0.9747957594724982	0.974704322074797	0.9748002666132781	0.9764764025058953	0.9745985267735502	0.9760243953420944	0.9759875124519994	0.973957250544763	0.9755631287196663	0.9758122043799117	0.9764770180474187	0.9841154497913668	0.9762305945087982	0.9760168666986209	0.9760752585983078	0.9761506097169728	0.9753220317844926	0.9751092297104813	0.9756037036048777	0.9771802632176982	0.9755507293370829
ZeeviD_2015__PNP_Main_515__bin.19	0.9810138262217111	0.976261527813958	1.0	0.9794241227527817	0.9829828118321104	0.9750642860301876	0.9920789030339231	0.9826350795527411	0.9800696653324608	0.9799711333996849	0.9820925141101091	0.97983571038361	0.9788711561778439	0.983731106101482	0.9817288872204214	0.9801902556018613	0.9789811575603913	0.9775393975653743	0.9814031866305624	0.9838589313435403	0.9822367731714832	0.9803422839372624	0.9837419289269165	0.9823712906844908	0.9817537076769474	0.9773010134054553	0.9829941579468838	0.9800215766355861	0.9848470284467931	0.9821197433588142	0.9816441753009739	0.9828299155054734	0.9795141726423148	0.9810797971548321	0.9832578922934077
ZeeviD_2015__PNP_Main_625__bin.7	0.9777619287352464	0.9763652718366898	0.9794241227527817	1.0	0.9807801470354661	0.9731098024066497	0.9799105418372757	0.9786478705062465	0.9745714834018757	0.9763846428405158	0.9808186349693252	0.9777194439306344	0.9785883240299372	0.9798546268121469	0.9798779614655144	0.977280678340326	0.9787488067850636	0.976236523677023	0.9778406900639578	0.9795778009608227	0.9785616925037809	0.9866781098117452	0.9790224499116151	0.9797453628397352	0.979173371830433	0.9762270183187967	0.9783386351439787	0.9781476369004675	0.9798723915790771	0.9786646827617537	0.9789835581998209	0.9787972422369734	0.9845576202059614	0.9793061229389146	0.9788874439710032
Bengtsson-PalmeJ_2015__TRAVELRES27__bin.43	0.9815134970301451	0.9763749985064105	0.9829828118321104	0.9807801470354661	1.0	0.9750521358184876	0.9831135905889598	0.9824323841265896	0.9775612753807372	0.9801452878564214	0.9817632921489818	0.9792433415340236	0.9777153901547575	0.9825710855529441	0.9822106128230603	0.9796291478112195	0.9782487111719602	0.9773909170694647	0.9816974972796518	0.9828601767700428	0.9818385245175232	0.9799873888413548	0.9829316860711441	0.9997732789202742	0.9815182286410075	0.9778947422202845	0.9818554584829063	0.9804604610818255	0.9826121869112696	0.982304355026742	0.9805698130406372	0.9814230800578174	0.9801880210579016	0.9803690912472791	0.9818206378165615
QinJ_2012__NOM007__bin.16	0.9753870803790895	0.9828446742123058	0.9750642860301876	0.9731098024066497	0.9750521358184876	1.0	0.9762024002798885	0.9750872938466754	0.9702330118347318	0.9745874944000774	0.9742463240262187	0.9754856643285299	0.9788560437197008	0.9744301997069876	0.9740651613994848	0.9743066371151312	0.9752029316957209	0.9736795421843484	0.9760803064090458	0.9749252763307349	0.9752694930923193	0.9727444206599835	0.9742118947818024	0.9741256631937084	0.9749836756558086	0.984155953847017	0.9751904466172124	0.9761154188178544	0.9750946235834541	0.9740814796300925	0.9745285434564944	0.9745990687226674	0.9733070445472252	0.9750268418322415	0.9749417979834083
BritoIL_2016__M1.52.ST__bin.24	0.9811163474269501	0.976812091382595	0.9920789030339231	0.9799105418372757	0.9831135905889598	0.9762024002798885	1.0	0.9828979138553023	0.9781630748865318	0.9804416785475835	0.9810829612742873	0.9804986592115023	0.9792073309191262	0.983413977470441	0.9827471837081149	0.9802851931932348	0.9793814850350794	0.9770094634331757	0.982011998269842	0.9828999775389428	0.98298488674538	0.9796784366360157	0.983008504521866	0.9828402018637932	0.98121869198437	0.9774059718353753	0.9832640357229245	0.9817578849329313	0.9846777010558918	0.9822203965360582	0.9816599090481513	0.9822487444553853	0.9797147492046523	0.9802134760248744	0.9825136171899552
XieH_2016__YSZC12003_37136__bin.27	0.9812050739778655	0.9770996995952824	0.9826350795527411	0.9786478705062465	0.9824323841265896	0.9750872938466754	0.9828979138553023	1.0	0.9785468120922435	0.9784143188524544	0.9829095104697629	0.9790547969541693	0.9794599903202704	0.9840016820661379	0.9832555327723398	0.9786702983541089	0.9787551756821923	0.9770030432951051	0.979714720640469	0.9823873309615552	0.9973678905805214	0.9806640790081076	0.9835158781232085	0.9824030132547489	0.9826258286956389	0.9779832279958878	0.9914098211449517	0.9812209953845862	0.9836604563116469	0.9925366718685569	0.9806474296640976	0.9808615979968132	0.9810297249562048	0.9804177654588592	0.9810234390101656
FengQ_2015__SID31282__bin.48	0.9779653610444977	0.9713319040798959	0.9800696653324608	0.9745714834018757	0.9775612753807372	0.9702330118347318	0.9781630748865318	0.9785468120922435	1.0	0.9753666746464581	0.9788501784807765	0.9750559418710116	0.9756603307825228	0.9798723545465994	0.9758698755017131	0.9745826396316116	0.9750463012286371	0.9712611174906991	0.9738904469138554	0.9803743069561769	0.9770551572931293	0.9762424592727873	0.9823295225978792	0.9775763804540782	0.9771078921685746	0.971982984299979	0.9775437518655581	0.9750250529008541	0.984557031128567	0.9774862547609546	0.9756888471246923	0.9768701050261823	0.9736810463601435	0.9745149207580475	0.9769840444051369
BritoIL_2016__M2.60.ST__bin.64	0.9808861502525905	0.9757508121400279	0.9799711333996849	0.9763846428405158	0.9801452878564214	0.9745874944000774	0.9804416785475835	0.9784143188524544	0.9753666746464581	1.0	0.9795914603218518	0.9905257035067714	0.9773551031069369	0.9803586531770248	0.9808083505438355	0.9889228837247682	0.9770282394463878	0.9767499315276369	0.981038112768259	0.979319101209603	0.9781042414469939	0.9772729413404717	0.9804849844198076	0.9796727031863953	0.9803227132455395	0.9757318910979705	0.9790076905703425	0.9802760171175967	0.9807556714990583	0.9791405805142015	0.9852717850983665	0.9844390762142627	0.9768424443128285	0.9786787379317939	0.9842903334036027
