	NielsenHB_2014__V1_UC49_1__bin.38	LiJ_2014__MH0336__bin.23	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.68	LiJ_2014__MH0394__bin.50	LiJ_2014__MH0382__bin.29	ZeeviD_2015__PNP_Main_133__bin.19	ZeeviD_2015__PNP_Main_356__bin.21	ZeeviD_2015__PNP_DietIntervention_14__bin.9	NielsenHB_2014__O2_UC52_0__bin.19	KarlssonFH_2013__S263__bin.15	NielsenHB_2014__O2_UC51_2__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.93	LiJ_2014__O2.UC7-1__bin.35	ZeeviD_2015__PNP_Main_553__bin.45	HMP_2012__SRS053335__bin.32	ZeeviD_2015__PNP_Main_479__bin.14	FengQ_2015__SID530600__bin.13	BritoIL_2016__W2.43.ST__bin.65	ZeeviD_2015__PNP_Validation_38__bin.40	VincentC_2016__MM050.4__bin.57	HMP_2012__SRS019685__bin.31	BackhedF_2015__SID544_M__bin.47	HMP_2012__SRS024132__bin.20	LiJ_2014__V1.FI36__bin.98	ZeeviD_2015__PNP_Main_182__bin.5	HMP_2012__SRS014235__bin.69	LiJ_2014__MH0389__bin.71	HMP_2012__SRS013476__bin.46
NielsenHB_2014__V1_UC49_1__bin.38	1.0	0.9921402517639207	0.9887554906193081	0.9921653451592594	0.9922012827073549	0.9925045069776961	0.9922168937346599	0.9931174244303803	0.9922064304169149	0.9907814329204899	0.992520121445299	0.9888130244654326	0.9999406475446107	0.9926464162667594	0.9903321332051702	0.9926579832710309	0.9909837319485488	0.9998981364565206	0.986905241560316	0.9895684868540868	0.9904672698984578	0.9920434722419172	0.990311841136744	0.9921367959922497	0.9869587203823761	0.990241046937298	0.9922381424688748	0.9902075098461686
LiJ_2014__MH0336__bin.23	0.9921402517639207	1.0	0.9885754651469074	0.9992175961267361	0.9992440699350322	0.9925051683263119	0.9992535563777223	0.9928653326238835	0.9997669548760246	0.9913719363760369	0.9998281451216107	0.9886722660274563	0.9921962122893384	0.9925181493154497	0.9909392080084263	0.9924766619004256	0.9911102830146623	0.9921492655109313	0.9863726989862224	0.990636265892863	0.9910450272856216	0.9992977528089888	0.9910390531255199	0.9998593815569274	0.9865785967237412	0.9908221484432354	0.9992401432767417	0.9908648652209427
Bengtsson-PalmeJ_2015__TRAVELRES70__bin.68	0.9887554906193081	0.9885754651469074	1.0	0.988649967759766	0.988680357312986	0.9884668338710282	0.9887138229863062	0.9890534243123099	0.9888622540805561	0.9884901916506714	0.9887067572435188	0.9997309046295911	0.9892442005074038	0.988455574889776	0.9886333819213439	0.9884154412396693	0.9878387927620664	0.9886866132732779	0.9898494405250897	0.9883292769722745	0.9885268489817259	0.9885920149084925	0.9886057680878687	0.9885797737724844	0.9899803215444087	0.988556163487972	0.9886960527406508	0.98856315315968
LiJ_2014__MH0394__bin.50	0.9921653451592594	0.9992175961267361	0.988649967759766	1.0	0.9998233547984018	0.9924069614680372	0.999774702314441	0.9929172683778168	0.9991989322367824	0.9914205284162211	0.9992721500585028	0.9887471986427968	0.9922669369044623	0.9925834300764812	0.9907976972630986	0.9924733506647999	0.9910912744080956	0.992220225893807	0.9865668667613958	0.9903915139609654	0.9909595558566482	0.9997271343828934	0.9910264866067108	0.9990654246946516	0.98678289585192	0.9907021772644462	0.9998246160056622	0.9908450249125959
LiJ_2014__MH0382__bin.29	0.9922012827073549	0.9992440699350322	0.988680357312986	0.9998233547984018	1.0	0.9924254669103707	0.9998516450878597	0.9929970916739221	0.9992949694666166	0.9914017167510575	0.9993041787042807	0.9887691162039937	0.9921587691879137	0.9926748587322771	0.9908372049557195	0.992569893814369	0.9911115652379798	0.9921722871114672	0.9865196852220056	0.9903145293172388	0.9909587457275357	0.999774787948778	0.9909763376556896	0.9993018699002685	0.9866935089484832	0.9908198148036678	0.9998655226028964	0.9907959743999571
ZeeviD_2015__PNP_Main_133__bin.19	0.9925045069776961	0.9925051683263119	0.9884668338710282	0.9924069614680372	0.9924254669103707	1.0	0.9926582435430189	0.9999028556053049	0.9925448829417449	0.99090882099433	0.9928982623117218	0.9886777489317844	0.9924811051783278	0.9999673206078014	0.9905654782213306	0.999888081443548	0.9905999850316494	0.9926202961299085	0.9865823586289232	0.9902220302274655	0.9907228486353873	0.9925015969061707	0.9906470432078477	0.9925376167700859	0.9867301726045233	0.9904791538580733	0.9925878094937002	0.9905293150315653
ZeeviD_2015__PNP_Main_356__bin.21	0.9922168937346599	0.9992535563777223	0.9887138229863062	0.999774702314441	0.9998516450878597	0.9926582435430189	1.0	0.9930180459696862	0.9984275088275858	0.9914366764522089	0.999321529124383	0.9888214511676866	0.9921962546757367	0.9926777229963428	0.9908623591336939	0.9926249043562305	0.9910985170760853	0.9921743143702689	0.9866045199703272	0.9906133827857169	0.9909836892355162	0.9999500747930158	0.9909849735990526	0.9993831903161805	0.9867958532085361	0.9908023440801412	0.9998425734306358	0.9907990602676574
ZeeviD_2015__PNP_DietIntervention_14__bin.9	0.9931174244303803	0.9928653326238835	0.9890534243123099	0.9929172683778168	0.9929970916739221	0.9999028556053049	0.9930180459696862	1.0	0.9928725915020528	0.9909738712473084	0.9928909770477591	0.9892058162524173	0.9930307003080486	0.9998876450173891	0.9909211863286963	0.9998852446617345	0.9906645326110376	0.9930910735026894	0.9872176481778385	0.9908470775614561	0.9910169830477187	0.9929316064931759	0.9909996096015282	0.9929343236102978	0.9873061879880324	0.9908980664742626	0.9929737347285256	0.990915634306729
NielsenHB_2014__O2_UC52_0__bin.19	0.9922064304169149	0.9997669548760246	0.9888622540805561	0.9991989322367824	0.9992949694666166	0.9925448829417449	0.9984275088275858	0.9928725915020528	1.0	0.9914867794934313	0.9998377148773806	0.9889646459198862	0.9921210548931895	0.9925844957310939	0.9909444102414123	0.9925147123282657	0.9911760052837761	0.9921353192521328	0.9866513168833169	0.990731930712065	0.9910542572315201	0.9993389001105759	0.9910564980461932	0.9997188265208163	0.986912593114183	0.9908913124855206	0.9992745448356256	0.990916792304749
KarlssonFH_2013__S263__bin.15	0.9907814329204899	0.9913719363760369	0.9884901916506714	0.9914205284162211	0.9914017167510575	0.99090882099433	0.9914366764522089	0.9909738712473084	0.9914867794934313	1.0	0.9914919034578953	0.9888268552045196	0.9908303144415225	0.9909114339892959	0.9956746137148405	0.9909221499812779	0.9932007526991071	0.9908271071362861	0.9873325384524736	0.9954591752390399	0.9956392702043009	0.991346143057914	0.9955859435961577	0.9914347044020082	0.9875881387952087	0.9955870822351128	0.9914145531045923	0.9955409968087703
