	HMP_2012__SRS011306__bin.5	CM_cf__CF_TNFC022IS_t3M16__bin.22	CM_cf__CF_TNFC022SA_t1M16__bin.10	HMP_2012__SRS015209__bin.36	HMP_2012__SRS057205__bin.52	HMP_2012__SRS013948__bin.18	CM_cf__CF_TNFC008IS_t1M15__bin.2	HMP_2012__SRS023926__bin.20	HMP_2012__SRS050244__bin.68	HMP_2012__SRS016225__bin.33	FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.8	FerrettiP_2018__CA_C10020MS2331SA_t0M15__bin.7	HMP_2012__SRS019327__bin.41	HMP_2012__SRS019126__bin.45	HMP_2012__SRS020334__bin.15	HMP_2012__SRS019127__bin.40	HMP_2012__SRS047824__bin.72	CM_cf__CF_TNFC022IS_t1M15__bin.9	HMP_2012__SRS019122__bin.33	HMP_2012__SRS016569__bin.28	HMP_2012__SRS058336__bin.54	HMP_2012__SRS053603__bin.58	CM_cf__CF_FIFC013SS_t5M16__bin.5	HMP_2012__SRS024441__bin.54	HMP_2012__SRS016002__bin.44	HMP_2012__SRS023617__bin.17	HMP_2012__SRS023835__bin.51	HMP_2012__SRS018739__bin.54	HMP_2012__SRS054687__bin.35	HMP_2012__SRS024580__bin.26	CM_cf__CF_TNFC022IS_t2M15__bin.18	CM_cf__CF_TNFC018IS_t3M15__bin.20	CM_cf__CF_TNFC004SA_t1M15__bin.22	HMP_2012__SRS018439__bin.19	HMP_2012__SRS049147__bin.40	Castro-NallarE_2015__ES_116__bin.9	HMP_2012__SRS016037__bin.25	HMP_2012__SRS075404__bin.9
HMP_2012__SRS011306__bin.5	1.0	0.9679480822918257	0.9677642890247731	0.9722961961617923	0.972504284000183	0.9679857831677162	0.9704832076708331	0.9732694604932174	0.9756258951671152	0.9724827281861168	0.9762656255564657	0.9628121002796869	0.9710633560507956	0.9682444235943	0.9757033692505745	0.9662308438137053	0.972184276321731	0.9676182929391987	0.9677075349085213	0.9726508762718756	0.9756780468556508	0.9747188777148004	0.9682098579983577	0.9698506946446072	0.972984820131155	0.9747249329852655	0.9629297596409343	0.9717185979835897	0.9607013429745471	0.9687182675230699	0.9681172122941148	0.9647997239421467	0.9677109267221442	0.9729497863232328	0.9788449087308649	0.9710753637844085	0.9756286239866826	0.9633267196464453
CM_cf__CF_TNFC022IS_t3M16__bin.22	0.9679480822918257	1.0	0.9997557538518236	0.9671529036807581	0.9677850399038852	0.9726816710016455	0.9666213595243562	0.9654699872429812	0.9700236824567112	0.969244564789768	0.9704747848960372	0.9663255618185775	0.9663612763032324	0.9731136786455065	0.9683897097497256	0.9701569870120023	0.9693390019607916	0.9983024076548547	0.9728353116318156	0.9711080394559065	0.9668316369050286	0.969097882280319	0.9705835816566019	0.9654841622557643	0.9673262028252866	0.9683489719024218	0.9612241238074039	0.9753050991047373	0.9615048278374931	0.9701775850273249	0.999663008090706	0.9683466522415793	0.9710202370180743	0.9679883459144484	0.9713024301924926	0.9669669328461203	0.9690365922451256	0.961778014028082
CM_cf__CF_TNFC022SA_t1M16__bin.10	0.9677642890247731	0.9997557538518236	1.0	0.9671761356582097	0.9672401681852861	0.9718273621920628	0.9661275518136264	0.9652517885309853	0.9699423258477743	0.9689983068113468	0.9703514138958007	0.9662744772503282	0.9664591038906316	0.9723357685098598	0.9684295347844644	0.9697660726399276	0.968584837850408	0.999803337969231	0.9721415468142928	0.9711602443232696	0.9664432371042851	0.9691833425208861	0.9697623446667987	0.9648321234755681	0.9671989541304862	0.9675503227017191	0.9606202606667885	0.97465376860615	0.9609512853758639	0.9696673621110165	0.999771749335243	0.9680850643631035	0.9706854409770437	0.96766563691846	0.9707590794775413	0.9666288411923267	0.968756500395224	0.9613948185975814
HMP_2012__SRS015209__bin.36	0.9722961961617923	0.9671529036807581	0.9671761356582097	1.0	0.9720062780574119	0.9670536648191507	0.9687651642157777	0.9703252546400524	0.9728939554276479	0.9712438327481795	0.9718927328082305	0.9621982811721899	0.9681879775528013	0.9669262737774849	0.9719034371966078	0.9654612237446721	0.9781572152805262	0.9665843739292114	0.9664615258193079	0.9714603278396396	0.9699298554021681	0.970786741798615	0.967208418640312	0.9672205411700864	0.9672513022561273	0.9674864845104103	0.9619466199238415	0.972373189572902	0.9594228055718312	0.9632879337310122	0.9674187569539118	0.963632172354867	0.9672904499628064	0.9702086308418311	0.9749382024507222	0.9761160630918637	0.9712381627686049	0.9624485416330624
HMP_2012__SRS057205__bin.52	0.972504284000183	0.9677850399038852	0.9672401681852861	0.9720062780574119	1.0	0.9698755770313443	0.9686179199858289	0.9705480542391282	0.9736514919663352	0.973289266761398	0.975291057526844	0.9632042603297976	0.9703544529408382	0.96989717676723	0.9731904516115577	0.9673925866503079	0.9754171670215196	0.9671026475076531	0.969785192478933	0.9736112501967068	0.9708986091524108	0.9728244392532372	0.9678502312048027	0.9698993977258746	0.9674145540632175	0.9698747603486684	0.9635803550906572	0.9729770606320556	0.9580816355296732	0.9662284524126026	0.9680543251693591	0.9654582178393629	0.968799298217954	0.971763639000313	0.9769924915616174	0.9703128501852888	0.9734796229189808	0.9639621917313155
HMP_2012__SRS013948__bin.18	0.9679857831677162	0.9726816710016455	0.9718273621920628	0.9670536648191507	0.9698755770313443	1.0	0.9672688524388215	0.965438970458349	0.9701638965835642	0.9707117667616254	0.9703396839854511	0.9643115467180724	0.9674154970093312	0.99873042521631	0.9700648922443358	0.9937630976013059	0.9701077208284699	0.9721363054074633	0.998103678891531	0.9709655105860895	0.968055098125276	0.9700625729365222	0.9708572510758903	0.9654523966640196	0.9689394796416864	0.9695877382606665	0.9615327792309157	0.9758834440420222	0.9618881277682226	0.9714155956922768	0.9726655808366169	0.9676401267022491	0.9718989355951436	0.9685739334165724	0.971738668379091	0.9677301924680296	0.969502200417955	0.9617224306636253
CM_cf__CF_TNFC008IS_t1M15__bin.2	0.9704832076708331	0.9666213595243562	0.9661275518136264	0.9687651642157777	0.9686179199858289	0.9672688524388215	1.0	0.9684161134449125	0.9724391332647696	0.9683406587795225	0.9705928892514168	0.9616572811362146	0.9698082068316151	0.967498475689157	0.9700174486308804	0.9660201942143422	0.9696818534992118	0.966067504375229	0.966966031958824	0.969845295089504	0.9674820322235773	0.9713326177335245	0.9676112031406258	0.9660398510958118	0.967591674045207	0.9699623066130677	0.962325594001809	0.9715429907617494	0.9594688182094967	0.9640925379023211	0.9666724988268574	0.9662277398615088	0.9666792888932603	0.9683204609896369	0.9727764975357822	0.9677267429252955	0.9701325098726903	0.9631063010264251
HMP_2012__SRS023926__bin.20	0.9732694604932174	0.9654699872429812	0.9652517885309853	0.9703252546400524	0.9705480542391282	0.965438970458349	0.9684161134449125	1.0	0.9711241199508234	0.9710269965128114	0.9733652322549252	0.9609608718411626	0.9686881273936978	0.9659204429116092	0.9717482248858105	0.9636677328340835	0.9720482845467321	0.9654180022929877	0.9663446835603454	0.9701910491979586	0.9698047999502395	0.9723981023695379	0.9660364222273057	0.9687687719138132	0.970160916463948	0.9694778719862308	0.9604867478337412	0.9701423878382675	0.9571909747185755	0.9672088877374145	0.9656331677669634	0.9643481700253179	0.9654427864358129	0.9698218516632205	0.9755525004056409	0.9688190568074794	0.971063744010916	0.9611139925852027
HMP_2012__SRS050244__bin.68	0.9756258951671152	0.9700236824567112	0.9699423258477743	0.9728939554276479	0.9736514919663352	0.9701638965835642	0.9724391332647696	0.9711241199508234	1.0	0.9719870938745234	0.9751835532050288	0.9642184779532219	0.9760177113649064	0.9704869214498615	0.9754832720903157	0.9680936827893905	0.9734202475689548	0.9694483527326548	0.9706516923291367	0.973289887674038	0.9730269807545535	0.9801988000842126	0.9699852338377721	0.9725668208779894	0.9747195504809134	0.9761013682636407	0.9625525568819677	0.9744465869726477	0.9590333775001577	0.9697638767356518	0.9704124847711318	0.9647219065300563	0.9702410728028321	0.9744745745904905	0.9777827987844143	0.9734533205575258	0.9755793922332159	0.9636954963700753
HMP_2012__SRS016225__bin.33	0.9724827281861168	0.969244564789768	0.9689983068113468	0.9712438327481795	0.973289266761398	0.9707117667616254	0.9683406587795225	0.9710269965128114	0.9719870938745234	1.0	0.9738399779068412	0.963856706809763	0.9713903849552733	0.9708949474698441	0.9740534145275753	0.9688694248750546	0.9752278164461409	0.9686641830616877	0.9701523971010193	0.9729636025612115	0.9710792828509992	0.9738423328861467	0.9698828417659998	0.9680820112103363	0.969511669225329	0.9706614970417391	0.9633100705373911	0.9751033653100633	0.9588950021301335	0.9689672001687325	0.9693540534672239	0.9658942217768194	0.9701594776231514	0.9711840046788056	0.9758466881914224	0.9701421573810848	0.9732370692745411	0.9642271988012966
