	ZeeviD_2015__PNP_Main_587__bin.30	LiJ_2014__MH0381__bin.36	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.73	NielsenHB_2014__V1_UC48_0__bin.17	ZeeviD_2015__PNP_Main_370__bin.19	XieH_2016__YSZC12003_37286__bin.39	ZeeviD_2015__PNP_Main_362__bin.44	XieH_2016__YSZC12003_36526__bin.18	ZeeviD_2015__PNP_Main_456__bin.45	ZeeviD_2015__PNP_Main_391__bin.36	LiJ_2014__MH0367__bin.73	LeChatelierE_2013__MH0009__bin.33	CosteaPI_2017__SID713A087-11-0-0__bin.51	FengQ_2015__SID31223__bin.25	ZeeviD_2015__PNP_Main_630__bin.20	ZeeviD_2015__PNP_Main_39__bin.63	XieH_2016__YSZC12003_35550__bin.129	LouisS_2016__AS66_12__bin.19	ZeeviD_2015__PNP_Main_696__bin.15	ZeeviD_2015__PNP_Main_575__bin.21	XieH_2016__YSZC12003_37315__bin.107	ZeeviD_2015__PNP_DietIntervention_15__bin.11	XieH_2016__YSZC12003_36051__bin.12	ZeeviD_2015__PNP_DietIntervention_46__bin.3	FerrettiP_2018__CA_C10009MS2134FE_t0M15__bin.20	ZeeviD_2015__PNP_Main_736__bin.22	LeChatelierE_2013__MH0422__bin.90	XieH_2016__YSZC12003_35740__bin.65	ZeeviD_2015__PNP_Main_145__bin.10	LeChatelierE_2013__MH0313__bin.71	NielsenHB_2014__MH0009__bin.20	XieH_2016__YSZC12003_35549__bin.15	ZeeviD_2015__PNP_Main_245__bin.6	BackhedF_2015__SID133_M__bin.53	KarlssonFH_2013__S195__bin.8	LouisS_2016__AS66_18__bin.31	ZellerG_2014__CCIS90443472ST-4-0__bin.48	NielsenHB_2014__V1_UC49_0__bin.29	ZeeviD_2015__PNP_Main_666__bin.37
ZeeviD_2015__PNP_Main_587__bin.30	1.0	0.886902464009746	0.8826199904584174	0.7226220358860157	0.9169022560954023	0.8478870564330103	0.6709749890283039	0.4935094199246001	0.8859988795102662	0.9439069577692252	0.7437742297475977	0.9018908404740672	0.6739633362722307	0.8983742784107926	0.9423144462819577	0.5727545672319128	0.7057905268605664	0.7931055603600626	0.9534406733277927	0.8787662699998146	0.8913788036383886	0.7464939741365795	0.9094982577339922	0.8367748776536473	0.790398740376235	0.9030315597115947	0.8773850444402861	0.9350908276620482	0.546106691526479	0.8125281316536102	0.8829683874669233	0.5954739857011124	0.9509827886258492	0.4285125864038629	0.8673461532193849	0.7030483052452293	0.7612525209614184	0.7992749970639123	0.9537171432119619
LiJ_2014__MH0381__bin.36	0.86469590161734	1.0	0.8850675594607077	0.6910300386625402	0.8982036190592024	0.8483625260987213	0.6587555559938443	0.4779565447731062	0.8375910339284746	0.8819639277459197	0.7371675922775727	0.9129542245824068	0.6711558384708984	0.9001320892509154	0.8865615759984353	0.5384557227079009	0.6564298866859404	0.7922566443194226	0.8892006217124925	0.8250011915973485	0.8588184504194148	0.741720315940395	0.8959919048080816	0.7625592990887431	0.7854237237992396	0.8422385375183327	0.842176629242292	0.8794744480438903	0.533717822077806	0.7875362752365253	0.8806019456730224	0.5813619930301143	0.8894816743285007	0.42547804968111763	0.8478393189870491	0.7000960400069907	0.7579720601923758	0.7816927914112951	0.8810391386312574
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.73	0.8807190678583845	0.9058421459891668	1.0	0.7135542945576476	0.9158268943939173	0.8714851240874276	0.6763095625259332	0.4970635071940429	0.8656239136041985	0.8996288030862052	0.7617229816868714	0.9226396474190038	0.6902619685772281	0.9275622119298875	0.9152403808413049	0.5558533603974386	0.6774562357717195	0.8161661302441376	0.9056425295219298	0.8573628197508157	0.9042760538740173	0.7636473741463032	0.9031019053279654	0.7863257112738447	0.8103884671025333	0.870830763364771	0.8628999338349912	0.8995688060019512	0.5442610265669332	0.8045625820053606	0.8973606890132443	0.6072641329580245	0.9066591156317637	0.44063540837267723	0.8645691985062408	0.7190297293963285	0.7751651321618015	0.8059688688026376	0.9053425441006605
NielsenHB_2014__V1_UC48_0__bin.17	0.8490788286072527	0.832810511977572	0.8402338929535653	1.0	0.8814035161854531	0.811624527331419	0.631982405207129	0.48540050800936785	0.8230134714259587	0.8729976580332365	0.7130248874409969	0.855051603161094	0.6399399421210018	0.8513362812050399	0.871306054185465	0.5450741116603799	0.6793453321439725	0.752353686501305	0.8674679225823831	0.8098550119871459	0.8562024484017909	0.7155200361298059	0.8617665177324585	0.7630519913980427	0.7584921880519419	0.8369926426457159	0.8064394512125471	0.8538538789691121	0.5389904122640619	0.7820656978790246	0.838478243214602	0.5946159194315894	0.8583839703038351	0.4320700886540393	0.81305004361063	0.6634777975344313	0.7238096873041896	0.8890665740532268	0.8620596762447187
ZeeviD_2015__PNP_Main_370__bin.19	0.8532090375214322	0.8572740292832093	0.8540477623459615	0.6980240291524853	1.0	0.8280368348700369	0.6572956771683311	0.4747721089484723	0.8275191680519047	0.8638206843973651	0.7112679333642539	0.8780633195410857	0.6393577375763885	0.8647007179881899	0.881613781859386	0.5393716988936048	0.6550435650615684	0.7607333508677717	0.8726492566775098	0.8214619433839828	0.8613400668365381	0.7106849045741354	0.8890294897530729	0.7575023778685409	0.7635883618041369	0.83836977829742	0.8240973380944737	0.866509414476997	0.5299883341952398	0.7709669440977356	0.8489301813873157	0.5766661943174825	0.8751947133145475	0.40818969822116086	0.8272341898540441	0.670783250811665	0.7252815401581341	0.781197399953044	0.8770274630090455
XieH_2016__YSZC12003_37286__bin.39	0.8851139064674095	0.9083539230799914	0.911711635611932	0.7210734590539744	0.9289202056393615	1.0	0.6909443830467193	0.5114264294915565	0.8667679142527974	0.9150910524352215	0.7666073024968146	0.9392889908795048	0.6933999009815033	0.928710201955498	0.927176823101813	0.5793186260362333	0.706755665993247	0.8109327448537366	0.9058585161773229	0.8570308998716514	0.8932500827109481	0.7646691679395939	0.9138785451320208	0.7996969611645702	0.805409296006645	0.8847619449860741	0.8640273075181318	0.8980590497509287	0.5453666617392059	0.8214669519901076	0.9167399919752782	0.6163039116999035	0.9091270651339917	0.44305615193473225	0.8818905259008454	0.7228297468458385	0.7770546924677897	0.8169946947672714	0.9084618579342676
ZeeviD_2015__PNP_Main_362__bin.44	0.8813818923182194	0.8875535061424572	0.8903067796222331	0.7065224532035775	0.9278679255449894	0.869440214474837	1.0	0.5480475747941873	0.8755446572838846	0.9126385586724055	0.7313742525379202	0.9082421788210527	0.6322231908299016	0.9134601118581939	0.9192899654622879	0.6382634151958552	0.7029380306787004	0.7968002976192673	0.9183429279624078	0.884433375579719	0.9127788058469786	0.7388199012217005	0.937704419483728	0.8005353013210547	0.7952826755617822	0.8648836575872614	0.8512501559327138	0.8899834729776911	0.5858870006370175	0.8127441869391497	0.8892888803920426	0.6253569844200152	0.9087677366541896	0.44019454497542354	0.8710050776858625	0.6718577805072667	0.7497473705500125	0.7969612127985143	0.9129279107378404
XieH_2016__YSZC12003_36526__bin.18	0.9178199869366428	0.9117230568256042	0.9264250816459829	0.76829052906597	0.9488877857609407	0.9111378184193337	0.7759299804049641	1.0	0.9198808621815807	0.9447169170476812	0.7804185499673416	0.9342097975179621	0.6830913128674069	0.9414249510124102	0.9537693011103854	0.6557899412148922	0.7736088830829524	0.825342913128674	0.9505755715218812	0.9170340953625081	0.9282246897452645	0.7901397779229262	0.9428608752449379	0.85994826910516	0.8258769431743958	0.9283062050947094	0.887938340953625	0.9309585891574135	0.6337327237099936	0.876140561724363	0.9182453298497714	0.6912689745264533	0.937504898758981	0.4663576747224037	0.9277617243631613	0.7092870019595036	0.8018602220770739	0.8537572828216852	0.9495043762246898
ZeeviD_2015__PNP_Main_456__bin.45	0.9131848720027801	0.8854621800069501	0.8941103903625622	0.721930962585428	0.9165817213019808	0.8557899918915788	0.6869830881501215	0.5097943936059307	1.0	0.9324817560523572	0.7489152090814316	0.9027464380864125	0.6738057453955751	0.9071805861230163	0.9423427545465076	0.5878402641028612	0.7124238387582532	0.801381327464381	0.9366622263407854	0.8820056758948223	0.8955895980539789	0.76168713077725	0.9098864821035562	0.8186180933626781	0.8000608131588092	0.9046078999189159	0.890590756399861	0.9215805629560987	0.5562950306961659	0.817246611838295	0.8837518823120584	0.6053973126375536	0.9295783620989228	0.4364751534808294	0.8774006718406115	0.7069077956677863	0.7685665469709255	0.8114322946831924	0.9387431947179428
ZeeviD_2015__PNP_Main_391__bin.36	0.9071563931644518	0.8693932459996987	0.8664683235106847	0.7140510230478059	0.8921629250953057	0.8424732660680369	0.6677194083404575	0.4881941897948504	0.8694963959619221	1.0	0.735133039148921	0.8826990510743529	0.6587334804795447	0.8804761963910475	0.9376574589573861	0.5725557374331213	0.7075547356363677	0.779773750548828	0.9358866279305256	0.8639273781061775	0.8777710751304361	0.7328777813361215	0.8925074783722612	0.7955735164902226	0.7778344232485974	0.8831818577038171	0.8608091169445145	0.9064845682796046	0.5380048205055644	0.7976813400638233	0.864283272478456	0.5820293323929224	0.9215552638073785	0.4234932409772136	0.8495376883499409	0.6902039398965152	0.745938942783094	0.7974140142454957	0.91912502909531
