	ZeeviD_2015__PNP_Main_587__bin.30	LiJ_2014__MH0381__bin.36	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.73	NielsenHB_2014__V1_UC48_0__bin.17	ZeeviD_2015__PNP_Main_370__bin.19	XieH_2016__YSZC12003_37286__bin.39	ZeeviD_2015__PNP_Main_362__bin.44	XieH_2016__YSZC12003_36526__bin.18	ZeeviD_2015__PNP_Main_456__bin.45	ZeeviD_2015__PNP_Main_391__bin.36	LiJ_2014__MH0367__bin.73	LeChatelierE_2013__MH0009__bin.33	CosteaPI_2017__SID713A087-11-0-0__bin.51	FengQ_2015__SID31223__bin.25	ZeeviD_2015__PNP_Main_630__bin.20	ZeeviD_2015__PNP_Main_39__bin.63	XieH_2016__YSZC12003_35550__bin.129	LouisS_2016__AS66_12__bin.19	ZeeviD_2015__PNP_Main_696__bin.15	ZeeviD_2015__PNP_Main_575__bin.21	XieH_2016__YSZC12003_37315__bin.107	ZeeviD_2015__PNP_DietIntervention_15__bin.11	XieH_2016__YSZC12003_36051__bin.12	ZeeviD_2015__PNP_DietIntervention_46__bin.3	FerrettiP_2018__CA_C10009MS2134FE_t0M15__bin.20	ZeeviD_2015__PNP_Main_736__bin.22	LeChatelierE_2013__MH0422__bin.90	XieH_2016__YSZC12003_35740__bin.65	ZeeviD_2015__PNP_Main_145__bin.10	LeChatelierE_2013__MH0313__bin.71	NielsenHB_2014__MH0009__bin.20	XieH_2016__YSZC12003_35549__bin.15	ZeeviD_2015__PNP_Main_245__bin.6	BackhedF_2015__SID133_M__bin.53	KarlssonFH_2013__S195__bin.8	LouisS_2016__AS66_18__bin.31	ZellerG_2014__CCIS90443472ST-4-0__bin.48	NielsenHB_2014__V1_UC49_0__bin.29	ZeeviD_2015__PNP_Main_666__bin.37
ZeeviD_2015__PNP_Main_587__bin.30	1.0	0.982048502828585	0.9845209970997633	0.9828425602944638	0.9839677836030697	0.9845545309036621	0.9854475499428069	0.9834615143425367	0.9857523691867554	0.9882039618592218	0.9739658642295537	0.9849863450857651	0.9734285088182062	0.9841584475352455	0.986169470155095	0.9865853080132918	0.9866962044707351	0.9732369056534037	0.9879907788000911	0.9871474155643718	0.9831621262812639	0.973597807207194	0.9846156466702721	0.9997421938098316	0.9736495634910746	0.9869420332400242	0.9864744652460474	0.9891983243760251	0.980530441301253	0.9844250715703261	0.9851560011736765	0.9831252400541061	0.9885753139627328	0.9727490161811885	0.9853510276049533	0.9731111665931659	0.9734566499574605	0.9835026468782325	0.990126821687156
LiJ_2014__MH0381__bin.36	0.982048502828585	1.0	0.9811262658101002	0.9814758040042642	0.9823538998780053	0.9822920994788809	0.9824703317678051	0.9803812496979872	0.9808555834780606	0.982393188680673	0.9734573072710252	0.9820566993449608	0.9726841298311725	0.9818738141126201	0.9804898619990984	0.9828261202171584	0.9805745945879589	0.9727525348160934	0.9826368876080691	0.9816077972770544	0.9814483451205097	0.9730784932696234	0.9816106717884849	0.982280787555055	0.9729047976139175	0.9808934916641516	0.9823978496272892	0.9822913326659438	0.9810237163265121	0.9817765444552736	0.9827754771121303	0.9821425100630019	0.9825114541835683	0.9722721952013421	0.9821286344842467	0.9727910938829823	0.9731426220110502	0.9819130391696047	0.9825394905182432
VogtmannE_2016__MMRS94549160ST-27-0-0__bin.73	0.9845209970997633	0.9811262658101002	1.0	0.9822949215131717	0.9826489160987255	0.9831459679112994	0.9839430849540759	0.9823699940823287	0.9825595271812843	0.9837460336925364	0.973016413051653	0.9842580114142427	0.9724320378916304	0.9842512235958546	0.9818595236448179	0.9837559008781479	0.982182037822726	0.972943977583547	0.9834113296143537	0.9832902685621168	0.9822995266067474	0.9729852534476612	0.9831901532646338	0.9844181935858863	0.9730680875588448	0.9827347498199757	0.9832826116542509	0.9838716601414932	0.9798329133960009	0.9831109204856655	0.9846061750027071	0.9823344214831431	0.9836707231310942	0.9723792318352802	0.9845783092524397	0.9733779463247417	0.9731847885693932	0.9829859258955316	0.9839117078720566
NielsenHB_2014__V1_UC48_0__bin.17	0.9828425602944638	0.9814758040042642	0.9822949215131717	1.0	0.982686745595496	0.9820485145485325	0.9831627213282468	0.9806683118788768	0.9810740697597542	0.9825842880329126	0.9728470467413484	0.982979766697636	0.9722181540961571	0.9819792786837304	0.9805863334504921	0.9825271328716272	0.9807630715029225	0.9719222406935594	0.9824120358773232	0.9824866771706019	0.9820032608440482	0.972021975557798	0.9828769418570589	0.9828772628114356	0.9720263389026811	0.9811450141213094	0.9822076076650832	0.9827038290034014	0.9796008980932918	0.982128850054145	0.9829648367231306	0.9816118564831013	0.9829666773528184	0.9723576873356217	0.9828060264705624	0.9719921688343596	0.9722171227379353	0.998124614545282	0.9826503847818315
ZeeviD_2015__PNP_Main_370__bin.19	0.9839677836030697	0.9823538998780053	0.9826489160987255	0.982686745595496	1.0	0.9838404045801052	0.9845938627663999	0.9817674402511167	0.9823647717538393	0.9844354939148913	0.9738546228540623	0.9839311495696849	0.973303360840843	0.9833160396852061	0.9820272715782533	0.9844268185492453	0.9828053411159229	0.9729843062193277	0.9836973692276497	0.9833745006403571	0.9830484198716323	0.9733657613603729	0.9841621009918585	0.9839155092199545	0.9731960837759001	0.9825715791537971	0.9836809031739414	0.9841076977986183	0.9814043605104336	0.9836260025270821	0.9844240103565051	0.9836035161824305	0.9839533650550663	0.9727877677670194	0.9840544642523916	0.9733487411121371	0.973385460636798	0.983302750119788	0.9840787332923802
XieH_2016__YSZC12003_37286__bin.39	0.9845545309036621	0.9822920994788809	0.9831459679112994	0.9820485145485325	0.9838404045801052	1.0	0.9850199199189154	0.9821104710237167	0.9828899728535803	0.9836560197489761	0.9738732562298795	0.9851074445551151	0.9732012965467957	0.9841352525355499	0.9822044773105066	0.9841287082340984	0.9821916825497239	0.9731275139061156	0.9837465599836918	0.9836251876687335	0.9829222525818014	0.9731915354264575	0.9838427840048298	0.9845997954632123	0.9731654365719802	0.9829111016256057	0.9839810436671712	0.9844350020190901	0.9808928756063954	0.9835565984662096	0.985491892750865	0.9833262826080446	0.983987687916101	0.9728418023717859	0.9845344115237494	0.9733562092355136	0.9733593156424376	0.982352654895657	0.9844665378356388
ZeeviD_2015__PNP_Main_362__bin.44	0.9854475499428069	0.9824703317678051	0.9839430849540759	0.9831627213282468	0.9845938627663999	0.9850199199189154	1.0	0.982429305045207	0.9836286484554523	0.9852404934179071	0.9748512137553362	0.9851038550960411	0.9749396997908986	0.984472911921682	0.9828650933888713	0.984778823146211	0.9832153406644689	0.9743915164338404	0.9847770782311902	0.9844654562424924	0.984009491653822	0.9745239673911456	0.9845690733538666	0.9853030290641527	0.9747449845068192	0.983309695448938	0.9848956118191026	0.985196388693463	0.9810460456872493	0.9839336219723067	0.9853816092743723	0.9833600103999935	0.9855168753657203	0.9729593035397306	0.9850324519481604	0.9749127591252135	0.974854139613272	0.9831916090997339	0.9858443153675145
XieH_2016__YSZC12003_36526__bin.18	0.9834615143425367	0.9803812496979872	0.9823699940823287	0.9806683118788768	0.9817674402511167	0.9821104710237167	0.982429305045207	1.0	0.9843976818518344	0.9826263996547673	0.9733932935770847	0.9823599355585984	0.9734822872700085	0.982341696300731	0.9805477989090436	0.9823185202346886	0.9812302908111934	0.9732265649261346	0.9828590569942028	0.9829859691377041	0.9811544813339887	0.9732582941896584	0.9820665632568645	0.9833954182636058	0.9737830807467804	0.9806502539191875	0.9828291825238001	0.9830278605724401	0.9787702806525964	0.9818482273357568	0.9823310414221029	0.9806409336472375	0.9828513892982239	0.9721457327593719	0.982880045171969	0.9735727749231842	0.973882316207129	0.980820348799516	0.9830463544630859
ZeeviD_2015__PNP_Main_456__bin.45	0.9857523691867554	0.9808555834780606	0.9825595271812843	0.9810740697597542	0.9823647717538393	0.9828899728535803	0.9836286484554523	0.9843976818518344	1.0	0.9846777764458655	0.9726815376028476	0.9830185014202754	0.9716780130008862	0.9826954928729171	0.9832549532922639	0.9847088362959701	0.9843465916365778	0.9717260389416578	0.9844975397316746	0.9859284503620989	0.9816129093690685	0.9720994179063106	0.9830184795034755	0.9856176663173067	0.97197331582721	0.9837686263987514	0.9853147355012009	0.9845145706456201	0.9793595053541094	0.9827424700714635	0.9832747040450664	0.9821244681970565	0.9854546570884755	0.9718284794651976	0.9842428369000755	0.9721043476598713	0.9719882805347007	0.9817912085678867	0.9847814120331835
ZeeviD_2015__PNP_Main_391__bin.36	0.9882039618592218	0.982393188680673	0.9837460336925364	0.9825842880329126	0.9844354939148913	0.9836560197489761	0.9852404934179071	0.9826263996547673	0.9846777764458655	1.0	0.9735984762602288	0.9846987832767425	0.9734747544882462	0.9838312570754091	0.9848994954207805	0.9863498248140684	0.9879119975931069	0.9731349077706644	0.9883589687726528	0.9864845698273587	0.9836179168066134	0.973464214134151	0.9846989117637245	0.9879095019954116	0.973607789430137	0.9861755098176493	0.9862238754809114	0.9868967467643149	0.9810024805490098	0.984402002333968	0.9847436935595423	0.9830925608179789	0.9876590299124696	0.9733842428064096	0.9848349296839833	0.9732292506703158	0.9733395439823884	0.9827961584055346	0.9870912250257514
LiJ_2014__MH0367__bin.73	0.9739658642295537	0.9734573072710252	0.973016413051653	0.9728470467413484	0.9738546228540623	0.9738732562298795	0.9748512137553362	0.9733932935770847	0.9726815376028476	0.9735984762602288	1.0	0.9735868224366881	0.9862993945213689	0.9735033661241485	0.9720975084243992	0.9751782477902615	0.9720132015693144	0.9867958545991853	0.9733945658971669	0.9732160389283654	0.9723795601999861	0.9869706560253191	0.9734996996550901	0.9731699180864601	0.9871504013762634	0.9728246536780503	0.9735595066954728	0.9735506613618786	0.9741168547532268	0.973847427417246	0.9743242771844349	0.9738268453150466	0.9742476446720584	0.9844934754816514	0.9741686312629654	0.9868718512801502	0.9865598543159466	0.9735511033821638	0.9733492542285989
