	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.41	LiuW_2016__SRR3992987__bin.37	BritoIL_2016__M2.46.ST__bin.22	LiJ_2014__MH0374__bin.24	ZeeviD_2015__PNP_Main_666__bin.22	BritoIL_2016__W1.41.ST__bin.20	LiJ_2014__O2.UC29-1__bin.21	BritoIL_2016__WL.43.ST__bin.50	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.88	NielsenHB_2014__MH0117__bin.12	BritoIL_2016__W1.1.ST__bin.107	LiJ_2017__H2M614904__bin.51	CosteaPI_2017__SID713B063-11-0-0__bin.6	CM_madagascar__A94_03_1FE__bin.52	BritoIL_2016__W2.61.ST__bin.75	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.135	LeChatelierE_2013__MH0453__bin.19	ZeeviD_2015__PNP_Validation_66__bin.52	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.91	ZeeviD_2015__PNP_Validation_42__bin.79	CosteaPI_2017__SID713B040-11-90-0__bin.102	LeChatelierE_2013__MH0117__bin.8	XieH_2016__YSZC12003_35561__bin.73	LiJ_2014__MH0252__bin.98	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.105	XieH_2016__YSZC12003_37101__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.102	LeChatelierE_2013__MH0437__bin.41	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.18	CosteaPI_2017__SID713A028-11-0-0__bin.81	LiJ_2014__V1.CD6-0-PT__bin.11	BritoIL_2016__W1.2.ST__bin.59	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.5	LeChatelierE_2013__MH0448__bin.59	LeChatelierE_2013__MH0415__bin.94	XieH_2016__YSZC12003_37394__bin.51	BritoIL_2016__W1.5.ST__bin.20	LiuW_2016__SRR3993044__bin.27	XieH_2016__YSZC12003_37228__bin.62	ZeeviD_2015__PNP_Main_474__bin.41	XieH_2016__YSZC12003_36058__bin.52	XieH_2016__YSZC12003_37182R1__bin.71	LiJ_2017__H2M513938__bin.8	LiuW_2016__SRR3993055__bin.107	LiJ_2017__H3M517925__bin.78	BritoIL_2016__M2.49.ST__bin.104
Bengtsson-PalmeJ_2015__TRAVELRES17__bin.41	1.0	0.8236047030169974	0.9433358918065966	0.9407309658165104	0.8435682983722964	0.6321533626056979	0.6126164176800508	0.48486087765638136	0.8561126785928682	0.5028064593588666	0.909463814040444	0.9202345934171483	0.5660241539886456	0.5972178747234276	0.9376999253897741	0.9588904087268237	0.6656631091024475	0.5420786666209285	0.9279652204860813	0.5894974315215341	0.9147964084180917	0.6375508121365967	0.953630173404456	0.8380470344579182	0.5197583100355041	0.8374896017357597	0.6883275731952043	0.896114908323757	0.8831492376035538	0.7979526139306726	0.8454582096976142	0.7662663156269832	0.9575477462566249	0.769728294427388	0.9502046421281923	0.9549610440286092	0.5591757714011285	0.46388586350616606	0.7580468629401574	0.5374074876078417	0.9441012898135602	0.7377396960705281	0.5540897338044354	0.7938656672898479	0.8643814426358849	0.7306469006740648
LiuW_2016__SRR3992987__bin.37	0.9490913627890486	1.0	0.9571851579167124	0.9451679968968844	0.8601405296296891	0.6489748724226662	0.6225872720377414	0.502250129399426	0.8640941607814119	0.500509568145629	0.9232250660585614	0.9397455741690334	0.6101463973840933	0.6363931716633169	0.9507973351747788	0.9533939709132326	0.6853555673871446	0.5663680082617981	0.9397202501763414	0.5943096370763019	0.9149558559571296	0.6506542854989876	0.9584982995865395	0.8634079423452983	0.5383893199457943	0.8551424381940164	0.7004894324831472	0.9174826963010912	0.894463804602543	0.8146265205204636	0.867836552774583	0.7957428515309898	0.9514792300023842	0.7750580907686018	0.9436973523456812	0.952147536346106	0.5760300379612826	0.505363745183809	0.777544165660913	0.54841515041834	0.9520184457492135	0.7554103783898635	0.5890990711653608	0.8360833542307744	0.9089497460806489	0.7454704024291268
BritoIL_2016__M2.46.ST__bin.22	0.916369797323542	0.8068841058878536	1.0	0.914517769986223	0.818113420924108	0.616477784523362	0.5948136986501079	0.4728011796325936	0.8320444986405277	0.48725761455546657	0.8848874152737845	0.8941366178658938	0.5487671027461238	0.5850542383153581	0.9171752756172817	0.9238440319108945	0.6408295749553004	0.5324544751166043	0.9052904355830841	0.5727007942317965	0.880481495867433	0.6207780076830237	0.930398240547996	0.8167247909244933	0.5043075125559852	0.8163035679512319	0.6606270546985886	0.867643827599529	0.8521174134306087	0.7682643634951197	0.82691380497116	0.7498836299944079	0.9233920893388414	0.74100410393013	0.924147583200649	0.9236133745843742	0.5479298635112606	0.45417104464338715	0.735621405416438	0.5137004203898994	0.9168206985532631	0.726743441365658	0.5420348245702641	0.7729618587544088	0.8521335542367534	0.7109613776542515
LiJ_2014__MH0374__bin.24	0.9247694027813929	0.8062835832062628	0.9254559517950911	1.0	0.8249990252373941	0.620307835299895	0.6059862015766916	0.47564726871517854	0.8347903838878591	0.49354338325874203	0.8803007327053404	0.8951735024748432	0.5533553436486048	0.5838258958068347	0.9196785074856499	0.9262937207373632	0.6514301611572382	0.5342563193596284	0.906609311986208	0.5783756555937147	0.8939948300698983	0.6251157859906065	0.9279049769797957	0.8190661458097327	0.5081411119038008	0.8197173926101403	0.6687977962988527	0.8709056018816608	0.861701208389492	0.7745252906109811	0.8287094459238589	0.7494733647435214	0.9301579958459306	0.7469763917765865	0.9321644261177365	0.9388470824037963	0.5459345022756754	0.45274614336492264	0.7412490028441991	0.5222872883579623	0.924740950251278	0.7295497439799189	0.5423020625976739	0.7732865517535716	0.8401357712585187	0.7179379503008064
ZeeviD_2015__PNP_Main_666__bin.22	0.9258602128398055	0.8192291175207516	0.9243453911181443	0.9211080847358915	1.0	0.6377234729714625	0.607502338414114	0.48505768088147916	0.8508491825845507	0.5101143028584539	0.910144305152747	0.9107349385541247	0.565751498644014	0.6040826651449817	0.9405531011194974	0.9262190638107619	0.6626477318853794	0.5502991405225105	0.9055204221499292	0.58991746427668	0.8895733203127297	0.6451575708730668	0.9327925076623508	0.8462353003464971	0.5190755763676046	0.8278380111420286	0.6826674981027961	0.8863042467953431	0.8685781853906475	0.7865230870595986	0.8544265149687916	0.7813362198285752	0.9290251607475866	0.7620582750445622	0.9284515874743363	0.9257649114344039	0.5612058569184701	0.46463670751292746	0.7590527510927305	0.5311517939607147	0.942337355209516	0.7346373546212358	0.5553424673651514	0.7906845817621347	0.8603622629965821	0.7412343296840347
BritoIL_2016__W1.41.ST__bin.20	0.95928157544564	0.8545988996866938	0.9630230310996301	0.9575531856054814	0.8817203863784986	1.0	0.6673593782026047	0.5265147201879187	0.870378082227435	0.5519143239189633	0.9359601063224093	0.9330133033149297	0.6269280697016921	0.631311266336334	0.9633247876317237	0.965572101103892	0.7185888530649028	0.5924497424902478	0.9465362254243298	0.6453075639219565	0.9274670019878517	0.69470209879395	0.9676591826708788	0.8922224897272641	0.5652379728467922	0.8777812842627868	0.7367040053096136	0.927521497102812	0.9010059635549684	0.8307934814082188	0.886332137152004	0.8133469110216777	0.9668409425865496	0.8100731373244363	0.9589651784349004	0.969699902722153	0.5923594595385971	0.5084264088207258	0.79292344331044	0.5853385366678922	0.9659852879456806	0.7986283498228502	0.5924481157703982	0.8353247095491708	0.9021039994534222	0.7775306067339695
LiJ_2014__O2.UC29-1__bin.21	0.9328577724816768	0.8226930673674933	0.9324023440688203	0.9386885620541617	0.8428486312662216	0.6696732015474771	1.0	0.518534630515336	0.8528468356703286	0.5752379164558202	0.9011002105744275	0.9165080556961199	0.5619284699890631	0.6214908342991463	0.9401013695499584	0.9452628915623317	0.7129103344705441	0.5697189076247532	0.9258312792804557	0.6367705391684759	0.9185607482737793	0.7071089273763079	0.9376063074386641	0.8627691353389595	0.5680604299635984	0.8576786209823541	0.7199931440884086	0.8979456750624377	0.8776146324741678	0.8175446042343416	0.8657163611433049	0.783656812654054	0.9446605507582311	0.7849928992344232	0.9354336364081554	0.952482819412024	0.597726122655523	0.4652348149720051	0.7876732341946753	0.5674482950000816	0.9363722433522143	0.7796803839310491	0.5575349733109156	0.7896565514764696	0.8683314017074484	0.7496392484615008
BritoIL_2016__WL.43.ST__bin.50	0.9418729110919067	0.8466541028497653	0.9454733817144404	0.939922742938059	0.8585060858157283	0.6740033110169403	0.6614943306643899	1.0	0.8471517965911103	0.5380121403954479	0.9143914704871776	0.9129171308684652	0.6085003592141021	0.6395062628197786	0.9483273117249565	0.9395197984236228	0.6921431025686411	0.6031298480888768	0.9307039555199232	0.6298397592744917	0.9066230750809533	0.6763199816748747	0.9457763710004893	0.866454608873109	0.5391845319284071	0.8692065012546463	0.7140291327842737	0.9027602219839032	0.8882396426600586	0.8303520298199765	0.8677550680424393	0.8048374165738263	0.9414002061576585	0.7697781202169862	0.9340930624824297	0.9406838603542164	0.6089845173516029	0.5049863082161116	0.8020136813718856	0.5953052278666847	0.9503045510864925	0.7681236529471175	0.598805743260831	0.8211759316139645	0.8930916360380247	0.7709702945555637
Bengtsson-PalmeJ_2015__TRAVELRES1__bin.88	0.8792710605832902	0.7701294261616893	0.8796987928262091	0.8721702649572791	0.7961946693662793	0.5890825336061571	0.5752227978533017	0.4478967629422033	1.0	0.4682902876155276	0.8814603670570205	0.8605763540588047	0.5220419728090008	0.5681060379608237	0.9156222458199771	0.8840498811763132	0.6288996161419653	0.5048952496398407	0.8817658900876769	0.5364786241224471	0.8532074688545418	0.5964877512789304	0.8989164667004669	0.7886892621591285	0.4797251063412819	0.7730134534726959	0.6405959185426056	0.836357460844884	0.8255568088422218	0.7473770434949193	0.8259091236883841	0.7196118811575964	0.895919588540299	0.7010311264661665	0.8898118803869078	0.9007215297951014	0.5318952281706547	0.4355431731566915	0.7068520283151039	0.49808291179412484	0.9192967795670601	0.6948386425529174	0.516938912459119	0.746995002083612	0.8077797723935995	0.6977138619927699
NielsenHB_2014__MH0117__bin.12	0.8271689195742842	0.7145235386962234	0.8251778959341851	0.8259441490534261	0.7646024565951556	0.5983308203052667	0.6214612596883845	0.45562786022273366	0.7500956714193758	1.0	0.805639764039891	0.8050137114338367	0.4757400206332831	0.5490375543387209	0.8319613081854174	0.828732287560952	0.6208202170903544	0.4997610418926187	0.8144891498911022	0.5565404862047986	0.8114902697316791	0.8138648608135157	0.8335996261319648	0.7748097593665406	0.5014072957172712	0.7343191457468102	0.6351612305901648	0.7914195522401221	0.7847481240465924	0.7248066731917219	0.7696646650618557	0.6854438360271231	0.8272421060056963	0.7131135976862507	0.8249856713311994	0.827812607465016	0.5262571753564531	0.4135236180550044	0.6997151901524571	0.5054951547055347	0.8359989066123501	0.6940877708118404	0.46999885370649597	0.6876826354169423	0.7557945136629368	0.676024830480826
