	QinJ_2012__T2D-001__bin.17	VogtmannE_2016__MMRS92546335ST-27-0-0__bin.22	HMP_2012__SRS019601__bin.44	HMP_2012__SRS056259__bin.23	IjazUZ_2017__S48_a_WGS__bin.4	GeversD_2014__SKBSTL041__bin.6	IjazUZ_2017__S53_a_WGS__bin.7	SchirmerM_2016__G89004__bin.12	IjazUZ_2017__S15_a_WGS__bin.6	Obregon-TitoAJ_2015__NO11__bin.6	HeQ_2017__SZAXPI029473-40__bin.30	IjazUZ_2017__S16_a_WGS__bin.8	LiJ_2014__V1.CD2-0-PN__bin.3	XieH_2016__YSZC12003_37179__bin.52	BackhedF_2015__SID637_12M__bin.22	FengQ_2015__SID31137__bin.39	VatanenT_2016__G80291__bin.7	IjazUZ_2017__S57_a_WGS__bin.4	IjazUZ_2017__S54_a_WGS__bin.1	XieH_2016__YSZC12003_37297R1__bin.7	IjazUZ_2017__S56_a_WGS__bin.17	VogtmannE_2016__MMRS14602194ST-27-0-0__bin.25	Obregon-TitoAJ_2015__NO21__bin.9	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.58	GeversD_2014__SKBSTL016__bin.38	VogtmannE_2016__MMRS39415781ST-27-0-0__bin.25	LiJ_2014__MH0336__bin.26	IjazUZ_2017__S52_a_WGS__bin.9	CosteaPI_2017__pluto3-11-30-0__bin.40	VogtmannE_2016__MMRS65945127ST-27-0-0__bin.30	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.65	FengQ_2015__SID31450__bin.30	FengQ_2015__SID31416__bin.3	RaymondF_2016__P21E90__bin.79	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.30	LoombaR_2017__SID5639_uuc__bin.32	SchirmerM_2016__G89058__bin.13	LiJ_2014__O2.UC7-0__bin.29	VogtmannE_2016__MMRS47685461ST-27-0-0__bin.37	NielsenHB_2014__V1_UC11_5__bin.22	HMP_2012__SRS017521__bin.65	IjazUZ_2017__S14_a_WGS__bin.1
QinJ_2012__T2D-001__bin.17	1.0	0.9272500354646794	0.9080632597699431	0.6047170840402797	0.9177577923710737	0.6363177778676842	0.8705859277176059	0.6499848666963358	0.8649248942589214	0.9028697967425756	0.9057120923546345	0.9315821036777256	0.9147101344994769	0.938980266274447	0.6062283659053582	0.8700446112379759	0.6483460656227162	0.8570202397053845	0.9296667549229328	0.671665692774987	0.9522478973414037	0.6963578158264141	0.5529995949088596	0.8398445802031806	0.9438034626842435	0.8648357844505433	0.9091259198411182	0.9349442065053233	0.9110351230918851	0.770438794108715	0.773914588760795	0.9240251822269975	0.9352207541864966	0.5345753738386918	0.4127330746417555	0.8415561030744421	0.9233450797814454	0.9147126951261544	0.9334073183734695	0.6229006062027597	0.8804125886552971	0.9386694061957948
VogtmannE_2016__MMRS92546335ST-27-0-0__bin.22	0.676902624065404	1.0	0.9132438493969125	0.5785337250856973	0.9477874951538777	0.5857502881503384	0.8807104331171567	0.6251290274220423	0.8574640003678754	0.8784523364010799	0.9062168318678759	0.931753139184371	0.9592234091353471	0.9368465679359986	0.5715721325442955	0.8210271423972987	0.6132736458055666	0.82732364320726	0.937905705021536	0.6441015261219544	0.9441319207019241	0.6331134929129784	0.5093735314426883	0.8303055272151125	0.9375109119532948	0.817886369133762	0.8724534258205883	0.9662593992341164	0.9119256293603417	0.7366061030671608	0.7272308892676477	0.9256484270524473	0.9219210720426316	0.4856040726494017	0.4613478519481131	0.8150958999468749	0.9144110311763151	0.904337826223008	0.9317935157481684	0.5973843463800729	0.8588386728223479	0.9370936874607216
HMP_2012__SRS019601__bin.44	0.6664853665632492	0.9181886728907606	1.0	0.5918289409091968	0.9020238955290417	0.5944379333442088	0.8427616904737383	0.597146910217733	0.8770334241212082	0.9221955680582045	0.9432550723308477	0.971899862201898	0.9129297169538275	0.9194538895074226	0.5706626863337811	0.8410055728168624	0.5914658395272315	0.8027649080180754	0.8978685272292207	0.6477751207142949	0.9206615962778726	0.6420293984319734	0.510989642965343	0.7971890841049551	0.9854003925704796	0.8176994257284769	0.8704769257717032	0.9121399902421202	0.9443601634933511	0.7335519960427211	0.7391530040061434	0.9692356152087608	0.9284115179066115	0.49853706979440043	0.46808241123374034	0.7946248215503301	0.9308686542771163	0.8751991231439918	0.975436905684604	0.577516882710736	0.8772946616579224	0.9691277372619449
HMP_2012__SRS056259__bin.23	0.67042969878899	0.878618509394143	0.8939694774811399	1.0	0.8648970593161589	0.5804127393106173	0.8259606633217071	0.5884802728960056	0.8385794918061362	0.8657998236486781	0.8899320201424323	0.9104321515826481	0.8708995904629477	0.8771689764753241	0.5779713011786468	0.8139328899757389	0.5793617853612505	0.7831565751051663	0.8626656984187998	0.6439247650967462	0.8830602234654	0.6357913694594258	0.49188903152691515	0.7825649521903958	0.9128463364517501	0.7933742775756178	0.8330981793117075	0.8823118942891356	0.8764206472990597	0.7311511040126455	0.7283922789235189	0.8998073534980983	0.8808055837393407	0.48303683108143786	0.37109291829642127	0.7699631569952596	0.885664045621962	0.844134047444524	0.9102198032427976	0.5912209291432199	0.8385153330831332	0.9149102033377298
IjazUZ_2017__S48_a_WGS__bin.4	0.655135503083828	0.9267971509823613	0.8772968769821149	0.5568862165994797	1.0	0.5659773948882777	0.8666322536492848	0.6086442964993407	0.8227227545231975	0.85128165945809	0.8708078784850035	0.8998665276985186	0.9269693379283973	0.9154415864011064	0.5481379498932332	0.7956012998469327	0.5922901923997194	0.8040826950656924	0.9273996225047972	0.6170807257003458	0.9155889140852943	0.6139780704752762	0.4893194740511348	0.7897553519614506	0.9080050113347267	0.7928287609961107	0.8417707983369154	0.9424815173216047	0.8803077722847745	0.709905575018489	0.7012779488476818	0.8814458146690849	0.8940765131521946	0.4667823597215616	0.41874951332511273	0.7797195217224251	0.8763335805855014	0.8644932603982088	0.8999699860970922	0.5796273231071591	0.8149842125408395	0.9033033206490169
GeversD_2014__SKBSTL041__bin.6	0.7386044255489136	0.9313673738223979	0.9400909030383443	0.6076783701653518	0.920309446021714	1.0	0.8689336548109892	0.644742817875299	0.8965951188658877	0.9155193813932918	0.9372625178928947	0.9567253506056239	0.9288629630158028	0.9291988263212209	0.6305277750036856	0.8964381845072499	0.637737244327774	0.8495106501362476	0.9181688375919611	0.6833938481731414	0.9354655005968261	0.6982235506160862	0.5716084345084388	0.8377078785803623	0.9757904973868051	0.8538679563817595	0.8965356740330703	0.9294413612391157	0.9219328844059559	0.7822613052183052	0.7949414825065746	0.9571717813000823	0.9355837958141326	0.5707851235739184	0.413749114271991	0.846275067885999	0.9529696260682237	0.9111721807693588	0.9546043589707008	0.6292075052668122	0.9205769477693921	0.9635347562048516
IjazUZ_2017__S53_a_WGS__bin.7	0.6392739276409606	0.8858886786322421	0.8431515081318178	0.5470584209291272	0.891470842183166	0.5496979524545875	1.0	0.5936764812062648	0.7925920131890084	0.821252685034206	0.8357394599245482	0.8623085126865986	0.873566477535966	0.8837602061384244	0.5346068568402939	0.7718928062142372	0.5804276800702772	0.7850122443576676	0.9061016462192913	0.6009388594395875	0.885133935823922	0.6037344538775805	0.4872084820004934	0.7696680635864235	0.8698976828982123	0.7616573354833663	0.8130370068411964	0.9317557566531688	0.844055168803663	0.6954595845943718	0.6785728253479263	0.8453879084711701	0.8631095102858621	0.4651701424196295	0.39873810913423063	0.7611000216607802	0.8420884000505419	0.8303622464635768	0.8615259417926703	0.5668351644715071	0.79657819842478	0.8677395020427319
SchirmerM_2016__G89004__bin.12	0.7090555505275495	0.9341515575086565	0.8875313272706754	0.5790391368813178	0.9301168620326329	0.6059344996072569	0.8819653246360003	1.0	0.8347584936987912	0.8768976532620026	0.8869525479141038	0.9119724644045109	0.9156646968056519	0.9200385033525627	0.5954220564097579	0.8276907932740922	0.6506385008944264	0.8301243481748897	0.9218295908208722	0.6566318840385391	0.9294810986081362	0.6613241309650307	0.5273864313112928	0.8207415303239042	0.9159501758126096	0.8279421935737614	0.8741328086329746	0.9363325947751197	0.8925403385747502	0.757175243886224	0.7367313715171282	0.892447599797539	0.9061366254481908	0.5212114812840857	0.407227702748755	0.8159900646601571	0.8986772992233407	0.8880626199039763	0.9082025772441388	0.6319007985590852	0.8502419588217482	0.9178032753548375
IjazUZ_2017__S15_a_WGS__bin.6	0.6050755765420731	0.8217085063467099	0.8359356694766785	0.5291447078507171	0.806272190197083	0.5403681557460743	0.7551019092078346	0.5353219571440343	1.0	0.8162101740822081	0.8231587734351768	0.8767448525908119	0.8150293241998989	0.8190949444864414	0.5112872195212829	0.7571511996589293	0.5337928711920636	0.7200432787214147	0.8049340608553279	0.582454562716528	0.8174891892763354	0.5710143629465357	0.45578440891226385	0.7051293166762802	0.8712887958985529	0.7289150583438724	0.7683169664769043	0.8244141429702531	0.8182404763525496	0.6555443696461392	0.667112470935544	0.8484370577634789	0.8197634717559767	0.4437190322476632	0.4062632335080485	0.7050773678798801	0.8459152123989238	0.787636544724331	0.8552169130950377	0.5208669358450277	0.7824749839675267	0.8777243561036253
Obregon-TitoAJ_2015__NO11__bin.6	0.6610207621408694	0.8810059443598321	0.9198954956495264	0.571750380380538	0.8730923794161825	0.5774570258103849	0.8188256308617784	0.5885208689998672	0.8542023332006032	1.0	0.900627880974824	0.9332982385887714	0.8804656502688722	0.8888107755863559	0.5575711287234737	0.8260245528232147	0.5807516574392985	0.783874114851301	0.8880657621521177	0.6321815808082739	0.8964686288228337	0.629056798744388	0.5033504982628851	0.7681245983413983	0.9444805640355357	0.7935330434267468	0.8348297342472965	0.8887691568187663	0.8860118197299954	0.7159725331131663	0.7215400743738625	0.9147846360007589	0.890823849128593	0.48287181494571185	0.4422605214869073	0.7637909972981546	0.9056003863421452	0.850545880754357	0.9430059098649978	0.5651806142030231	0.8440578523366126	0.939608918564445
