	HMP_2012__SRS049995__bin.33	XieH_2016__YSZC12003_37798__bin.54	NielsenHB_2014__V1_UC40_0__bin.36	RaymondF_2016__P13E7__bin.15	XieH_2016__YSZC12003_37126__bin.6	QinN_2014__HD-33__bin.90	NielsenHB_2014__V1_CD34_0__bin.57	XieH_2016__YSZC12003_35515__bin.86	LeChatelierE_2013__MH0149__bin.28	CosteaPI_2017__donald2-11-0-0__bin.26	XieH_2016__YSZC12003_37228__bin.59	NielsenHB_2014__MH0024__bin.6	RaymondF_2016__P15E90__bin.17	ZeeviD_2015__PNP_DietIntervention_28__bin.85	ZeeviD_2015__PNP_Main_252__bin.56	HeQ_2017__SZAXPI029560-51__bin.79	NielsenHB_2014__MH0145__bin.35	ZeeviD_2015__PNP_Main_162__bin.52	FengQ_2015__SID532915__bin.5	LiJ_2014__MH0376__bin.6	ZeeviD_2015__PNP_Main_259__bin.30	QinN_2014__HV-8__bin.27	LeChatelierE_2013__MH0024__bin.13	ZeeviD_2015__PNP_Main_27__bin.49	ZeeviD_2015__PNP_Main_536__bin.28	ZellerG_2014__CCIS21126322ST-4-0__bin.18	KarlssonFH_2013__S487__bin.24	XieH_2016__YSZC12003_37332__bin.97	RaymondF_2016__P3E90__bin.26	LeChatelierE_2013__MH0435__bin.9	XieH_2016__YSZC12003_35519__bin.35	NielsenHB_2014__MH0149__bin.40	LeChatelierE_2013__MH0253__bin.35	ZeeviD_2015__PNP_Validation_57__bin.41	LeChatelierE_2013__MH0429__bin.10	XieH_2016__YSZC12003_37877__bin.22	ZeeviD_2015__PNP_Main_506__bin.17	XieH_2016__YSZC12003_36005__bin.68	KarlssonFH_2013__S54__bin.4	ZeeviD_2015__PNP_Main_616__bin.34	LiJ_2014__MH0389__bin.18	XieH_2016__YSZC12003_35550__bin.52	LiJ_2014__MH0293__bin.70	LeChatelierE_2013__MH0145__bin.8
HMP_2012__SRS049995__bin.33	1.0	0.8237576134797493	0.7578784510736674	0.3599848841861913	0.8670172942693282	0.8884826390432579	0.8872733739385587	0.6778677810874495	0.8780269417152002	0.8651669408260347	0.8782839105499489	0.8018734717467657	0.8530796247721513	0.7019686124572089	0.8829742586582493	0.884627217356511	0.5296625616858578	0.6521219935090918	0.6409745254079047	0.8222095763126306	0.7605352776419331	0.8919966211710311	0.8486658071399991	0.6452131774329792	0.8586804783710489	0.8769634997554794	0.750992753301027	0.8732796870137377	0.7005254968212332	0.6698928555550615	0.8704779264660117	0.8776232605699551	0.37799937758413726	0.8274912194905081	0.7510594407148891	0.622294047036856	0.8574214199973326	0.9071017649935535	0.887209354021251	0.8565082470101809	0.6627821989063264	0.8167074200862492	0.8836544702796426	0.7211087894011471
XieH_2016__YSZC12003_37798__bin.54	0.7591391540838476	1.0	0.6941963206572374	0.3174828188901663	0.7533073687643449	0.7714836596112198	0.7867715082420982	0.5893675827466996	0.7826449281003228	0.8093365924248247	0.8213615256219164	0.7235060198413447	0.7613188012596066	0.6259627116449699	0.7676119179174372	0.7939635245058716	0.4810866442529013	0.5529469895057364	0.5993980568363486	0.7163844733734793	0.6695999036366511	0.7745146802514953	0.7498330439428342	0.5530977620923302	0.7601118011506243	0.7709002352544001	0.6588213025276533	0.7529328955465546	0.6622800584407657	0.5945036836856686	0.7613351895842364	0.7827260503072401	0.3407386709560375	0.7133477168195834	0.6604929116398895	0.5550160154902444	0.7310643151605932	0.792348455113608	0.755972110349145	0.7483285957418216	0.581166865101964	0.7236371264383828	0.7903638290009432	0.6501395875550341
NielsenHB_2014__V1_UC40_0__bin.36	0.8413781121734821	0.8362805738777815	1.0	0.3553223077515355	0.8359439626154201	0.8311307177025936	0.8439900576286378	0.6881123906506963	0.864992231288461	0.8378915697140679	0.8561544581743231	0.7936306436678585	0.8448972299163506	0.7169612591038046	0.8888481972048432	0.8456148732821474	0.5560482430076661	0.5967110809268754	0.6404912747596833	0.8001970311084087	0.7255818636615804	0.8345027531050169	0.8151392149159261	0.6512391440400065	0.8488368649547203	0.8847506213982101	0.6999638710492597	0.8595225450575398	0.714795496318993	0.6512045944969488	0.8734272554435273	0.8651995285468067	0.38663307792994933	0.7926484495152206	0.7217251475265489	0.5947753193858473	0.8109537845569464	0.8538021278570004	0.8673337031779657	0.8963414995291391	0.6656334708076104	0.8440473111571333	0.862314148136595	0.6733577615054914
RaymondF_2016__P13E7__bin.15	0.4694315321279948	0.4492481224802624	0.4173676808036723	1.0	0.46983967598943005	0.5271862075202826	0.47513395119202356	0.3717471687918362	0.47430374947387705	0.528198450676626	0.4718177823178629	0.4690558542555375	0.4648375946876366	0.340555469881418	0.4618426072044348	0.46683889100819653	0.2413452050633029	0.36874058631257095	0.3456305996584114	0.4440350122501134	0.3839856871368592	0.5308687782700497	0.4993790879607996	0.3594344424720068	0.4536252334942332	0.49080342887223594	0.4354779051552512	0.45360088400249987	0.4344413125071744	0.4766818831665007	0.4565645649963302	0.4742283819994643	0.3449024339056237	0.5070236688654645	0.48386846172665726	0.334978276774875	0.45168307165359717	0.5081228744922842	0.45601264318370766	0.45952940548976684	0.4341178121170028	0.422947192909428	0.47459826237388997	0.48082013726156336
XieH_2016__YSZC12003_37126__bin.6	0.8235538055614676	0.7764517687440246	0.7152366039303921	0.3422361748777876	1.0	0.8097202374316304	0.8372328134026574	0.6222022898571289	0.8557015010084426	0.8028317471900434	0.8264870726788085	0.7414493532116445	0.8121408373620359	0.6463474785558156	0.8091222664788295	0.8142371140638038	0.48586068965983226	0.5975875081503103	0.6015503326002277	0.7523834378937909	0.702611646582275	0.8130014763463638	0.7841823169516319	0.58543552217729	0.8008089499697636	0.8050842733639413	0.7236554944071135	0.7956324471876784	0.6903768906186127	0.6218585410184424	0.8057286968625107	0.8550427194502721	0.3472927456326161	0.7656823794514208	0.6959216353998804	0.5810909422603302	0.7736435012043879	0.8295031097867913	0.7922380329796183	0.8028849564697417	0.6014101303711812	0.7504155391366921	0.8567749771115638	0.6692806781058173
QinN_2014__HD-33__bin.90	0.7999647744967356	0.7537489142138909	0.6740616206133241	0.3639971339249617	0.7675252883087356	1.0	0.8016644050292412	0.5866087047022044	0.7848594382332809	0.8388633370560286	0.8014122224490531	0.7360689138936589	0.7689271032227333	0.6234025434414516	0.7928908529775558	0.8768116116068033	0.479331035669825	0.5727754894543651	0.5936089728963769	0.7243332172492885	0.6878243848546347	0.9889055676309648	0.7773323886493821	0.5714721458335835	0.7871530988435627	0.806296558708505	0.6756291555085882	0.7760162357546865	0.6249836881902497	0.5836081322877763	0.7831045677070199	0.7848506318574648	0.3298756299560882	0.7953430283525272	0.6760534627069998	0.5607932142871439	0.7437849002677939	0.8147626881862469	0.7792233577109828	0.7669672843138432	0.5934640679852213	0.7403824368843043	0.7862500450326035	0.7138192051044956
NielsenHB_2014__V1_CD34_0__bin.57	0.8666905804358154	0.8339371125773976	0.7425954893304347	0.3559054995010244	0.8609712522332305	0.8697157011844264	1.0	0.647456614314041	0.8809294060323496	0.8549045084982181	0.8924323343110185	0.7983747901393049	0.838289360659881	0.6726477145703468	0.8520027202636189	0.879993989711289	0.5286057606706509	0.623189639373992	0.6549078089457763	0.8005426630616514	0.7608921283457202	0.8729848813445675	0.8463085796871349	0.6217365739096147	0.8446913603836856	0.8532377824813981	0.7591168349750164	0.851115073578267	0.7068377456553516	0.6548730673925335	0.8558208169649952	0.8805759107281048	0.3675013614346177	0.8091742019648085	0.737350383329613	0.6255538020721599	0.8185691865004746	0.8881582547233313	0.8545666468929326	0.8316980194709036	0.6519608566919614	0.7971762065524307	0.8761376773013456	0.7223185817803135
XieH_2016__YSZC12003_35515__bin.86	0.8612890798435959	0.8125839553608851	0.7875382847743246	0.3622126594233926	0.8322835971136867	0.8278097437363229	0.8421859518744429	1.0	0.8547974734026027	0.8303336297072902	0.8461807866073617	0.8163709140782901	0.8316972511786231	0.6840804254227849	0.8398439574170501	0.8288468642919844	0.5598903228065973	0.5634163067436561	0.5959918340878254	0.8081236591149679	0.7335345814179178	0.8320768508591267	0.8499914703047983	0.6595137734806692	0.8328631644830271	0.8687127390715399	0.7292731230998832	0.8351249459126944	0.7002179308880034	0.6648959546649524	0.8463039305513346	0.8545850783432734	0.4272914094106828	0.7808376725568638	0.712682583492159	0.5556989096677034	0.8109265960415435	0.8918852659965678	0.825327658920649	0.8323999624919364	0.6134127479966515	0.7929995492253794	0.8496186491900178	0.6374325956370892
LeChatelierE_2013__MH0149__bin.28	0.8950298426970366	0.8657101292956942	0.7942372097871357	0.37076458032149445	0.9183066931935084	0.8885863580126622	0.919314592331084	0.6857865374767173	1.0	0.8951630811621657	0.9166842656249292	0.82035104256833	0.8927738526310065	0.7026661288787575	0.8884449620904843	0.8998382104352004	0.534939748115854	0.647865238809555	0.6605111100033083	0.8267773059544904	0.7695890001223619	0.8925590395953902	0.8667905391625917	0.6445188686513457	0.8752180986780388	0.8767181643908872	0.7896808168333658	0.8707668462817857	0.7796009190734942	0.6785454347698011	0.890852318303974	1.0008483755330673	0.38769311646582705	0.8415160180732992	0.7673348228245649	0.6402244207072515	0.8490788871415818	0.9047045867568216	0.878629728492638	0.8797590831018277	0.6686767245090797	0.8268706635184926	0.9953701899327917	0.7285053272726448
CosteaPI_2017__donald2-11-0-0__bin.26	0.7914414579291777	0.8033894169178024	0.6904226807058641	0.3705339531403147	0.7731774868535035	0.8522915370318404	0.8006263141412786	0.5978160344554118	0.8033251587136971	1.0	0.8258252908903828	0.7379062399596557	0.8098786821374394	0.6361220580520004	0.8065876860132665	0.805146350093337	0.4912897597637901	0.5841770272853348	0.608514618741434	0.7612474225546296	0.6885966089562922	0.8559688957756331	0.7804313433624935	0.5780887657951139	0.7943599191485381	0.7921247097196634	0.6752984142864695	0.7869515175917001	0.6392780306080534	0.5869824266012698	0.7937661408068065	0.8017780814452403	0.34283866717097156	0.7938173846910929	0.6839993004803097	0.5606430700780453	0.761495508026175	0.8179678952997971	0.7874883582842246	0.7888442877303432	0.5896568693240282	0.732260465343273	0.8026524810580642	0.7108136796769196
