	HMP_2012__SRS049995__bin.33	XieH_2016__YSZC12003_37798__bin.54	NielsenHB_2014__V1_UC40_0__bin.36	RaymondF_2016__P13E7__bin.15	XieH_2016__YSZC12003_37126__bin.6	QinN_2014__HD-33__bin.90	NielsenHB_2014__V1_CD34_0__bin.57	XieH_2016__YSZC12003_35515__bin.86	LeChatelierE_2013__MH0149__bin.28	CosteaPI_2017__donald2-11-0-0__bin.26	XieH_2016__YSZC12003_37228__bin.59	NielsenHB_2014__MH0024__bin.6	RaymondF_2016__P15E90__bin.17	ZeeviD_2015__PNP_DietIntervention_28__bin.85	ZeeviD_2015__PNP_Main_252__bin.56	HeQ_2017__SZAXPI029560-51__bin.79	NielsenHB_2014__MH0145__bin.35	ZeeviD_2015__PNP_Main_162__bin.52	FengQ_2015__SID532915__bin.5	LiJ_2014__MH0376__bin.6	ZeeviD_2015__PNP_Main_259__bin.30	QinN_2014__HV-8__bin.27	LeChatelierE_2013__MH0024__bin.13	ZeeviD_2015__PNP_Main_27__bin.49	ZeeviD_2015__PNP_Main_536__bin.28	ZellerG_2014__CCIS21126322ST-4-0__bin.18	KarlssonFH_2013__S487__bin.24	XieH_2016__YSZC12003_37332__bin.97	RaymondF_2016__P3E90__bin.26	LeChatelierE_2013__MH0435__bin.9	XieH_2016__YSZC12003_35519__bin.35	NielsenHB_2014__MH0149__bin.40	LeChatelierE_2013__MH0253__bin.35	ZeeviD_2015__PNP_Validation_57__bin.41	LeChatelierE_2013__MH0429__bin.10	XieH_2016__YSZC12003_37877__bin.22	ZeeviD_2015__PNP_Main_506__bin.17	XieH_2016__YSZC12003_36005__bin.68	KarlssonFH_2013__S54__bin.4	ZeeviD_2015__PNP_Main_616__bin.34	LiJ_2014__MH0389__bin.18	XieH_2016__YSZC12003_35550__bin.52	LiJ_2014__MH0293__bin.70	LeChatelierE_2013__MH0145__bin.8
HMP_2012__SRS049995__bin.33	1.0	0.991964186289542	0.991830052049818	0.9913538105918881	0.9932890486605092	0.991477653273746	0.9928383097694687	0.9943783146422077	0.9935245580832853	0.99080989985082	0.9912979598226875	0.989267351973594	0.9919017750341432	0.990635336515537	0.9907661639522215	0.9908335823125187	0.993323205861705	0.9899788481344649	0.9921863494409875	0.9799536674953954	0.9900673328572074	0.9913825817468851	0.989441624154993	0.9904238693518778	0.9921314931362457	0.9901156784854882	0.9932567990610792	0.9899386765257289	0.9933039738664602	0.994049386136785	0.9901629296385489	0.9935446009389671	0.9924431661663017	0.9893352610373457	0.9917588159183185	0.9923235834998164	0.9839113040230923	0.9913822591930342	0.9903574636605906	0.9909145523524232	0.9892409473062554	0.990560391172731	0.9935824182855589	0.9914582472474944
XieH_2016__YSZC12003_37798__bin.54	0.991964186289542	1.0	0.9924603453527331	0.9919151681481178	0.992402521697828	0.9911695224299184	0.9934926793936572	0.9911366501994667	0.9917359233462502	0.9917343671398923	0.9945607308980648	0.9906617029966026	0.9914608990919869	0.9914162644527706	0.9912575221604142	0.9908101337014598	0.9935440090434642	0.9891354376460311	0.9925507202327323	0.978933483824445	0.9909138311546577	0.9911923422979398	0.9905435919196205	0.9906961247796586	0.9910745956110173	0.9908090306776378	0.9923758624520175	0.99001116215727	0.9928018140411304	0.992226530179635	0.9907569629350801	0.9917213283250172	0.991294045289082	0.9890782338391831	0.9911698231997187	0.9949702903394025	0.9828628021675977	0.9918759815240126	0.9905058636464655	0.9914140399824134	0.9898426149614179	0.9901890761249206	0.9917007414018056	0.9924920567411373
NielsenHB_2014__V1_UC40_0__bin.36	0.991830052049818	0.9924603453527331	1.0	0.990847280334728	0.9919981163769777	0.9901999294366695	0.9919092124069571	0.9914365564176048	0.9919053316595372	0.9906989501450189	0.9921208412214526	0.9896149135601878	0.9916994659804398	0.994305028687049	0.9945810593333134	0.9897448458491813	0.9917270689809982	0.9891624148685842	0.9910660143487539	0.9797956356832571	0.9915072477061745	0.9901973875317422	0.9895362367120871	0.9934540723440204	0.9912072407703693	0.9939572047220081	0.9923116106713836	0.9901702690439665	0.9923720091382399	0.9915469120827753	0.9913660294827796	0.9918286841363765	0.9930227723324527	0.9888539149838553	0.9898434549041004	0.9919756866928766	0.9829770482701847	0.9916340969307442	0.9906933845682019	0.9966370026298113	0.9899843496287074	0.9949418139886129	0.9918691340474477	0.9909913443686096
RaymondF_2016__P13E7__bin.15	0.9913538105918881	0.9919151681481178	0.990847280334728	1.0	0.9930424851978199	0.9899021347470635	0.9923234329026868	0.98624953857512	0.9930785851278192	0.9911964246082343	0.9910832586415182	0.9874076135243061	0.9920221518909034	0.9894155653846542	0.99077904278156	0.9903040857136532	0.9914452563088854	0.9882780331210824	0.9909246848571884	0.9798856236326651	0.9916812150576595	0.9898473426024617	0.9871575656447118	0.9898837331834627	0.9910125565831504	0.9883764100432674	0.9900148143461918	0.9892253423185364	0.9931875414181577	0.9889750368661488	0.9898864456248758	0.9930726701906291	0.9883934594003675	0.9882480032905591	0.9943528133473758	0.9918223296404503	0.98412217211717	0.9885674067323267	0.9895181783872186	0.990139008254552	0.9890606590550057	0.9912496908858194	0.9928419653425961	0.9909289682776748
XieH_2016__YSZC12003_37126__bin.6	0.9932890486605092	0.992402521697828	0.9919981163769777	0.9930424851978199	1.0	0.9914394150921934	0.9932158251324071	0.9931970404564427	0.9948536667992282	0.9920504961003911	0.9923768939874108	0.9896389236475137	0.9922535174933056	0.9906549798898895	0.9906867560831842	0.9911623431099998	0.9931323685041926	0.9896620261645431	0.9924047881463977	0.9798696770304667	0.9906436662252666	0.9912572200019154	0.9899330111299827	0.9901295302742019	0.9924583876755086	0.9900025860752828	0.993771609441637	0.9893839141302749	0.9947040562888723	0.9943736840754731	0.9890600474009319	0.9949103388226461	0.992311442099319	0.9895151264439077	0.991740848976212	0.992294013040901	0.9834488030551432	0.9919373246421134	0.9898013882352444	0.9909351985531343	0.9884960137931226	0.9902744139961057	0.9949635136725646	0.9912884118614702
QinN_2014__HD-33__bin.90	0.991477653273746	0.9911695224299184	0.9901999294366695	0.9899021347470635	0.9914394150921934	1.0	0.9916251737947261	0.99061877677718	0.990635903685313	0.9901216509146025	0.9908746173011079	0.9897688077819068	0.9909240038792481	0.9908270538924898	0.9907625821553975	0.9977207364699473	0.991956393879901	0.9891592883648651	0.9908011940809078	0.9790238771795798	0.9901396082119224	0.9998486349625716	0.9898563785538356	0.9901295393923758	0.9908506229920548	0.9895614410006239	0.9915103195555195	0.9892463680850738	0.9912753083989918	0.9915141161637113	0.9896509615024671	0.9906047687518125	0.9914485081809432	0.988398400191022	0.9899069824690967	0.9899770484018677	0.9823100078347284	0.9905453412884576	0.9899210157500656	0.9901472588440057	0.9888837900499716	0.990285689810254	0.9906063460875073	0.9891700595746569
NielsenHB_2014__V1_CD34_0__bin.57	0.9928383097694687	0.9934926793936572	0.9919092124069571	0.9923234329026868	0.9932158251324071	0.9916251737947261	1.0	0.9920062491516537	0.9926597675005824	0.9917570376520303	0.9929743520361816	0.9900021432440961	0.991977208117758	0.9910221056335775	0.9911119687842886	0.9911042245640395	0.9931155908451554	0.9897686955466168	0.9922296394842217	0.9796442418883069	0.9907748889695629	0.9915535558030584	0.9901745193958991	0.9902283284410421	0.9916400031812648	0.9910727256585744	0.9932440187690136	0.9901824373140135	0.9934896485044992	0.9931676372301204	0.9900349149732486	0.9927433489674621	0.9928969173043485	0.9893824443953579	0.9918857343147564	0.9936441496377152	0.9830594925670799	0.9920391542450244	0.9902007749207468	0.9914622567763031	0.9893987483590005	0.9909599237321166	0.9927430045378365	0.9918826793121627
XieH_2016__YSZC12003_35515__bin.86	0.9943783146422077	0.9911366501994667	0.9914365564176048	0.98624953857512	0.9931970404564427	0.99061877677718	0.9920062491516537	1.0	0.9931572750386897	0.9902572774001441	0.9907104894882899	0.9884832782507824	0.9909929435076771	0.9901315359156496	0.990192408873852	0.9902894274352696	0.9931483240548135	0.9894999166660052	0.991087431098553	0.9797155242667251	0.9909237977504083	0.990522544428515	0.9885322667956042	0.9892812779089256	0.9927830942062751	0.9888948904921744	0.991489159084067	0.9895781737372655	0.9933264632017912	0.9923264860161969	0.9897052683870354	0.9931894902556009	0.9908074703384391	0.9891956799894662	0.9899238442864384	0.9917074272257684	0.9830409124462967	0.9896378642918747	0.9899075992471351	0.9908845288479513	0.9889422963085739	0.9897725654320326	0.9931460175588729	0.9901601541523202
LeChatelierE_2013__MH0149__bin.28	0.9935245580832853	0.9917359233462502	0.9919053316595372	0.9930785851278192	0.9948536667992282	0.990635903685313	0.9926597675005824	0.9931572750386897	1.0	0.9917606005071172	0.9926213241572626	0.9893249909547717	0.9924082057874962	0.9910754236009726	0.9910711306631993	0.9906085672377494	0.9921727772015325	0.9895641531846084	0.9918702064093752	0.9796187291185406	0.9911562688232795	0.990397216117953	0.9896514290859004	0.9902215538009497	0.9922550639571208	0.9909091281614189	0.9927801371728358	0.9896920810540738	0.9978363942843685	0.9946866180902119	0.9898862530793449	0.9999556267941717	0.9927194324081574	0.9896265471708571	0.9918086274179018	0.9929808826403015	0.9839277874291812	0.9926773478135473	0.9897459930448775	0.9916519887698765	0.9885526153582282	0.9908719443714307	0.9998616079517157	0.9914320428767909
CosteaPI_2017__donald2-11-0-0__bin.26	0.99080989985082	0.9917343671398923	0.9906989501450189	0.9911964246082343	0.9920504961003911	0.9901216509146025	0.9917570376520303	0.9902572774001441	0.9917606005071172	1.0	0.991774950131972	0.9900524714397343	0.99157090488288	0.9909540963789776	0.9909304121985756	0.9910502423913544	0.9916155808676979	0.9889210483557822	0.991554548840341	0.979088335540728	0.9913972903689703	0.9899615432375175	0.9902346491409133	0.9915080678238499	0.9913875190085698	0.9904177074095469	0.9913086670941288	0.9902732158776982	0.9925101247807403	0.9919055329372923	0.9902172379957971	0.9919614050835962	0.9907248311735932	0.9882115043647406	0.9907116256657905	0.9912575394554046	0.9825589937994064	0.9914961542898327	0.9901734375990787	0.9908993751047281	0.9894440448389241	0.990562581079609	0.9919431689331006	0.9904197711081241
