	CM_madagascar__A09_02_1FE__bin.29	VatanenT_2016__G80310__bin.4	QinN_2014__LD-33__bin.41	VatanenT_2016__G78766__bin.2	GeversD_2014__SKBSTL023__bin.4	LoombaR_2017__SID1050_bax__bin.8	BackhedF_2015__SID608_B__bin.7	VincentC_2016__MM098.1__bin.2	VincentC_2016__MM019.2__bin.8	HeQ_2017__RSZAXPI003095-129__bin.6	QinN_2014__LD-5__bin.1	VatanenT_2016__G80539__bin.15	WenC_2017__RA039__bin.8	QinN_2014__LD-45__bin.19	VatanenT_2016__G78542__bin.1	QinN_2014__LD-85__bin.11	HeQ_2017__SZAXPI029473-40__bin.23	BackhedF_2015__SID103_B__bin.7	LoombaR_2017__SID5630_kod__bin.18	XieH_2016__YSZC12003_37270__bin.57	BackhedF_2015__SID12_B__bin.5	QinN_2014__LD-64__bin.31	BackhedF_2015__SID241_4M__bin.11	VincentC_2016__MM058.1__bin.43	VatanenT_2016__G78589__bin.3	QinN_2014__LD-91__bin.15	QinN_2014__LD-44__bin.14	LiuW_2016__SRR3993058__bin.16	LiJ_2014__V1.CD7-0-PN__bin.21	BackhedF_2015__SID582_4M__bin.1	WenC_2017__N227__bin.3	QinN_2014__LD-61__bin.27	VatanenT_2016__G78904__bin.6	BackhedF_2015__SID536_4M__bin.1	VatanenT_2016__G69157__bin.8	BackhedF_2015__SID532_4M__bin.3	LoombaR_2017__SID0017_mqf__bin.5	FerrettiP_2018__CA_C10034IS2595FE_t4M15__bin.6	NielsenHB_2014__V1_UC14_1__bin.19	QinN_2014__LD-38__bin.43	BackhedF_2015__SID577_4M__bin.10	BackhedF_2015__SID12_4M__bin.1	CM_periimplantitis__SP_123SPT_T016__bin.1	BackhedF_2015__SID546_4M__bin.20
CM_madagascar__A09_02_1FE__bin.29	1.0	0.791220278555461	0.8852246269827055	0.7545685860930132	0.7969165697720277	0.8505958904300266	0.6349687416193484	0.7712598282714584	0.8400519287214269	0.8759065023185116	0.857930497545078	0.9040529643263788	0.6216589908790672	0.430407996800389	0.7560774513725014	0.856915771725201	0.8830847479331979	0.731336607799887	0.8031598942495158	0.5904159215909713	0.866845422969458	0.8675822243420985	0.8538103488114206	0.8702668167489613	0.8630830033657161	0.6557100714437503	0.790584624978309	0.8459500515482572	0.8932640208011834	0.8359480193127332	0.9079726733919125	0.868523177228569	0.5359970156760524	0.8150814146957539	0.739855757675865	0.7051300491541168	0.8840744187945595	0.8860435529415913	0.6612467532949591	0.8570433664213446	0.7518584747469217	0.6687465375439273	0.8533537917895829	0.8090450256163751
VatanenT_2016__G80310__bin.4	0.8322110541973468	1.0	0.9436236520937932	0.7947234498590604	0.8409992855413878	0.9107878370253535	0.6702348929092911	0.8622890785435976	0.8918288188398441	0.9379372642872201	0.9104213353739	0.9157670864924377	0.6675249279685169	0.43167989521273686	0.8338903247468161	0.926610362382778	0.9050048216195957	0.76326335803356	0.8581667889965565	0.6899254503431744	0.9158490735462914	0.8880744949987898	0.9083145609007645	0.9141092887427871	0.9541853414956001	0.714758255315494	0.8628473713388877	0.8784210074256846	0.9491763229196761	0.8784654170798554	0.9243918317469489	0.920768784795696	0.593880544862535	0.8492970586168394	0.7795509647143337	0.7595778447555614	0.9464883187968985	0.9477747347133186	0.7055786333929366	0.9184692431423686	0.8065652109409771	0.7031658715223824	0.8809733424950612	0.8473454739242128
QinN_2014__LD-33__bin.41	0.787944829147034	0.7985554345487292	1.0	0.7466373111539797	0.7964789078493782	0.8443075787029638	0.6486118699849794	0.7894968552679889	0.8529589472984297	0.9052904762671748	0.8863345297728417	0.8952097403474342	0.615912769358924	0.43641958559498395	0.7614104687837492	0.8681554223241488	0.8586190106267121	0.7226758945729058	0.8244100091230061	0.6281266119616693	0.8715374185733502	0.8377393446881514	0.8822801816010979	0.8656943995315012	0.87611626732349	0.6857188404324693	0.8221422668584604	0.8278312396674419	0.9121122877269756	0.8427010375612622	0.8943189153493236	0.9377917534467328	0.5408583885607663	0.8111161909198625	0.7224198391724289	0.6960989959737354	0.891296635638534	0.910419018143177	0.6553448880397762	0.8766056635324659	0.776011408507069	0.6853521030201735	0.8422277480629615	0.7932707814769523
VatanenT_2016__G78766__bin.2	0.860013812739026	0.8611655794158459	0.9560356169831117	1.0	0.8564162605340644	0.9166317646461569	0.7511692176870748	0.8442544928419129	0.9013388626594917	0.9448817773378008	0.9227179366771584	0.9593343867397706	0.6752224210579755	0.48408943801401155	0.8284793083900227	0.9432286907300234	0.9433471460723593	0.8656219328527431	0.8673252572173148	0.7118737731410972	0.939328654347311	0.9039586294716891	0.9447659660879277	0.9543164280637628	0.9349986885301385	0.7151979261853996	0.8533184418045825	0.9126370697532744	0.959226507767286	0.9149088739973601	0.9440594645818526	0.9417305479405692	0.5541594747351677	0.849390378041764	0.7842827740548955	0.7581416895116255	0.9472746810166853	0.957722019155921	0.6885581658036349	0.9267364284022066	0.8913600577046739	0.7962975302061123	0.9147502284495888	0.8524331996480184
GeversD_2014__SKBSTL023__bin.4	0.8105482972041255	0.8132528556900258	0.9101186164326349	0.764265472401092	1.0	0.9048383329046751	0.6497226305618412	0.797266182636744	0.895206499246112	0.9473915946796035	0.8841711833092262	0.9186839168198432	0.6298214028687857	0.4020514248365396	0.7720469180255921	0.9057297848292721	0.8886492072967864	0.7348027267386026	0.8143108944485999	0.6723052927893385	0.8871112285661027	0.8641458413460972	0.8654285127759832	0.8849753305191327	0.8900998813127797	0.6933584707989325	0.8335599323270482	0.8445154942272707	0.9601673419017799	0.8557754428354684	0.897672739456776	0.8954990880196695	0.5372878436443348	0.8304868063699408	0.7359532613030111	0.6944721958079579	0.9530045799581409	0.9595118486655356	0.6938388826884189	0.8809527068000934	0.7653405001852276	0.6745709681149025	0.8537622433064419	0.8420185793871209
LoombaR_2017__SID1050_bax__bin.8	0.824464870037939	0.839324744150403	0.9194058029153093	0.7795376088563807	0.8622909444803226	1.0	0.669171495233795	0.8199235284488202	0.9199148936935705	0.9596010383293188	0.8961117517220041	0.9253008222805468	0.6461971998208288	0.4277864625026759	0.7928675122730453	0.9396057334774858	0.8901740083073542	0.7549487941024622	0.8324268339410642	0.6725633350303026	0.9067509394793603	0.8682619676808306	0.8866378061965162	0.9160719778806353	0.9119313429023211	0.7045074321856905	0.855790143067101	0.8579573766893989	0.9873024125146386	0.8604344721016455	0.8963820375503919	0.9106379285222156	0.5541484602252592	0.8570151989681467	0.7603176330696735	0.7203841386741693	0.9898523636743042	0.9920218459307817	0.6839944917457137	0.9038708888221294	0.8014204172385693	0.6986128625472888	0.8778883706036953	0.8561467764479855
BackhedF_2015__SID608_B__bin.7	0.738129590306158	0.7407492706479839	0.8470769016684079	0.7661456611308368	0.7425782465670969	0.8025439539428157	1.0	0.7364769857009789	0.7761626887833777	0.8348867852579471	0.8057493812171562	0.8598635522477095	0.5428385425796489	0.5389761726130408	0.719176955442781	0.8381504636084492	0.8096511245963551	0.7263337473834209	0.7353675184448257	0.6036521267306099	0.8273028187587882	0.7837617574133934	0.8595108096198416	0.8322849038560595	0.8237290073639069	0.5958324591177228	0.7276131136117123	0.7937480414424045	0.849219246802798	0.7988131882593877	0.8309677823006263	0.829958636342307	0.46707762441324174	0.7349921226206728	0.6892580161301545	0.6361319559470843	0.8426158400856938	0.8475936102884345	0.541447528455381	0.813319324309091	0.8196789394852223	0.7960667578907286	0.8336068796678394	0.7311502484030845
VincentC_2016__MM098.1__bin.2	0.8198038113274546	0.8714170168274448	0.9427950721035292	0.7873646209386281	0.8331947485746977	0.8991532027381587	0.6734232901303979	1.0	0.8810429859343868	0.9305956678700361	0.9017152946282377	0.9125056716182359	0.6478467578071058	0.4265678325541023	0.8143279872166657	0.9074145311791048	0.891778619478803	0.7741768755794914	0.8493489968633485	0.6846979739993293	0.8957191611923221	0.8731308319030991	0.9020506598804522	0.9069317038527549	0.9384565307451027	0.7026232467301888	0.8464702807204435	0.8635408652423507	0.9362085971868773	0.8746562506164802	0.9109161389595786	0.9119237142688051	0.5858051725158312	0.8543099366751494	0.7629115622102542	0.7658262807993529	0.9314252036850723	0.9349835276479059	0.701036673176698	0.9032885522084788	0.8135758813201555	0.7125579491428459	0.8798193959479986	0.8392836006391667
VincentC_2016__MM019.2__bin.8	0.7015803782615839	0.7081360960502944	0.8003079071613021	0.6604693859836754	0.7350696414233945	0.7926292156078628	0.557626999110301	0.6922439635316401	1.0	0.844885858125556	0.76032376364386	0.7837849253365822	0.5502722572005171	0.36706207123172163	0.6856037708358521	0.7930484901466608	0.7678703178426504	0.6396044714350814	0.7113814049804545	0.5935303846165769	0.7787199184080897	0.74384108177481	0.7529399592660448	0.7837523753723871	0.7747573477669174	0.5996800028519969	0.7404826229691147	0.7236918789389332	0.8845964269439304	0.7315476577975765	0.7649237710838518	0.7866187097194193	0.4750520024427973	0.7524567472975779	0.6486250740124185	0.6145243365232298	0.8330737086189205	0.8884822726695001	0.5677678629553508	0.7657669701563329	0.6639665696367734	0.5818592849547866	0.7374209888369123	0.7626367485995765
HeQ_2017__RSZAXPI003095-129__bin.6	0.7857943240565762	0.7999979187652451	0.9124241389931819	0.743741310844898	0.8356311552517878	0.8881636017016176	0.6443153153903147	0.7854217830354393	0.907565288334263	1.0	0.8696181350471608	0.8876158207141133	0.6171643592710684	0.42880262402077907	0.7590371375529674	0.8961842642002648	0.8565687931335902	0.7155576460402427	0.8121415073134589	0.6774206841434887	0.881883683952015	0.8301279543127347	0.8709039218787722	0.8756433096627567	0.8776974883658977	0.6784508953471916	0.8385498788721373	0.8194408138460386	0.9887621648171427	0.826239375296576	0.8621735583286853	0.8949550869539881	0.5386223058416097	0.8270910165583037	0.7256532995895805	0.6877585934183033	0.9455936097768084	0.9746576368828098	0.6532350713031027	0.8705496957234788	0.7741897753098959	0.6804122509802616	0.8410677566786823	0.8330408504757703
