	BritoIL_2016__M1.57.ST__bin.49	CosteaPI_2017__SID713B002-11-90-0__bin.69	ZeeviD_2015__PNP_Main_415__bin.61	CosteaPI_2017__SID713A066-11-90-0__bin.37	CosteaPI_2017__SID713A078-11-0-0__bin.28	CosteaPI_2017__SID713B065-11-0-0__bin.55	CosteaPI_2017__SID713A066-11-0-0__bin.48	CM_madagascar__A46_01_1FE__bin.15	ZeeviD_2015__PNP_Main_51__bin.51	CosteaPI_2017__SID713B032-11-0-0__bin.37	Obregon-TitoAJ_2015__SM30__bin.13	CM_madagascar__A81_01_1FE__bin.24	CosteaPI_2017__SID713B042-11-0-0__bin.44	ZeeviD_2015__PNP_Main_587__bin.27	LiuW_2016__SRR3992983__bin.11	CosteaPI_2017__SID713A078-11-90-0__bin.4	CosteaPI_2017__SID713A073-11-90-0__bin.42	ZellerG_2014__CCIS74726977ST-3-0__bin.59	LiuW_2016__SRR3993058__bin.63	CosteaPI_2017__SID713A049-11-90-0__bin.34	CosteaPI_2017__SID713A073-11-0-0__bin.42	CosteaPI_2017__SID713B043-11-0-0__bin.37	ZeeviD_2015__PNP_Main_73__bin.17	HMP_2012__SRS017307__bin.40	CosteaPI_2017__SID713B042-11-90-0__bin.30	CosteaPI_2017__SID713B046-11-0-0__bin.20	CosteaPI_2017__SID713B037-11-90-0__bin.28	CM_madagascar__A62_01_1FE__bin.52	CosteaPI_2017__SID713B046-11-90-0__bin.62	LiuW_2016__SRR3993059__bin.71	RampelliS_2015__H9__bin.15	ZeeviD_2015__PNP_Main_293__bin.8	BritoIL_2016__M1.65.ST__bin.15	RampelliS_2015__H6__bin.15	ZeeviD_2015__PNP_Main_374__bin.24	CosteaPI_2017__SID713B032-11-90-0__bin.28	SchirmerM_2016__G88821__bin.15	HMP_2012__SRS049959__bin.25	CosteaPI_2017__SID713B065-11-90-0__bin.33	CosteaPI_2017__SID713B043-11-90-0__bin.27	CosteaPI_2017__SID713A049-11-0-0__bin.64
BritoIL_2016__M1.57.ST__bin.49	1.0	0.9848909027640986	0.9840783923274262	0.9843791702004128	0.9845570074562996	0.9840954646879307	0.9838432889880467	0.9834979828946302	0.984234779152046	0.9833204776067054	0.9842309293478037	0.9895707246080913	0.9837061380311528	0.9844115454410796	0.9865288955364743	0.9842921814771215	0.9834736289903517	0.9837212330933378	0.9848750469723176	0.9836643039190248	0.984160499022253	0.9847922034091046	0.9846500444412476	0.9838799892058975	0.9836867568192171	0.9836574160653994	0.9832620555966346	0.9848224205167179	0.9839067969239611	0.9843748910565251	0.9709334039612931	0.9833484737145624	0.9852220176415175	0.9797065356021475	0.9841614163730548	0.9836642929130719	0.9853260227149597	0.9827733710164269	0.9851809656246989	0.9839337800325177	0.9834550532980529
CosteaPI_2017__SID713B002-11-90-0__bin.69	0.9848909027640986	1.0	0.9850684650027617	0.9898363638549678	0.9849403400737532	0.988860019466199	0.9895020686081677	0.9842062697919911	0.9858327910546861	0.9980903770254663	0.9843973054302544	0.9836764715583379	0.9936315367699364	0.9850347941988561	0.9865466791225853	0.9854174469123999	0.9934478650897222	0.9858268454285436	0.9858940896699727	0.9933860875527664	0.9934190206639669	0.9941346428323445	0.9860296179613064	0.9853857338170943	0.9936446023022394	0.9860532126625144	0.9858910338582024	0.9841375311286475	0.9862946911561993	0.9856253708624648	0.9716914423409483	0.9847043942805935	0.9853610752868492	0.9802483856428775	0.9857115885325308	0.9981213600194337	0.9857511682883562	0.9851133373374437	0.9887124402974548	0.993707490395029	0.9929275818603882
ZeeviD_2015__PNP_Main_415__bin.61	0.9840783923274262	0.9850684650027617	1.0	0.9841387625319211	0.9842264753104495	0.9845421689196826	0.9839453656429257	0.9831766698139534	0.9844646208121409	0.9834958765863562	0.9842682164057973	0.982838809575541	0.9837524797166495	0.9844044129643486	0.9866429469979474	0.9841921840823346	0.9836835029662845	0.983398315510134	0.9849852994231734	0.9839360196281967	0.9842619211605529	0.9845613096659712	0.9848372448305635	0.9835493628728059	0.9836312462316585	0.9845788721308815	0.9841923464691185	0.9842084867865	0.984771903752587	0.9843858073534364	0.9706220668305203	0.9837217378876039	0.9835991991597803	0.9796968263013027	0.9839463675997248	0.9837211131660408	0.9856367711535134	0.9835590303667251	0.9851627251948931	0.9838949525804023	0.9834212464791844
CosteaPI_2017__SID713A066-11-90-0__bin.37	0.9843791702004128	0.9898363638549678	0.9841387625319211	1.0	0.9853299943357691	0.9848084533031122	0.9994858299089987	0.9833379985501941	0.9844250870061978	0.9874704668407607	0.9836325122869205	0.9829399671848045	0.988344199693283	0.9846449865097359	0.9860728047754568	0.9846250455779282	0.9879871503000963	0.9834208570748765	0.9847893558071958	0.9885916819603006	0.9887769544866726	0.9892545340235356	0.9846633163429744	0.9838306937435611	0.9885391297119821	0.9833759151964117	0.983599504955912	0.9839636366074241	0.9840790733943465	0.9847572966707228	0.971107939134042	0.9841576076034426	0.9844012367701273	0.9798270285560445	0.9836982615835244	0.9875157164880022	0.9856440751853072	0.983821202438084	0.9856111193116854	0.9878703780182264	0.988501922466361
CosteaPI_2017__SID713A078-11-0-0__bin.28	0.9845570074562996	0.9849403400737532	0.9842264753104495	0.9853299943357691	1.0	0.9854888256545703	0.9852832329474815	0.9835498015635646	0.9856068309491157	0.9846720838199512	0.9834365947302036	0.9834822455808713	0.9847124602879436	0.9849572327112472	0.9865113786258232	0.9990610457346117	0.984663070949736	0.9851767394422123	0.9854967094544032	0.9853904900534219	0.9848431965980317	0.9849314688504581	0.9856557695073361	0.98510892422729	0.9847595395612234	0.9852859608334251	0.9852012877797351	0.9846232263028059	0.9855245018789317	0.9848407105478192	0.9717066455366933	0.9846491077413485	0.98482443757191	0.9803437821966642	0.9851038106704756	0.9847332284247545	0.9854632076177946	0.9844443345480322	0.9858471561679717	0.9848256117616678	0.984746205902156
CosteaPI_2017__SID713B065-11-0-0__bin.55	0.9840954646879307	0.988860019466199	0.9845421689196826	0.9848084533031122	0.9854888256545703	1.0	0.984651313387389	0.9831386157052628	0.9848637225322927	0.9882480199812443	0.983754030153597	0.9829396338196585	0.986253063426294	0.9849981265616775	0.9870402704108429	0.9848439216963086	0.986343146589187	0.985293786373042	0.9857446957459662	0.9860439205026901	0.9867611262249125	0.98681204776048	0.9852888197405353	0.9841609645448812	0.9862845949987878	0.9861992991342383	0.9861106119008218	0.9837179212034224	0.9860728565186216	0.9849856862430189	0.9714019477078804	0.9841636173720488	0.9837145379585975	0.9800242341241076	0.9850229137761674	0.9880247233925781	0.9860460058028852	0.9841191670140207	0.9993786441321605	0.9862297821834939	0.9858312290013902
CosteaPI_2017__SID713A066-11-0-0__bin.48	0.9838432889880467	0.9895020686081677	0.9839453656429257	0.9994858299089987	0.9852832329474815	0.984651313387389	1.0	0.9830992239564179	0.9842242363606943	0.9879354666469656	0.9838590541041519	0.9827144850535474	0.9885921250090938	0.9843332811754435	0.9863179835833462	0.9841825322310511	0.988488792899861	0.9833334191396034	0.9847475340482388	0.9889063519018387	0.9894525220912451	0.9894317274414729	0.9841709343639405	0.9835933378746712	0.9889152303996765	0.9837535771616285	0.9838391414012335	0.9842899256447898	0.9841751273766352	0.9844601620768789	0.9708539106536643	0.9836769725678269	0.9839522652431996	0.9794204045259102	0.9836810483374663	0.9879637225257962	0.9854010487681114	0.98375917463276	0.9855904206740256	0.9883351145909645	0.9886289265942783
CM_madagascar__A46_01_1FE__bin.15	0.9834979828946302	0.9842062697919911	0.9831766698139534	0.9833379985501941	0.9835498015635646	0.9831386157052628	0.9830992239564179	1.0	0.9828492154163079	0.9828126759676191	0.9829110879579731	0.9841651518079687	0.9827772634100715	0.9832527053600512	0.9857225164896986	0.9829971954543483	0.9831040534531675	0.9824894225724666	0.9839121887287025	0.9832510542087431	0.9835489295994331	0.9832823001372082	0.9836570146953437	0.9822527159022219	0.9826538970508298	0.9824884544705479	0.9826992007447772	0.9843983687346252	0.9827697940097988	0.983107196527295	0.9717555709654235	0.9818151249360638	0.983420802879689	0.9799498571762549	0.9833167460349607	0.982860858937533	0.9839554461668509	0.9817530027376922	0.9839383074965401	0.9827493023143058	0.9827340469058794
ZeeviD_2015__PNP_Main_51__bin.51	0.984234779152046	0.9858327910546861	0.9844646208121409	0.9844250870061978	0.9856068309491157	0.9848637225322927	0.9842242363606943	0.9828492154163079	1.0	0.9837930994758366	0.9840355177677941	0.9835464784848719	0.9840494515818832	0.9841483766634783	0.9861351294752633	0.9847353529645355	0.9835601054199345	0.9837143560898125	0.984193443939335	0.9840224977580224	0.9844976147225425	0.985044111555241	0.9929981681061913	0.9837073490691378	0.9842727924485949	0.9836907218459826	0.9838192069209761	0.9845971132154908	0.9842042932938514	0.9837243447271072	0.9712144918702268	0.9838002778320155	0.9840704631889301	0.979740196542262	0.990818284493188	0.9837970436563256	0.9851746872361191	0.9833315435979538	0.98575876990353	0.9836401568965873	0.9839402869172449
CosteaPI_2017__SID713B032-11-0-0__bin.37	0.9833204776067054	0.9980903770254663	0.9834958765863562	0.9874704668407607	0.9846720838199512	0.9882480199812443	0.9879354666469656	0.9828126759676191	0.9837930994758366	1.0	0.9831892512863376	0.9823461393329622	0.9930216144461961	0.9842459839553813	0.9866254166807447	0.9842229936492419	0.9925456257628683	0.9831746064997263	0.9848045833695984	0.9925054385550618	0.9928943440741473	0.9935048917283152	0.9843419841996299	0.9834172160372296	0.9930730528791789	0.9845674372970037	0.9850825443405368	0.9839533099610154	0.9849896894658534	0.9843136669601946	0.9703554279915781	0.983119131665416	0.9835877204388535	0.9792283498447889	0.9834216015139721	0.9997510845312051	0.9851265511422674	0.9835827902609536	0.9884142243757787	0.9926160087229018	0.9921845651528896
