	BritoIL_2016__M1.57.ST__bin.49	CosteaPI_2017__SID713B002-11-90-0__bin.69	ZeeviD_2015__PNP_Main_415__bin.61	CosteaPI_2017__SID713A066-11-90-0__bin.37	CosteaPI_2017__SID713A078-11-0-0__bin.28	CosteaPI_2017__SID713B065-11-0-0__bin.55	CosteaPI_2017__SID713A066-11-0-0__bin.48	CM_madagascar__A46_01_1FE__bin.15	ZeeviD_2015__PNP_Main_51__bin.51	CosteaPI_2017__SID713B032-11-0-0__bin.37	Obregon-TitoAJ_2015__SM30__bin.13	CM_madagascar__A81_01_1FE__bin.24	CosteaPI_2017__SID713B042-11-0-0__bin.44	ZeeviD_2015__PNP_Main_587__bin.27	LiuW_2016__SRR3992983__bin.11	CosteaPI_2017__SID713A078-11-90-0__bin.4	CosteaPI_2017__SID713A073-11-90-0__bin.42	ZellerG_2014__CCIS74726977ST-3-0__bin.59	LiuW_2016__SRR3993058__bin.63	CosteaPI_2017__SID713A049-11-90-0__bin.34	CosteaPI_2017__SID713A073-11-0-0__bin.42	CosteaPI_2017__SID713B043-11-0-0__bin.37	ZeeviD_2015__PNP_Main_73__bin.17	HMP_2012__SRS017307__bin.40	CosteaPI_2017__SID713B042-11-90-0__bin.30	CosteaPI_2017__SID713B046-11-0-0__bin.20	CosteaPI_2017__SID713B037-11-90-0__bin.28	CM_madagascar__A62_01_1FE__bin.52	CosteaPI_2017__SID713B046-11-90-0__bin.62	LiuW_2016__SRR3993059__bin.71	RampelliS_2015__H9__bin.15	ZeeviD_2015__PNP_Main_293__bin.8	BritoIL_2016__M1.65.ST__bin.15	RampelliS_2015__H6__bin.15	ZeeviD_2015__PNP_Main_374__bin.24	CosteaPI_2017__SID713B032-11-90-0__bin.28	SchirmerM_2016__G88821__bin.15	HMP_2012__SRS049959__bin.25	CosteaPI_2017__SID713B065-11-90-0__bin.33	CosteaPI_2017__SID713B043-11-90-0__bin.27	CosteaPI_2017__SID713A049-11-0-0__bin.64
BritoIL_2016__M1.57.ST__bin.49	1.0	0.6329001205386264	0.8875382995717856	0.7141289529546518	0.8178900844740691	0.8570411008929913	0.9075023717397125	0.8778180259274925	0.8594227642025419	0.9001712592339072	0.8425275093138471	0.8678948698531264	0.9064482652008559	0.712265521939309	0.6251530990511718	0.8599881887141797	0.8756365987554485	0.8861939829481728	0.8149385861652707	0.8945275992877946	0.8767850897291652	0.83265110440815	0.8452756841438118	0.8844328752453885	0.9123746374027873	0.8977812159978971	0.8680095425309936	0.6744160404141801	0.8849325834916331	0.8717540465121202	0.7874030299167785	0.8994704327526338	0.8930271514027777	0.7731302509611555	0.8834413976305978	0.9009805837103932	0.7058848695135188	0.8613095708022191	0.7261704662282348	0.9056208577251675	0.8963442791344683
CosteaPI_2017__SID713B002-11-90-0__bin.69	0.8565998991174266	1.0	0.9357813773157474	0.8845945147339297	0.9417931429697084	0.9285136534713454	0.9552761884295449	0.8695630113149656	0.8889605214853018	0.9765534573174189	0.8961231841882982	0.8901335052515648	0.9488752190017401	0.770702268067084	0.7608820360371653	0.9203958894828425	0.9383971609614288	0.9295630710087959	0.8624642210104374	0.8959524598335139	0.9619207086851539	0.9230343567840547	0.8773548469897894	0.9219915055679421	0.9592380679494871	0.9511137376396462	0.9227991630924985	0.715260429258334	0.9370928507684088	0.9122130592192643	0.867051094934083	0.9373423709792473	0.8838913214124755	0.8607635437839323	0.9224923368045295	0.9663661082308838	0.7619278719447952	0.8860677584668236	0.8785899123396103	0.9404172001802753	0.9352835307706773
ZeeviD_2015__PNP_Main_415__bin.61	0.76420763533179	0.5953273391786215	1.0	0.6537547773990291	0.7607875037216623	0.790675489284651	0.8580398536855088	0.7813971575615062	0.8034882608140871	0.8562413034628168	0.7792803672445117	0.7867817951475601	0.8425596377379585	0.6644948109395602	0.5846830055232506	0.8104652381559999	0.8216761758933508	0.8460636966283259	0.7216265030958152	0.791937056818389	0.8200280112044819	0.7577171324061077	0.7814408301281467	0.8348455434234432	0.8512550356368145	0.8660288952891352	0.8526548363380059	0.6124747078874934	0.8395059759261622	0.825848235172594	0.7453669103216124	0.8573281807299926	0.8005743512155404	0.7162604738207649	0.8324906426778954	0.8358606457767489	0.65113708173074	0.7889984627256542	0.6806122665986134	0.8357057031055372	0.8198161043159129
CosteaPI_2017__SID713A066-11-90-0__bin.37	0.8344293900201036	0.7636851622904278	0.8871632788628977	1.0	0.8642061263393219	0.896100422532816	0.9907536482686152	0.8472764696272651	0.8680681350270376	0.9328503159848716	0.8631831630026371	0.8641406772996448	0.9183221752168708	0.7349932309201878	0.6940664519044897	0.8767311142157892	0.9053282217805128	0.8988724728038626	0.8411397203006945	0.8805575639764364	0.9007555498981933	0.8781905762659107	0.8502005471951994	0.9001216733721871	0.9193234939892531	0.9156068130904265	0.8801777534076017	0.6807323696005185	0.9059538527582133	0.8799953206513366	0.8155192556743543	0.8959190204700891	0.8531905891495799	0.8140098049876291	0.8921915172891111	0.9273062154427781	0.7142664992133232	0.857435500486745	0.8120829234179241	0.9245434414135756	0.9017378008401183
CosteaPI_2017__SID713A078-11-0-0__bin.28	0.8491370211581266	0.7224295740305482	0.917322263173632	0.7678691545220476	1.0	0.9010668582514954	0.9344311913288633	0.8658425405320508	0.878336307385586	0.9300335319240126	0.8771984290410364	0.8728749492304783	0.9323216518788272	0.7459495423073244	0.6944977514882854	0.9344705706196605	0.8982283440229791	0.919096620753161	0.8267343257830412	0.8784819191817899	0.9276945852101458	0.8779622041230117	0.8724408612342478	0.9135757357631271	0.9437970519563952	0.933779143537057	0.9060423858538598	0.7067460846224327	0.917224272845369	0.8929432768789989	0.833874798581796	0.9188099761480552	0.8842152691826369	0.8182435096289234	0.904778585358505	0.9286772358851572	0.7353707079434898	0.8750559208824259	0.8134419835440354	0.9290101282620135	0.9087870308426848
CosteaPI_2017__SID713B065-11-0-0__bin.55	0.8454852952949816	0.6767836568751326	0.905896153350807	0.7565682988210478	0.8562066420921093	1.0	0.9328433215333688	0.8636551521290409	0.8743425609751853	0.926204101096805	0.8775409953043799	0.8812854825628549	0.9227681011107282	0.7457695038793688	0.6754243984280637	0.8949529045664818	0.889784763774457	0.9325165599796721	0.8270917960659824	0.8794811148355837	0.9117152066386113	0.8615958146674604	0.8663088388347622	0.9099212813577965	0.9328663819359599	0.9250928507530745	0.8952861926492138	0.6900507850979327	0.9160836300728535	0.8992799933168343	0.8096389872219264	0.915835621969515	0.8721714023161347	0.7970741135233163	0.8970566224255019	0.9211490868080574	0.7258840401129176	0.8772895063855559	0.8152796487161011	0.9212173978119593	0.8994231418536734
CosteaPI_2017__SID713A066-11-0-0__bin.48	0.7536011761095066	0.58611105210379	0.8275171241280448	0.7041197527943223	0.7474089478376096	0.7852321929944717	1.0	0.7666207142067084	0.7908574626477554	0.8619862303771154	0.7717625307743528	0.7856819508650514	0.8560316998723244	0.6520302465830489	0.5727787345102731	0.80815482804819	0.8232239142266324	0.8394448640068446	0.7181651636891573	0.8074915450647864	0.8133204510177786	0.7592399970992815	0.7745797437552145	0.8345030212155329	0.8544784237085393	0.8419174335380196	0.8177304954148871	0.604101733179312	0.8315506611220945	0.8044256467466904	0.7232428860977205	0.8248346920074217	0.7799566943236016	0.7036216496151786	0.8166548122993394	0.8539634729218659	0.6408262213233576	0.7778756485413268	0.6723195273293832	0.8592649755087062	0.8282331474480636
CM_madagascar__A46_01_1FE__bin.15	0.8299682240496405	0.6074565061466864	0.8580340611499391	0.6855974045470468	0.7885206251772281	0.8277380694233624	0.8728582509049057	1.0	0.8218953812280029	0.8588426381544928	0.8214212440159464	0.8260771296558855	0.8649221864522694	0.6797451251855682	0.6049999165985555	0.8313672832813466	0.8334648296108489	0.8582467348334473	0.7763832129572484	0.8588743307034079	0.8404100849026704	0.7934254641290387	0.8208115794565561	0.8700680555787226	0.8744670647695619	0.8681652516221581	0.8372174776067122	0.6529707594535537	0.8511972277359845	0.8326032926890294	0.770201914897166	0.8644905839769146	0.8676694300345282	0.7603617954662975	0.8503932378108789	0.8464249970809494	0.6756793047655585	0.8283093693182766	0.7068022218144818	0.8621415822922053	0.8493565578555821
ZeeviD_2015__PNP_Main_51__bin.51	0.7809428196419089	0.5968318855390904	0.8479449337220836	0.6750768984139389	0.7687593054595369	0.8053591431462723	0.8653998216557957	0.7898997064334166	1.0	0.855632971635256	0.7967060426623384	0.8062536695822938	0.8563335237007423	0.6865698798681455	0.6001422745899586	0.82687025960103	0.8199288627050206	0.8595132605929443	0.761375053853938	0.809152865029507	0.8227739537307003	0.7690815273477812	0.8442089232218181	0.846288536876171	0.8610915066077529	0.8687138176680994	0.8327660384542166	0.6279631689160079	0.8546506758043023	0.8383211598384883	0.7445742282605428	0.8460881501297504	0.7959073010911059	0.7262035728956887	0.8793246966645626	0.8414147304297293	0.6541420942418869	0.8073866562465558	0.6909451240894928	0.8588034907371226	0.8389022814031081
CosteaPI_2017__SID713B032-11-0-0__bin.37	0.7695273824111604	0.6168110095202187	0.8501016118390047	0.6824926006221133	0.7657988500329909	0.802603826939391	0.8873714770477897	0.7765252144405693	0.8049595626354982	1.0	0.7876749929305307	0.7930949194080498	0.8901472334810068	0.664038080874729	0.5835298331605241	0.8191633518710528	0.8695062682627959	0.8493939108304269	0.7337766047695352	0.836697520972759	0.8495405787538882	0.7850964275615044	0.7821362993684607	0.8388240173437648	0.8923713827881986	0.861890093316995	0.8436915826185315	0.6160829484400039	0.8536589688000753	0.8205674427372985	0.7463331133942878	0.8441613724196437	0.80427863135074	0.7207578471109436	0.8440595720614572	0.9267806579319445	0.6530866245640493	0.7978210952964464	0.6881953058723725	0.8989412762748611	0.8813041756998775
Obregon-TitoAJ_2015__SM30__bin.13	0.8161896151571809	0.6414042712459966	0.876751344164123	0.7156439169950881	0.8185062260520028	0.8617275542536428	0.9003199332788718	0.8416197818574588	0.849361757035285	0.8925963303379466	1.0	0.853935589500993	0.8899618370186047	0.7295346098762309	0.6401669224537789	0.8652054614251387	0.8538616732920656	0.8938182977225263	0.7915605634380523	0.8451797232030244	0.8673050235677346	0.817453454151442	0.8469079952556903	0.888573237717946	0.8970953920720808	0.8998264464504838	0.8715507193371639	0.6772002249103606	0.8877904949736978	0.8728602752930158	0.787556270316276	0.884039140555303	0.8498548166023496	0.7733417133520873	0.8744219154296028	0.8869650260971216	0.7014592683235291	0.8540436866157827	0.7506554188699109	0.8887492693831371	0.8641843068625005
CM_madagascar__A81_01_1FE__bin.24	0.8418369158568645	0.637930186245591	0.8863206709718269	0.7173520484448161	0.8155114106707794	0.8665089486439601	0.9177276626146255	0.8474702727908603	0.8606373034496183	0.8998851339355424	0.8550253368441992	1.0	0.9031664103392292	0.7203496890915742	0.6372345727602722	0.8738839061306821	0.8678073415885741	0.9028579618011512	0.7967961565857613	0.8587053289725584	0.8748131020040599	0.8246745996265249	0.8566095045785997	0.8930201218820922	0.9097567705737528	0.9008472709149286	0.8712002755074321	0.6721260489282376	0.8931664317295578	0.8760507464155156	0.7984945486747622	0.8956511322970432	0.8493954023627758	0.7698879788492431	0.8797641074564546	0.8910629068173116	0.7009610674629573	0.8572366690124728	0.742404401274008	0.8960922008722976	0.8790445368031298
CosteaPI_2017__SID713B042-11-0-0__bin.44	0.8091805594544911	0.6258477313969589	0.8735319605317917	0.701591855006581	0.8016510313335306	0.8350078960827476	0.920234405974801	0.8166246500308875	0.8412653103489277	0.929534105525998	0.820100028859779	0.8312073033745467	1.0	0.6993244134436961	0.6146046229979759	0.8595418579004334	0.8969768889473346	0.8836828857574038	0.7701139469113935	0.8851361114578047	0.8932089751156261	0.8462017893062904	0.8231537320654979	0.8785889182386322	0.9708252439989967	0.8960256580364248	0.8667981433673496	0.6481595296131648	0.8754131613978212	0.8567669094484082	0.7790073259741553	0.8807752531923916	0.8407420546036466	0.7520153614342798	0.8693014240509445	0.9233605539187681	0.6787894799215864	0.8346826822034382	0.7208747544654897	0.9716111119204274	0.9293246457393242
ZeeviD_2015__PNP_Main_587__bin.27	0.845211334759346	0.6757206431815957	0.9157790723660417	0.74643806501215	0.8526091896692765	0.8970643574124308	0.931745564034754	0.8531247105101877	0.8965938465129595	0.9217591141206131	0.8936394148916962	0.8812637744813521	0.9296075918163552	1.0	0.6938596495819047	0.8940874208204475	0.8950205920482088	0.9229435036261788	0.8557368572279423	0.8758542075659619	0.9130795226224675	0.8614353251628077	0.88275381289158	0.9090982362906784	0.9348015297099632	0.921058843171233	0.8934389636408647	0.7066356691224998	0.9188496924407897	0.948609637675205	0.8234223361311025	0.9149898282766059	0.8657766910261169	0.8024236283351188	0.9001182296019917	0.9157900631656958	0.7410572835244249	0.8848535789968959	0.7856705094340315	0.9260507596997732	0.9105893214437305
LiuW_2016__SRR3992983__bin.11	0.8499203100771475	0.7643043111708603	0.9231834715065054	0.8075695233115511	0.9094521003001714	0.9308166748015547	0.937745320840384	0.8699417286177367	0.897911752254883	0.9280170340957742	0.8984172346097712	0.8931621369131638	0.9360202049032389	0.7949504531352497	1.0	0.9109163801467157	0.90326758664855	0.925150235591954	0.9017397467431466	0.8891338682771747	0.9309270054697627	0.8988123862964513	0.8871737000468906	0.920079222216759	0.9423594213396301	0.9478387781118345	0.9160641452910991	0.7326220203224293	0.9302938033739598	0.966717314839355	0.8558541812325134	0.9347633946827815	0.8807025665072068	0.8361091889856413	0.9166277910960753	0.9181304468272138	0.766060607514238	0.8921050012172351	0.8664902974970529	0.9295616634506876	0.9099048158137427
