	NielsenHB_2014__O2_UC58_2__bin.2	ZeeviD_2015__PNP_Main_111__bin.3	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.66	SchirmerM_2016__G89089__bin.14	BackhedF_2015__SID566_12M__bin.26	ZeeviD_2015__PNP_Main_165__bin.56	SchirmerM_2016__G89059__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.50	SchirmerM_2016__G90575__bin.14	SchirmerM_2016__G89168__bin.7	ZeeviD_2015__PNP_Main_71__bin.27	ZeeviD_2015__PNP_Main_38__bin.4	ZeeviD_2015__PNP_Main_142__bin.16	ZeeviD_2015__PNP_Main_217__bin.35	ZeeviD_2015__PNP_Main_230__bin.30	NielsenHB_2014__O2_UC1_2__bin.64	ZeeviD_2015__PNP_Main_30__bin.24	ZeeviD_2015__PNP_Main_359__bin.43	BackhedF_2015__SID626_12M__bin.8	SchirmerM_2016__G88922__bin.7	ZeeviD_2015__PNP_Main_459__bin.26	ZeeviD_2015__PNP_Main_689__bin.9	ZeeviD_2015__PNP_Main_340__bin.40	ZeeviD_2015__PNP_Main_186__bin.45	FengQ_2015__SID530323__bin.64	ZeeviD_2015__PNP_DietIntervention_25__bin.10	FengQ_2015__SID530450__bin.39	CM_madagascar__A15_02_1FE__bin.10	ZellerG_2014__CCIS74726977ST-3-0__bin.79	BackhedF_2015__SID238_M__bin.26
NielsenHB_2014__O2_UC58_2__bin.2	1.0	0.9786602717152386	0.9765152454202778	0.9750790179562967	0.9756754415335374	0.9790606365816049	0.9748365199386704	0.9759244404098851	0.9786950101615	0.9776448881322755	0.9787529755265588	0.9761691838434043	0.9765814552902782	0.9776626735964482	0.9720041909932166	0.977220842290181	0.9767877622672839	0.9764111637045201	0.9768564810066479	0.9803749319074065	0.9751299259459688	0.9763500545375156	0.9794958093425457	0.976016856186341	0.9597529898435864	0.9799961677018058	0.9758125618412354	0.965925462725544	0.9618538077835675	0.9758814474706954
ZeeviD_2015__PNP_Main_111__bin.3	0.9786602717152386	1.0	0.9776446839302975	0.9772679812486385	0.9781931502448272	0.980908794235806	0.9784652954973067	0.9778545919636464	0.9803586741416063	0.9772265093752481	0.9809475453898279	0.9759366787980399	0.9765998325910595	0.9808366422977263	0.9756367717820755	0.9802394314417535	0.9782668282283211	0.9762973670548005	0.9784424881576764	0.9806831550368041	0.9775057710159453	0.9785633010081524	0.9783444014302616	0.9791059350791554	0.9590971334219802	0.9804661392608564	0.9786578841200199	0.9642931437451818	0.9613602445389718	0.977662792042417
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.66	0.9765152454202778	0.9776446839302975	1.0	0.982126897108005	0.9808397828692597	0.9820834573147853	0.9850844879921714	0.9832039161738025	0.9815322906682535	0.9795986646756525	0.9840222182621472	0.9849744204036425	0.9850485438761772	0.9778758342732844	0.9818961535500756	0.9797479638518874	0.985901882188916	0.9816662540414081	0.9833960020819236	0.9785880730153176	0.9856131290678948	0.9829813913504359	0.9836624486326422	0.983333966194611	0.9565771583471647	0.9877518062599717	0.9822463419031547	0.9638198300346267	0.9601922629004594	0.9817587093235942
SchirmerM_2016__G89089__bin.14	0.9750790179562967	0.9772679812486385	0.982126897108005	1.0	0.9791950221718627	0.981536904503723	0.9828076147346164	0.9862520602616188	0.9816103703015379	0.9801945846288653	0.9849107661759008	0.9821515703745036	0.9823356545565723	0.9783135112709169	0.9772376011319522	0.9803438576460675	0.9825425762521501	0.9799965023403162	0.9821399228205274	0.9778400059096966	0.9820677163291405	0.9824817406896292	0.9808001097472547	0.9815069297123046	0.95693741754976	0.9860053109157779	0.983806950508025	0.9640790126522111	0.9589881419998125	0.9815267687599734
BackhedF_2015__SID566_12M__bin.26	0.9756754415335374	0.9781931502448272	0.9808397828692597	0.9791950221718627	1.0	0.9799818699147069	0.9798234017472541	0.9810857111951138	0.9795235813547307	0.9765769495552803	0.9830497079429532	0.980987925799651	0.9798383095467413	0.9761912657094538	0.9769072357017623	0.9787246313160385	0.982163734136547	0.9796975861140829	0.9814037306927333	0.9765066574982328	0.9810167875085294	0.9842031015432278	0.9815406282222167	0.9816145061367498	0.957772060599311	0.9855162186582924	0.9832640811368556	0.9620987716303511	0.9595514585331147	0.9803049555273189
ZeeviD_2015__PNP_Main_165__bin.56	0.9790606365816049	0.980908794235806	0.9820834573147853	0.981536904503723	0.9799818699147069	1.0	0.9804384833570525	0.9825478382378736	0.9832798856393506	0.9789313921999412	0.9844808607618487	0.9828515666488086	0.983609824393866	0.9806760622488306	0.9767255883592874	0.9814529001734018	0.9828097594790589	0.9799918819567914	0.9822165279499275	0.9818086630195324	0.9817714457656865	0.9828705517034528	0.9823653653628662	0.9815781758444648	0.9575973565053391	0.9865124815614313	0.9820860013090867	0.9672750797638979	0.9594958625205882	0.9816422295700248
SchirmerM_2016__G89059__bin.2	0.9748365199386704	0.9784652954973067	0.9850844879921714	0.9828076147346164	0.9798234017472541	0.9804384833570525	1.0	0.9869037939315931	0.9823595039810762	0.9780381286921501	0.9854413403329007	0.9867442377342613	0.9840875781011759	0.9787996134325433	0.9921787924806506	0.9795363568589649	0.9913036791551566	0.9836264386111577	0.9848790582809153	0.9782457593157038	0.9900937458584277	0.984419485760017	0.9848145423283267	0.9831663755622462	0.9586920051521528	0.9891611469149063	0.982456696608337	0.9634138639872936	0.9612425928860422	0.981067326398407
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.50	0.9759244404098851	0.9778545919636464	0.9832039161738025	0.9862520602616188	0.9810857111951138	0.9825478382378736	0.9869037939315931	1.0	0.9831285376157306	0.9821462225376624	0.9862537388356386	0.9848321961988392	0.9850399429962688	0.9775827033786413	0.9824903660702204	0.9819593570241075	0.9857213375274831	0.982339229398053	0.9857016772846029	0.9802188125585992	0.9847992510760419	0.9865900903171766	0.9843280960655165	0.9833142273305281	0.9579395919347062	0.9879451187553338	0.9849470586749959	0.9658635564306435	0.9595832763623657	0.9841865182785096
SchirmerM_2016__G90575__bin.14	0.9786950101615	0.9803586741416063	0.9815322906682535	0.9816103703015379	0.9795235813547307	0.9832798856393506	0.9823595039810762	0.9831285376157306	1.0	0.9816891014917795	0.9824686887938379	0.9790704896542437	0.9809448933245533	0.9809240692666528	0.9761139435658601	0.9842991755956947	0.9821261256899878	0.979870636556177	0.9821443421110414	0.9828052227855183	0.9812001379280707	0.9842116184317893	0.9821004440056851	0.9815633500822183	0.9576010131752297	0.9848863935286745	0.982427042225137	0.9664516807884644	0.9601573090783087	0.9810096134315217
SchirmerM_2016__G89168__bin.7	0.9776448881322755	0.9772265093752481	0.9795986646756525	0.9801945846288653	0.9765769495552803	0.9789313921999412	0.9780381286921501	0.9821462225376624	0.9816891014917795	1.0	0.9809779850431536	0.9784374967501291	0.9791748593124958	0.9795630160019648	0.9752396073253985	0.9794657002820453	0.979278844865922	0.9783918864364296	0.9805441463739553	0.9804257632796162	0.9785506971485298	0.9817270844564351	0.9802285534662213	0.9770216003772212	0.9573600914892832	0.9821750796315765	0.9808447264910093	0.966564854677604	0.958463570464152	0.9785205244735753
