	NielsenHB_2014__O2_UC58_2__bin.2	ZeeviD_2015__PNP_Main_111__bin.3	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.66	SchirmerM_2016__G89089__bin.14	BackhedF_2015__SID566_12M__bin.26	ZeeviD_2015__PNP_Main_165__bin.56	SchirmerM_2016__G89059__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.50	SchirmerM_2016__G90575__bin.14	SchirmerM_2016__G89168__bin.7	ZeeviD_2015__PNP_Main_71__bin.27	ZeeviD_2015__PNP_Main_38__bin.4	ZeeviD_2015__PNP_Main_142__bin.16	ZeeviD_2015__PNP_Main_217__bin.35	ZeeviD_2015__PNP_Main_230__bin.30	NielsenHB_2014__O2_UC1_2__bin.64	ZeeviD_2015__PNP_Main_30__bin.24	ZeeviD_2015__PNP_Main_359__bin.43	BackhedF_2015__SID626_12M__bin.8	SchirmerM_2016__G88922__bin.7	ZeeviD_2015__PNP_Main_459__bin.26	ZeeviD_2015__PNP_Main_689__bin.9	ZeeviD_2015__PNP_Main_340__bin.40	ZeeviD_2015__PNP_Main_186__bin.45	FengQ_2015__SID530323__bin.64	ZeeviD_2015__PNP_DietIntervention_25__bin.10	FengQ_2015__SID530450__bin.39	CM_madagascar__A15_02_1FE__bin.10	ZellerG_2014__CCIS74726977ST-3-0__bin.79	BackhedF_2015__SID238_M__bin.26
NielsenHB_2014__O2_UC58_2__bin.2	1.0	0.6104355975834542	0.7890484382989078	0.7496762909693473	0.6842011931670221	0.7214286347606524	0.6107107872032229	0.5341515900738644	0.7056301891550988	0.5399256462604916	0.5691213602642609	0.572460086832505	0.6871885439677811	0.5093772997461885	0.4971865309458608	0.6452070210789338	0.7294268667166036	0.6560645322942243	0.7850499790980677	0.5141734147780767	0.7029787798591409	0.558792226254469	0.5296500395872419	0.7222486210143069	0.5551901320548948	0.5895087077154566	0.6635875859926513	0.8177000124459267	0.5845309938056065	0.8604532484689704
ZeeviD_2015__PNP_Main_111__bin.3	0.8181234428150865	1.0	0.8057064541669948	0.7620786495837165	0.7008334473966927	0.7712462628662369	0.6683330920031388	0.6834088205379184	0.8141166280611709	0.6717070201559858	0.7295646505986235	0.7337334279875835	0.7301878546508583	0.6808834357556284	0.5237339077138666	0.6724134061050231	0.7429829028193381	0.6943791483670161	0.8020873814823014	0.6912094339713987	0.7855460671467157	0.5518551103392457	0.6874851735970977	0.7784337949121727	0.5961708160056053	0.5972248934809599	0.7185133414520039	0.7976963455860121	0.6058590863458897	0.852028207905449
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.66	0.7521045438866342	0.5730234628393923	1.0	0.7195649492887403	0.6567594875849595	0.6808139218230888	0.5936381956169395	0.5248275767085667	0.6763447201255558	0.4985673388310963	0.5496404417992746	0.5464211015934247	0.6408167890235054	0.478151682414358	0.4791038684042652	0.6178594658618473	0.7082992931537138	0.6292559614918707	0.748720871779173	0.4832152960760046	0.6953596427142748	0.5236334315568585	0.4987811268097638	0.6971115772920231	0.5247803117235317	0.5720534351001673	0.6446067521943787	0.7599123437986149	0.539379870875817	0.8158462279098798
SchirmerM_2016__G89089__bin.14	0.7664568409029637	0.5813460654563719	0.7718081868643409	1.0	0.6777666498909015	0.6609870797511367	0.6161215885966876	0.5406188947937941	0.6738566320060781	0.5197862819006729	0.5462190234490278	0.5555012031211652	0.6391408704305485	0.47501614065857917	0.49738341710584144	0.6261413871330666	0.7178267069061203	0.65472386631808	0.762540779713836	0.47997467184018283	0.6997307036454219	0.5621881193337727	0.5040783910575213	0.6906157220590343	0.5318953850306681	0.5828051877067103	0.6694148033424845	0.7613186892878737	0.5565641532004499	0.8283184539347451
BackhedF_2015__SID566_12M__bin.26	0.8045599599633615	0.6149083961094026	0.810226410897627	0.7795443978826302	1.0	0.6858803658286055	0.6868905495306663	0.5813889099129296	0.6717860634809324	0.5592814875341169	0.5702792061253585	0.5633175884721667	0.6482050703807651	0.48882580818557725	0.5669497703917319	0.6815419048604665	0.751975959481439	0.7210441036318731	0.7951304202765803	0.49025149558160475	0.7594781953238071	0.604551696228184	0.4973521293405848	0.7196616656909796	0.5911308496818848	0.5845947757747445	0.7370657098239592	0.7991931659682394	0.598916523917721	0.8544323740707159
ZeeviD_2015__PNP_Main_165__bin.56	0.817455852267611	0.6520561840314291	0.8093284573428978	0.7325714226178384	0.6609136379636638	1.0	0.5906240627746558	0.5565103625959738	0.7773100488417662	0.5673630134692538	0.61433609654342	0.6232497374838788	0.7235971294764487	0.5495368478865127	0.4767378343964213	0.636036188898489	0.7343526624083613	0.6378498013361344	0.7881816767840492	0.560346335230296	0.7114518053146212	0.5182239398330167	0.5856598847831441	0.7537133658845881	0.556204868994967	0.6154155568802294	0.6420485708778644	0.7994752654371013	0.5757345055952586	0.8507252589253621
SchirmerM_2016__G89059__bin.2	0.8299057379664515	0.677652673212009	0.8463314205439736	0.8189279127271818	0.7937909241945468	0.7083263234415393	1.0	0.7014281436631397	0.7190587094986303	0.6562923243135178	0.6125135605148154	0.6300236380245091	0.6537982159695227	0.5170537837573704	0.7122738779970913	0.7364371423560644	0.8284000801470494	0.8038717807862176	0.8172196560192175	0.5250564398555746	0.8567920384884338	0.6773684100137402	0.53163911872161	0.7829697337788128	0.6456955991862129	0.5917801971635264	0.8296504812169857	0.8169228977353103	0.6307291641100086	0.8895907457825738
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.50	0.8611604656432454	0.822093382774927	0.8876906737934847	0.8525048336852271	0.7970979888057569	0.7918116419282222	0.8321652368558705	1.0	0.8635730728261122	0.7780523160393641	0.7510006204905899	0.7614483690415432	0.7619015601208792	0.6224865366248277	0.6804388753237458	0.7667633050759518	0.8288557772332895	0.8154808166757376	0.8614966529509305	0.6553460664496715	0.8749510278331326	0.6734625916176592	0.6661162371587037	0.8478580368355404	0.7268390769302446	0.6576437875762113	0.8880051545190987	0.8505512412988372	0.6688025590471975	0.9246802779289591
SchirmerM_2016__G90575__bin.14	0.785682997050717	0.6763598841932911	0.7900667007446701	0.7338778501021243	0.6361017689116465	0.763824444166555	0.5891710196562802	0.5964166174875736	1.0	0.6051054114553283	0.6544201583822747	0.6513092608071515	0.7162571090298665	0.5769632696162422	0.46601706386554254	0.6240205316314809	0.7121139989659593	0.6267581068718366	0.7686849473948244	0.5857829640696448	0.7012664439164548	0.5133529464675517	0.60310058641955	0.7525670024008173	0.5493461922950073	0.6050962703599616	0.6274327197098836	0.7858636250951588	0.5653485938435819	0.8388198187722997
SchirmerM_2016__G89168__bin.7	0.8509551311678276	0.7899027142400951	0.8243696248155545	0.8012786838241268	0.749598244022311	0.789155875108623	0.7611615703392555	0.7606098513412309	0.8565121732708191	1.0	0.7102719622719437	0.7304138461801223	0.7474524401144221	0.6440423923074017	0.6510822439125883	0.7381689657546051	0.7946259671256216	0.7387978011979444	0.8152357253060462	0.6495606174077178	0.822402379119972	0.6248916358675315	0.6649425016678372	0.8161000505656155	0.6715641647642023	0.615536738222792	0.7974606434409875	0.8326780160681688	0.641485128171155	0.8630727642829749
