	BritoIL_2016__W1.44.ST__bin.70	BritoIL_2016__W2.69.ST__bin.3	BritoIL_2016__W2.13.ST__bin.34	BritoIL_2016__M2.36.ST__bin.3	BritoIL_2016__W1.38.ST__bin.17	BritoIL_2016__M1.57.ST__bin.54	BritoIL_2016__WL.7.ST__bin.78	BritoIL_2016__M2.41.ST__bin.40	BritoIL_2016__W2.11.ST__bin.63	BritoIL_2016__M1.59.ST__bin.21	BritoIL_2016__W1.18.ST__bin.19	BritoIL_2016__W1.26.ST__bin.53	BritoIL_2016__M2.39.ST__bin.25	BritoIL_2016__M2.37.ST__bin.25	LiuW_2016__SRR3993030__bin.56	BritoIL_2016__M1.27.ST__bin.96	BritoIL_2016__W2.21.ST__bin.22	BritoIL_2016__W2.15.ST__bin.65	BritoIL_2016__M1.22.ST__bin.51	Obregon-TitoAJ_2015__HCO74__bin.1	BritoIL_2016__W3.23.ST__bin.8	BritoIL_2016__M2.50.ST__bin.62	BritoIL_2016__W1.31.ST__bin.47	BritoIL_2016__W1.33.ST__bin.46	BritoIL_2016__M2.63.ST__bin.18	BritoIL_2016__M2.60.ST__bin.4	BritoIL_2016__M1.61.ST__bin.36	BritoIL_2016__W2.33.ST__bin.50	BritoIL_2016__W2.62.ST__bin.9	BritoIL_2016__W1.37.ST__bin.46	BritoIL_2016__M2.51.ST__bin.30	BritoIL_2016__W1.20.ST__bin.10	BritoIL_2016__W3.20.ST__bin.25	LiJ_2014__MH0245__bin.7	BritoIL_2016__W1.40.ST__bin.31	BritoIL_2016__W1.21.ST__bin.57	BritoIL_2016__W1.8.ST__bin.57	CM_madagascar__A13_03_1FE__bin.36	BritoIL_2016__W1.39.ST__bin.79	BritoIL_2016__M2.45.ST__bin.43	BritoIL_2016__M1.25.ST__bin.73
BritoIL_2016__W1.44.ST__bin.70	1.0	0.9926366452034759	0.991960951002392	0.9925050117134232	0.99362723334594	0.9931825635940659	0.9928429236115202	0.9932113985595045	0.9923242561965988	0.9928320182389332	0.9926371458224853	0.993210128040995	0.9936620746797828	0.9925288307086404	0.990909505860534	0.9928569818211879	0.9929049087372587	0.9930060125020147	0.9929106012243694	0.985927443382225	0.9956656521636243	0.9929586145265169	0.9953435749655004	0.9929987023524992	0.992574946632429	0.9929053485347005	0.9928375867800919	0.9928129170278365	0.9929249127184554	0.9938796696293496	0.9930100170258103	0.9914350236091152	0.9928515071628472	0.9893801712708612	0.9924438804252598	0.993138064614582	0.9931488755282553	0.991650671177078	0.9932333932951487	0.9929798664305858	0.9928093499054811
BritoIL_2016__W2.69.ST__bin.3	0.9926366452034759	1.0	0.9921823874617431	0.99250076332503	0.992824007379032	0.9927912922843639	0.9927768147345613	0.9937415438386059	0.9922750541899183	0.9925655792199829	0.9931602733871537	0.9931344703441376	0.9929163928855672	0.9924905069498935	0.9908863348085681	0.9927425280226666	0.9926344799285194	0.9926868592204193	0.9920965006746135	0.9861378445672712	0.993196697305783	0.9926247277584072	0.9932284850027053	0.9929541319176922	0.9928602338573309	0.9924584931217899	0.9925343385975187	0.9926632557168216	0.9927014368528142	0.9936443869192738	0.992728902737532	0.9922472324856348	0.9927198291358843	0.988688098944201	0.9929740047548087	0.9935087386938132	0.9926493589190223	0.9914573653485829	0.9933884478750932	0.9926751641697228	0.9927648257991133
BritoIL_2016__W2.13.ST__bin.34	0.991960951002392	0.9921823874617431	1.0	0.9923710711016174	0.9921045022086706	0.9922314242053526	0.9981055115042239	0.9929610360722185	0.9920326599762345	0.9923251608562177	0.9920220739148683	0.994489768511524	0.993766721907196	0.9917445152242921	0.9905911873039231	0.9925318279787209	0.9921975376475618	0.991686058921218	0.9976261076944836	0.9863033586033871	0.9920530141965571	0.9923912778402935	0.9921431749595978	0.9923384180419489	0.9926783368697585	0.9976898712241136	0.9969910729382997	0.9916360815551516	0.9915673764406655	0.9929855241426212	0.9917124684074593	0.9915955678142522	0.9916309161361749	0.9881983034098638	0.9936425495079362	0.9923486267275503	0.9923473521200836	0.9909761768460695	0.9914039983110899	0.9924660252022821	0.9924981927861006
BritoIL_2016__M2.36.ST__bin.3	0.9925050117134232	0.99250076332503	0.9923710711016174	1.0	0.9920991551987397	0.9955806492893295	0.9925527287705509	0.993308526573756	0.9929440598529475	0.9923089994260753	0.992307608211413	0.9931449187210635	0.9931712333819619	0.99233864838104	0.9900479795368998	0.9927011186899952	0.992304427089499	0.9925152801328433	0.9926062027424087	0.9856903397521671	0.9930962495663057	0.9924491623430096	0.9925866115747666	0.9928614802800987	0.9923754750873082	0.9916998988232084	0.9923624213921047	0.9920341506129597	0.9919995844430592	0.9933744020635948	0.9921547827691173	0.9928377467150226	0.9922032359689434	0.9892553413723709	0.9924598414915584	0.9932799476908417	0.992710016412005	0.9912166079404988	0.992308237841385	0.9926220966752234	0.9931247194052445
BritoIL_2016__W1.38.ST__bin.17	0.99362723334594	0.992824007379032	0.9921045022086706	0.9920991551987397	1.0	0.9925339237733017	0.9920534975469059	0.9932868944946128	0.9918528913933109	0.9922994752029427	0.9924070791338432	0.9927658286936585	0.9932843126095567	0.9923243509964638	0.9898471993326415	0.9922036425362728	0.9980016011797056	0.9924854845433487	0.9924482311097969	0.9858353215231725	0.9927912752579784	0.9928313699708744	0.9922903485259742	0.9924435181585691	0.9926091687367837	0.9912151320359662	0.9919082897917804	0.9919944476707129	0.9920784991757511	0.9936978596993095	0.9919582842459281	0.9917927001411575	0.9925259323678804	0.9884051911922433	0.9920334953861103	0.9931217668310532	0.9926774332884873	0.9910481268775063	0.9930021332165749	0.9928768817901573	0.9921951157149204
BritoIL_2016__M1.57.ST__bin.54	0.9931825635940659	0.9927912922843639	0.9922314242053526	0.9955806492893295	0.9925339237733017	1.0	0.9929003626100293	0.9934684559890956	0.9929841135602111	0.9925299897315012	0.9925890645837302	0.9932857262796534	0.9930554307681434	0.9929148308650997	0.9910606199807607	0.9933984170944646	0.9927709974841226	0.9927652825748777	0.9930535355385336	0.9863544419226206	0.9929118844707222	0.9931499508113261	0.9929478814003214	0.9928805795861978	0.9930632347108062	0.9930599243540938	0.992822451547107	0.9927417464887965	0.9927309677643134	0.9933571900142922	0.9928903944139738	0.9924680892956061	0.9927336796566132	0.9894364786403995	0.9925838377967869	0.9929136051954196	0.9928329709554603	0.9920385232744783	0.9930920973799441	0.9927452012529121	0.9930843575881608
BritoIL_2016__WL.7.ST__bin.78	0.9928429236115202	0.9927768147345613	0.9981055115042239	0.9925527287705509	0.9920534975469059	0.9929003626100293	1.0	0.9935214954432906	0.9922392862991364	0.9926333605961468	0.9928452423295082	0.9936562465507754	0.994671664347667	0.9925221380132208	0.9910327400325752	0.9929549209424756	0.9924293919527325	0.9929270176834118	0.9985881618610504	0.9858565644503254	0.9928197582680619	0.9929045036898065	0.9924319525528658	0.9934398748243655	0.9929415378155507	0.9989804138968451	0.9990255268651416	0.9929442000660691	0.992843019346538	0.9932072102045773	0.992868073164399	0.9920686111769821	0.9929529171854979	0.9893352202396165	0.9934426925562221	0.9928254019552396	0.9929088969322503	0.9912956414749111	0.9933022792856114	0.9926374128399609	0.9929793092202229
BritoIL_2016__M2.41.ST__bin.40	0.9932113985595045	0.9937415438386059	0.9929610360722185	0.993308526573756	0.9932868944946128	0.9934684559890956	0.9935214954432906	1.0	0.9930456848365409	0.9943009311519727	0.9934738930745537	0.9934549296485861	0.993314285833283	0.9935067423024937	0.9911950949609301	0.993242359553598	0.9931188045358369	0.9931455545626637	0.993579185539182	0.9853787965905362	0.9934895791374364	0.9933878979949885	0.9934093372233732	0.9930193531615426	0.9933879592542139	0.9939166940549792	0.9932777633456445	0.9933432599637393	0.9933850262807542	0.9936128268320531	0.9934306113899115	0.9939177411903062	0.9932742335707997	0.9896654580635965	0.9935493842224283	0.9932741830068681	0.9938286845273318	0.9928363200831619	0.9933506583821277	0.9932789128947112	0.993398107044141
BritoIL_2016__W2.11.ST__bin.63	0.9923242561965988	0.9922750541899183	0.9920326599762345	0.9929440598529475	0.9918528913933109	0.9929841135602111	0.9922392862991364	0.9930456848365409	1.0	0.992747862281345	0.992541205358598	0.992806383461666	0.9926497885763519	0.9923627324771395	0.9907191712102951	0.9925151055253776	0.9917018442129593	0.9924109678139608	0.9924416731990529	0.9860326214648745	0.9925414268675382	0.9951774289655286	0.992366420539444	0.9923371822164279	0.9929222629127511	0.9920781558517766	0.9916561897250487	0.9923347503651414	0.9923238451792783	0.9933662328243372	0.9924281486552652	0.9924046151813133	0.992388944030999	0.9884082681303281	0.9923482826046196	0.99246785540734	0.9923114420463824	0.9914467975050643	0.9920830048025231	0.9951285446383559	0.9929540139571429
BritoIL_2016__M1.59.ST__bin.21	0.9928320182389332	0.9925655792199829	0.9923251608562177	0.9923089994260753	0.9922994752029427	0.9925299897315012	0.9926333605961468	0.9943009311519727	0.992747862281345	1.0	0.9924510267702722	0.9926156514391808	0.9927666777241914	0.9923664065491438	0.9902840644267253	0.9939557226399331	0.9924108175739692	0.9924412020181274	0.9925470042419902	0.9859156036871793	0.9924892169921918	0.9928365915470376	0.9921401092774309	0.992574855618564	0.9946034866357489	0.9919825650010494	0.9927710108073744	0.9921225467264879	0.9921496531647582	0.993282453968018	0.9924540030496389	0.992018919972377	0.9923545146716612	0.9891638404097084	0.9919255144184915	0.9922147866309643	0.9926055353484775	0.9910700946172477	0.9929502640679083	0.9928501859653185	0.9948174211660606
