	YuJ_2015__SZAXPI017586-111__bin.46	YuJ_2015__SZAXPI015213-15__bin.3	HeQ_2017__SZAXPI029460-123__bin.30	YuJ_2015__SZAXPI015258-57__bin.36	LiJ_2017__H2M514917__bin.38	QinJ_2012__CON-098__bin.12	HeQ_2017__RSZAXPI003105-143__bin.29	WenC_2017__N010__bin.15	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.75	QinJ_2012__CON-084__bin.10	QinN_2014__LD-74__bin.17	QinJ_2012__CON-074__bin.14	YuJ_2015__SZAXPI003417-4__bin.21	YuJ_2015__SZAXPI015210-17__bin.10	QinJ_2012__CON-040__bin.45	LiJ_2017__H1M513803__bin.32	QinN_2014__HD-26__bin.35	WenC_2017__N287__bin.41	LiJ_2014__O2.UC8-0__bin.48	ChengpingW_2017__AS54raw__bin.17	QinJ_2012__T2D-087__bin.26	QinJ_2012__CON-094__bin.51	QinJ_2012__T2D-008__bin.19	WenC_2017__RA068__bin.5	FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.3	HeQ_2017__RSZAXPI003102-140__bin.5	QinJ_2012__CON-022__bin.36	QinN_2014__HD-58__bin.4	QinN_2014__LD-84__bin.67	LiJ_2014__O2.UC8-1__bin.57	QinN_2014__HD-81__bin.7	QinJ_2012__T2D-023__bin.48	HeQ_2017__RSZAXPI003081-115__bin.31	QinJ_2012__NOM022__bin.8	LeChatelierE_2013__MH0321__bin.36	VogtmannE_2016__MMRS67247116ST-27-0-0__bin.90	ChengpingW_2017__AS42raw__bin.81	VogtmannE_2016__MMRS56137463ST-27-0-0__bin.1	QinN_2014__HD-43__bin.29	QinJ_2012__NLM032__bin.22	QinN_2014__LD-16__bin.6
YuJ_2015__SZAXPI017586-111__bin.46	1.0	0.5391295151745013	0.9043594998172113	0.668050864318324	0.9256915630769207	0.8621716509067724	0.580817120430141	0.9088951690918656	0.661501286367999	0.7043765423386829	0.9300594700308402	0.5839939529481851	0.6574502637976901	0.5809320052847033	0.516976900155551	0.7497758413889046	0.9115538785241024	0.8046078717428526	0.8656840080662863	0.8119038208344064	0.8867094581048792	0.9196391854739894	0.7254818791966733	0.9158597780896323	0.6650805962904365	0.5241301942124662	0.7538150711430168	0.5551658431350023	0.8645302141461297	0.857258611513821	0.8852562788186946	0.917878632139837	0.5093636862669613	0.8658293259949048	0.8694797732279486	0.8087155759135914	0.8187094170202293	0.615668316012476	0.9345259040620165	0.742140563521624	0.9168305931520258
YuJ_2015__SZAXPI015213-15__bin.3	0.8346604160286462	1.0	0.9173296190722985	0.7434397747885698	0.9498239063346604	0.8771531720417441	0.5787238804212114	0.9314106339371953	0.6401899926971188	0.7508928361092134	0.9406093194185964	0.5296308511390139	0.7754316945039931	0.7000812739993875	0.6674085373035878	0.7662118071097082	0.9127017126434074	0.8416770713091003	0.8779070178331646	0.8369296096492261	0.9049983509623314	0.9402129614360764	0.7666664703526584	0.9386428419986337	0.6276113689368419	0.6308799971730782	0.7973956983674527	0.5936282362364249	0.8895297886876016	0.8770389172889821	0.917959787038564	0.9292839642865557	0.6313364272421024	0.9073788546255507	0.8879066644679497	0.8522008763457325	0.8584736978491837	0.5490111663407854	0.949468185351834	0.8426564818959221	0.9413549200216731
HeQ_2017__SZAXPI029460-123__bin.30	0.7523699599779476	0.4929456622943909	1.0	0.638479908904416	0.9346456279246702	0.8463246235945917	0.5719570929166095	0.889358615438271	0.6391445167636255	0.662501052295777	0.908658827669714	0.5545965861942592	0.667390667259961	0.5968669119597133	0.5030128889617496	0.7023987280038534	0.890708718832265	0.7678626021359863	0.837740738373002	0.7458365482419856	0.9262158684304305	0.9106795520416436	0.6753406431758381	0.9158391243886399	0.6174352592825146	0.5452059936235623	0.7071177602841737	0.5168810396239205	0.8386487193006553	0.8474101497646339	0.8661198104411794	0.9234719874116941	0.5310071214314513	0.8544999332227341	0.8239928500853546	0.7722809784799974	0.779889789028147	0.5955275688834398	0.9321565132519642	0.691008615216735	0.9168714819299454
YuJ_2015__SZAXPI015258-57__bin.36	0.7506830928117092	0.5396052766568634	0.8623905683605773	1.0	0.8939526195198688	0.8142590281102524	0.5221876923603036	0.8989296217768963	0.6326721838451542	0.6604015628206005	0.873171294713084	0.5466054818411874	0.6702268996648656	0.5778973736406539	0.5290622221462281	0.6877620374803365	0.8587891560084809	0.7863967067916011	0.8220205526297791	0.75148673141372	0.8432336194514739	0.8865809452157855	0.6953059811230422	0.8833099651186649	0.6032769646399014	0.545969837904384	0.712708176595308	0.5338092469735313	0.8342033718623897	0.8173679980849463	0.8515897510430203	0.8836771595650091	0.5385908966554955	0.8352057827781957	0.8153473599616989	0.7650878872854114	0.7697203508651939	0.5867271390465768	0.8949836707475549	0.7316432699541754	0.8834523117433828
LiJ_2017__H2M514917__bin.38	0.7151888912466781	0.47400272863485376	0.8679827441178873	0.6146414596139117	1.0	0.806346574246554	0.5231945718858911	0.8638765660112732	0.6234392790572867	0.6317553845276646	0.8797366826219113	0.5613355027606707	0.6312619142649057	0.5714129943446368	0.4991497263429651	0.666497865939501	0.8492573257850116	0.7287106818236592	0.8206622082897125	0.7229486303040705	0.8427793162189186	0.882614622355643	0.6431824981763056	0.9128221149917971	0.6140139676478662	0.5269965559949142	0.6712862027595539	0.5148514269490606	0.8072594501465716	0.819938902562107	0.8499571189330932	0.8858543619067997	0.5126823914879759	0.808023902888344	0.7898025354790129	0.7448288489945727	0.7372548593154195	0.5879485098021006	0.8995566115316271	0.666944017135968	0.8764984126069749
QinJ_2012__CON-098__bin.12	0.7918942895667271	0.520393905395759	0.934372627320618	0.6655626628446402	0.9586073688848419	1.0	0.5964793237752389	0.9221811826456051	0.6736978630730114	0.7088525639524991	0.9418621268221915	0.5982494102914493	0.6722404941706991	0.6000104122736248	0.5358103596532084	0.7447329793393238	0.9029733330491505	0.8046846146777419	0.8761942231448071	0.7974802297828063	0.9054502661943175	0.9337685058072884	0.7151191454108952	0.9432660367357592	0.6659969734525457	0.5377076296459093	0.7530030499575996	0.5616590036292713	0.8716841014015689	0.8747365048373397	0.902532034338141	0.9264617452018811	0.5263075876474097	0.8851997916147655	0.8606624651861439	0.810683901192415	0.8162537687713552	0.6168503431333326	0.9484683300914358	0.7198210905843346	0.9370039975443806
HeQ_2017__RSZAXPI003105-143__bin.29	0.826208829712684	0.5317470839545121	0.9779654917706776	0.6610433639165244	0.9632947593704427	0.923788058756524	1.0	0.9475628596861952	0.7859840419055556	0.7512285135270419	0.9675464632717611	0.6808630033577476	0.6852153585159892	0.5219406211697731	0.4864983914738645	0.7880192536114049	0.9458036272331998	0.8147540673118809	0.8981641968327322	0.8410505610225303	0.9489519552588929	0.9438869242653406	0.7406839415248665	0.9646784435852411	0.7708836476881327	0.486913442624725	0.7851171423701206	0.7194189283887953	0.8948757146374525	0.8664687913461565	0.9240196648746052	0.9361600463212236	0.44259009234482255	0.9050036120813977	0.8760171323591086	0.824942030828506	0.8549620799095222	0.6561401325241549	0.9635128370937762	0.7328818457059522	0.9658386387188069
WenC_2017__N010__bin.15	0.754529345650126	0.4994440263545088	0.8874602599638657	0.6641113880013908	0.9282385030618816	0.8334990780090554	0.552993399372244	1.0	0.6542346054039817	0.6652103873119898	0.9089362223540881	0.5788015665161438	0.647758088777038	0.559663504096141	0.5038529715772881	0.716022999402814	0.8749518793046113	0.7867505527366504	0.8463693705102484	0.772178390326027	0.8652765799141453	0.9080800766267795	0.6926841068593663	0.913638234059694	0.6498828207775293	0.5355559436440732	0.712011336114728	0.5389552622013399	0.8531124260504522	0.8419395821970954	0.8683844110105835	0.9057633355513329	0.5255266275216587	0.8491775032314685	0.83371508821838	0.7881719883392383	0.7862642139612703	0.610338109664341	0.9477567939789996	0.6991836772074806	0.9163181501946775
VogtmannE_2016__MMRS93621581ST-27-0-0__bin.75	0.7865333660207288	0.4916755697602995	0.9134718808490159	0.6694499199852364	0.9594584325790808	0.8721238333630355	0.6569763918000473	0.9370389200132799	1.0	0.6863366988685758	0.9414024159121276	0.7339977257533555	0.652328841228817	0.5303707818107309	0.4787755072501789	0.7520998786887529	0.9121199072570542	0.7949663521861806	0.8841767073359381	0.8056839882723414	0.8730162535359831	0.939314523606843	0.724106471651977	0.9637228711956802	0.7740688841626856	0.4943772553624366	0.7393612931181875	0.6790711412213084	0.8708550859808164	0.85965301907599	0.8865721747641848	0.9216949922246819	0.49237078000146545	0.8841260479039208	0.8692602185049859	0.7904793739217909	0.8207578831956331	0.7355315305209509	0.9646939944147976	0.716436995497643	0.9300565124056807
QinJ_2012__CON-084__bin.10	0.8312840895265212	0.5724081858412046	0.9398116284989676	0.6935943902483919	0.9650261492399009	0.9108083973876351	0.6232556510776881	0.9456736016363422	0.68123248243361	1.0	0.9544766627742483	0.5976949879388903	0.7220135341228613	0.6463264235049994	0.5861106658998557	0.7980723774325931	0.9365935367896393	0.836174529396738	0.8961101406253998	0.8466530813632174	0.9140475898657049	0.9513739518642079	0.7694170845292305	0.9551550300416582	0.6725668007687863	0.5761520009589626	0.8041619695008589	0.6364535084966509	0.9149297815801064	0.889318386805824	0.9319621425271627	0.9453368872415324	0.5570100120902916	0.9179422530323376	0.914335817387662	0.8653178336963115	0.8621302707587791	0.5955920943051718	0.9577163042048444	0.7785474320588918	0.9474222717267208
