	YuJ_2015__SZAXPI017586-111__bin.46	YuJ_2015__SZAXPI015213-15__bin.3	HeQ_2017__SZAXPI029460-123__bin.30	YuJ_2015__SZAXPI015258-57__bin.36	LiJ_2017__H2M514917__bin.38	QinJ_2012__CON-098__bin.12	HeQ_2017__RSZAXPI003105-143__bin.29	WenC_2017__N010__bin.15	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.75	QinJ_2012__CON-084__bin.10	QinN_2014__LD-74__bin.17	QinJ_2012__CON-074__bin.14	YuJ_2015__SZAXPI003417-4__bin.21	YuJ_2015__SZAXPI015210-17__bin.10	QinJ_2012__CON-040__bin.45	LiJ_2017__H1M513803__bin.32	QinN_2014__HD-26__bin.35	WenC_2017__N287__bin.41	LiJ_2014__O2.UC8-0__bin.48	ChengpingW_2017__AS54raw__bin.17	QinJ_2012__T2D-087__bin.26	QinJ_2012__CON-094__bin.51	QinJ_2012__T2D-008__bin.19	WenC_2017__RA068__bin.5	FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.3	HeQ_2017__RSZAXPI003102-140__bin.5	QinJ_2012__CON-022__bin.36	QinN_2014__HD-58__bin.4	QinN_2014__LD-84__bin.67	LiJ_2014__O2.UC8-1__bin.57	QinN_2014__HD-81__bin.7	QinJ_2012__T2D-023__bin.48	HeQ_2017__RSZAXPI003081-115__bin.31	QinJ_2012__NOM022__bin.8	LeChatelierE_2013__MH0321__bin.36	VogtmannE_2016__MMRS67247116ST-27-0-0__bin.90	ChengpingW_2017__AS42raw__bin.81	VogtmannE_2016__MMRS56137463ST-27-0-0__bin.1	QinN_2014__HD-43__bin.29	QinJ_2012__NLM032__bin.22	QinN_2014__LD-16__bin.6
YuJ_2015__SZAXPI017586-111__bin.46	1.0	0.9946876344497325	0.9951242279574123	0.9947602992690476	0.9955446875205838	0.9951598951449661	0.9955309491875313	0.9944654107945509	0.9936923515619688	0.9948703896236477	0.9947719710267346	0.9949054352609207	0.995677385345282	0.9948910354676279	0.9955139179158324	0.995030778077265	0.9949765749276361	0.9946535481319396	0.994513577083062	0.994611872614267	0.9951062448209572	0.9948731054503194	0.9943465119443817	0.9953810088849014	0.9937413354356596	0.9949716700583642	0.9945573505881313	0.9955997475824194	0.9948619822583639	0.9945468539813792	0.9955788936880943	0.9954116537065067	0.9947623519342894	0.9948287761495166	0.9944833065526344	0.9939053411017326	0.98843223670674	0.9929566187843542	0.9947247243923594	0.9950910557137632	0.9945869255082211
YuJ_2015__SZAXPI015213-15__bin.3	0.9946876344497325	1.0	0.9952562694367395	0.9949210852988118	0.9954577494781257	0.9952761219962043	0.9955120152368603	0.9955889342494988	0.9944159887148816	0.9949401858802781	0.9949725483697538	0.9950903423482039	0.9957022993416949	0.9956187114773678	0.9954926543706583	0.9953171787091908	0.9953665672197798	0.9953406545649048	0.9951705237718517	0.995679072895939	0.9953021690467801	0.9953004460149802	0.9950452932961641	0.9954511414618181	0.9951905521899798	0.9958704077809624	0.9951241382351644	0.9955573334123492	0.9951048084879853	0.9948845362946058	0.9954362133215822	0.9952931499625635	0.9958465518762977	0.995280358708242	0.9951064127510488	0.994940733421757	0.9892836103713477	0.9944293972505417	0.9954044265196017	0.994961899582905	0.9957209210765662
HeQ_2017__SZAXPI029460-123__bin.30	0.9951242279574123	0.9952562694367395	1.0	0.9950814189899053	0.9955327917759141	0.99534964221575	0.9998943255006952	0.9953596180867572	0.9947517408409134	0.9955817301450134	0.9951927392997808	0.9956365396623205	0.9958575061450298	0.9956172789647867	0.9958646590630695	0.995589085622339	0.9956831926119691	0.995236421257383	0.9949565416113507	0.9952662137142548	0.998618403250864	0.9955976141864495	0.9951792001865454	0.995505171151634	0.9948385267619481	0.9951292521565132	0.9951040255394124	0.9961118423219407	0.9949896199072494	0.9949076957146615	0.9957049830928051	0.9953221073916434	0.9952699800928683	0.99522992280739	0.9946147689874566	0.9943830595292186	0.9887323028183085	0.9944294242241041	0.9953035984681445	0.9954608785725749	0.9947414629892045
YuJ_2015__SZAXPI015258-57__bin.36	0.9947602992690476	0.9949210852988118	0.9950814189899053	1.0	0.9956508532611698	0.9950561795405026	0.9954488783135181	0.9952827576675894	0.9945336023862656	0.9954240250924763	0.9947846735928383	0.9953242511562885	0.9954655235028355	0.9949886621148302	0.9960629636097763	0.9951397251699519	0.9948908897686068	0.994802293004239	0.9945005161260961	0.9945902826495282	0.995187085649191	0.9951815530542582	0.9947685956731137	0.9955147444946018	0.994365448935692	0.9954064876542537	0.9945657069263674	0.9958222057063295	0.9951966448418881	0.9943525094930883	0.9956389646464268	0.9952501197580286	0.9953037476015145	0.9947154784044817	0.9946268827941878	0.9947583628039952	0.9888666535597822	0.9937640233452724	0.9950317064952334	0.9952481437698175	0.9949508978668892
LiJ_2017__H2M514917__bin.38	0.9955446875205838	0.9954577494781257	0.9955327917759141	0.9956508532611698	1.0	0.9950908136010759	0.996036857283219	0.995264904934095	0.9944539275147548	0.9959956407067542	0.994943919756872	0.9961965346320335	0.9960364018486589	0.9955302920134117	0.9965409375203539	0.9960473735392325	0.995464235465641	0.9953927670135607	0.9942720508771211	0.9951387672389485	0.9957202275415251	0.9953933394675922	0.995216255363465	0.9974638004646541	0.9945998186133203	0.9954095284621448	0.9951063919705094	0.9966080866582087	0.9954840461062221	0.994714420390414	0.9987922304881502	0.9965122776159571	0.9953540921307154	0.9949165760441792	0.9947199997038698	0.9943370330494722	0.9888179253776763	0.9942174583555118	0.9945519794323089	0.9967513371743925	0.9946465955970075
QinJ_2012__CON-098__bin.12	0.9951598951449661	0.9952761219962043	0.99534964221575	0.9950561795405026	0.9950908136010759	1.0	0.99507918650944	0.9950336706048947	0.9945955983813103	0.9950486454035538	0.9951137972838678	0.9946612725574305	0.9955973329400533	0.9957704368963566	0.9956957955278868	0.9952261218543603	0.9950925295940296	0.9951332511766099	0.9949646182199801	0.9950704124033604	0.9954380645039855	0.9950227491045566	0.9949413781268807	0.9951577170198727	0.9946180394301405	0.9953708734347511	0.9950655350687764	0.9952924786774608	0.9949783776303095	0.9948760052074475	0.9954325880908935	0.9948884927488487	0.9951928286199797	0.9954049733158412	0.9947568961374361	0.994470835371052	0.9889050405234823	0.9944734264249192	0.9944830380622381	0.9949929968606617	0.9952348293890784
HeQ_2017__RSZAXPI003105-143__bin.29	0.9955309491875313	0.9955120152368603	0.9998943255006952	0.9954488783135181	0.996036857283219	0.99507918650944	1.0	0.9956864615963731	0.9950885149762956	0.9955380769412807	0.9957502215108628	0.9957052573600984	0.9957480806598614	0.9957075873915799	0.9959134660653735	0.9958435625824893	0.9956024726407722	0.9956349463510373	0.9954031357031523	0.9952785755680854	0.9987794549751021	0.9960074506270336	0.9952475616122807	0.9960692329053538	0.9951019085233218	0.9956282157676348	0.9952244121575134	0.9962009125303196	0.9950958239888221	0.9952029992752912	0.9960735862781436	0.9955161260065267	0.9952409461159744	0.9957316811781965	0.9951687703017382	0.9947945793671665	0.988790569333436	0.9950123173932096	0.9953612293133636	0.9955520140900668	0.9949706164033051
WenC_2017__N010__bin.15	0.9944654107945509	0.9955889342494988	0.9953596180867572	0.9952827576675894	0.995264904934095	0.9950336706048947	0.9956864615963731	1.0	0.9944904811144042	0.9950855133897675	0.9949656465789178	0.994765065701275	0.9956961227726367	0.9949494155559797	0.9958442485785994	0.9973246895263047	0.9949583223951541	0.9955892508320359	0.9945943919878543	0.9954046647049916	0.9953768002269822	0.9951458343499533	0.9947915532818112	0.9952587575550436	0.9946700939440049	0.9973147699999941	0.9950112538064345	0.9957349259388268	0.9947793687665066	0.9944867121556433	0.9954534478895042	0.9947834923894137	0.9970957544207807	0.9951182883403661	0.994837344314842	0.994555322080016	0.9888878561986832	0.9938261447292369	0.9967977855197196	0.9949756354270732	0.9962245921333767
VogtmannE_2016__MMRS93621581ST-27-0-0__bin.75	0.9936923515619688	0.9944159887148816	0.9947517408409134	0.9945336023862656	0.9944539275147548	0.9945955983813103	0.9950885149762956	0.9944904811144042	1.0	0.9946902028342517	0.9940603554998548	0.9944905539659126	0.9943641967222158	0.9940571866501183	0.9944504154437601	0.9948426283688945	0.9945163714841454	0.9947155497650664	0.9942631280727793	0.9943989553797774	0.9946723396097481	0.9950002659178165	0.9944811957492038	0.9942193915428971	0.9946754005364704	0.9942057196914569	0.9942066836320109	0.9947365038432665	0.9945903362701113	0.9942517701649712	0.9944344130842534	0.9941450625279611	0.9936187011943827	0.9945602675141476	0.9938028142793832	0.9936812646340728	0.9887247522011879	0.9939883091408875	0.9941102496385327	0.9939818728236062	0.9942709481754846
QinJ_2012__CON-084__bin.10	0.9948703896236477	0.9949401858802781	0.9955817301450134	0.9954240250924763	0.9959956407067542	0.9950486454035538	0.9955380769412807	0.9950855133897675	0.9946902028342517	1.0	0.9950146490316663	0.995524547687683	0.9954585266363571	0.9954735862390384	0.9959513706750157	0.9952321980037488	0.9948212595402557	0.9948045857662635	0.994822541978379	0.9949572622967512	0.995503025934979	0.9954738313700362	0.9949682781490787	0.9958406762762678	0.9943561025180823	0.9953232430168573	0.9946447213522578	0.9959659487291895	0.99536779484274	0.9946942915679107	0.9958594188506541	0.9956964200513441	0.995320576227757	0.9949649096000055	0.9946497111430083	0.9946038747657224	0.9885318231868435	0.9938352854804454	0.994736795474586	0.9952434244130324	0.9947160152816044
