	LiSS_2016__FAT_010-22-42-0__bin.4	HeQ_2017__RSZAXPI003099-133__bin.4	VincentC_2016__MM021.4__bin.15	ZellerG_2014__CCIS71578391ST-4-0__bin.47	NielsenHB_2014__V1_UC13_3__bin.36	RaymondF_2016__P1E0__bin.32	ZellerG_2014__CCIS23164343ST-4-0__bin.86	ZellerG_2014__CCIS80834637ST-4-0__bin.35	LiSS_2016__FAT_010-22-14-0__bin.52	XieH_2016__YSZC12003_35705__bin.12	ZellerG_2014__CCIS38765456ST-20-0__bin.18	NielsenHB_2014__V1_UC55_0__bin.105	ZeeviD_2015__PNP_Main_144__bin.23	FengQ_2015__SID31416__bin.9	NielsenHB_2014__V1_UC13_0__bin.4	ZellerG_2014__CCIS11354283ST-4-0__bin.12	FengQ_2015__SID31865__bin.46	HeQ_2017__SZAXPI029501-104__bin.44	LiJ_2014__V1.FI10__bin.10	HeQ_2017__RSZAXPI003105-143__bin.39	YuJ_2015__SZAXPI003415-12__bin.14	XieH_2016__YSZC12003_37322__bin.70	LiSS_2016__FAT_010-22-2-0__bin.52	CosteaPI_2017__halbarad-11-0-0__bin.8	XieH_2016__YSZC12003_37285__bin.65	ZellerG_2014__CCIS81710917ST-20-0__bin.52	LiJ_2014__MH0370__bin.30	FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7	XieH_2016__YSZC12003_36699__bin.28	NielsenHB_2014__O2_UC19_2__bin.43	RaymondF_2016__P1E7__bin.27
LiSS_2016__FAT_010-22-42-0__bin.4	1.0	0.968540722521443	0.9618797733654685	0.9582373782870883	0.9577514231659177	0.9578741113290161	0.9575845482026579	0.9590892001621477	0.9978329705636563	0.9564607997777635	0.9588930292193808	0.9585076377264046	0.9649658793613163	0.9571460414015258	0.9577864830917793	0.9579449366063846	0.9586119640054609	0.9677851786686775	0.9586285321663843	0.9670817363749463	0.9672024081756734	0.9554703319141591	0.997564930901342	0.9575591218270013	0.9569553077828993	0.9578756584033917	0.9587888502428992	0.9583058229787139	0.957478897672221	0.9578785560306284	0.9579534424000871
HeQ_2017__RSZAXPI003099-133__bin.4	0.968540722521443	1.0	0.9632776958883136	0.959158918619504	0.9583813418966795	0.9589922125098814	0.9588979038741757	0.9594715569854159	0.969558597294822	0.9566319288409549	0.9586813702901352	0.9590017217286178	0.9668786074283222	0.9573157984628523	0.9584538491278597	0.958933003660199	0.9597514427562014	0.9732464152262947	0.9592456156991059	0.973211559214024	0.9727082675007543	0.9571387603385221	0.9699263205769606	0.9589594630397171	0.9574093723835498	0.9576976333750812	0.9593530742584261	0.9590335955046585	0.9579523734228724	0.9599044754190313	0.9588510935935363
VincentC_2016__MM021.4__bin.15	0.9618797733654685	0.9632776958883136	1.0	0.9725888786889536	0.9723059865902672	0.9736775189418084	0.9727979994247502	0.9718597821642319	0.9635531738197088	0.9706913355554	0.9719926934609536	0.971880686165688	0.9656625619036332	0.9723564270006211	0.9722856186264526	0.9722283146788845	0.9710854506906329	0.9627989467263204	0.9719960550893243	0.9634601838048589	0.9636354648068574	0.9715648483877978	0.9640337744108236	0.9736847647529591	0.9716444744754431	0.9725040859128946	0.9737746017332254	0.9719538224336499	0.971690033036357	0.9716924427735071	0.9735148218493707
ZellerG_2014__CCIS71578391ST-4-0__bin.47	0.9582373782870883	0.959158918619504	0.9725888786889536	1.0	0.9731014728029543	0.9747146869280818	0.9745659981588384	0.9753205654654359	0.959393943091618	0.9720292370464116	0.975631899807375	0.9736970026983651	0.9616752379910275	0.9749279199333755	0.9730687005585642	0.9742226035690078	0.9718588179187433	0.9588431622150545	0.9733337374660231	0.9593575570801072	0.9593562918069861	0.9728599997444798	0.9600175802511511	0.9745770941116324	0.9738576716173002	0.9756217361651569	0.9762021063314431	0.9750403915985475	0.9716997183095321	0.9731105041059381	0.9747403320357914
NielsenHB_2014__V1_UC13_3__bin.36	0.9577514231659177	0.9583813418966795	0.9723059865902672	0.9731014728029543	1.0	0.9740970201106649	0.9737698465876057	0.9739422631972378	0.9589755700668212	0.9718898185533235	0.9735628002174462	0.9735286294969924	0.9620258614310566	0.9731575723503696	0.9994192711475806	0.9732951382760634	0.9720526873014884	0.9584541954751805	0.974497001725736	0.9583809731506822	0.9588011047735255	0.9722735525341669	0.9594300494247556	0.974199860323594	0.9724564781573359	0.9734393988218222	0.9745727298485093	0.9736492106064817	0.9722013660948027	0.9731286938446021	0.9740491031675359
RaymondF_2016__P1E0__bin.32	0.9578741113290161	0.9589922125098814	0.9736775189418084	0.9747146869280818	0.9740970201106649	1.0	0.9743668635743095	0.9738300532853489	0.9593067716216475	0.9717028872005481	0.975309767540145	0.9734810150100657	0.9624897092056336	0.9735238677400186	0.9741204334631166	0.9746378898110053	0.9716632535591769	0.9592579558978943	0.9733062956479684	0.9591074781980717	0.9593929391504018	0.9727622064819763	0.959700315542841	0.9753420909277186	0.9725244555382705	0.9754494777887293	0.9762845826895593	0.9739512460838522	0.9716230027915794	0.9733273195083698	0.9999041914132852
ZellerG_2014__CCIS23164343ST-4-0__bin.86	0.9575845482026579	0.9588979038741757	0.9727979994247502	0.9745659981588384	0.9737698465876057	0.9743668635743095	1.0	0.9752876996956297	0.959127186456198	0.9725599964252101	0.9750187143950704	0.9742304466024009	0.9624311697148771	0.9738642793000888	0.973687041054605	0.9739195472798972	0.9718216521518168	0.9582026249928357	0.9731971409856649	0.9587130605793125	0.9591129029838882	0.9727206750603051	0.9595670645884377	0.9751315580945821	0.9729413653599526	0.9742450926865772	0.9762690744112879	0.9747602732889759	0.9723984751955054	0.9737287712684274	0.9744020929726156
ZellerG_2014__CCIS80834637ST-4-0__bin.35	0.9590892001621477	0.9594715569854159	0.9718597821642319	0.9753205654654359	0.9739422631972378	0.9738300532853489	0.9752876996956297	1.0	0.9595848289047574	0.9724489482462338	0.9750979516465695	0.987484009709669	0.9624426263281822	0.9736884635960655	0.9735698156965457	0.9755556073390376	0.9719594985982066	0.958739251171465	0.9726256174005413	0.9589379526701646	0.9598097835361344	0.9722748179453583	0.9599770418030503	0.9746434178829061	0.9726631517570731	0.9772101368495929	0.9763196179098768	0.9948263228166485	0.9717352611303457	0.9731330701291221	0.973649346174179
LiSS_2016__FAT_010-22-14-0__bin.52	0.9978329705636563	0.969558597294822	0.9635531738197088	0.959393943091618	0.9589755700668212	0.9593067716216475	0.959127186456198	0.9595848289047574	1.0	0.9580182433526617	0.9596319834516733	0.9595607632021526	0.9665520831469446	0.9578099619287218	0.9587710436791149	0.9597508640959876	0.9604908519703014	0.9693982592858228	0.9600536482275565	0.9689900981283363	0.9690252316268506	0.9564180706149037	0.9993225343924893	0.9592317653388638	0.9572250814508073	0.9585612480010726	0.960066184747362	0.9592441150465386	0.9591219833993774	0.9596513687000267	0.9596246574019942
XieH_2016__YSZC12003_35705__bin.12	0.9564607997777635	0.9566319288409549	0.9706913355554	0.9720292370464116	0.9718898185533235	0.9717028872005481	0.9725599964252101	0.9724489482462338	0.9580182433526617	1.0	0.9718019615749197	0.9713922971675732	0.9604026935284856	0.9717730105600986	0.9719190537270533	0.9715971578415393	0.9702230440845527	0.9563453660130448	0.9716324405343156	0.9565921063155435	0.9573344067577312	0.9707098791857998	0.9582816035546526	0.9724302362811749	0.9711566140365765	0.9717849074514815	0.9736883976612905	0.971592575886667	0.971100926529437	0.9715496108309425	0.9716259784992898
ZellerG_2014__CCIS38765456ST-20-0__bin.18	0.9588930292193808	0.9586813702901352	0.9719926934609536	0.975631899807375	0.9735628002174462	0.975309767540145	0.9750187143950704	0.9750979516465695	0.9596319834516733	0.9718019615749197	1.0	0.9757991074728982	0.9617591198598308	0.973123038707548	0.9736019480751527	0.9755803614871693	0.971771541267857	0.9581823657249834	0.9728286329196426	0.959446197355508	0.9592246184581894	0.9728608243340777	0.9599705478504654	0.9747209500447706	0.9729012889554682	0.9768646909799298	0.9779490039032798	0.9757532754694564	0.9712683530868566	0.9735959720872714	0.9754262512796626
NielsenHB_2014__V1_UC55_0__bin.105	0.9585076377264046	0.9590017217286178	0.971880686165688	0.9736970026983651	0.9735286294969924	0.9734810150100657	0.9742304466024009	0.987484009709669	0.9595607632021526	0.9713922971675732	0.9757991074728982	1.0	0.9623607094163281	0.972518596613757	0.9733719417352259	0.9746619639529946	0.9714156764632469	0.9590957990029536	0.9721217007906264	0.9587437031072541	0.9595565776171302	0.9711591503597506	0.9599158012350483	0.9743627485813479	0.9721673890178502	0.9756650113037242	0.9753710375359057	0.9845890018989786	0.9709777451822226	0.9728722356517464	0.9731343797421508
ZeeviD_2015__PNP_Main_144__bin.23	0.9649658793613163	0.9668786074283222	0.9656625619036332	0.9616752379910275	0.9620258614310566	0.9624897092056336	0.9624311697148771	0.9624426263281822	0.9665520831469446	0.9604026935284856	0.9617591198598308	0.9623607094163281	1.0	0.9611863448436265	0.9617047341627419	0.9618489932298393	0.9626432475631859	0.9673936853491989	0.9628494974737366	0.9669837653434539	0.9680259132361465	0.9595480165541566	0.9668485755303918	0.9619389802499176	0.9604690075627677	0.9610571931016837	0.9625727037939998	0.9622647379063618	0.961026761605211	0.9630251316865931	0.9624621848168216
