	LiSS_2016__FAT_010-22-42-0__bin.4	HeQ_2017__RSZAXPI003099-133__bin.4	VincentC_2016__MM021.4__bin.15	ZellerG_2014__CCIS71578391ST-4-0__bin.47	NielsenHB_2014__V1_UC13_3__bin.36	RaymondF_2016__P1E0__bin.32	ZellerG_2014__CCIS23164343ST-4-0__bin.86	ZellerG_2014__CCIS80834637ST-4-0__bin.35	LiSS_2016__FAT_010-22-14-0__bin.52	XieH_2016__YSZC12003_35705__bin.12	ZellerG_2014__CCIS38765456ST-20-0__bin.18	NielsenHB_2014__V1_UC55_0__bin.105	ZeeviD_2015__PNP_Main_144__bin.23	FengQ_2015__SID31416__bin.9	NielsenHB_2014__V1_UC13_0__bin.4	ZellerG_2014__CCIS11354283ST-4-0__bin.12	FengQ_2015__SID31865__bin.46	HeQ_2017__SZAXPI029501-104__bin.44	LiJ_2014__V1.FI10__bin.10	HeQ_2017__RSZAXPI003105-143__bin.39	YuJ_2015__SZAXPI003415-12__bin.14	XieH_2016__YSZC12003_37322__bin.70	LiSS_2016__FAT_010-22-2-0__bin.52	CosteaPI_2017__halbarad-11-0-0__bin.8	XieH_2016__YSZC12003_37285__bin.65	ZellerG_2014__CCIS81710917ST-20-0__bin.52	LiJ_2014__MH0370__bin.30	FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7	XieH_2016__YSZC12003_36699__bin.28	NielsenHB_2014__O2_UC19_2__bin.43	RaymondF_2016__P1E7__bin.27
LiSS_2016__FAT_010-22-42-0__bin.4	1.0	0.8633087151509349	0.6320154496539475	0.8295929747799975	0.8466687576760645	0.8299016249143532	0.8314791700455044	0.6803291982312633	0.9686562930690183	0.6789867130403967	0.5706083622752374	0.8723967468847413	0.7015767592164573	0.695562368403943	0.842429819603999	0.8648862602820863	0.6787680858618947	0.8868632929968571	0.8651541857459366	0.7683973699007532	0.7920283958123607	0.6291311427271097	0.9749936233739603	0.7345365925453848	0.6903889063139672	0.848317749597576	0.8263914441039608	0.8992414494267467	0.8105438315341841	0.8189638357781234	0.8471853179703681
HeQ_2017__RSZAXPI003099-133__bin.4	0.5521010768567188	1.0	0.6320506517432212	0.7951829303954323	0.8268206225737826	0.8039949885588543	0.8058742789885004	0.6206410331391141	0.8690436591196532	0.6405625169058463	0.5175848216570288	0.817109356152266	0.6841983339059998	0.6688089876961992	0.8154512124690212	0.817533373054457	0.6210403766439794	0.8401835517995131	0.8333901430691513	0.7511304071293324	0.7677991146819507	0.57995368711939	0.8790468940761914	0.7122611249607054	0.6614170206233049	0.8292377016821774	0.7619981248218033	0.8560681936148903	0.7859920898915833	0.7811949417707823	0.8172162742073442
VincentC_2016__MM021.4__bin.15	0.5431004261448229	0.8492818897966526	1.0	0.8634187730884725	0.8992920507198907	0.8909410611196417	0.8730357339102855	0.6441221054415274	0.8620011554596697	0.6841143941910217	0.5616424226833555	0.8617604858578981	0.6838381153114369	0.7314514034660107	0.8801999522344515	0.8873592589340915	0.6590835277006414	0.8484690159376076	0.8983060420963059	0.7495507398441419	0.7948316203019544	0.6441128961455412	0.8820718951319048	0.757944706158993	0.7232624974751181	0.8752699091165277	0.808626531736155	0.8951583047282368	0.8630485593898289	0.8334953146171787	0.9025060950190602
ZellerG_2014__CCIS71578391ST-4-0__bin.47	0.5598808039944163	0.8391606132422326	0.678109065309478	1.0	0.862548007493147	0.8723455141171563	0.8762888188649859	0.6605180107961107	0.8693463265980197	0.6770395801137473	0.5587206681148275	0.8748909660325137	0.6874427104554474	0.7243129473767959	0.8503082364343422	0.8721724098857464	0.6551710670019456	0.8515146620248373	0.8908734530918875	0.7541510057162971	0.7824817553444123	0.6416038420460052	0.8765868088789451	0.7498041125515034	0.7240607648892543	0.871732175447648	0.8134037644143025	0.9042839680890306	0.8303713543839009	0.8358499345434557	0.8813440410435437
NielsenHB_2014__V1_UC13_3__bin.36	0.5365708986783981	0.8193555719364718	0.6632265233195624	0.8099651714351433	1.0	0.8738705167052141	0.8582234715186378	0.6360107075650251	0.8397664149761018	0.6749918045108697	0.5389005004229054	0.8426887181168305	0.6730887304327037	0.7015071549789634	0.9605801500725368	0.8671289345139668	0.6397987441431684	0.8387096043887976	0.8842027192723493	0.7183767316932695	0.7673997931657771	0.6164963876457303	0.8544639606761414	0.7358666299605349	0.6854756915453342	0.8599395435520065	0.7942384353045371	0.8814094611262141	0.8177486221616893	0.7959237176549853	0.8898444758780946
RaymondF_2016__P1E0__bin.32	0.5457173837873595	0.8266887854050153	0.6817697057850742	0.849961381472127	0.9067231004570329	1.0	0.8734167343195622	0.6469843721811294	0.8582591970352997	0.682375762974322	0.5513814345420651	0.8597423928077456	0.6802385892116183	0.7163191938781647	0.8918404030609177	0.8810831228576583	0.6497045823561248	0.8597677626435745	0.8859536615250466	0.7390261365686451	0.785675626916832	0.6364878375127789	0.8674332115581214	0.7520483793373023	0.7178615859342113	0.8694299116002165	0.810661156714174	0.898709051205725	0.8485486574658728	0.8249678648746166	0.9954409465391786
ZellerG_2014__CCIS23164343ST-4-0__bin.86	0.5168800321202948	0.7833452363186731	0.6315648517278871	0.8071516511394887	0.8418315318964475	0.8256932156536693	1.0	0.6147665415964924	0.8109828135104213	0.6361221850327954	0.5250837650386225	0.8265099914014256	0.6579335173854649	0.6845211446763454	0.8258477768065889	0.834913143738319	0.6152457699987919	0.8136689797542656	0.8319800349627987	0.697393246210587	0.740287963416974	0.5972935809154284	0.8179163024708466	0.7118313897712495	0.6722037755558872	0.8143049900157049	0.7741568422623489	0.8454788197923551	0.7900610960695277	0.7832039994030742	0.8382983883002537
ZellerG_2014__CCIS80834637ST-4-0__bin.35	0.5955818196488247	0.8495918509034571	0.6562027967172941	0.8567941140966086	0.878563525337393	0.8613406404666492	0.8657533167000562	1.0	0.8911429363092264	0.6922791613475832	0.5924125736566669	0.9260590579327159	0.707381084473822	0.7237032955279669	0.8694961167823678	0.885758282915406	0.6748642578228837	0.8394548921912206	0.8808614945055769	0.7628012957193601	0.7696995814994092	0.6434889101408992	0.9023137935067672	0.7545107183311515	0.7101275141465209	0.8837017443675049	0.8370781140640842	0.9739242420736013	0.8208941314220701	0.8339438942759052	0.8767015073151602
LiSS_2016__FAT_010-22-14-0__bin.52	0.5907991591468059	0.8288182212747711	0.6118226678263841	0.7856560798880257	0.8081930023025852	0.7960630326144363	0.795689145777519	0.620862188275118	1.0	0.640438519582432	0.5123330364317426	0.8185197741688643	0.657545367550806	0.6516233138052268	0.7980217987355827	0.8328551532761725	0.6169673158411234	0.8402819054458491	0.8239611785191989	0.7243342809781368	0.7598204123039273	0.5782486757085112	0.9609841677662484	0.6908631295286934	0.6539093398500618	0.806053829246143	0.7661233251351309	0.8585426605752454	0.7715385835528139	0.7655585729898571	0.8124543535592458
XieH_2016__YSZC12003_35705__bin.12	0.583650592931012	0.8609951561998125	0.6843337118543826	0.8623333888115401	0.915538422138384	0.8920189379260282	0.8796174091841203	0.6797521536701291	0.9026074961907353	1.0	0.5772757170660586	0.890556647036389	0.7356496201175852	0.7577934085748836	0.8987107151345571	0.917500016889122	0.6888133211567882	0.8871800509375919	0.9276691107785148	0.7832241272469441	0.8116770775308964	0.6814330819208397	0.9116913872233485	0.7902708830922692	0.7381922006648787	0.9044505600125778	0.8221544746653958	0.9190599576113746	0.8979626805677448	0.8588050976897523	0.9057697539776953
