	ZellerG_2014__CCMD86114146ST-21-0__bin.49	BritoIL_2016__W2.44.ST__bin.40	CosteaPI_2017__SID713B032-11-90-0__bin.40	LiuW_2016__SRR3993013__bin.60	CosteaPI_2017__SID713A084-11-90-0__bin.51	VogtmannE_2016__MMRS77487595ST-27-0-0__bin.33	LiuW_2016__SRR3992955__bin.28	QinJ_2012__DLM019__bin.36	LiJ_2014__MH0374__bin.66	CosteaPI_2017__SID713A014-11-90-0__bin.25	BritoIL_2016__M2.44.ST__bin.39	LiJ_2017__H3M516113__bin.21	LiJ_2017__H2M614904__bin.14	CosteaPI_2017__SID713B051-11-0-0__bin.38	BritoIL_2016__M2.46.ST__bin.83	CosteaPI_2017__SID713B040-11-90-0__bin.43	ZeeviD_2015__PNP_Main_677__bin.12	CosteaPI_2017__SID713B005-11-90-0__bin.8	YuJ_2015__SZAXPI015262-79__bin.22	BritoIL_2016__M2.40.ST__bin.17	BritoIL_2016__W2.43.ST__bin.8	CosteaPI_2017__SID713B003-11-90-0__bin.37	LiuW_2016__SRR3992969__bin.69	LeChatelierE_2013__MH0200__bin.93	FengQ_2015__SID530600__bin.86	BritoIL_2016__M1.10.ST__bin.20
ZellerG_2014__CCMD86114146ST-21-0__bin.49	1.0	0.9858456005034845	0.9850913968914634	0.9852468322464579	0.9862078895109873	0.9862930098858156	0.9858357249325398	0.9866479917530694	0.9859372773292522	0.9871090547918691	0.9862434196230171	0.9857486921735563	0.9869639350702717	0.9863532252500863	0.9862981035285763	0.9877572669053429	0.9859637407835042	0.9872056999987883	0.9857929717724203	0.9860702818254465	0.9859100866592332	0.9859166946402595	0.984718771292884	0.9857291659627624	0.9863915384883285	0.9862049758502255
BritoIL_2016__W2.44.ST__bin.40	0.9858456005034845	1.0	0.9858394719600517	0.9864265166232649	0.9876101076943234	0.9871304711286775	0.9863550262040766	0.9885307338088383	0.9858566081645531	0.9873659268035321	0.9870218946374614	0.9866449595295642	0.9882277810123931	0.9867705905420874	0.9883208392990003	0.9875663503394025	0.986948413518339	0.9868144783277768	0.9871510837866145	0.9873579594732164	0.9997944140108711	0.9872554899427939	0.985771839777153	0.9854565126910452	0.9867825010240693	0.986990104658854
CosteaPI_2017__SID713B032-11-90-0__bin.40	0.9850913968914634	0.9858394719600517	1.0	0.9841017803078044	0.9846640752933294	0.9848517733508766	0.9852366032904816	0.9863366245478282	0.9854955117673838	0.9868519387150588	0.9857092099935826	0.9864612565222467	0.9880283478722335	0.9854507197266648	0.9865382001128433	0.9869512102400929	0.9850277360660064	0.9864586107408829	0.9874639595600428	0.9856277723133822	0.9851108511538362	0.9857635618988178	0.9838825475383729	0.984227423296578	0.9848727551386159	0.9851479361046963
LiuW_2016__SRR3993013__bin.60	0.9852468322464579	0.9864265166232649	0.9841017803078044	1.0	0.9855261623968518	0.9855889534548168	0.9852890330441082	0.9855288262836372	0.9854688657756799	0.9869691274619383	0.9853980163766862	0.9856033466728527	0.9868062810840479	0.9850551264379006	0.9865659587678083	0.987095806856927	0.9854548698664494	0.986336856070416	0.9849852736063771	0.9855760332752121	0.9854964221642871	0.9857411831117782	0.9984304459038809	0.9847927988212074	0.985472101848842	0.9853200435132938
CosteaPI_2017__SID713A084-11-90-0__bin.51	0.9862078895109873	0.9876101076943234	0.9846640752933294	0.9855261623968518	1.0	0.9858120903570385	0.9849655844286798	0.9893552811673759	0.9854168715499437	0.9865287031639404	0.9857455203867242	0.9853493542095716	0.9870930877829927	0.9853675361133988	0.9862929127376692	0.9868534203489262	0.9857679086490971	0.986372694077086	0.9853911284279934	0.9858218293214442	0.9872423900924339	0.986266104594427	0.9841662945610375	0.9844351828297284	0.9857062650387666	0.9861331162807034
VogtmannE_2016__MMRS77487595ST-27-0-0__bin.33	0.9862930098858156	0.9871304711286775	0.9848517733508766	0.9855889534548168	0.9858120903570385	1.0	0.9861631136305432	0.9860660830150375	0.9857924693659469	0.9879015173079138	0.9859208870366716	0.9862180977747713	0.9876845924985667	0.9849962922205244	0.9871426465572379	0.9883011238458448	0.985522010608807	0.9867734613163563	0.9856259784751004	0.9865973562976411	0.9856949483741148	0.9867578487137105	0.9851829231408652	0.9855473740330547	0.9857075025559925	0.9866810161753483
LiuW_2016__SRR3992955__bin.28	0.9858357249325398	0.9863550262040766	0.9852366032904816	0.9852890330441082	0.9849655844286798	0.9861631136305432	1.0	0.9863573505119442	0.9858560777526295	0.9864420792027774	0.9861761873077765	0.9862547227130197	0.9872609230538463	0.9862337150353077	0.9868898462008361	0.9878573484953155	0.9858974047897175	0.9868367753310103	0.9857311515515111	0.9857290025451461	0.9858369278051152	0.9867363334325462	0.984091302446523	0.9845119260271094	0.9856469031677989	0.9862472389294218
QinJ_2012__DLM019__bin.36	0.9866479917530694	0.9885307338088383	0.9863366245478282	0.9855288262836372	0.9893552811673759	0.9860660830150375	0.9863573505119442	1.0	0.9861252611766331	0.9878596920004586	0.9865523081672326	0.9870286888903841	0.9886717146714928	0.9865761496374507	0.9879048712376719	0.9880653546056903	0.9862627970384179	0.9868761486487351	0.9880047416076068	0.9866934708484004	0.987645881509371	0.9864898820501042	0.9846689466243526	0.985404044081645	0.9866308227361628	0.9864729710699187
LiJ_2014__MH0374__bin.66	0.9859372773292522	0.9858566081645531	0.9854955117673838	0.9854688657756799	0.9854168715499437	0.9857924693659469	0.9858560777526295	0.9861252611766331	1.0	0.9875617478367537	0.9860959455372201	0.985734726916674	0.9871583887408615	0.9859970518110349	0.9865907484532574	0.987957495633227	0.9850871286153038	0.9866832554775681	0.9857243697926675	0.9861478385510858	0.9855679399252475	0.9863037733159343	0.9835289824482608	0.9849225918219566	0.9858240567503469	0.9858862830686811
CosteaPI_2017__SID713A014-11-90-0__bin.25	0.9871090547918691	0.9873659268035321	0.9868519387150588	0.9869691274619383	0.9865287031639404	0.9879015173079138	0.9864420792027774	0.9878596920004586	0.9875617478367537	1.0	0.9878761872434177	0.9877881383137705	0.9888971232230681	0.9876978083045674	0.9879915975833812	0.9890013927720901	0.9872629808702964	0.9883777353284173	0.9870649839694561	0.987503835910181	0.9871343708591443	0.9881751092108932	0.9853411953885368	0.986171870415887	0.9874815043856661	0.9880250426863972
