	ZellerG_2014__CCMD86114146ST-21-0__bin.49	BritoIL_2016__W2.44.ST__bin.40	CosteaPI_2017__SID713B032-11-90-0__bin.40	LiuW_2016__SRR3993013__bin.60	CosteaPI_2017__SID713A084-11-90-0__bin.51	VogtmannE_2016__MMRS77487595ST-27-0-0__bin.33	LiuW_2016__SRR3992955__bin.28	QinJ_2012__DLM019__bin.36	LiJ_2014__MH0374__bin.66	CosteaPI_2017__SID713A014-11-90-0__bin.25	BritoIL_2016__M2.44.ST__bin.39	LiJ_2017__H3M516113__bin.21	LiJ_2017__H2M614904__bin.14	CosteaPI_2017__SID713B051-11-0-0__bin.38	BritoIL_2016__M2.46.ST__bin.83	CosteaPI_2017__SID713B040-11-90-0__bin.43	ZeeviD_2015__PNP_Main_677__bin.12	CosteaPI_2017__SID713B005-11-90-0__bin.8	YuJ_2015__SZAXPI015262-79__bin.22	BritoIL_2016__M2.40.ST__bin.17	BritoIL_2016__W2.43.ST__bin.8	CosteaPI_2017__SID713B003-11-90-0__bin.37	LiuW_2016__SRR3992969__bin.69	LeChatelierE_2013__MH0200__bin.93	FengQ_2015__SID530600__bin.86	BritoIL_2016__M1.10.ST__bin.20
ZellerG_2014__CCMD86114146ST-21-0__bin.49	1.0	0.7477957693797888	0.7980817424771742	0.7713889523907651	0.5926211535303645	0.7738097154650859	0.7384089399193544	0.7735633997366193	0.6928738015586043	0.6016205321063698	0.7655589435148128	0.653957526367589	0.7430776694131676	0.7778532645151873	0.7224386652370695	0.7487112696690353	0.5191535969072618	0.664298493878598	0.7712397677011927	0.7440623956914603	0.7493520125443932	0.7673459399762378	0.4701856007796242	0.5558948881168492	0.6625694540591651	0.7591853228023968
BritoIL_2016__W2.44.ST__bin.40	0.6578261871177402	1.0	0.8530970710807223	0.7965419831904845	0.6269192059382795	0.8222118051818325	0.8012254027240403	0.8590848236624803	0.7286312197756339	0.6375205114987131	0.8080218134714048	0.6964930766020684	0.795392489534179	0.8318175123352235	0.7550450261621924	0.7859217947773806	0.5346235986562962	0.7205918452512458	0.8486978384798548	0.7892475372039405	0.888638376376796	0.8186094289636524	0.45756692555057676	0.5523597900982097	0.7075980822574828	0.8257504517722501
CosteaPI_2017__SID713B032-11-90-0__bin.40	0.6763315891390023	0.821831140281066	1.0	0.8262865214374004	0.6190251187631712	0.8758423476316036	0.8021023105041852	0.8496039408544399	0.7352138373760866	0.6340739110306269	0.8255734421628131	0.6739886143796437	0.8003910111991647	0.8904554702912437	0.7560468485807085	0.7955204250825635	0.5584593121877436	0.7189262517770135	0.8405381019903462	0.7864686840867811	0.8428233209666226	0.8233587125280935	0.48774167611830205	0.5612334088554622	0.7358814396561212	0.8363542184914917
LiuW_2016__SRR3993013__bin.60	0.6662208058493972	0.7820333848715068	0.8420989940786717	1.0	0.5883935291783925	0.8110667104184974	0.7881984998312959	0.8186180724723121	0.7093163591061279	0.635267312562337	0.8252503679973897	0.6563205637312155	0.7701174996199524	0.8378864899537639	0.7494753488096165	0.7727782968672947	0.5506816757692721	0.6854155311583483	0.8004967501288455	0.7612744389198489	0.7980310749231562	0.8078942392186961	0.5111460569589511	0.5485589704230209	0.6972238907242411	0.8018292343800403
CosteaPI_2017__SID713A084-11-90-0__bin.51	0.560511477693021	0.6740479328884745	0.6908811382322622	0.6443628176242874	1.0	0.6743413021840786	0.6543668121162535	0.700493296917643	0.5935221217198343	0.5189266338208103	0.6537090152181515	0.5582213699737033	0.647558411197165	0.6754640234329994	0.6215312760599996	0.6462930657751218	0.4496036722933003	0.5776817024352189	0.6773886884311493	0.6498170502377154	0.6773765070071104	0.6423442541491706	0.3807887776600804	0.45291194403853796	0.569532329753179	0.6647337115327124
VogtmannE_2016__MMRS77487595ST-27-0-0__bin.33	0.6331750503654238	0.7647952274479703	0.845674545393869	0.7684248751622496	0.5833940762884678	1.0	0.7492816230751802	0.8028995027567056	0.6899268274261907	0.6062596273924674	0.785387528344273	0.6231700269962184	0.7444404827352421	0.8319582006502277	0.7119348050985441	0.7410339007164448	0.5271516618394313	0.7140073840014473	0.777766409819106	0.7321134684256656	0.8080682159486703	0.7658894788517913	0.4500684126680238	0.5238232406351927	0.6880373556000906	0.7784830303211268
LiuW_2016__SRR3992955__bin.28	0.6708799907168729	0.8275122828350397	0.859934481795271	0.8291607204759748	0.6285817926869046	0.8319617480557359	1.0	0.848274016068976	0.7324114239020045	0.6569752900123986	0.8382858783842093	0.6981408880305681	0.8061001456339317	0.8459327568108364	0.7662139029454914	0.80104464433288	0.5626296602736279	0.7137510708018837	0.8354438958320027	0.8045701848775715	0.8284298692414993	0.8059412013361072	0.4760757140426312	0.5568121039495708	0.7141625707631227	0.8158152501690612
QinJ_2012__DLM019__bin.36	0.6603307549315027	0.8336303244242114	0.8557951741772584	0.8090999291802221	0.6322112719800129	0.8376009960577295	0.7969918543512936	1.0	0.7427867811632217	0.6312644124661132	0.8235685105767002	0.6672093434466053	0.8013436518268846	0.834483734813372	0.7453868656339011	0.7817788865445171	0.538641671163524	0.7163489243730892	0.8173156647301931	0.7813556169795227	0.8630984065091897	0.8057934792666626	0.46854016892303546	0.5473109098188461	0.7223232551811585	0.8294732126251599
LiJ_2014__MH0374__bin.66	0.7221450068766713	0.8632764500156326	0.9042148765415181	0.8559836548319313	0.6540332418121748	0.8787871330461109	0.8401899628005363	0.9069196819336786	1.0	0.6748142683518193	0.8728266055307565	0.7317303986903283	0.8618944040842785	0.8836777075599758	0.8087245075167974	0.8398996828173826	0.5789262325293678	0.7547861240574989	0.8818823342537652	0.8350331584755323	0.8857325990014144	0.8670819702572082	0.518047976178025	0.6101864223914931	0.7685758215231142	0.8702828803604618
CosteaPI_2017__SID713A014-11-90-0__bin.25	0.7283057086171704	0.8773180660056831	0.905771501998932	0.8904361790450601	0.6641859208144885	0.8969331952638889	0.8753711049410065	0.8952343954026513	0.7837996208720462	1.0	0.9129025635961806	0.7042243273337222	0.8678301226124229	0.8837709069317531	0.8436662374733811	0.8778293300556999	0.6180643166277101	0.803279625705343	0.881214586681669	0.8573677242318372	0.8687487088471418	0.8736801007196675	0.4839877556482659	0.5978593172838431	0.7437469223463317	0.8845939965777141
BritoIL_2016__M2.44.ST__bin.39	0.6655997835129227	0.7986002990694322	0.8469893599400928	0.8307598276501588	0.6009130715737071	0.8345049607733814	0.802192864791223	0.8388197721753452	0.7281020288664989	0.6556437107937937	1.0	0.668614272750389	0.7873051791267266	0.8577553929310437	0.7891420533146084	0.7919246587645773	0.5635074639052122	0.7213036814467308	0.807766473896744	0.7802194264492154	0.8067218304355636	0.8251890179464988	0.4800838887424387	0.5704709760347872	0.7234685522193425	0.8193531981999846
LiJ_2017__H3M516113__bin.21	0.630101110901415	0.7628679198455027	0.7663037773750462	0.7322037316153184	0.5686693226267635	0.7337998929687722	0.7403820549478676	0.7531079128134994	0.6764590760671453	0.5605065110663567	0.7409720193483504	1.0	0.7298262940049586	0.7576321796883685	0.7004904305292358	0.7263842317665582	0.5057804618888685	0.6230489422264046	0.7823227844665114	0.7442946409412543	0.7480050568377185	0.7559682835965595	0.4735800911575143	0.5202095123357368	0.6620181332616345	0.7398417282182403
