	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.35	BackhedF_2015__SID179_M__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES24__bin.72	LeChatelierE_2013__MH0136__bin.28	ZeeviD_2015__PNP_Main_701__bin.29	LiJ_2014__O2.UC48-1__bin.17	LiJ_2014__V1.CD6-0-PT__bin.34	ZeeviD_2015__PNP_Main_158__bin.67	ZeeviD_2015__PNP_Main_640__bin.22	ZeeviD_2015__PNP_Main_595__bin.26	ZeeviD_2015__PNP_Main_706__bin.63	HMP_2012__SRS024435__bin.63	ZeeviD_2015__PNP_Main_560__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.32	ZellerG_2014__CCIS55230578ST-4-0__bin.61	ZeeviD_2015__PNP_Validation_74__bin.3	LeChatelierE_2013__MH0095__bin.8	ZellerG_2014__CCMD25963797ST-21-0__bin.57	NielsenHB_2014__MH0136__bin.17	VogtmannE_2016__MMRS11932626ST-27-0-0__bin.3	HMP_2012__SRS022609__bin.76	NielsenHB_2014__MH0095__bin.20	BackhedF_2015__SID150_M__bin.37	LeChatelierE_2013__MH0422__bin.61	ZeeviD_2015__PNP_Main_765__bin.14	ZeeviD_2015__PNP_Main_553__bin.40
Bengtsson-PalmeJ_2015__TRAVELRES28__bin.35	1.0	0.9837060224682583	0.974486937705535	0.9332358311844373	0.8467351747554963	0.9714062119132231	0.9667705834306216	0.752242763245111	0.6667607476875312	0.9620605454133364	0.8839732980957146	0.9460299947400157	0.9442065334992581	0.9130973610273647	0.9565550951287414	0.9259017879670375	0.9202868615854363	0.9730132868059921	0.9079057992396543	0.6973567509547085	0.9743098943299079	0.9390868154002079	0.9594510800073555	0.9616183646152727	0.9617363935323574	0.9428825569510907
BackhedF_2015__SID179_M__bin.15	0.618359373529913	1.0	0.8955870643636671	0.8206191475417592	0.7527700134784294	0.8868677517151798	0.8707457867139352	0.6417248518689963	0.6018099912419779	0.8770000575266034	0.800746663053781	0.8381631486729365	0.8428636635629182	0.8104579063864745	0.8389878758651168	0.8144960588900376	0.8192202295795343	0.8829252976732909	0.7930101413487785	0.6033599837420142	0.878902198860328	0.8555700536932885	0.8486136357404722	0.8401626013637569	0.8786005874165125	0.8530802807943403
Bengtsson-PalmeJ_2015__TRAVELRES24__bin.72	0.6569020915359012	0.960410316252774	1.0	0.8659086624305911	0.7956127156065812	0.9232928617263978	0.9532790188570898	0.6792340240546519	0.6403281238559165	0.913546351703434	0.8519787346775696	0.9046496704751373	0.8950138572829578	0.8781625709800186	0.8997080947634057	0.8712105793883654	0.8618082673236216	0.9209428602562055	0.8373200527885512	0.6406757810900986	0.9517511719738686	0.8725994786871125	0.9032209895028271	0.8964627173650465	0.9144734376612527	0.8915909037185487
LeChatelierE_2013__MH0136__bin.28	0.6855108046369848	0.9589344635125185	0.9435618235322204	1.0	0.821227172550015	0.9672380387554627	0.9441932144014917	0.7015129507376907	0.6542396797434731	0.9434254933644275	0.8809906742626235	0.9190035458408619	0.9341186034764821	0.8870583091038396	0.9191813404836517	0.9074198793258128	0.8960410221872637	0.989160809286032	0.9684442780281004	0.6790077928083009	0.9522970062649052	0.9015903510910183	0.9285491705848501	0.9294079878169833	0.9456645750142613	0.9172281124114482
ZeeviD_2015__PNP_Main_701__bin.29	0.6695153554628009	0.9468902246039067	0.9332328841976558	0.8840022127664179	1.0	0.92995836861226	0.9360671458288812	0.7002756490195389	0.6408738263275923	0.9244535035017434	0.8494121831997468	0.895415678180446	0.9033449832689971	0.8727605207845853	0.8980876342064473	0.8796645954668044	0.8685825039967755	0.930437170147671	0.8605794851125184	0.6481951616699083	0.9358595299088655	0.8839088870434141	0.9120702620965015	0.9101401779410452	0.9318147389720104	0.9018977582890825
LiJ_2014__O2.UC48-1__bin.17	0.6526744600998861	0.9479359354734531	0.9202601105745775	0.8847207448871757	0.7902168909821553	1.0	0.9120661447675331	0.6753186302819876	0.6297716964250312	0.9242619885379871	0.8509840631703677	0.8857263862478831	0.8975647963461314	0.8637557084513525	0.8868009858733248	0.8752734626185866	0.8575931381929371	0.9524659188142857	0.8569920519853371	0.643115120651104	0.9198636005523557	0.8654285210233637	0.8986026182303816	0.896390207236825	0.9231678507375374	0.8979727994124755
LiJ_2014__V1.CD6-0-PT__bin.34	0.6444698097469279	0.9234107234793695	0.9427022903461775	0.8568743168900416	0.7891748060210032	0.9049190758794409	1.0	0.6651474092137244	0.6195725363712401	0.8952898267715818	0.8292340559213696	0.8789083012006771	0.8742923736278648	0.8674471628522737	0.8758916420124668	0.8585841942110476	0.8458858321925599	0.907952269393196	0.8294222051430875	0.6278225946689914	0.9257392126354176	0.8592478478294706	0.882426121497645	0.8813439783981888	0.893900373276653	0.871546535289097
ZeeviD_2015__PNP_Main_158__bin.67	0.7229840479662514	0.9811692677978696	0.9684239167068084	0.9178748925214669	0.8511905251199732	0.966014589131968	0.9589797800615196	1.0	0.676213007245245	0.9565984010153536	0.8848126051152384	0.9307994430022638	0.9478332492137421	0.9164733560100022	0.9489051574899591	0.9279149904399592	0.9314907580791798	0.9695550101025711	0.8945411591405663	0.681429517920761	0.9773320992139888	0.943230784153513	0.9506157718479403	0.9533218470360585	0.9680030447455944	0.9362559822181596
ZeeviD_2015__PNP_Main_640__bin.22	0.6332298229981391	0.9092328348970894	0.9021303417952965	0.8458733004255485	0.7697521843983959	0.8901818429929893	0.8826821496250966	0.6681964427426476	1.0	0.8814726788761751	0.8108863739189696	0.8593683622271482	0.8607264784744261	0.8363153136541855	0.8663636356252087	0.846782231095826	0.8331368992549043	0.8923733487556422	0.8178296620061294	0.647798706378029	0.9025340402252588	0.8491979235117377	0.868599003993934	0.8689767097684461	0.8889999894404838	0.8615265649000055
ZeeviD_2015__PNP_Main_595__bin.26	0.6634682137521285	0.9621476427728393	0.9345954914554239	0.8857321828497413	0.8062873546879414	0.948674150039843	0.9261945389975127	0.6863990449468357	0.6400814437629283	1.0	0.8638766122272994	0.8978968422257128	0.9137986661578398	0.8746162416841305	0.9064033743009774	0.8826868891938967	0.8730832728265787	0.9509438168978113	0.8574527708161422	0.6468055087787388	0.9420822070032907	0.8782265927334091	0.9152956553692544	0.909131339274497	0.9917494542595477	0.9531379854819179
