	LouisS_2016__AS60_3__bin.21	RaymondF_2016__P23C7__bin.76	QinN_2014__LD-35__bin.22	Obregon-TitoAJ_2015__NO11__bin.44	LeChatelierE_2013__MH0239__bin.22	XieH_2016__YSZC12003_37190R1__bin.70	ZellerG_2014__CCIS76845094ST-20-0__bin.31	IjazUZ_2017__S58_a_WGS__bin.10	RaymondF_2016__P22E7__bin.1	LouisS_2016__AS63_3__bin.7	LoombaR_2017__SID0017_mqf__bin.7	HMP_2012__SRS022713__bin.4	LiJ_2014__O2.UC15-0__bin.4	HeQ_2017__RSZAXPI003105-143__bin.26	Obregon-TitoAJ_2015__NO21__bin.51	FengQ_2015__SID530227__bin.11	ZeeviD_2015__PNP_Validation_10__bin.24	LiJ_2014__V1.FI34__bin.1	LoombaR_2017__SID1035_bai__bin.9	XieH_2016__YSZC12003_36389__bin.67	RaymondF_2016__P21E7__bin.46	VincentC_2016__MM055.6__bin.16	WenC_2017__RA082__bin.3	VogtmannE_2016__MMRS97327636ST-27-0-0__bin.1	LeChatelierE_2013__MH0233__bin.12	BackhedF_2015__SID622_4M__bin.2	VincentC_2016__MM055.4__bin.8	XieH_2016__YSZC12003_37097__bin.2	LoombaR_2017__SID1050_bax__bin.20	VincentC_2016__MM090.2__bin.22	RaymondF_2016__P21E90__bin.7	IjazUZ_2017__S56_a_WGS__bin.10	FengQ_2015__SID530185__bin.46	XieH_2016__YSZC12003_37297R1__bin.4	XieH_2016__YSZC12003_37179__bin.27	ZeeviD_2015__PNP_Main_222__bin.11	LiuW_2016__SRR3992999__bin.29	HeQ_2017__SZAXPI029464-140__bin.27	HanniganGD_2017__MG100158__bin.1	RaymondF_2016__P19E7__bin.8	LouisS_2016__AS68_3__bin.12	CosteaPI_2017__SID713A089-11-90-0__bin.16	GeversD_2014__SKBSTL024__bin.3
LouisS_2016__AS60_3__bin.21	1.0	0.6956358197727008	0.8406901284054044	0.7573155342435024	0.645473740414587	0.7180974898489833	0.7322460092142786	0.7057060207545166	0.7750706978176327	0.8673781014389474	0.6870126264532448	0.5240841695314689	0.6039195015094853	0.8324149333920154	0.8377112458467297	0.7362867983686726	0.7926659356996365	0.49626221672362153	0.8305064867993069	0.6493157952422319	0.7346709091754274	0.8130421747505906	0.7683687451462552	0.47740719085617395	0.6701833260193983	0.6553874274523752	0.5452886104333816	0.4921224868743654	0.7633833282370346	0.5657902312269627	0.6285872932000875	0.8670932204727062	0.6657915532793509	0.7894601718923986	0.7777084055664376	0.7174629047026256	0.8474458161093363	0.7126941337976722	0.7633568871892698	0.799786680450129	0.49048740659806495	0.5408315880109466	0.8265522707529174
RaymondF_2016__P23C7__bin.76	0.884558882144606	1.0	0.9565115770830317	0.8526250372146672	0.748162042828998	0.7973483092203981	0.8368617447320571	0.7846229266210818	0.8580983725327828	0.9466982930330347	0.790705253870461	0.5950290423534095	0.6633115169972739	0.9420275472592381	0.9163202787805628	0.8504542494133775	0.9135692404303398	0.5561804546669769	0.9270277994241962	0.7391632787084382	0.7878533495369655	0.9361355638815183	0.8746214136313326	0.5359069343194339	0.7538940505880867	0.7443161204990588	0.6344643880715671	0.5649080736712127	0.8607116691639132	0.6664139594182528	0.6777505367317578	0.933709899670884	0.7667880854497565	0.9030108496006846	0.8336589786180384	0.7978228131739651	0.9465410288655668	0.7859862442659586	0.8691356056378662	0.9207019838603581	0.5735760407498572	0.6189559719983015	0.9304523622433679
QinN_2014__LD-35__bin.22	0.8070663644116406	0.7221355406629768	1.0	0.7741725891483786	0.663831626973518	0.7200847973555278	0.75661373928416	0.7018287193314798	0.7660252959125562	0.8673645225911341	0.6965591810783004	0.5468270796375396	0.608737501171941	0.8552799168402914	0.8402704737589605	0.763963907900377	0.8215808287230162	0.49555726871615446	0.8352838390045727	0.6522071999963972	0.7207247078745022	0.8465033577902248	0.7944830951853591	0.4813551855474387	0.6827763355112673	0.6863525468889008	0.5572482455684252	0.5059039217139285	0.7636412914647073	0.5768410528595567	0.6241686383252768	0.8494130468870584	0.6850563493821363	0.8167039163096937	0.7545707747993985	0.7360076379850556	0.8617551726100284	0.7226730982518529	0.7768685653271671	0.8086188536553711	0.5017606751035505	0.5533666130473783	0.8356989824890513
Obregon-TitoAJ_2015__NO11__bin.44	0.8485570616841616	0.7513070379111477	0.9035843014962902	1.0	0.6979991006871954	0.7452001209914996	0.8181591420498502	0.732491712894626	0.811090791887453	0.9094183663376035	0.7242196597806957	0.5990431541126836	0.67335305577603	0.9041911703920612	0.9116107399547667	0.8092224002477172	0.8593535938345943	0.5527266332777275	0.8793979478274332	0.6812232374400836	0.78789693168042	0.9022931520818231	0.8417644306972446	0.541686397869938	0.7461605985352001	0.7361357933663973	0.5912737986982424	0.5300674866883068	0.8023662152740778	0.6123636874500946	0.6880091785336614	0.8964165586328534	0.7313267157545554	0.8558007826219508	0.8073430180689241	0.7866521336698031	0.9066411049027839	0.7183277751469507	0.8558132067095807	0.8670699079518461	0.5294802096230293	0.5858975137011405	0.8985477675109153
LeChatelierE_2013__MH0239__bin.22	0.8941615175434503	0.8150575151992429	0.9579041084479492	0.8629548474227011	1.0	0.8196608579397323	0.8587425997661701	0.792054980170534	0.899991315562335	0.9679077535486562	0.7675441887228737	0.587360421295659	0.6619319742680703	0.958018128615931	0.9458049735242807	0.8687456540888046	0.9403260976804281	0.5303562450854649	0.9314573372568874	0.8089854981706557	0.7806057011265547	0.93875580956387	0.8874833622125348	0.5323483487457487	0.7745466812155614	0.7427687286987581	0.6526402167446592	0.5766797445239303	0.8364230041892073	0.645965015304106	0.6522875222354098	0.94674726454983	0.7696231367598068	0.9328415302806254	0.8903870364386007	0.8154740137403164	0.9604048720286078	0.8016108154923278	0.8785324836369244	0.9081576408577389	0.563338794091983	0.6088866019213285	0.9543428982272523
XieH_2016__YSZC12003_37190R1__bin.70	0.878322353149826	0.7669619058051526	0.9174467552384082	0.8134657214841243	0.7237145882561591	1.0	0.7869787020953632	0.7630345993145862	0.8958254437715496	0.8957597191576817	0.7223275902539786	0.5357234141328785	0.624274812345795	0.8961603263279241	0.8900495021099688	0.7877444460093163	0.8600488239988733	0.47109994835923197	0.8738337793217846	0.7752687667245669	0.7369382762415954	0.8870339942308394	0.8494650746704641	0.504736345189845	0.7060096291775556	0.6829731520168589	0.609538414993558	0.56381181895477	0.7793009196229702	0.6040013770871477	0.6142784115508401	0.8785612569049966	0.7267076663067462	0.8736913759917375	0.8479330652186386	0.7737810953059063	0.8866881575721536	0.8766328132742855	0.8154708438310148	0.8569717644972328	0.5430277138788476	0.5904120307340813	0.8821573322066256
ZellerG_2014__CCIS76845094ST-20-0__bin.31	0.8705090427538319	0.7823933993372568	0.9369516854525027	0.8680602593378246	0.736956552599665	0.7649071591678801	1.0	0.7662141909787428	0.8334249303389563	0.9446067953486297	0.7575684138372993	0.6372332701956187	0.6850225713949649	0.9185472782507473	0.920445972638521	0.8503626024635876	0.8935783063139067	0.5956764523364334	0.9113139877753487	0.7004438229818577	0.815882413780516	0.9173380963776258	0.8649265263576299	0.5541769248553038	0.7914052265048611	0.7619838289035534	0.6115311842174641	0.559155103812193	0.8488198182120535	0.6347150285336502	0.7128874958933445	0.9353222051421409	0.7670902774679478	0.8860164834050561	0.8283696882186647	0.8130254997951742	0.9374115294604362	0.7409202355699227	0.8569266602041768	0.8873453159792497	0.5480088298161435	0.6068627788976723	0.9216840531979185
IjazUZ_2017__S58_a_WGS__bin.10	0.8915871354147865	0.7795718593798745	0.9236295238254312	0.8259209829421561	0.7223670095405175	0.7881587022266955	0.814280226231008	1.0	0.8386668168120437	0.9287524266168959	0.7709198218298806	0.5875912389094919	0.6656352253985632	0.9060549715271563	0.9099310929703407	0.8145232246701067	0.8840999817347072	0.5455993844757941	0.9198945677725879	0.7300319669565227	0.7931506768126148	0.9023399510447047	0.8426108269543998	0.5370384039905624	0.7524885788039628	0.7225997707948204	0.6114621986563425	0.5417216466350104	0.8426981124247634	0.6368719689177518	0.6878412956181077	0.9526099163837521	0.7355180204086361	0.8643799310229264	0.8119558464831768	0.7802491299739922	0.9177070430214997	0.7669300137555436	0.8420089882482507	0.8892503632853604	0.5464916359506223	0.5939620006476366	0.9089499396275497
RaymondF_2016__P22E7__bin.1	0.8704249690128757	0.7578483153924109	0.8961069252151858	0.8129340352611444	0.7296102806370225	0.8225132234080664	0.7872999726048917	0.7454860332840988	1.0	0.9149774612972255	0.7076587527371162	0.5478264950928273	0.6190135462105668	0.8933386782530733	0.886162788247307	0.783572896850712	0.8652294771365789	0.4915874986350339	0.862273487473922	0.7623110360140309	0.7376745959221519	0.9031626024203483	0.8412855777206887	0.49854595194170015	0.7079485086907629	0.6812306150872333	0.6059979961340329	0.5367870327266179	0.7788208992109059	0.5994504694525384	0.6247804080913273	0.8955250186305894	0.7104542990204812	0.8563116988607083	0.8540362764875257	0.7641127912167068	0.8968353860507173	0.8092687421813786	0.8234586420072376	0.8477636587604	0.5298530051284409	0.5721305539750685	0.8843653434637762
LouisS_2016__AS63_3__bin.7	0.8547121832486058	0.7336319285657553	0.8903070154610863	0.7997808022988864	0.6885064509093385	0.7216596829617913	0.782972003124912	0.7243883077189445	0.8028451996081672	1.0	0.7208919026705054	0.561705035369583	0.6258027128236959	0.879755604649042	0.8767546637294623	0.778521230785006	0.8497058523180703	0.5199360225114694	0.8633170377884902	0.6683748062163728	0.7512538940580865	0.8775026926941524	0.815639856832299	0.4998136231203146	0.7190878080944298	0.6906009320104707	0.5732843556465891	0.5239669741009679	0.7924845782062181	0.5897414131107624	0.65105877616578	0.8962971305524866	0.7002757201144568	0.8340190965911312	0.7920647574558106	0.7518056704797933	0.8762688651434052	0.7167521086642346	0.8060961839176294	0.8369170784678182	0.51004396981493	0.5605729061387543	0.8698303529141822
