	LouisS_2016__AS60_3__bin.21	RaymondF_2016__P23C7__bin.76	QinN_2014__LD-35__bin.22	Obregon-TitoAJ_2015__NO11__bin.44	LeChatelierE_2013__MH0239__bin.22	XieH_2016__YSZC12003_37190R1__bin.70	ZellerG_2014__CCIS76845094ST-20-0__bin.31	IjazUZ_2017__S58_a_WGS__bin.10	RaymondF_2016__P22E7__bin.1	LouisS_2016__AS63_3__bin.7	LoombaR_2017__SID0017_mqf__bin.7	HMP_2012__SRS022713__bin.4	LiJ_2014__O2.UC15-0__bin.4	HeQ_2017__RSZAXPI003105-143__bin.26	Obregon-TitoAJ_2015__NO21__bin.51	FengQ_2015__SID530227__bin.11	ZeeviD_2015__PNP_Validation_10__bin.24	LiJ_2014__V1.FI34__bin.1	LoombaR_2017__SID1035_bai__bin.9	XieH_2016__YSZC12003_36389__bin.67	RaymondF_2016__P21E7__bin.46	VincentC_2016__MM055.6__bin.16	WenC_2017__RA082__bin.3	VogtmannE_2016__MMRS97327636ST-27-0-0__bin.1	LeChatelierE_2013__MH0233__bin.12	BackhedF_2015__SID622_4M__bin.2	VincentC_2016__MM055.4__bin.8	XieH_2016__YSZC12003_37097__bin.2	LoombaR_2017__SID1050_bax__bin.20	VincentC_2016__MM090.2__bin.22	RaymondF_2016__P21E90__bin.7	IjazUZ_2017__S56_a_WGS__bin.10	FengQ_2015__SID530185__bin.46	XieH_2016__YSZC12003_37297R1__bin.4	XieH_2016__YSZC12003_37179__bin.27	ZeeviD_2015__PNP_Main_222__bin.11	LiuW_2016__SRR3992999__bin.29	HeQ_2017__SZAXPI029464-140__bin.27	HanniganGD_2017__MG100158__bin.1	RaymondF_2016__P19E7__bin.8	LouisS_2016__AS68_3__bin.12	CosteaPI_2017__SID713A089-11-90-0__bin.16	GeversD_2014__SKBSTL024__bin.3
LouisS_2016__AS60_3__bin.21	1.0	0.6892247186267373	0.8312946006101058	0.7506865076877346	0.640100663627652	0.7101562196807543	0.7267347566293463	0.6997951671735245	0.76795720303185	0.8599626669464301	0.6807832008935368	0.5186513871528066	0.5977561785691896	0.8248455437665444	0.8288129803368163	0.7280721618840356	0.7857575722682879	0.49185509111713	0.8237861959818991	0.6436122053582357	0.7277036930893763	0.8059785767807514	0.7600376827577501	0.4720174817972577	0.6642016786653583	0.6481826684049523	0.5406699564447709	0.4865033377558118	0.7567624045830011	0.5605540508324879	0.6226367780474481	0.8599102113194125	0.6585066181516087	0.7807580818981602	0.7703671765950669	0.7104159390047675	0.8400197199040105	0.7056928002306341	0.7564246415212303	0.7927098619564072	0.4855241660514858	0.5346499269246204	0.8184139721319886
RaymondF_2016__P23C7__bin.76	0.8764066330772097	1.0	0.9462481921399369	0.8450806954980692	0.7420168099126316	0.7894455136600198	0.830176933034206	0.7792103278090228	0.8508365640273943	0.9384446356921331	0.7842774877428851	0.5884364199951085	0.6571782144660258	0.9332272613638275	0.9075113162414298	0.8409056029969127	0.9054451904550411	0.5522380046756264	0.9204942867012539	0.7330880012320834	0.7810324229907198	0.928734929076572	0.8656334953154258	0.5295724421118734	0.7471132535190569	0.736515817792651	0.6292410485507023	0.5587747711399645	0.853857662913476	0.6618109999235371	0.672069504254538	0.9274220444233312	0.7583809599730157	0.8938591596345181	0.8262502094596024	0.7901732671522333	0.9381078734576588	0.7786490574182321	0.8616997219677978	0.9120025639482199	0.56811463581686	0.612228861662304	0.922567462260667
QinN_2014__LD-35__bin.22	0.7980466147996605	0.7143870144428173	1.0	0.7661923358944766	0.6567549453865236	0.7111162242085969	0.7486351236771396	0.694468315422253	0.758131428531657	0.8575525613001934	0.6888700195575979	0.5398683086260184	0.6018638877982615	0.8460071507851084	0.830459740703181	0.7538907419318256	0.8127211590937098	0.4899765775554763	0.8263099435052766	0.6445802690571945	0.7125770052269593	0.8377272081518786	0.7843157645211173	0.47482302154856704	0.67491563047972	0.678629813607126	0.551529992069695	0.4993668447744121	0.7553015747203001	0.5700955853543602	0.6166444697278927	0.8402016925899345	0.6766085479435454	0.8076076067060002	0.7462695427567083	0.7276924859438721	0.852536039490217	0.7151100355410315	0.7688191214925186	0.7995147652289901	0.49600229925622175	0.5461273950073878	0.8264687952527892
Obregon-TitoAJ_2015__NO11__bin.44	0.8411293686795441	0.7446591953300722	0.8942700585700162	1.0	0.6919681618418997	0.7373141702931464	0.8116565657241404	0.7266184643923259	0.8048204504305185	0.9012786775418847	0.7179211252018317	0.5927326732957139	0.6686452822633246	0.8974119191918227	0.9036784378525633	0.7998756635537956	0.8517080014469284	0.5478912739420531	0.8722842019602343	0.6747340409010522	0.7808066004399082	0.8946126766788886	0.833589858886257	0.5358160164647833	0.7392432488224594	0.7288079709123437	0.5864217146292199	0.5242668713136895	0.795680144731064	0.6063045554828693	0.6814468710174229	0.889151812315998	0.7235200880772242	0.8464860618461526	0.8014406207456459	0.7790648389240932	0.8987785688311181	0.7117917493545448	0.8521729490340032	0.8590859981010259	0.5243662640147293	0.5794756939450254	0.8910230710528793
LeChatelierE_2013__MH0239__bin.22	0.8867183046087188	0.8083628180822989	0.9476925094657417	0.8554986373703759	1.0	0.8113645614683906	0.8525707412433398	0.7859652397997735	0.8931412438123381	0.9599647423646366	0.7608483100497848	0.5806674965129324	0.6555492079733772	0.9492964719324292	0.9368115589274543	0.8590438965831169	0.9323316888041058	0.5260748763944577	0.9244784758870975	0.8020911180652255	0.7740616524180842	0.9308541528449213	0.8783889245653203	0.5263365910805509	0.7683582809067026	0.7351979077003786	0.647023689609927	0.5702379004219927	0.8293572984427682	0.6400968167105122	0.6468086463915571	0.9396065299881904	0.761499347485619	0.9233489082125832	0.8828244863332355	0.8078990572954298	0.9520878983247306	0.7943578330969236	0.8703047174219863	0.9001248314067076	0.5580489672313127	0.6019071497734663	0.9459160398019003
XieH_2016__YSZC12003_37190R1__bin.70	0.8686091941432066	0.7593602804250191	0.9060200616559474	0.804857361939189	0.7163894235534065	1.0	0.7795523423522109	0.7548831823232086	0.8865071540720572	0.8867799633820008	0.7145251396648045	0.529198942146691	0.6174039820770022	0.8864920269783891	0.8807442530084659	0.7775936445341638	0.8512771961671074	0.4661820780453708	0.8647246608140464	0.7665654716262669	0.7292245017187508	0.8775753876969782	0.8391478751649636	0.4985081555899827	0.6988513841290707	0.6753381427058719	0.603381687870679	0.5582168807932856	0.7714572607441487	0.5972025309192579	0.6075588522187274	0.8688778304617937	0.7197366842453928	0.8651153571298166	0.8390153826893886	0.7673614697275558	0.8774788872718546	0.8672545368240406	0.8068473571924114	0.849166184164541	0.5380409892076011	0.5848770793233494	0.8734561236040039
ZellerG_2014__CCIS76845094ST-20-0__bin.31	0.8639571528811483	0.7761436781842297	0.9270713767131343	0.8611610782353347	0.7316599810992451	0.7576890785273636	1.0	0.7609323223187089	0.8266433719595541	0.9379058490941021	0.7517019805232994	0.6307680763817628	0.6790506832257829	0.9109666965455423	0.9112597393642694	0.8411013340039181	0.8864732854460132	0.5915941326540959	0.9050556477158884	0.6947051522808668	0.8088194734557961	0.9102442293886458	0.8559258530689391	0.5475358039513123	0.7855332162514045	0.7543003273156467	0.6066442642698671	0.5531132504025537	0.8424727541157814	0.629535065767326	0.7062762876646211	0.9288757701246395	0.7589530158060604	0.8774173497572509	0.8220190751609201	0.805861667565737	0.93003222457017	0.7342628908420571	0.8498049085179131	0.87941592206075	0.5428952833288042	0.600433074698541	0.9135123159102984
IjazUZ_2017__S58_a_WGS__bin.10	0.8841193785058991	0.774194104566916	0.9139429918118686	0.8192986019777163	0.7168130673892323	0.779738887131805	0.8086670161677476	1.0	0.8319544563812414	0.9210373608753115	0.7648044509124295	0.5813142282321082	0.659088276322092	0.8974266411419526	0.9016292749002008	0.8053808798483172	0.8767200490953831	0.5424409435667106	0.9148541012586888	0.7265233065675851	0.7863305565418575	0.8953048498932369	0.834076247629957	0.5310534224794569	0.7459087629763053	0.7152699464810754	0.6067390848711112	0.5358546621486558	0.8363855410001946	0.6323137276876517	0.681511482619146	0.9525183205197902	0.7276084481559328	0.8551298263611818	0.8057020041713834	0.7726881608035436	0.9101665482206426	0.7602462096823295	0.8352071871502856	0.8814092185310286	0.5410373716512957	0.5871752859272653	0.9009482327116848
RaymondF_2016__P22E7__bin.1	0.8624363255305167	0.7514348906398769	0.8868725705998762	0.8066494441475045	0.7240570239716777	0.813957520340389	0.7808937318842663	0.7395194553162794	1.0	0.9068566316277483	0.70161123467646	0.5416659482634759	0.6131192874972939	0.8849022301150786	0.8777957857510954	0.7742350921759188	0.8578830861068485	0.48741932332166643	0.8550592826313097	0.755066179301942	0.730924479540835	0.8955906327886879	0.8323735466703449	0.49289595031331956	0.7013449465603814	0.6738636298326982	0.6013331647480512	0.5303736079740838	0.7723375498811282	0.5939805475573333	0.6186102825527643	0.8875924105971176	0.7026399880457709	0.8476137519612408	0.84704477663408	0.7563133272412743	0.8888826627279014	0.8015559655243097	0.8169848713866713	0.8398200352113351	0.5243754202658667	0.5657683753168158	0.8767842740583649
LouisS_2016__AS63_3__bin.7	0.8474050328901612	0.7272358606766637	0.8802355198612195	0.792622417251397	0.6828563107799799	0.7144252342948587	0.7774176779415923	0.7183708769631032	0.795719593358007	1.0	0.7143811089907619	0.5557048344943892	0.6196903076037985	0.8718231356953958	0.8679182564033171	0.7696970104476113	0.8423995424416085	0.5160303027374078	0.8567175732595614	0.6622237388252666	0.7442694887810364	0.8698118623105606	0.8067353704655472	0.49394453743443717	0.7154951678589604	0.6833223580394412	0.5683658550832561	0.518378609397345	0.7857552592109471	0.5848363602591542	0.6446450581550496	0.8892862500929782	0.6928656107131196	0.8251200733572674	0.78617970261226	0.7445913933804479	0.8684082573992883	0.7096769313330422	0.7989104832056991	0.8291026972327551	0.5051792600984961	0.554277275846607	0.8615406791178469
