	RaymondF_2016__P7C0__bin.11	LiuW_2016__SRR3993037__bin.47	XieH_2016__YSZC12003_36439__bin.51	HMP_2012__SRS020328__bin.53	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.8	KarlssonFH_2013__S436__bin.55	XieH_2016__YSZC12003_37203__bin.31	ZellerG_2014__CCMD86114146ST-21-0__bin.27	XieH_2016__YSZC12003_37233__bin.20	XieH_2016__YSZC12003_37255__bin.77	YuJ_2015__SZAXPI003420-4__bin.57	FengQ_2015__SID31884__bin.16	LiuW_2016__SRR3993044__bin.88	FengQ_2015__SID530743__bin.16	LiJ_2014__MH0309__bin.18	YuJ_2015__SZAXPI003409-8__bin.78	XieH_2016__YSZC12003_35740__bin.47	XieH_2016__YSZC12003_36666__bin.33	LiJ_2014__MH0336__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.47	ZellerG_2014__CCIS78318719ST-4-0__bin.8	Obregon-TitoAJ_2015__SM11__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.48	LiJ_2014__MH0338__bin.14	KarlssonFH_2013__S193__bin.14	HMP_2012__SRS049959__bin.10	LeChatelierE_2013__MH0450__bin.33	XieH_2016__YSZC12003_36033__bin.7	RaymondF_2016__P7C7__bin.27	XieH_2016__YSZC12003_37830__bin.66	QinJ_2012__CON-073__bin.10	XieH_2016__YSZC12003_35734__bin.27	NielsenHB_2014__V1_UC43_0__bin.23	HMP_2012__SRS011084__bin.63	HMP_2012__SRS042628__bin.30
RaymondF_2016__P7C0__bin.11	1.0	0.9845588999399955	0.9847339056855856	0.9856028524801997	0.9874112543373168	0.9851577928610271	0.9874468891765045	0.9845730800695063	0.9878602377731428	0.9849472956422534	0.9866535029364158	0.9850447698304013	0.9857648144743696	0.987177922600775	0.9846490851301435	0.9854875835034677	0.984466981149254	0.9856028350771491	0.9847459100127343	0.9853389496073337	0.9894766750128745	0.9849304032976078	0.9843183090514358	0.984506213590624	0.9853942257816691	0.9871718564517675	0.985398944086729	0.9843398592238191	0.9997571552131417	0.98488321760303	0.9858497351729549	0.9849010539148915	0.984969610329792	0.9845203432360169	0.9858512729871356
LiuW_2016__SRR3993037__bin.47	0.9845588999399955	1.0	0.9838953149757844	0.9841166449989291	0.9844166646787759	0.9834556657942048	0.9841105636470119	0.9827385712538457	0.9838554188744427	0.9839222220607358	0.9845026628923887	0.9833700493170995	0.9845404765000795	0.9845404238188965	0.9829583162505616	0.9851413489494195	0.9833735141456073	0.9859079462037186	0.9834078241864616	0.9836443715959696	0.9851031310179726	0.9836269906779225	0.9830938873831059	0.9835165122958333	0.9841809466930063	0.9855506483817196	0.9837562344762374	0.9827263168274926	0.9846698261081104	0.9834909220828888	0.984634379772838	0.9839127910512037	0.9829139458271013	0.9835297224970037	0.9838747736426154
XieH_2016__YSZC12003_36439__bin.51	0.9847339056855856	0.9838953149757844	1.0	0.9928597296423948	0.9844840492241647	0.985091089478517	0.9842976626664491	0.9845461739467328	0.9843913709265777	0.9853240627335708	0.984436424280087	0.9846587498530295	0.984510557548558	0.9840951463188564	0.9849202423886221	0.9846225275975959	0.984494360167571	0.9845398562787736	0.9849307288254936	0.9929415821632165	0.9856626938254873	0.9854258734401655	0.984215736989656	0.9923067966908653	0.9856045786494627	0.9851313093818009	0.9853726446192295	0.9839988452950017	0.9846163499713368	0.9864504671268319	0.9845528664670086	0.9846008063698425	0.991707622257926	0.9851808778483995	0.9872234878646515
HMP_2012__SRS020328__bin.53	0.9856028524801997	0.9841166449989291	0.9928597296423948	1.0	0.9852821875703967	0.985871165693689	0.9853781322312075	0.9853442246848914	0.9855155316019967	0.986610972588572	0.9852499163599866	0.9853764766727013	0.9857869126372155	0.98492969048935	0.9857000366836746	0.985405855235422	0.9852499237653484	0.9853848501333475	0.9856895782663395	0.9971842176490618	0.9864768367663677	0.9862472334609937	0.9854998326971152	0.9940547426938965	0.9862308048203444	0.9857506567648098	0.9867193011473147	0.9844347230688026	0.985649490793822	0.9877577239518263	0.9852920121528462	0.9856245206256512	0.9952660881563793	0.9856753004795942	0.9882381961293762
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.8	0.9874112543373168	0.9844166646787759	0.9844840492241647	0.9852821875703967	1.0	0.9848613282722496	0.9874041939042953	0.9841353934793051	0.9862562411707728	0.9849040737388516	0.9919299227471242	0.9846458655686635	0.9857657039522267	0.9939149492799545	0.9841318376021074	0.9850723452272323	0.9845448595326745	0.985667728011547	0.9844407381846996	0.9848278748561264	0.9875021992489186	0.9850577477275655	0.9839809882485625	0.9842230864116412	0.9851274019376027	0.9924881372840648	0.9855446468046447	0.9842317841263466	0.9872781347846808	0.9842162308630267	0.9857525532732974	0.984853693516687	0.9852633238119065	0.9848296690928191	0.9852532866103341
KarlssonFH_2013__S436__bin.55	0.9851577928610271	0.9834556657942048	0.985091089478517	0.985871165693689	0.9848613282722496	1.0	0.984127891264011	0.985615856020913	0.9848457005647641	0.9854019231887359	0.9848943009119187	0.9855731849484322	0.9849281464959943	0.9845910600662237	0.9857100783888133	0.9846002941983032	0.9856939449648037	0.9848162512960332	0.9945074054446544	0.9853427517999233	0.9855543577411062	0.9851518887900402	0.9844498999301414	0.9850895721052404	0.9944391935023118	0.9851163390992697	0.9858273988605607	0.9846366150261251	0.985061034424729	0.9855450378043699	0.9853772456165281	0.9866324174228789	0.9848050489465273	0.9854963159438269	0.9859281593974284
XieH_2016__YSZC12003_37203__bin.31	0.9874468891765045	0.9841105636470119	0.9842976626664491	0.9853781322312075	0.9874041939042953	0.984127891264011	1.0	0.9842245269941613	0.9869322063036378	0.984836298484212	0.9868905887280429	0.9845627958749213	0.9858201490134756	0.9873776031345619	0.9845549160767642	0.9852958068583658	0.9839049268256266	0.9846601393202709	0.9841991011573181	0.9851754848270048	0.9879858596098342	0.9850332986782133	0.9840229513626833	0.9842705944397407	0.9850589756177094	0.9870858519539432	0.9849297480071415	0.983748170628795	0.9874570386574698	0.9846983366804295	0.9851520462489611	0.9847047901156443	0.9846460528048964	0.9842863917331925	0.9852579935961865
ZellerG_2014__CCMD86114146ST-21-0__bin.27	0.9845730800695063	0.9827385712538457	0.9845461739467328	0.9853442246848914	0.9841353934793051	0.985615856020913	0.9842245269941613	1.0	0.9844732306777935	0.9851231843562077	0.9843231977448527	0.9855192389679873	0.9844726768091222	0.984158720393725	0.985459548117496	0.9845313511960163	0.9847761455612422	0.9852816087262232	0.9854375806077271	0.9849157521357339	0.9853452347218287	0.9853603115828611	0.9844316526720909	0.984693283597636	0.985768083337409	0.984803017422608	0.9851185654574826	0.9836866678166165	0.9845607735175572	0.9844407237721865	0.9848644244507541	0.9853764274451228	0.9849066461672599	0.9856472868532331	0.9854900502471464
XieH_2016__YSZC12003_37233__bin.20	0.9878602377731428	0.9838554188744427	0.9843913709265777	0.9855155316019967	0.9862562411707728	0.9848457005647641	0.9869322063036378	0.9844732306777935	1.0	0.9845680125299648	0.986214233148503	0.9846495109588884	0.9846126002675957	0.9858941741290638	0.9843668986755071	0.9849213408193896	0.9841516218465984	0.9845810179945073	0.9843134299109094	0.9852934978496999	0.9881900614749037	0.9850110538504558	0.9839789478168063	0.9841525451264539	0.9846267472379906	0.986185286342279	0.9848705717564235	0.9834818504218534	0.9877900131845276	0.9843064079206756	0.9850198109637384	0.9846712546966336	0.9849421420063813	0.9848416832280996	0.9852689084466573
XieH_2016__YSZC12003_37255__bin.77	0.9849472956422534	0.9839222220607358	0.9853240627335708	0.986610972588572	0.9849040737388516	0.9854019231887359	0.984836298484212	0.9851231843562077	0.9845680125299648	1.0	0.9845811327139659	0.9852728296377083	0.9847837632814455	0.9845682934019131	0.9857475706215979	0.985185257050828	0.9848765683034689	0.9849224043989628	0.98591404092025	0.9861539940748397	0.9858955036330984	0.9852148459616943	0.9843372961459657	0.9854708967505345	0.9862109238699086	0.9852561956797884	0.9862715284147258	0.9845840618601042	0.9847670749814402	0.9865394118644943	0.9849506118022143	0.9857184238791891	0.9857671228426773	0.9856182594435328	0.9873269635397777
