	HMP_2012__SRS019071__bin.37	HMP_2012__SRS024649__bin.14	HMP_2012__SRS018443__bin.23	CM_periimplantitis__SP_189SPI_T016__bin.35	HMP_2012__SRS013705__bin.45	HMP_2012__SRS018157__bin.39	HMP_2012__SRS020226__bin.26	HMP_2012__SRS017691__bin.57	HMP_2012__SRS058808__bin.43	HMP_2012__SRS013170__bin.68	HMP_2012__SRS052876__bin.4	HMP_2012__SRS024355__bin.2	HMP_2012__SRS065099__bin.33	HMP_2012__SRS018300__bin.68	HMP_2012__SRS024561__bin.8	HMP_2012__SRS019028__bin.19	HMP_2012__SRS011098__bin.16	HMP_2012__SRS015989__bin.10	CM_periimplantitis__SP_105SPI_T016__bin.10	CM_periimplantitis__SP_191SPI_T016__bin.13	CM_periimplantitis__SP_122SPI_T016__bin.1	HMP_2012__SRS016575__bin.20	HMP_2012__SRS017139__bin.43	HMP_2012__SRS051941__bin.26	HMP_2012__SRS043772__bin.7	HMP_2012__SRS013533__bin.26	HMP_2012__SRS055450__bin.7	CM_periimplantitis__SP_124SPI_T016__bin.13	HMP_2012__SRS063932__bin.46	HMP_2012__SRS015044__bin.48	HMP_2012__SRS016746__bin.46
HMP_2012__SRS019071__bin.37	1.0	0.9710136607340683	0.9689954676483742	0.9702178176162533	0.9785633974158111	0.9688023623025862	0.970484971561302	0.9741530743270658	0.9706104977984599	0.9704649097982965	0.9709446917953632	0.9698666750477657	0.9640631859821867	0.9845125120036152	0.9694604717491435	0.9716052786303243	0.9669758943546191	0.9687758826419597	0.97163342936352	0.9704859653827383	0.9721072109613518	0.9689840762481993	0.9711860359623777	0.9741919725779394	0.9700049873728187	0.971109554758949	0.9708434512135895	0.9694130875513229	0.953142271331192	0.9713064102670922	0.9714876760501145
HMP_2012__SRS024649__bin.14	0.9710136607340683	1.0	0.9953318120631447	0.97067704827755	0.9690071192565451	0.9886040156582476	0.9709200626628919	0.9720542917738499	0.971434700385007	0.9699709583305164	0.9713232528294372	0.9695440306300035	0.9676827902950973	0.9722143368285341	0.9687284617822312	0.9698785260811649	0.9680759395313505	0.9700793763606574	0.9704948439764328	0.9703548909596603	0.9711552427313368	0.9698496894614822	0.9709104706382741	0.9745520043946779	0.9705301161287803	0.9705934949267115	0.9712413203831445	0.9714623283287247	0.9572954168555757	0.9713007370841077	0.9702697455816155
HMP_2012__SRS018443__bin.23	0.9689954676483742	0.9953318120631447	1.0	0.9709730255722169	0.9671739512161296	0.9915554079931853	0.9697173912923884	0.9721453390816504	0.9702198569470925	0.9679039982253697	0.9702675134191796	0.9691647847397701	0.9638333075018548	0.9720059098634732	0.9686025616645981	0.9695058936387629	0.9660630595267934	0.9683852971532356	0.9699156671485847	0.9690041495571888	0.9707686080714003	0.9687807781776381	0.9703751575200453	0.9747354501010113	0.9695962251477401	0.9696053850571466	0.9703256717689341	0.9721757136424463	0.9530278143059415	0.9702901533959568	0.9704331486428258
CM_periimplantitis__SP_189SPI_T016__bin.35	0.9702178176162533	0.97067704827755	0.9709730255722169	1.0	0.9686172342396961	0.9683294422284769	0.9698168984042765	0.9736915290060626	0.9698382170908522	0.9691705079464612	0.970318423488137	0.9699415443391358	0.9649039801202363	0.9733012201912732	0.9707313249970897	0.9707229662207334	0.9682105098647558	0.9693796387345595	0.9712246189308595	0.9693832163373517	0.9705191328966734	0.9693537858458271	0.972034954108808	0.9744810432135268	0.9708376975018386	0.9701799368644533	0.9699225737293116	0.9709589911016654	0.9536743536200653	0.9707652169020952	0.9707104397621058
HMP_2012__SRS013705__bin.45	0.9785633974158111	0.9690071192565451	0.9671739512161296	0.9686172342396961	1.0	0.9654899213414669	0.9676768187925237	0.9709859798690395	0.9690951694118335	0.9686980624961424	0.9680550128700388	0.9675061053616775	0.9601914040000338	0.977158170511483	0.9671094769432521	0.9688330974065864	0.9653745223348382	0.9657136623348288	0.9689436641174858	0.9685510936734145	0.9699557311239217	0.9663638525261875	0.9695569144341827	0.972730070300043	0.968144959157175	0.9687251517367312	0.9678342082312094	0.9665986377503695	0.9504766235788014	0.9694218345413275	0.9690956961283144
HMP_2012__SRS018157__bin.39	0.9688023623025862	0.9886040156582476	0.9915554079931853	0.9683294422284769	0.9654899213414669	1.0	0.9676146103418846	0.9692205813818549	0.9687801905395889	0.9667827633256807	0.9681340541074833	0.966576280344764	0.9624685832023375	0.9693524084871339	0.9668277553873141	0.9678703633840238	0.9656552499925994	0.9667006882834785	0.9671612096890756	0.9667778373145646	0.9691069044654776	0.9665941744606397	0.968635023765772	0.9727445958553516	0.966938303835119	0.9674178912187016	0.9686221486972291	0.9699340317348997	0.9534875043273785	0.9682151463584554	0.9677678540721124
HMP_2012__SRS020226__bin.26	0.970484971561302	0.9709200626628919	0.9697173912923884	0.9698168984042765	0.9676768187925237	0.9676146103418846	1.0	0.9717083663336974	0.9747523214765922	0.9725546148217832	0.9710163411794546	0.9703423493004886	0.9632880120113574	0.9723047860230442	0.9685445557449363	0.9711467045894542	0.9679727339185865	0.96895798314034	0.9716779357472599	0.9702491079596806	0.9724940457699078	0.9691308306132048	0.9725550970935991	0.9899651235152132	0.971685790882112	0.9735847617217797	0.9711696228471867	0.9688807738642488	0.9523857478629689	0.974468940893483	0.9714865201833274
HMP_2012__SRS017691__bin.57	0.9741530743270658	0.9720542917738499	0.9721453390816504	0.9736915290060626	0.9709859798690395	0.9692205813818549	0.9717083663336974	1.0	0.9737848256752176	0.9705994904185011	0.9707780729309474	0.9708620466127472	0.9647874580619564	0.9713545186484333	0.9715011829224455	0.9714211323655163	0.9707593782509158	0.9709646256461179	0.9709357883505687	0.9722221672840617	0.9730313372310119	0.9700168855484976	0.9732388901600693	0.9767227523828994	0.9703796221252915	0.9719169842857686	0.9744024755764303	0.9710590636363955	0.9537809676605662	0.9713726842649804	0.9734246562436701
HMP_2012__SRS058808__bin.43	0.9706104977984599	0.971434700385007	0.9702198569470925	0.9698382170908522	0.9690951694118335	0.9687801905395889	0.9747523214765922	0.9737848256752176	1.0	0.9763013599010981	0.9723890842606395	0.9702690921566403	0.9639958911554017	0.9743700086689494	0.9707660511473384	0.9713383671280205	0.9679763510869015	0.9710606114492374	0.9711857534982032	0.9704778445487969	0.9725508714066734	0.9713476662873504	0.9719002887003471	0.978579967010144	0.9719670930455718	0.976851846947952	0.9721516750413107	0.9698808198285598	0.9525233909645291	0.9765918243136209	0.9711810204841543
HMP_2012__SRS013170__bin.68	0.9704649097982965	0.9699709583305164	0.9679039982253697	0.9691705079464612	0.9686980624961424	0.9667827633256807	0.9725546148217832	0.9705994904185011	0.9763013599010981	1.0	0.9706987727765869	0.9685302685148243	0.9640873497817555	0.973305364387983	0.9681458868768074	0.9704423104408132	0.9680329640714856	0.9678863823755147	0.9692083011576774	0.9689887849768573	0.9718303532275626	0.9688839044355181	0.9706193759296861	0.9766672396012376	0.9707435083783277	0.9940599111464367	0.9709446519273293	0.9675045256906036	0.9526849198155039	0.975481770747587	0.9701186427477348
