	VogtmannE_2016__MMRS57276462ST-27-0-0__bin.83	BritoIL_2016__W1.33.ST__bin.61	XieH_2016__YSZC12003_37102__bin.109	RaymondF_2016__P3E7__bin.10	YuJ_2015__SZAXPI015269-94__bin.24	RaymondF_2016__P18E0__bin.38	LiJ_2014__V1.FI09__bin.79	BritoIL_2016__W1.4.ST__bin.72	XieH_2016__YSZC12003_37330__bin.59	CM_madagascar__A04_01_1FE__bin.46	XieH_2016__YSZC12003_37133__bin.38	XieH_2016__YSZC12003_36440__bin.36	ZeeviD_2015__PNP_Main_257__bin.38	ZeeviD_2015__PNP_Main_589__bin.53	ZeeviD_2015__PNP_Main_208__bin.26	LiSS_2016__FAT_012-22-0-0__bin.21	BritoIL_2016__WL.7.ST__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.10	KarlssonFH_2013__S77__bin.2	XieH_2016__YSZC12003_36033__bin.76	ZeeviD_2015__PNP_Main_89__bin.37	KarlssonFH_2013__S143__bin.32	ZellerG_2014__CCIS51667829ST-4-0__bin.59	LeChatelierE_2013__MH0434__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.50	FengQ_2015__SID530743__bin.33	NielsenHB_2014__V1_CD22_0__bin.21	LiSS_2016__FAT_012-22-2-0__bin.22	CosteaPI_2017__SID713A053-11-90-0__bin.85	BritoIL_2016__W2.35.ST__bin.15	LiuW_2016__SRR3993044__bin.54
VogtmannE_2016__MMRS57276462ST-27-0-0__bin.83	1.0	0.7229129308527944	0.6785669621436975	0.4795103428586518	0.8549438799583665	0.8362770591673196	0.6020516811598391	0.6154560180006647	0.8279976901272872	0.5211174482583032	0.5139521593274065	0.6582155685221548	0.6561911912934341	0.5461543558987703	0.7586755999017457	0.7739144818954509	0.601037748681265	0.7039466636638986	0.8313160146026206	0.4537385210138129	0.4992787875858791	0.7175223974445912	0.8022761912211883	0.5233550751680213	0.8137508177477545	0.5048063388965923	0.8157507808774827	0.803316530786428	0.6698541182848149	0.6158212329917186	0.736054691567719
BritoIL_2016__W1.33.ST__bin.61	0.7991496889959137	1.0	0.7592250592237925	0.5698444180921595	0.9559675716344885	0.9414883802396051	0.7244673989615388	0.7727882853383315	0.9465484963132811	0.5641971589103374	0.6119275974335348	0.7975512937803038	0.7120079578270417	0.5945820901523543	0.8357249592552426	0.8681153201940327	0.7035533173861006	0.8292961277746781	0.9498653591624893	0.5154339874342562	0.5665947517337521	0.8085450803080685	0.9136255205662571	0.6446434757990738	0.945651808714724	0.5673388702507366	0.917253580278601	0.9031852789012382	0.7678796367644118	0.7004490598274592	0.8380145970606492
XieH_2016__YSZC12003_37102__bin.109	0.7414194831057208	0.7504118365022696	1.0	0.5058626137381906	0.8563961774604305	0.8406500320649967	0.6458859357153978	0.6447035049382274	0.8441537726183438	0.5372737893422266	0.543030790018368	0.6910975810253612	0.6567825906121965	0.5322321266224399	0.7856506690097523	0.7799796830954863	0.6219079598496158	0.7421299214870319	0.8531978437514631	0.4954646267013775	0.5186456050267462	0.736936916338123	0.8153796571821782	0.5632170391976892	0.836936698579232	0.5243106025715147	0.854328012394836	0.8096166681365392	0.6932953126309955	0.6388909757449259	0.7679964113334793
RaymondF_2016__P3E7__bin.10	0.859699585959239	0.9241934691434672	0.8300610564962414	1.0	0.9652839998034759	0.9684971704981442	0.8667601645443542	0.8705432554233979	0.9698701600332305	0.6245682050640713	0.7189900442626099	0.8900116574583168	0.7698656935741052	0.6176058885797107	0.8761441951663979	0.9077274209325074	0.7610846349339634	0.9003291780375272	0.9717960972080164	0.6131269233689608	0.6493740257536033	0.850058287291584	0.9410856175549709	0.7817732736018866	0.9550683144923199	0.6716956018776995	0.9440370537449027	0.927011804851468	0.8512240331232609	0.7979641879307342	0.9281712976403697
YuJ_2015__SZAXPI015269-94__bin.24	0.6479503270708477	0.6553980189585163	0.5940288565491392	0.40804726827965987	1.0	0.7606395733257609	0.5279134567856013	0.5465053094494644	0.767262177408605	0.4683609980050623	0.441517512063841	0.573107122074856	0.5728314634489878	0.46194155055333747	0.6771286038117169	0.7163891891973538	0.5395470060263508	0.6247330737107389	0.8086219221109561	0.3883297466244091	0.4287726431848314	0.6701544405772518	0.7255727751988801	0.45698913565160976	0.7553250260648448	0.4304088470559092	0.7452566891586484	0.7270817229645914	0.5840228260446801	0.5327805307976768	0.6506227052835452
RaymondF_2016__P18E0__bin.38	0.6994413850151165	0.7123180750806876	0.6434948753690588	0.4518047160356463	0.8394135063560425	1.0	0.572529727860115	0.5918072580359505	0.8544233930703405	0.49826123011978657	0.48371765460883404	0.6280174272873315	0.6334593915451403	0.5028793362462156	0.7290035983889552	0.7602656181957216	0.5756968102063396	0.6790466248695142	0.8274986091924565	0.4229084233972375	0.46652039746883445	0.7014924875556583	0.7792951991615567	0.5045783092364207	0.8119640702842248	0.4692449217293103	0.7987615041140818	0.785670619268779	0.6360776518584731	0.5813204649776951	0.7098523347856072
LiJ_2014__V1.FI09__bin.79	0.8370086468865874	0.9111143282852178	0.821827587329537	0.6721193149820489	0.9684000385137301	0.9516846639850212	1.0	0.852700913869861	0.9543750835560918	0.5922074809457476	0.703931240523094	0.8728056351960078	0.7392474998978278	0.6085564208830311	0.869846450745026	0.9058983500745684	0.7242541601409215	0.8839524507824313	0.9601085034298693	0.5722683132440821	0.6195598490206361	0.8403792909733099	0.9296189288057072	0.7586997044279015	0.9411716624839556	0.6413672097148807	0.9509067697578553	0.9107104882723613	0.8194384892088823	0.7680753040402705	0.898327215699748
BritoIL_2016__W1.4.ST__bin.72	0.8167155056821638	0.9276671259649893	0.7830013778949679	0.6443404484902662	0.95689449979239	0.9389726087174998	0.8139061603277328	1.0	0.9409561427403977	0.5960268491165339	0.6797584320031314	0.8602646563328952	0.7227733508236955	0.5954787325482065	0.829349956230016	0.8844128607056622	0.7294585216588692	0.8555180594161005	0.9574809646851603	0.5623100766173075	0.6003754168727338	0.821873355319706	0.913697757019727	0.778483548568814	0.9535271201995171	0.6158218574870477	0.9111971817948602	0.8986374443618707	0.790169869853721	0.7528265359826295	0.8777931464932441
XieH_2016__YSZC12003_37330__bin.59	0.7001714803345341	0.7240624407508058	0.6533194295224252	0.45744633339653246	0.856081231961912	0.8638677873980913	0.5804946386062483	0.5996127999325875	1.0	0.5031262508163223	0.48859129115844024	0.6357466978449093	0.6438323958794161	0.5083915818744865	0.7373165644947229	0.7628207883039458	0.5838998082959406	0.6925618824917315	0.8451958120036234	0.42931639596368154	0.4765518548947735	0.7145164212433377	0.7920689291958963	0.5098637005203396	0.8165897743790684	0.47658766774105205	0.8133999030946513	0.7842613073795529	0.6360205607870401	0.5877991952642778	0.7170283764140808
CM_madagascar__A04_01_1FE__bin.46	0.7921159657373957	0.7757859420322784	0.7474420436386219	0.5295223380970774	0.9393550390414954	0.9055430592476466	0.6474867274062966	0.6827240436537689	0.9043880974560546	1.0	0.5615015260642688	0.6940381250994024	0.7008898885935216	0.5841758874271996	0.815740803853407	0.840106332220026	0.6726807988548839	0.7646930073690349	0.9226902657548149	0.5148342535160066	0.5340240383523049	0.7982020463650891	0.8723513507372821	0.5548512182006832	0.8930808321783715	0.5531918599807633	0.8946455213989806	0.8712463741773264	0.7218556638568908	0.6691712297124335	0.8155211717750058
