	YuJ_2015__SZAXPI015257-56__bin.40	YuJ_2015__SZAXPI003412-1__bin.83	QinJ_2012__NOM028__bin.3	DavidLA_2015__LD-Run1-10__bin.2	LiJ_2014__O2.CD3-0-PT__bin.22	XieH_2016__YSZC12003_37276__bin.66	HeQ_2017__RSZAXPI003093-124__bin.8	YuJ_2015__SZAXPI017452-17__bin.9	HeQ_2017__SZAXPI029500-102__bin.41	QinN_2014__LD-69__bin.10	CM_madagascar__A69_02_1FE__bin.22	FerrettiP_2018__CA_C10026IS2449FE_t2M15__bin.2	CM_madagascar__A53_01_1FE__bin.2	CM_madagascar__A20_03_1FE__bin.9	ZellerG_2014__CCIS59903910ST-4-0__bin.16	HeQ_2017__SZAXPI029553-32__bin.14	ZeeviD_2015__PNP_Main_99__bin.11	BackhedF_2015__SID203_B__bin.2	ZeeviD_2015__PNP_Main_226__bin.19	HeQ_2017__SZAXPI029502-105__bin.12	BritoIL_2016__W2.39.ST__bin.55	HeQ_2017__SZAXPI029564-74__bin.65	QinJ_2012__T2D-052__bin.31	XieH_2016__YSZC12003_37277__bin.37	YuJ_2015__SZAXPI003434-7__bin.5	ChengpingW_2017__AS37raw__bin.3	YuJ_2015__SZAXPI015219-129__bin.21	FerrettiP_2018__CA_C10042IS2731FE_t2M16__bin.6	YuJ_2015__SZAXPI017451-16__bin.7	ZeeviD_2015__PNP_Main_40__bin.41	ChengpingW_2017__AS10raw__bin.39	YuJ_2015__SZAXPI015214-19__bin.22	BritoIL_2016__M1.1.ST__bin.108	QinN_2014__LD-62__bin.17	DavidLA_2015__LD-Run1-07__bin.4	QinJ_2012__DOF010__bin.10	XieH_2016__YSZC12003_36697__bin.20	ZellerG_2014__CCIS93040568ST-20-0__bin.13	FerrettiP_2018__CA_C10023IS2397FE_t3M15__bin.1	FerrettiP_2018__CA_C10026IS2444FE_t1M15__bin.4	QinJ_2012__NLM002__bin.2	CM_madagascar__A13_03_1FE__bin.27	HeQ_2017__SZAXPI029486-84__bin.3	CM_madagascar__A68_01_1FE__bin.24	VogtmannE_2016__MMRS51728985ST-27-0-0__bin.2	HeQ_2017__RSZAXPI003108-148__bin.2
YuJ_2015__SZAXPI015257-56__bin.40	1.0	0.49533167034101516	0.48420284437799255	0.6794945927321642	0.8714806988636219	0.9070621231885716	0.46611030165256684	0.7883346428762139	0.7401256652604973	0.9024794859472064	0.6233607193077476	0.8872002990334811	0.6223954717787152	0.6313059575301259	0.8961102762245498	0.8815690103670025	0.5013718415224262	0.8864232188309723	0.9255884678856858	0.9035881474926704	0.3515570846269837	0.8477411021011171	0.8868748204146293	0.5875331517772913	0.8850282378129871	0.8461218459723292	0.9077354570813213	0.9133438605324118	0.883318966503673	0.7148995466184551	0.5182214627721116	0.6940226360208205	0.6148748814418703	0.8986535864946715	0.5720118901407949	0.8875923990571292	0.7995209361578774	0.8836856385102233	0.8946120574571474	0.8758080388133253	0.7363114626958275	0.6255129466749053	0.5924900894303361	0.6232940979029514	0.896108241983182	0.9069243033359016
YuJ_2015__SZAXPI003412-1__bin.83	0.9115811541845272	1.0	0.5639836774423002	0.6247384085506242	0.8957518297362559	0.9129026823652734	0.5627267281882335	0.8460494543548659	0.8053759616644517	0.9193605750332254	0.6769135016753084	0.9077073545102297	0.677916814855025	0.6857009153360912	0.9179136327050147	0.9065280871534732	0.5434503865376336	0.8714645377459147	0.9178939782490687	0.9136944761619528	0.41660146378900476	0.8633378881755049	0.8903403028658069	0.701726784343822	0.9399369185556783	0.8791269677854108	0.9040319712483388	0.9231754113396852	0.9017698369616083	0.7698921812702394	0.549597551616345	0.7673371019972671	0.664200812384179	0.9050100144132677	0.6509321827677218	0.9182168728824663	0.851287834827696	0.8884431799037867	0.913752503603317	0.8994393800423038	0.819417666548116	0.6843073208168766	0.6589951893379256	0.6794770042865432	0.916071729404938	0.9147090204593528
QinJ_2012__NOM028__bin.3	0.9303478843759833	0.5888237673761415	1.0	0.6468097081648566	0.9367296406243587	0.9526063479469135	0.5521973136235985	0.8626275911532891	0.8593893213313452	0.9472877291657302	0.6974015669551861	0.9441549913717796	0.6964214871026182	0.7089446210911621	0.9346707889300812	0.920745446976996	0.5476535735294406	0.9295730056889581	0.9668248344222024	0.9503344778998345	0.43062148593004007	0.9073585137963583	0.9281248717492715	0.7209234834168143	0.9394871534298886	0.8998706255508674	0.9611837566665951	0.9526913598583525	0.944079750944414	0.8036019644591581	0.5839409567846345	0.7658234527343544	0.6924151786325003	0.9566449023144737	0.680721643641793	0.9437817206801734	0.8900893699933359	0.9067233673315835	0.9411238770121929	0.9136855497339225	0.8363921335644615	0.706093302038527	0.6563584024014399	0.6960599421919003	0.9372240777184757	0.9429511445339295
DavidLA_2015__LD-Run1-10__bin.2	0.892048030284316	0.4456574787772774	0.4419373683490174	1.0	0.8683753893197045	0.9366319380693748	0.3321760843367461	0.7987862238408872	0.7188999903191671	0.9336762796225143	0.6490457703105544	0.9106933145502919	0.6578706841010679	0.6495872293122269	0.9065392357483117	0.9027824049191985	0.4880121244087181	0.9121915069051044	0.9225406511528537	0.9198206709151058	0.32702321063155754	0.848113072128882	0.9133925978348316	0.4886156742700151	0.8905318115509028	0.8571970316563238	0.9207974335778022	0.9283705155210458	0.9051605516071852	0.7299341369537423	0.5843851502698949	0.6590811220419214	0.633253995012702	0.9055063910188575	0.49805482022025566	0.8906473139026776	0.7967786193796923	0.9168309626419995	0.9352111923781801	0.8909297271674217	0.7276628132500559	0.6466475943130113	0.5595795180280477	0.6479301377682676	0.9388632031539487	0.9194180817930238
LiJ_2014__O2.CD3-0-PT__bin.22	0.9029747285342191	0.5043201090974432	0.5051426608204546	0.6853668522721345	1.0	0.9341342103002868	0.4850320352543245	0.8087669997096566	0.7642717466393151	0.9681212465478911	0.6485401419468182	0.9178354612006937	0.6510178089561708	0.6470963291850942	0.919407847069666	0.9139282087816486	0.49950283308734067	0.8922478320413668	0.9508645224115045	0.9152750647739721	0.3632005851130258	0.8516076644326211	0.9000939532173049	0.6140219512233679	0.8966256409553826	0.8649302622627918	0.9146148102519137	0.9577726922312861	0.9434599760875098	0.7340855211400008	0.5186992195507002	0.6942468276957012	0.6387148380215971	0.920640884245737	0.6001687258563153	0.9146195527025909	0.8270428238026761	0.900256777357222	0.929657336861014	0.9113609621483933	0.760515198764012	0.6448283838834664	0.5965112425062693	0.6496951921561973	0.9293828016607009	0.9112539935386744
XieH_2016__YSZC12003_37276__bin.66	0.8888350680584335	0.4860818335760254	0.485824689608294	0.6991186340671903	0.8834370381001646	1.0	0.4714759565406761	0.7862520668693918	0.7534711943938628	0.9577272260644315	0.6324421002482735	0.9178086151202647	0.6347857980781977	0.6334068884682891	0.9179551273809489	0.904824339772896	0.5004425268281889	0.8839802298149461	0.9134556062866717	0.9002500675252085	0.34979652736041716	0.8323271828084308	0.8823795584499202	0.6297754774356168	0.8921196337392819	0.8455556452569396	0.9491328367863383	0.9508107510098881	0.9291613219591979	0.7158903011873473	0.5133072003301011	0.6762487678518213	0.6258724705455538	0.9198782253876844	0.5709532964760313	0.8980862708044919	0.8012097726667923	0.8929618300677046	0.9208360368333817	0.9024851270121764	0.7296724205121151	0.6278125121470625	0.5852018629980794	0.6341613767767104	0.9144911589319157	0.9241101373527527
HeQ_2017__RSZAXPI003093-124__bin.8	0.8318537726301993	0.5457033139678941	0.5129021747318684	0.4515693085167695	0.8354315836669568	0.8586846325664305	1.0	0.7387626146882667	0.7495205533535853	0.8599280625817419	0.5790562819990361	0.8356684706990709	0.5797624050296291	0.5769215758705598	0.8114715041237404	0.8189901714572001	0.5175110343068694	0.8011837090700505	0.8482316519194657	0.8496892786381446	0.34679807694925807	0.7755463604258884	0.8195510763838151	0.8095673317353291	0.8074743758117465	0.7702495300832917	0.8330400230170695	0.8476344424668563	0.8448952659805716	0.6615229204086801	0.4547359707966393	0.679696966121524	0.5598648019451965	0.8194049506666873	0.7138813077979399	0.8340429355476674	0.7343779355612816	0.8180335471972452	0.8353616974544174	0.8420290236533063	0.7026995137916356	0.5753042092375051	0.6251276330991994	0.574137926339932	0.8359035425048852	0.8267838455750682
YuJ_2015__SZAXPI017452-17__bin.9	0.9425832520043416	0.5496745320162597	0.5368023568685754	0.7275074412227016	0.9332859040895561	0.9593713800997838	0.4949436169662918	1.0	0.8109141986738054	0.9580068772403477	0.7025858058866988	0.9472903004156139	0.7030175336185168	0.7110300354807227	0.9430247088118062	0.9396158839321276	0.5396572325036256	0.9303842072779567	0.9611110604388421	0.9470403847849418	0.39592412537130106	0.9298089756803513	0.941584197548881	0.6255941576900742	0.9274314328192125	0.9211768533129022	0.958861211695565	0.9588618197627929	0.9428909340216655	0.7904527364545424	0.5695297512092937	0.783872840981299	0.6915724922547437	0.9462541538592507	0.6003520709249615	0.9431767256187844	0.8723502710459669	0.9292939427383091	0.9511138271447291	0.9311357783716567	0.8301607425716987	0.7078267373240785	0.6664599238091763	0.7039728072335677	0.954374891688025	0.9591913922003217
HeQ_2017__SZAXPI029500-102__bin.41	0.9059148536459504	0.5356502815781824	0.5474618124957593	0.6702674977170598	0.9028422994109485	0.9411620803482892	0.5140521425401234	0.8301330672444928	1.0	0.9195894629317123	0.6809118813107656	0.9213162184924689	0.6807936103819466	0.6830139914508793	0.9054984154807931	0.8940248904282092	0.5160347367942727	0.9003063217056411	0.9255260410798509	0.9098482957470396	0.38548666308533996	0.8601776180359432	0.9008130192638444	0.6565991132170252	0.8977734563931973	0.8754874785322703	0.9382762696851068	0.9239069743121767	0.9114337486717864	0.7679275385143055	0.5417412344123584	0.7253070531179641	0.6684735144704481	0.923723343133221	0.6214676675292145	0.9017498495158051	0.848155689360783	0.8882202777374896	0.9097231775539206	0.9088037767019965	0.7813357269709383	0.6811129418897578	0.6248682679720458	0.6798654948300042	0.9156827874092504	0.9281429409996135
QinN_2014__LD-69__bin.10	0.8481019494267376	0.46945866249922336	0.4633131174100678	0.6683513269387931	0.8780568817774719	0.9184772582811208	0.4528084839969222	0.7529571164351155	0.7060294110618855	1.0	0.6146978842578653	0.9000167271232693	0.6122748409728495	0.604003039557257	0.8881117945335761	0.873217486056748	0.48003689525475407	0.8502831663010595	0.888681472560349	0.9050922142409948	0.33622903733015996	0.7990360397818783	0.8337472101547976	0.5748710816713741	0.8539172533107756	0.8177498673778084	0.8682877638703695	0.9225185312629934	0.9231207077006897	0.6882135910266153	0.4890561601215823	0.6454093604981815	0.5969876840580957	0.864927523764463	0.5535420878317348	0.8923552267481039	0.7588393288122308	0.8694672650197619	0.9051376164327259	0.885030180509556	0.6996410837264208	0.6018825182445123	0.5580651019637642	0.610700101796493	0.9111111111111111	0.8589482940723854
CM_madagascar__A69_02_1FE__bin.22	0.7674183894516723	0.45282115175116766	0.4468457695245489	0.6086475250748175	0.7705694894879854	0.7945649315686004	0.3994434079212632	0.7234075456104982	0.6848599441529658	0.8052741638597063	1.0	0.7915171360238414	0.9080345850915966	0.8737162069095052	0.776319480096668	0.7715449343233869	0.4588353514230976	0.7593318390703848	0.7944065313482175	0.7942155745607994	0.32742327293672757	0.7520059853996318	0.7845606741713728	0.5080333329159414	0.7694218704999938	0.7678985988154419	0.7839333341681171	0.7945010706101852	0.7758674446851405	0.7684877474612138	0.46652621429734165	0.615687256608357	0.8760771841073866	0.78571204968633	0.4808874168868409	0.7883666620753559	0.7921156759870275	0.7614905898999512	0.778516422283718	0.7817545485280675	0.687659808917995	0.8731696322360101	0.5326943063572958	0.9048315197655927	0.7952586368815817	0.7878313569827575
