	ZeeviD_2015__PNP_Main_586__bin.39	YuJ_2015__SZAXPI015261-75__bin.23	NielsenHB_2014__MH0093__bin.7	CosteaPI_2017__halbarad-11-0-0__bin.28	LeChatelierE_2013__MH0093__bin.3	XieH_2016__YSZC12003_37348__bin.16	ZeeviD_2015__PNP_Main_506__bin.26	LeChatelierE_2013__MH0129__bin.41	LeChatelierE_2013__MH0288__bin.80	CosteaPI_2017__halbarad-11-773-0__bin.26	ZellerG_2014__MMPU68403337ST__bin.53	ZeeviD_2015__PNP_Main_304__bin.37	XieH_2016__YSZC12003_37204__bin.17	LeChatelierE_2013__MH0440__bin.73	NielsenHB_2014__V1_UC50_1__bin.69	QinJ_2012__T2D-099__bin.75	ZeeviD_2015__PNP_Main_226__bin.34	NielsenHB_2014__MH0004__bin.10	ZeeviD_2015__PNP_Main_261__bin.11	LeChatelierE_2013__MH0438__bin.46	CosteaPI_2017__halbarad-11-392-0__bin.44	CosteaPI_2017__halbarad-11-7-0__bin.2	ZeeviD_2015__PNP_Main_22__bin.34	LeChatelierE_2013__MH0125__bin.9	SchirmerM_2016__G88802__bin.17	ZellerG_2014__CCIS38765456ST-20-0__bin.4	XieH_2016__YSZC12003_35551__bin.42	NielsenHB_2014__V1_CD19_0__bin.21	NielsenHB_2014__O2_UC55_2__bin.28	ZeeviD_2015__PNP_Validation_7__bin.62	VogtmannE_2016__MMRS79893829ST-27-0-0__bin.10	LiJ_2014__V1.FI02__bin.5	LeChatelierE_2013__MH0004__bin.14	NielsenHB_2014__MH0129__bin.37	ChengpingW_2017__AS78raw__bin.58	NielsenHB_2014__MH0125__bin.30
ZeeviD_2015__PNP_Main_586__bin.39	1.0	0.8001109039798384	0.4960882163499579	0.7495559242514918	0.6032604271370049	0.6290057505893477	0.6737014850438012	0.5660432178094897	0.84199827444852	0.6921358655500425	0.671062065695621	0.708841629048668	0.5681890871982541	0.5750119300119589	0.8939606720045452	0.7119034099908272	0.5593382275050726	0.8410619260438037	0.7428247066545454	0.7965307082424887	0.8176794432184226	0.8518522429274018	0.7727633313838848	0.8614316763701972	0.5761887520338925	0.7581901533206648	0.8535985718728296	0.6213514685410438	0.5619282577958924	0.8383990043166036	0.7913564381020569	0.6873441051435126	0.8806763780313386	0.48294221173736057	0.8036693004091117	0.7291980954217026
YuJ_2015__SZAXPI015261-75__bin.23	0.725797047713948	1.0	0.49030689252968124	0.6998546257888598	0.5295937710008574	0.5317334445654609	0.5819056226295584	0.47464818977436873	0.7583899149537692	0.6752330853783823	0.6469272897210699	0.6686367112367623	0.5168162893271229	0.5419671092778409	0.7831776855993017	0.7412107308105269	0.5749097397631683	0.7568196880865756	0.6185204582145699	0.7042761028588201	0.7820669092145004	0.8038782935137766	0.6855745834588557	0.7874678469631312	0.548997288716891	0.6844588634239411	0.7727580160514139	0.5764286762604377	0.5217259518457581	0.7398308344726902	0.7787191311534926	0.7112818730254367	0.7807763075568327	0.4473885940722545	0.7708133076881484	0.6845076819688086
NielsenHB_2014__MH0093__bin.7	0.6429612952355727	0.7005335010870885	1.0	0.6099014446688519	0.5856221788122593	0.4638770983014932	0.5076612698517807	0.4245503206083281	0.7680791091392687	0.6548978578286925	0.6287808054387534	0.6530402057190787	0.588467370790981	0.5899771545872926	0.7368151066671081	0.6902343034356411	0.6430959396969396	0.7513796642717611	0.5518083192618835	0.7253928417706851	0.7047008575307089	0.7135948967541855	0.690888101623459	0.7638406780783366	0.6606831550949684	0.6624741471597744	0.7718610734033043	0.448125462150559	0.5414640929708969	0.7062049023827655	0.6402383869152071	0.6757765784855809	0.7616099945921487	0.5830321491242592	0.6486984736615568	0.7402430222163361
CosteaPI_2017__halbarad-11-0-0__bin.28	0.7835190478428491	0.8064702422406512	0.4919027619336526	1.0	0.5847614408825427	0.5835451817481375	0.6135624999109881	0.533171901280775	0.8178413394231742	0.8079684911977874	0.7714974514101628	0.6910983076338063	0.5639668277426715	0.5712665188356384	0.8320408799791499	0.7435299001784511	0.5548516491419961	0.8112747506597565	0.6623559964850966	0.7679092021254627	0.9545903812986628	0.9908627464384543	0.7394182606924702	0.8248480032129749	0.57839601910125	0.7448394438249214	0.813811590921067	0.6098848826395387	0.5537009027946901	0.8023002109226907	0.7956752303272934	0.7221399751905924	0.8383906356591797	0.4653405311947681	0.8197401421057804	0.7124700741861104
LeChatelierE_2013__MH0093__bin.3	0.843954946399138	0.8167559101043712	0.6321294483330768	0.782614040914586	1.0	0.6589034326757258	0.6907075161288632	0.6398385183794465	0.8723133452494012	0.685973809747318	0.661272191929064	0.7578557177350068	0.5771862418497956	0.5812108929569558	0.8680423355556435	0.7520245958313458	0.5922384179299494	0.8453559023848178	0.7506512777528666	0.7850876336090294	0.8163551604499641	0.8415142332839505	0.7750555498108948	0.8774778217707607	0.5917871576175552	0.8165967538801477	0.861414002983941	0.6682255081681928	0.6116640545667591	0.8339500239925626	0.8040925069344939	0.6873938263586533	0.8726769266837799	0.494229633840616	0.8212785200567816	0.7454362905735199
XieH_2016__YSZC12003_37348__bin.16	0.7978233416816113	0.7435002024064988	0.4539720709273847	0.7080779850422245	0.5973920883900755	1.0	0.7350561575426771	0.5877772396592312	0.8119187833662901	0.636311164241317	0.5803247058193273	0.7032595438876478	0.5175151826475635	0.48533060520191185	0.8253679067538966	0.6609075501296309	0.5063009553500336	0.7895767349606787	0.7101824077862345	0.7542478362810084	0.7630578113571431	0.7993751968441003	0.715737461705857	0.8084638318812053	0.5137625618398297	0.7044899680253895	0.8049950554058088	0.6671495332553662	0.5039109601498974	0.7965933495748168	0.7645306048562871	0.6333910670689162	0.8444731793027798	0.43126884464987997	0.7870463297026893	0.6831688087481083
ZeeviD_2015__PNP_Main_506__bin.26	0.7838456389589792	0.7463638341541399	0.45573371071809443	0.6829302219962423	0.574437519294932	0.6742662773928589	1.0	0.5495244183184845	0.7784064001115986	0.6103226251332069	0.5712627475349052	0.6701728786274967	0.4958275390743426	0.5268845030636091	0.8267789679594155	0.6769191200044703	0.5048687627584332	0.7510568371727688	0.701504479594631	0.7243259009618636	0.7437981778847087	0.7806371815667464	0.6784551848330639	0.7869375836939347	0.5547892844815048	0.6985334068340618	0.7910155266986376	0.6881915214452642	0.525291370811043	0.8008243864954697	0.7793884353657923	0.6287217174441244	0.8010213483684859	0.4323967010273325	0.7681647790163082	0.6339941133366966
LeChatelierE_2013__MH0129__bin.41	0.8634058955525918	0.7981274344209787	0.4996531997325352	0.7780135384589807	0.6976239375832256	0.7068480453713465	0.7204259902251682	1.0	0.8683000656192865	0.6796339659559036	0.6556764319733741	0.7366375389078728	0.5589963106686153	0.5586466528708568	0.8911831682113782	0.7432218082555608	0.5576293720862933	0.8428929844513984	0.7760257364764781	0.7958684268360542	0.8247112985189161	0.8557040720845788	0.7823060685111072	0.8726242882801253	0.5791876197240249	0.7618539448725256	0.8488439211758062	0.6931293022066888	0.5615597751175614	0.8575827683649575	0.8519685006642459	0.6975714629360137	0.8803084470154136	0.5522816340293412	0.8425433266536398	0.7284343487610528
LeChatelierE_2013__MH0288__bin.80	0.7678447015454117	0.7624120139119047	0.540433453303891	0.7134864529146882	0.5686175782389332	0.5837443052294511	0.6101063520822663	0.5191186186498669	1.0	0.6808313099238026	0.6537253358621682	0.6808859784786052	0.5734041829520461	0.5839983897625677	0.8412331983496308	0.7153430094604555	0.5619508101041156	0.8370498114400784	0.6508772905270266	0.7855740866080367	0.7756436678748624	0.8060313083085953	0.7326238638802685	0.8319243238105474	0.585635961472336	0.7130217701988661	0.8335184091699046	0.5779820531831853	0.5416165926518629	0.791099959278139	0.7674085955741456	0.6961121028414913	0.8668634320483841	0.49900369665040173	0.7679117947717603	0.7202193824254884
CosteaPI_2017__halbarad-11-773-0__bin.26	0.7206187179302589	0.7750021189213112	0.5260921665163621	0.8047539019182355	0.5105135733311678	0.5223139259054886	0.5461483330029353	0.46389943227094105	0.777305093815906	1.0	0.9103017166631617	0.7025580611036619	0.5915737503417758	0.6493694125640863	0.7891107658579539	0.7531954929213843	0.5899410283807789	0.7862382532853919	0.6179012146472608	0.7610009252327533	0.9446569670310029	0.983915702749562	0.7368384842921437	0.7853552216427154	0.623414310999489	0.6667357015367233	0.7861286722502164	0.5325464540250816	0.5793655719083874	0.7656597150680307	0.7302015617247984	0.750533985901992	0.7867198424302733	0.47225312438936945	0.7727278691524421	0.7371051669408557
ZellerG_2014__MMPU68403337ST__bin.53	0.7166968298632016	0.7616636988506458	0.5181388428609626	0.7882459934483719	0.5048224130435969	0.4886430563108986	0.5243794414927962	0.4590890654016919	0.7656070441825652	0.9337787179398567	1.0	0.6677866155438379	0.5882998324805788	0.6648643929376286	0.7785793407264995	0.7247606800451811	0.583264427860244	0.7712303128302416	0.6088437885944921	0.7313108531122052	0.9397268396669983	0.9785822509444567	0.7285265020817153	0.7782603080829484	0.6136507411051917	0.6544250773481366	0.7831243736210569	0.5217140456213043	0.5861539105144355	0.7504611786018949	0.7116064948789258	0.7260760985618067	0.7733904221089258	0.4578227568130931	0.756943325324171	0.7043404081944462
