	CosteaPI_2017__SID713B044-11-0-0__bin.24	LiSS_2016__FAT_012-22-42-0__bin.61	CosteaPI_2017__SID713B044-11-90-0__bin.37	ZellerG_2014__CCIS87116798ST-4-0__bin.33	HeQ_2017__SZAXPI029579-97__bin.42	XieH_2016__YSZC12003_35980__bin.62	LiJ_2014__MH0369__bin.54	VogtmannE_2016__MMRS51410669ST-27-0-0__bin.61	XieH_2016__YSZC12003_37282__bin.25	HeQ_2017__SZAXPI029580-98__bin.5	QinJ_2012__T2D-085__bin.36	VogtmannE_2016__MMRS65862658ST-27-0-0__bin.2	ChengpingW_2017__AS22raw__bin.17	CosteaPI_2017__SID713B055-11-0-0__bin.60	VogtmannE_2016__MMRS55294627ST-27-0-0__bin.13	ZellerG_2014__CCIS90166425ST-4-0__bin.54	XieH_2016__YSZC12003_37277__bin.50	LiJ_2014__MH0262__bin.36	LiJ_2014__V1.FI32__bin.96	YuJ_2015__SZAXPI003409-8__bin.49	LeChatelierE_2013__MH0204__bin.21	RaymondF_2016__P19E90__bin.11	CosteaPI_2017__SID713B051-11-0-0__bin.31	LeChatelierE_2013__MH0211__bin.19	HeQ_2017__SZAXPI029577-94__bin.39	RaymondF_2016__P19E7__bin.14	FengQ_2015__SID531382__bin.15	CosteaPI_2017__SID713B051-11-90-0__bin.3	LeChatelierE_2013__MH0430__bin.3	RaymondF_2016__P19E0__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.26
CosteaPI_2017__SID713B044-11-0-0__bin.24	1.0	0.45595618200367516	0.9575317037563352	0.6239103497303402	0.8337130648950593	0.8067694949103269	0.5466789645151783	0.5920730429442215	0.8045209909555525	0.8082574150385653	0.6603503840836253	0.43283869234869854	0.679983234281859	0.4948400962160955	0.5299591952007011	0.7902219403031352	0.8335206775322567	0.8516334807805025	0.4595020865623591	0.8293441907048139	0.5994143952816906	0.7619118596909624	0.8611448878568458	0.5281544896673044	0.8298981915961464	0.7155509880678743	0.7513454974446102	0.7131732296907121	0.5165014189968885	0.7205134613250969	0.46422435579184956
LiSS_2016__FAT_012-22-42-0__bin.61	0.9408246577158652	1.0	0.9387688716841104	0.7345014391273046	0.9282779650878662	0.9315662977505831	0.6656908042308955	0.7458094185370697	0.9377698845460698	0.9208487690720982	0.6921423803335198	0.5668057232096471	0.775549327302411	0.6232908917964348	0.6603027486021118	0.9188523364428349	0.9566458081852196	0.9294534707865636	0.5292673940156354	0.9403513721427503	0.7088815814829718	0.9233947987919655	0.9608182752980389	0.6295854357541814	0.927770763284756	0.8876555714345178	0.8530525377819094	0.8536522383940973	0.6057446385377788	0.7806460116825996	0.5706228407309256
CosteaPI_2017__SID713B044-11-90-0__bin.37	1.0113552204461045	0.48053348505718646	1.0	0.6476894795632467	0.8722153984191311	0.8430380176363197	0.5730683321568685	0.6201479702134091	0.8409262993755201	0.8466001612197461	0.6859513523558955	0.4579449651183758	0.7154838427117114	0.518186936781421	0.5573401346023108	0.8251282636049382	0.8749477693003039	0.8954186524854316	0.48026636374504866	0.8656521843776251	0.6315343613886993	0.7988272703634626	0.8930918956498682	0.5530227913269616	0.8659220676531084	0.7491659857111799	0.7851831714362486	0.7448076075518391	0.5440984931911685	0.7535764466078947	0.48428778237622755
ZellerG_2014__CCIS87116798ST-4-0__bin.33	0.9421479398023573	0.5375315762336873	0.9260047137294987	1.0	0.9076941649263776	0.8818673724850425	0.6427336020768389	0.691360155785488	0.8703978238771045	0.8856491870565365	0.7293791257825659	0.5120077125550151	0.7779204984052521	0.5729465999207985	0.6091485614550509	0.8500812887052136	0.8928625019320875	0.9146141409628509	0.5503775609326821	0.89976047755563	0.7023011303699341	0.82353355965553	0.9070578452908398	0.6227087134045696	0.9008057792264204	0.7787824633016189	0.8036784690420343	0.8102622336398724	0.6017767307837675	0.7520344740829494	0.5530830476100218
HeQ_2017__SZAXPI029579-97__bin.42	0.9129133096844709	0.49261245754003835	0.9042450144314783	0.6581964906309926	1.0	0.8611657427466277	0.5920669411156416	0.6469855063452691	0.8573394375323153	0.9327079147331976	0.6681091327368759	0.4645303879155186	0.7226108704046704	0.5273494512111315	0.561782516640378	0.8597381390265133	0.8862195744513748	0.8935576211949656	0.4961904660614827	0.8835832117074959	0.6474129693502889	0.820968676165481	0.9053007866955515	0.5594717620802272	0.9589467802422917	0.7709129628054009	0.7920975384675799	0.7563878108003743	0.5561019628119457	0.7730956829917992	0.49562924190560964
XieH_2016__YSZC12003_35980__bin.62	0.9333726914559451	0.5223165741491471	0.9234262657554945	0.6756347577746699	0.9098701873458162	1.0	0.5964458405148941	0.6808888942672561	0.9003896627014655	0.8834625005834568	0.66834716630161	0.48547840864103836	0.736760717020861	0.5475837109235213	0.5719289859607329	0.8554863955162858	0.9348672052333049	0.9135092289899369	0.4906283872908415	0.9155435483508486	0.6571058987049853	0.858388552836983	0.9535978971352703	0.5656021533445472	0.9008719869858881	0.8041020038067315	0.8075612543197412	0.7947978127717396	0.5660278607102787	0.8105757810973828	0.519056131136885
LiJ_2014__MH0369__bin.54	0.9666967231795166	0.5704858255467148	0.9594309740622203	0.7526481108986237	0.9561273999795219	0.9116397974653442	1.0	0.7203832700825398	0.9092821778090454	0.9322215726492339	0.8283931656113858	0.5492804602940253	0.8791820665008604	0.5948124440569026	0.6427119562165786	0.8857020177498571	0.9469010414086265	0.9643853443122178	0.6493944108097753	0.9471441358422265	0.798127248045501	0.8595693661378702	0.9543134398853228	0.7031863206534484	0.9550169604608225	0.795922222992902	0.8574693737345712	0.8548501633290726	0.7233506075709383	0.7995230592906002	0.6484557227930757
VogtmannE_2016__MMRS51410669ST-27-0-0__bin.61	0.93304059209163	0.5695967871069834	0.9252732748714277	0.7214939340278432	0.9311226051654955	0.9274614754252773	0.6419940235103517	1.0	0.9197424316636211	0.9067144848633273	0.6916756541642334	0.5357011660983743	0.7683445029482132	0.5885988687527081	0.6292663140741858	0.8904898931861425	0.9531282378539269	0.930715812972138	0.5306972100295764	0.9282097140327412	0.6907207816061639	0.9106040304805681	0.9645025243486616	0.6128757087956597	0.9177173012075429	0.8645293691012188	0.8398787041048923	0.8443681357496751	0.5959240717367142	0.8045637256748865	0.5597125021193226
XieH_2016__YSZC12003_37282__bin.25	0.9325604486443629	0.5268055133961531	0.9228837291072797	0.6681292671509862	0.9075686435661529	0.9021203737663774	0.5960468649931561	0.6765199144177362	1.0	0.88287778805962	0.6523781294966521	0.49212529721476583	0.7359918799908373	0.5571572519969844	0.5913061514525472	0.8827647695873787	0.9462854811967141	0.9222506524543412	0.490342116874957	0.9145571689435631	0.6444607741462234	0.888824031970804	0.957896938411861	0.5600108601658383	0.9031440353310467	0.8404105558387032	0.8167117513662894	0.8003981194765469	0.5576898677857083	0.807222962928642	0.5183780593472556
HeQ_2017__SZAXPI029580-98__bin.5	0.9215201982385797	0.5088126384761048	0.913866904498445	0.668682529501107	0.9711535267164648	0.8706380825579523	0.6010580617902633	0.655994902631227	0.8683926507254636	1.0	0.6699057617133428	0.4699268871721614	0.73184424403653	0.5372293620026254	0.5712724426056209	0.8689689157613811	0.8954570893376913	0.9029817562922775	0.5010439213621832	0.8942125613000335	0.6603205106909302	0.8261293815096015	0.9113339790227601	0.5680904203710755	0.9565279797331888	0.7821888530835077	0.802672029807341	0.7694518198986489	0.5572823630529354	0.7728574483001246	0.4996481929640296
