	HMP_2012__SRS022536__bin.14	HMP_2012__SRS023538__bin.30	HMP_2012__SRS019077__bin.45	HMP_2012__SRS017511__bin.59	HMP_2012__SRS019129__bin.12	HMP_2012__SRS042984__bin.59	HMP_2012__SRS012285__bin.8	HMP_2012__SRS054430__bin.36	HMP_2012__SRS018975__bin.20	HMP_2012__SRS055378__bin.72	HMP_2012__SRS024381__bin.2	HMP_2012__SRS049268__bin.25	HMP_2012__SRS015803__bin.25	HMP_2012__SRS075410__bin.23	CM_periimplantitis__SP_101SPI_T016__bin.18	HMP_2012__SRS021477__bin.32	HMP_2012__SRS064449__bin.24	HMP_2012__SRS014894__bin.34	HMP_2012__SRS011098__bin.12	HMP_2012__SRS017304__bin.16	HMP_2012__SRS014578__bin.38	HMP_2012__SRS013252__bin.52	HMP_2012__SRS015063__bin.7	HMP_2012__SRS018394__bin.26	HMP_2012__SRS019980__bin.39	HMP_2012__SRS015158__bin.12	HMP_2012__SRS053917__bin.6	HMP_2012__SRS018665__bin.47	HMP_2012__SRS015989__bin.7	HMP_2012__SRS018157__bin.65	HMP_2012__SRS013949__bin.40	HMP_2012__SRS014476__bin.56	HMP_2012__SRS019225__bin.21	HMP_2012__SRS058808__bin.45	HMP_2012__SRS047113__bin.61	HMP_2012__SRS023964__bin.14	HMP_2012__SRS024649__bin.4	HMP_2012__SRS019906__bin.8	HMP_2012__SRS015899__bin.3	HMP_2012__SRS017445__bin.50	HMP_2012__SRS016043__bin.28	HMP_2012__SRS051244__bin.4
HMP_2012__SRS022536__bin.14	1.0	0.9777195122281028	0.9792110004157492	0.9800829337734304	0.9752298883984801	0.9822923068287635	0.9731608522147386	0.9786477246080463	0.9766219691498048	0.9791217857940421	0.9526575588524845	0.9758813631632798	0.9779931390333146	0.9775273657713303	0.9577028302073012	0.9867774267040356	0.9760017703414883	0.9794880953140248	0.9765900166244438	0.9793534723820049	0.9769075142442505	0.9758121251560934	0.9773180145044581	0.9810022326143358	0.9807173475609283	0.9760631089329225	0.9757485126628789	0.9778994927606965	0.9787642108918508	0.9800251142439188	0.9797520390090306	0.9749705419229387	0.9823573953931639	0.9780286713766376	0.9765304081545712	0.9767852072561564	0.976088157599406	0.9768605403466938	0.9792329385879388	0.979494842736763	0.975670028437035	0.9525412368634352
HMP_2012__SRS023538__bin.30	0.9777195122281028	1.0	0.9738155707630735	0.9752953666395565	0.9702731263803024	0.9786051889935468	0.9678280118560763	0.9739932384643283	0.9727349865489501	0.9736529717346786	0.9485888388142899	0.9720363495670035	0.9751428018201181	0.9735773116011842	0.9536430192781099	0.974514992836721	0.9717738012170611	0.9744141643772363	0.9715250842552872	0.9697758716176668	0.9708400431531926	0.9713656762419789	0.974002389035245	0.9756289209180269	0.9758443834820804	0.9711110618141314	0.9714785009019329	0.9732898507941452	0.9734557495484648	0.9748631312305932	0.9758967737663671	0.970979166595743	0.970880641699147	0.9741109048191801	0.9728487501581418	0.9724921559569732	0.9713242860770358	0.9730299391134157	0.9754441637504401	0.977203147143323	0.9712353868506202	0.9477453117358668
HMP_2012__SRS019077__bin.45	0.9792110004157492	0.9738155707630735	1.0	0.9771597750119708	0.97228656477295	0.9792246134607968	0.9705569276857181	0.9765374015500309	0.9737847204950882	0.9765439697067295	0.952009547593096	0.973468731004398	0.9767539260966641	0.9752732093816092	0.955212099907348	0.9764101324990262	0.973432311616911	0.979576158814111	0.9745362870942396	0.970492116518714	0.9734559423776331	0.9725322332826251	0.974174003870455	0.9778845152272043	0.9786057186573587	0.9808169371118213	0.9806333592783525	0.9754345141706423	0.97520828228813	0.9775598792754501	0.9754232464753088	0.9717367651840388	0.9757854801078774	0.9760320090441067	0.9761698661550513	0.9745488304369971	0.9726088070047613	0.9736449842377656	0.976291120366162	0.9776767431663282	0.9730316671386304	0.9519401449503436
HMP_2012__SRS017511__bin.59	0.9800829337734304	0.9752953666395565	0.9771597750119708	1.0	0.9736836640325179	0.9797279829373319	0.9700446534503958	0.9768296514021189	0.9739705111733552	0.9774097545646956	0.949987111399088	0.9752495452418398	0.9771589267385478	0.9751702599792781	0.9551155066993519	0.9768835638510421	0.9762947558502686	0.9779490739955289	0.974153475432153	0.9708493108493108	0.9821027769118951	0.9741577575704898	0.975493451980177	0.9791881914936296	0.9813711756506645	0.9744489493245431	0.9731465153029184	0.9759000988343818	0.9754847130893604	0.9775412807601537	0.9769784272956846	0.9736620838401198	0.9750430675042283	0.9760703326097288	0.9830815976777434	0.9750088128992437	0.9810604233449248	0.9782213203549363	0.9769390765956417	0.9769575064668827	0.9715541718102195	0.9503773405661639
HMP_2012__SRS019129__bin.12	0.9752298883984801	0.9702731263803024	0.97228656477295	0.9736836640325179	1.0	0.9758292677977697	0.9652579771610333	0.9726816162105757	0.9704542350998722	0.973479840800721	0.9476382279955301	0.9704403619260059	0.9731018723645759	0.9722181283559345	0.9538438383609098	0.974721321843624	0.9705795660965829	0.9741705740255127	0.9701355216460265	0.969771673507231	0.9700246819397085	0.9705659567760692	0.9711016001652151	0.9760051954806749	0.9741232395829791	0.9710974759917412	0.9701249812521924	0.9734203539177961	0.9728996257406467	0.9736884944950631	0.9788282788459798	0.9683210824587343	0.9690465518686051	0.9711580882972024	0.9704535542188624	0.9704288538138868	0.9694227018136781	0.9710791968585224	0.9739291592930331	0.9734710609424884	0.9694673313823342	0.9488473433707758
HMP_2012__SRS042984__bin.59	0.9822923068287635	0.9786051889935468	0.9792246134607968	0.9797279829373319	0.9758292677977697	1.0	0.9726681680142263	0.9815689581251824	0.9772861076956343	0.9794398834618019	0.9524256547850565	0.9762693312895514	0.9812510908438137	0.9781687555017338	0.9576612813107226	0.9794910413695306	0.9764927666205439	0.9806133818728586	0.9783729897834057	0.9752615988556275	0.9762578205671273	0.9772388524712744	0.978934977182567	0.9816101603777185	0.9821449346672823	0.9767751950988792	0.9764614810481512	0.978755152509015	0.9805826165470702	0.9793456905521949	0.9795265581804539	0.9764176264218242	0.9773823064072524	0.9784785123440003	0.9780795747155079	0.979022334475726	0.9769940471622437	0.9785552910812865	0.9836904838811633	0.9830442130626696	0.9786065898230379	0.9528853281394583
HMP_2012__SRS012285__bin.8	0.9731608522147386	0.9678280118560763	0.9705569276857181	0.9700446534503958	0.9652579771610333	0.9726681680142263	1.0	0.9698129194062225	0.9673895062525109	0.9686777876833622	0.9448917376050989	0.9679979332186289	0.9694876277112114	0.9687146671980267	0.9505521264035449	0.9701557776234958	0.9681138571405403	0.9701670963002135	0.9677619389837498	0.9635402555819748	0.9671572922884151	0.9676376470710631	0.9744291451057215	0.972320982857322	0.9712855014106276	0.9677832671811863	0.966272329248985	0.9692558970491565	0.9692964009402124	0.9698337071607037	0.969817163884554	0.9740745297763169	0.9703765530413202	0.9824961269728054	0.9687086108408683	0.9685573228579532	0.9676381092570826	0.9683974173606437	0.9713534433272225	0.9704004643064422	0.9668657135112304	0.9453195778975935
HMP_2012__SRS054430__bin.36	0.9786477246080463	0.9739932384643283	0.9765374015500309	0.9768296514021189	0.9726816162105757	0.9815689581251824	0.9698129194062225	1.0	0.9741344382353166	0.9758872437480455	0.9521244001555429	0.973066125513347	0.9766348254730755	0.9752814563911479	0.9559589277213257	0.975837022790422	0.9731948181273715	0.9765768528189399	0.993196650195625	0.9720815179044529	0.9716001572036416	0.9731384848452437	0.9745251816864484	0.9773275672533018	0.9778930673702017	0.9736419426945743	0.9743917622369545	0.9762568661745559	0.9767087181126423	0.9768745826442556	0.9771750346107778	0.9709682281809503	0.9731487778672413	0.9752683848730297	0.9736685494360601	0.9748634998516585	0.9725625360732683	0.9740410605470081	0.977022840569377	0.9768158789813044	0.973778151126045	0.9514596845339734
HMP_2012__SRS018975__bin.20	0.9766219691498048	0.9727349865489501	0.9737847204950882	0.9739705111733552	0.9704542350998722	0.9772861076956343	0.9673895062525109	0.9741344382353166	1.0	0.973676488255255	0.9486032176506181	0.971488555494154	0.9735903168105812	0.9726748325522513	0.954845703102397	0.9745725880493066	0.9708701641602572	0.9743080243555774	0.9709291006923302	0.9704705922426	0.9705009226093564	0.971100214395187	0.9715146624476767	0.9763135243235194	0.9749380274044093	0.9721268426493562	0.9711991368172546	0.9729489016550763	0.9734536582464716	0.9728114518891285	0.9726481916045058	0.9703953450502882	0.9721037215105259	0.9722157165362527	0.9722158223215396	0.972735674676525	0.9703864266341998	0.972502531545174	0.9833272242142274	0.9744514247475605	0.9705933786093948	0.9489891766575221
HMP_2012__SRS055378__bin.72	0.9791217857940421	0.9736529717346786	0.9765439697067295	0.9774097545646956	0.973479840800721	0.9794398834618019	0.9686777876833622	0.9758872437480455	0.973676488255255	1.0	0.9489669633119837	0.974444426248301	0.9763900003240821	0.9757255853579206	0.9542382519845016	0.9754808961155182	0.9741050395321236	0.9881913936658443	0.9737064739792839	0.9704310766846739	0.9735023745571434	0.973820021167869	0.974824834860784	0.9808372502573388	0.9781390421317674	0.9739578778710629	0.9731135185739458	0.9752518260988001	0.9757302820702728	0.9774024461269656	0.977036435611107	0.9722093306570444	0.9753279590499389	0.9751969097553795	0.9748081172784141	0.9743529856571372	0.9730986998099848	0.9747718165466058	0.977446460760048	0.9779931095492093	0.972457494373695	0.9487618462099981
