	HMP_2012__SRS022536__bin.14	HMP_2012__SRS023538__bin.30	HMP_2012__SRS019077__bin.45	HMP_2012__SRS017511__bin.59	HMP_2012__SRS019129__bin.12	HMP_2012__SRS042984__bin.59	HMP_2012__SRS012285__bin.8	HMP_2012__SRS054430__bin.36	HMP_2012__SRS018975__bin.20	HMP_2012__SRS055378__bin.72	HMP_2012__SRS024381__bin.2	HMP_2012__SRS049268__bin.25	HMP_2012__SRS015803__bin.25	HMP_2012__SRS075410__bin.23	CM_periimplantitis__SP_101SPI_T016__bin.18	HMP_2012__SRS021477__bin.32	HMP_2012__SRS064449__bin.24	HMP_2012__SRS014894__bin.34	HMP_2012__SRS011098__bin.12	HMP_2012__SRS017304__bin.16	HMP_2012__SRS014578__bin.38	HMP_2012__SRS013252__bin.52	HMP_2012__SRS015063__bin.7	HMP_2012__SRS018394__bin.26	HMP_2012__SRS019980__bin.39	HMP_2012__SRS015158__bin.12	HMP_2012__SRS053917__bin.6	HMP_2012__SRS018665__bin.47	HMP_2012__SRS015989__bin.7	HMP_2012__SRS018157__bin.65	HMP_2012__SRS013949__bin.40	HMP_2012__SRS014476__bin.56	HMP_2012__SRS019225__bin.21	HMP_2012__SRS058808__bin.45	HMP_2012__SRS047113__bin.61	HMP_2012__SRS023964__bin.14	HMP_2012__SRS024649__bin.4	HMP_2012__SRS019906__bin.8	HMP_2012__SRS015899__bin.3	HMP_2012__SRS017445__bin.50	HMP_2012__SRS016043__bin.28	HMP_2012__SRS051244__bin.4
HMP_2012__SRS022536__bin.14	1.0	0.40926251703729866	0.7199011497063471	0.7875709227083983	0.7406430702910265	0.7726301740181761	0.6060982208758416	0.5740358360615653	0.7508229977494917	0.8288843908911017	0.780516575423725	0.8778210596860155	0.7848891047324068	0.8671339754300643	0.8238660290981212	0.8073160764176617	0.6890121310094685	0.7823227554915573	0.8631853975067809	0.6601341927829776	0.7734752466729156	0.7536949995245406	0.6815428887107803	0.7702500464139033	0.7156118258097528	0.7969912470170576	0.8380041568744652	0.81089164504458	0.7625838280376201	0.7713039816336789	0.5072360407355585	0.835518748952857	0.8121544428293915	0.8070743845063598	0.7655107340641825	0.7886186316728476	0.6399916907792556	0.8264210578747413	0.7617800750773188	0.6578055732909495	0.8449713365845707	0.6226181743260928
HMP_2012__SRS023538__bin.30	0.7191368952896244	1.0	0.7615750318268618	0.7812092218332273	0.7926489894971356	0.7508135741565881	0.6413987905792489	0.6971505012730745	0.7491028803309994	0.8369848026734564	0.817490849777212	0.8820516390833864	0.7613492600254615	0.882457431572247	0.8306930299172501	0.7746329964990452	0.6953483052196053	0.7933561425843413	0.87417449077021	0.7349458943348186	0.7956834818586888	0.7381882558879694	0.7185301957352005	0.7705919796308084	0.748627466581795	0.827243793761935	0.8232783656906429	0.8329089751750477	0.8040808004455761	0.7594127943984723	0.5863592059197963	0.8510254217059199	0.8205362826225334	0.7942224299809038	0.7877526257161044	0.8061236871419478	0.6505768618714195	0.82921904837683	0.7496359802673457	0.6288908338637811	0.8756236075747931	0.6958147676639084
HMP_2012__SRS019077__bin.45	0.7148108827494966	0.43034958267131945	1.0	0.7833493415643179	0.7612810256658122	0.7534616277364099	0.6016069303931393	0.6105750992107539	0.715171700220256	0.8418113261840517	0.7755968241318322	0.856857189906328	0.7602143098410437	0.8682010214169334	0.8216252185559095	0.7903487508802653	0.6909946815954426	0.8083795080405533	0.882488718833829	0.6908007843564832	0.7700519251185723	0.7178795173138994	0.6835242986961675	0.7545008045330364	0.7189147599636485	0.8541701675890367	0.8794386309618483	0.8297705886551568	0.7672693592342577	0.7592774208632306	0.5220489261746099	0.8247146478966646	0.7958981460613851	0.7918830681624668	0.7732318398375085	0.7764095064725147	0.6467034940282461	0.8212177533436034	0.7400225820030765	0.6453664461108991	0.8400572586976963	0.6323404857996968
HMP_2012__SRS017511__bin.59	0.702447237360568	0.39653524703340315	0.7036573514303528	1.0	0.7101148270526376	0.7346694904344446	0.567551576253089	0.5462854748448233	0.7394034243653463	0.8071238713553328	0.7497997026461464	0.8396056148888962	0.7665878266664311	0.8348540113741635	0.7871900565679105	0.7652005119130858	0.6659863035483048	0.7566141038618138	0.8359576030957111	0.6365300976118294	0.793695997334417	0.7129323684057745	0.6495091642034425	0.7516570283293914	0.7112401271200345	0.7748551725182438	0.8151584835458312	0.7851201910334434	0.7304282854697964	0.7356443466166533	0.49531024002867524	0.7985778509242455	0.7532129613970078	0.7869926620742577	0.7755336845373472	0.7623960965365092	0.6776699372224928	0.8374423529827519	0.7341288011692215	0.631303434714674	0.8355840176090025	0.5959582089100138
HMP_2012__SRS019129__bin.12	0.6972832924698372	0.42468958042133187	0.7218168437891839	0.7495573047251558	1.0	0.7175521549121723	0.5743938551817594	0.5945763900471764	0.7081744222047318	0.8212774030107008	0.7700350585881817	0.8517600967295171	0.7291280435133619	0.8682785055524086	0.8240361552681404	0.7621302235511221	0.6790766999205466	0.7686916522831778	0.8630716737371794	0.6699680747831286	0.7399147275379109	0.7087478078390769	0.6540033348023231	0.7279722131779579	0.6868664315217154	0.7990230062992487	0.8341364817675625	0.8183939553643796	0.721164058099525	0.7362692525150901	0.5186299706965837	0.808630945878471	0.7765197516963103	0.7683287567283554	0.7339565260717275	0.76286134352354	0.6181406212281644	0.7919899732118068	0.7135283306324881	0.6029895985927539	0.8109804414749652	0.6152028191815613
HMP_2012__SRS042984__bin.59	0.7638981771295316	0.4224607100425483	0.7502511322637384	0.8143887734504369	0.7535585231911901	1.0	0.6158708875168097	0.5778325340938281	0.7663924311673748	0.8522474868585774	0.8085166155821204	0.907465805439231	0.8274683573347689	0.9004525697196328	0.8392899014889975	0.8028610330587993	0.710495845614797	0.8146187798245795	0.8952469266727366	0.6684606417681501	0.8073990420318461	0.7679599441940739	0.6980794187945988	0.7917479756920758	0.7417185113718845	0.8211389848492395	0.8668587676918832	0.834360713792044	0.8083285811740621	0.7768994133438394	0.5252646052648515	0.8591370451847802	0.816570756060612	0.8416459278518692	0.7907585565449124	0.8338570501990311	0.6768220170383796	0.8597666246760464	0.792492278557306	0.6858633381591767	0.8826855566629936	0.6373806806957497
HMP_2012__SRS012285__bin.8	0.6506810025387959	0.391871477861189	0.6504585996395371	0.6831348114011261	0.6549899067973861	0.6687302738958547	1.0	0.5216496461606333	0.6467427697789704	0.7282686238121802	0.7019466937925285	0.783227053915081	0.6942391572510029	0.7799001252991197	0.7211158792024122	0.6945867377383691	0.6166734116726278	0.6844838125933514	0.7757352360326726	0.618074671469597	0.6941601616856925	0.678213995340477	0.6601325180990993	0.6781866507217157	0.6384816566220767	0.7228914564473142	0.752484410529015	0.7302216372499334	0.6946134746989358	0.691807309155829	0.48525274327291995	0.8081945138187551	0.7156475631083419	0.7834603946618444	0.6831086820987542	0.7118174935071722	0.5887946613581646	0.7264772474542159	0.6693816834805688	0.5699785253593994	0.7455959972339399	0.5598664853414613
HMP_2012__SRS054430__bin.36	0.7073697426239799	0.4889049312966451	0.7577540629141383	0.7547499476878007	0.7782423101067169	0.7201876264211481	0.5987717095626701	1.0	0.7110413615121712	0.8205586942875078	0.7770635418846341	0.8461609820743531	0.753555137057962	0.8609639394573482	0.8123617214201018	0.7934309827718491	0.6652974820394782	0.7819474088023994	0.9669296226546698	0.7408872148985144	0.7552674897119342	0.6980525911976007	0.6759433633256609	0.7410204366324893	0.7169121852549347	0.8354767385087536	0.8471995536025668	0.853006905210295	0.7544528143963172	0.7407825905001046	0.5257920066959615	0.8087270698193485	0.7814696240496617	0.768107693380763	0.7622961567970984	0.7838250680058589	0.6229162307316732	0.8070830717723373	0.7034714375392341	0.6203717653623492	0.8489739833995954	0.6416642254307037
HMP_2012__SRS018975__bin.20	0.6573238130775173	0.3732275262845185	0.6305707644103383	0.7257703493485919	0.6585393652072609	0.6786239731855047	0.5274098828897533	0.5051602739922885	1.0	0.7349699927602052	0.6960916505493275	0.7849042597842532	0.7125950130152778	0.7778393895381248	0.7359447139339539	0.7111648933877037	0.603486697062903	0.6878652417006234	0.7735430842120442	0.5929748718169804	0.7089131735028467	0.6738073540656081	0.6055342557258055	0.6952715369028841	0.6443120039365455	0.707365611618954	0.7591561600445588	0.7335061766202695	0.6813157298788461	0.6766809728183119	0.4689112508194942	0.7412142538229436	0.6961426908548161	0.7220216123483844	0.7088636198081975	0.7061822693907324	0.5952003282436733	0.7838170517236509	0.7138690385047073	0.5801647462132306	0.7728542878564212	0.5421952187622181
HMP_2012__SRS055378__bin.72	0.709733045575776	0.40785804951362153	0.7259346748987429	0.7748492592730809	0.7469484726248249	0.738079232844685	0.5808547523858497	0.57016853009556	0.7188344364955161	1.0	0.7633226401642796	0.8651507213406026	0.7592888323670063	0.8709040954078178	0.8108234774108218	0.7792388059773829	0.6817905783471323	0.8151369328230209	0.864049578565713	0.6561914321205092	0.764285170776485	0.7268661874046133	0.6550166213430744	0.7666110440936922	0.6949291696695262	0.8042815649216235	0.8382871026229202	0.8051151765293744	0.7534264102697072	0.7604849680925464	0.4969008549850216	0.8122260774066536	0.7646307318673724	0.789929390188876	0.742714501110109	0.7743781717831194	0.636884114900759	0.812890543403297	0.7269258003277257	0.6349290048858365	0.8349662266134383	0.6148001925061224
HMP_2012__SRS024381__bin.2	0.6405875603331739	0.38182966882371794	0.6410827685203682	0.6899499681784607	0.6712844288149845	0.6711529617258888	0.5366305403157997	0.5175417977079201	0.6525608209492575	0.7316501210147587	1.0	0.7977896805303281	0.6868017262604349	0.7862614569154941	0.7899448581502628	0.682310940570372	0.6117906932450072	0.6870038046482675	0.791620947399228	0.5856436080515462	0.6986188987424685	0.657029772882474	0.6000771149709889	0.6707613477467099	0.6246563506036802	0.7169834109902771	0.7635850099645549	0.729073737706898	0.6732322786544832	0.6677543284261577	0.4509832158801095	0.7548645145705486	0.7108732109094457	0.7165453422092974	0.6806771251910453	0.6999823471753157	0.567300000464548	0.741939859613589	0.6649870158828968	0.5587611433455819	0.7539563231953471	0.7201641712695633
HMP_2012__SRS049268__bin.25	0.6681868493356076	0.3820993859093931	0.6568740190082434	0.7165445996605763	0.6886664457841968	0.6986479493906272	0.5553342901077254	0.5226818865890591	0.6824436782015284	0.7690996913820939	0.7399186468894994	1.0	0.7294946602596388	0.8127116281694946	0.7855999565703128	0.7107078737419715	0.6293883695469998	0.7172369757254761	0.83049798082114	0.6005472657608187	0.717877649781796	0.7584628648169124	0.6174042748082393	0.7101008059912288	0.6534965852977583	0.7449113375180364	0.7901359461230603	0.7529708189555074	0.6997526489739521	0.6915147956068802	0.45970668588832453	0.799983886207326	0.7383339803265241	0.7547532457013012	0.7053407744013015	0.7371241533257532	0.59478119925394	0.7880687274800053	0.6905251329926457	0.5900168591632978	0.8023518382002875	0.577259819396267
HMP_2012__SRS015803__bin.25	0.7076151115279671	0.3906277827134841	0.6902502139420291	0.7748661363319748	0.6982200329345702	0.754529779148549	0.5830056801162252	0.5513106213733828	0.7338203948372228	0.7994563295457386	0.754438435980431	0.8640104345536407	1.0	0.8389977154002031	0.7833763598777941	0.7641601046721265	0.6634927892478375	0.7553355381566949	0.8409143910395923	0.6374752952451034	0.7764424438532938	0.7335677978080701	0.6421082819676849	0.749772279950991	0.7135942618119728	0.7693059399084425	0.8081354614080217	0.7881558018475814	0.7652067238777676	0.7389004017568506	0.5000798614849746	0.8036320901307024	0.7588366860698607	0.7868407664049013	0.7718911046552867	0.8170411651509994	0.6589940106437754	0.8153474893131045	0.7388907061133073	0.6321314647616938	0.8640293155436986	0.5986192383000373
