	HMP_2012__SRS022536__bin.14	HMP_2012__SRS023538__bin.30	HMP_2012__SRS019077__bin.45	HMP_2012__SRS017511__bin.59	HMP_2012__SRS019129__bin.12	HMP_2012__SRS042984__bin.59	HMP_2012__SRS012285__bin.8	HMP_2012__SRS054430__bin.36	HMP_2012__SRS018975__bin.20	HMP_2012__SRS055378__bin.72	HMP_2012__SRS024381__bin.2	HMP_2012__SRS049268__bin.25	HMP_2012__SRS015803__bin.25	HMP_2012__SRS075410__bin.23	CM_periimplantitis__SP_101SPI_T016__bin.18	HMP_2012__SRS021477__bin.32	HMP_2012__SRS064449__bin.24	HMP_2012__SRS014894__bin.34	HMP_2012__SRS011098__bin.12	HMP_2012__SRS017304__bin.16	HMP_2012__SRS014578__bin.38	HMP_2012__SRS013252__bin.52	HMP_2012__SRS015063__bin.7	HMP_2012__SRS018394__bin.26	HMP_2012__SRS019980__bin.39	HMP_2012__SRS015158__bin.12	HMP_2012__SRS053917__bin.6	HMP_2012__SRS018665__bin.47	HMP_2012__SRS015989__bin.7	HMP_2012__SRS018157__bin.65	HMP_2012__SRS013949__bin.40	HMP_2012__SRS014476__bin.56	HMP_2012__SRS019225__bin.21	HMP_2012__SRS058808__bin.45	HMP_2012__SRS047113__bin.61	HMP_2012__SRS023964__bin.14	HMP_2012__SRS024649__bin.4	HMP_2012__SRS019906__bin.8	HMP_2012__SRS015899__bin.3	HMP_2012__SRS017445__bin.50	HMP_2012__SRS016043__bin.28	HMP_2012__SRS051244__bin.4
HMP_2012__SRS022536__bin.14	1.0	0.4185888814928523	0.7351849084627262	0.8035757950362028	0.7594548517245595	0.786558307183061	0.6228140183572648	0.58656023166198	0.7687959327836116	0.8465590316927717	0.8193044480368051	0.899516163358827	0.8025507270002128	0.8870687469151735	0.8602522652248923	0.8181339120354647	0.705953771752272	0.7987057313246302	0.8838769420256386	0.6740510054836328	0.7917589284501378	0.7723771616426447	0.6973604073555848	0.785166456106032	0.729682030800719	0.8165365945326686	0.8588321129872893	0.8292177785626633	0.7791292525323879	0.7870247103093204	0.5177187906121654	0.8569681985518862	0.826740294966016	0.8252052400164825	0.7839087525301237	0.8073613582745801	0.6556699677140361	0.8459969706437721	0.7779355095793768	0.6715763520030429	0.8660421166551198	0.6536390764312463
HMP_2012__SRS023538__bin.30	0.735524745385105	1.0	0.7820526336728199	0.8009975732017823	0.8169338796944621	0.7672282781667727	0.6627198042647995	0.715765237110121	0.7700996578612349	0.8596335932527053	0.8617968252705284	0.9074265992998091	0.780756683640993	0.9064071451304901	0.8710733609166136	0.7948907940802037	0.7155454328453215	0.8141878182686187	0.8997961091661362	0.7578512889879058	0.8195824713558243	0.7599488781031191	0.7377088637810312	0.7898412635264163	0.767158656906429	0.8518529201145767	0.8474488781031191	0.8557666295353278	0.8260065245066837	0.7789942711648632	0.6008414226607256	0.8764610518777849	0.8451464035646086	0.8153306015276893	0.8097380251432209	0.8289256444939529	0.6697833784213877	0.8522030155951623	0.7685073201782304	0.643562022597072	0.9015565324633991	0.7341790658816041
HMP_2012__SRS019077__bin.45	0.7299865733187283	0.44192103267983407	1.0	0.801659423152904	0.7829800937788212	0.7694471905414116	0.6198574377575813	0.6252449708957434	0.7344248530174625	0.8620311550711435	0.8146943757998261	0.880210285770809	0.7783068893094055	0.8902131352171901	0.8601495088217623	0.8094434137604093	0.7098538576839227	0.8252339552844866	0.9055473157034845	0.7118046325141503	0.791049591045432	0.7381549862782577	0.701644979213654	0.7715643235824566	0.7346316767390194	0.8708762412935924	0.8968067653837788	0.8506676528261506	0.7867748594526028	0.7767068155722526	0.5352024652488376	0.8487017034293959	0.8156486874280965	0.8113289941566678	0.7921078765554633	0.796686099478838	0.6649163459868611	0.8434468072431016	0.7579937649392202	0.6601020742508401	0.8633401019393658	0.6642649636681536
HMP_2012__SRS017511__bin.59	0.7167222417148583	0.4065796481733437	0.7201047049053289	1.0	0.7293075290096703	0.749870885826722	0.5850777840322495	0.5592433379358392	0.7591640772312267	0.825778408273404	0.7892735529241899	0.8609136184531037	0.784506804051888	0.8561110255678878	0.8241830972761074	0.783307796577654	0.6821570018250156	0.773674339473093	0.8581374744106562	0.655642529173745	0.8081598138130709	0.7318448812477756	0.6658262676033229	0.7676328563387108	0.724741203702535	0.795172669697421	0.8376523686077125	0.804508772948372	0.7487849636890053	0.7525455559734552	0.5069817574168078	0.8201796744252968	0.7724919918921852	0.8062868379270044	0.7888802784726412	0.7819376465628873	0.6907524970908292	0.856086792995777	0.7514581192999815	0.6461933405862768	0.8600488185358983	0.6270753557265859
HMP_2012__SRS019129__bin.12	0.7149937678949873	0.43770106465349334	0.742391050068396	0.7698160423282228	1.0	0.7353255109180404	0.5950677111948216	0.6112754473180633	0.7297350009831752	0.8436511662482621	0.8125833633970008	0.877704730911081	0.7492823354060834	0.8930902235084913	0.8639109696238836	0.7818955084614347	0.699661031039027	0.7890729537300174	0.8896403177494294	0.6908513551031588	0.7627792790368401	0.7302417758328613	0.6734654074208677	0.7458691988001532	0.7051124576555242	0.8228041221950865	0.8598237318772038	0.8407405414018	0.7412522720938647	0.7561650945633344	0.5298477597194461	0.8350855522273847	0.8013234763582339	0.7911469471211618	0.7563025792228706	0.7861074415969962	0.6376378643410089	0.8155771185027174	0.7326285734687646	0.6194222127250045	0.836521680744634	0.6483685953064442
HMP_2012__SRS042984__bin.59	0.7776688993887203	0.43169678108597703	0.7661685806815911	0.831239678394007	0.7722237363220358	1.0	0.6331767685727349	0.588682567139756	0.7842047739473851	0.8701376176823976	0.8489026009747569	0.9295240323083406	0.8432789171456601	0.9205493067070643	0.8763953580124763	0.8196716449149284	0.7275997016073025	0.830723703024276	0.9150364288684302	0.6854167564400385	0.8270346470185633	0.7858467172606073	0.7131009056431029	0.8065808685063073	0.7552027050092702	0.8406632242192794	0.8877552105397762	0.852471337344361	0.8243350101600139	0.7932841496507652	0.536243352340105	0.879886865964485	0.8354670948180292	0.8601578033999531	0.808480799504395	0.8517242363480584	0.692759611999953	0.8786081200644466	0.8056317424465851	0.6976932767066221	0.9019820281637488	0.6688954713367847
HMP_2012__SRS012285__bin.8	0.6686263643445617	0.4048978465808896	0.6701910841959041	0.7042302732881964	0.6785646141188166	0.6875214959086374	1.0	0.5378868807811081	0.6685443304882777	0.7518172018312388	0.7428858416855952	0.8091205849074719	0.7160887229576912	0.8050875574692737	0.7586284425355875	0.7159538228384686	0.6369843868303455	0.7055318771412356	0.8015765084203196	0.6414622200670611	0.7177324383743442	0.7008966604320936	0.6774556379134962	0.697492559225406	0.6573573431239221	0.7469559362736699	0.77874982833656	0.7533837446571653	0.7166161702706875	0.7133257011464079	0.5003548723857025	0.8297050062528029	0.7374946981822513	0.7974183033940141	0.7051745741227542	0.7349255193350761	0.608486432815487	0.750185031920285	0.6891226752516616	0.58736423396785	0.7711474166627169	0.5922510211695962
HMP_2012__SRS054430__bin.36	0.7228032363813908	0.5019592662342192	0.7759601032294065	0.7726525772476808	0.8000997419264839	0.7337106786635977	0.6174094998953756	1.0	0.729921182953198	0.8408335077073307	0.8161365697147241	0.8695821999023505	0.7715833158959337	0.8827851014856665	0.8497872637232335	0.8130773523052243	0.6836220966729442	0.8007023784613239	0.9735530445699937	0.762165725047081	0.7773439352723722	0.7173209179047221	0.693613029225082	0.7582109227871939	0.7331192020645881	0.8580944409569645	0.8694650205761317	0.8737525284229616	0.7724440259468508	0.7583190346655507	0.5380735160772826	0.8329078607798005	0.8030320150659134	0.7875859663806933	0.7829113482597475	0.8040357117946572	0.6404896421845574	0.8285924530933947	0.7200153449117668	0.6350959056985422	0.8718351119481063	0.6743998047011229
HMP_2012__SRS018975__bin.20	0.6730585977394595	0.383688806761899	0.6475463735862951	0.7451666565081593	0.6785887900623039	0.6943964186553803	0.5451887574559727	0.5185734680599183	1.0	0.7548400332406183	0.7338069675467899	0.8079397902788535	0.7319249182240154	0.7996910822675573	0.7707472647599396	0.7297197788121286	0.6215936170876997	0.7060038760899955	0.7967039855541069	0.6110178675756797	0.7304611020840798	0.6938597521423301	0.6232888489816468	0.7121396145614522	0.6608748308360749	0.7276474433019015	0.7816688990606107	0.7538999996531242	0.6998953921505957	0.6955931403811572	0.48209748896563104	0.7638270913021868	0.7161197673156714	0.7426557708002872	0.7291216657177134	0.7259755016444394	0.6133642350173165	0.8059794461185334	0.7259730239597069	0.5953757483227313	0.7962698951889804	0.5713397287331647
HMP_2012__SRS055378__bin.72	0.7248669735197457	0.4188946794739135	0.7433712125801685	0.7927578537602911	0.7672973196963522	0.7535727769589752	0.5996367004295523	0.5842565662665492	0.7382682494301634	1.0	0.8043721959510709	0.8878399814666814	0.7776491280277186	0.8925707273406674	0.8497075816491068	0.7988252861541474	0.6999148456049524	0.8248775875280072	0.88738197974033	0.6761855096008309	0.7850881423110718	0.7464071097376983	0.6719326364275672	0.7815884275322528	0.7104605171009121	0.8257868057699493	0.8614484195547836	0.8255459307879423	0.7721666777330223	0.7780673878053285	0.5085796566780286	0.8354436146562491	0.7839729444567494	0.8100203992514943	0.7619084083785721	0.794761429566362	0.6544907675091152	0.8339290586828646	0.743698841328331	0.6492162354584452	0.8586146247463422	0.6480026520480916
