	BritoIL_2016__M1.59.ST__bin.105	BritoIL_2016__WL.25.ST__bin.18	ZeeviD_2015__PNP_Main_744__bin.28	BritoIL_2016__W3.22.ST__bin.45	LiJ_2014__MH0284__bin.43	BritoIL_2016__M2.45.ST__bin.12	YuJ_2015__SZAXPI015220-136__bin.50	CosteaPI_2017__SID713B003-11-0-0__bin.46	ChengpingW_2017__AS133raw__bin.20	BritoIL_2016__W2.47.ST__bin.56	BritoIL_2016__M1.64.ST__bin.19	ZeeviD_2015__PNP_Main_650__bin.17	BritoIL_2016__WL.11.ST__bin.38	HeQ_2017__SZAXPI029554-33__bin.92	BritoIL_2016__W1.53.ST__bin.36	ZellerG_2014__CCIS74726977ST-3-0__bin.30	Obregon-TitoAJ_2015__SM37__bin.37	BritoIL_2016__M2.36.ST__bin.43	ZellerG_2014__CCMD88272491ST-21-0__bin.31	QinJ_2012__NOM022__bin.20	BritoIL_2016__W3.1.ST__bin.40	BritoIL_2016__W1.31.ST__bin.14	BritoIL_2016__W2.15.ST__bin.72	BritoIL_2016__M1.37.ST__bin.61	Obregon-TitoAJ_2015__SM41__bin.11	CosteaPI_2017__SID713B003-11-90-0__bin.14	SmitsSA_2017__TZ_83788__bin.2	BritoIL_2016__W1.5.ST__bin.17	LiJ_2014__MH0400__bin.1	RampelliS_2015__H14__bin.105	RampelliS_2015__H13__bin.37	LeChatelierE_2013__MH0096__bin.47	CosteaPI_2017__SID713A049-11-0-0__bin.5	BritoIL_2016__M2.33.ST__bin.15	XieH_2016__YSZC12003_37315__bin.30	CosteaPI_2017__SID713A049-11-90-0__bin.7	BritoIL_2016__W1.51.ST__bin.60	CosteaPI_2017__SID713B037-11-90-0__bin.15
BritoIL_2016__M1.59.ST__bin.105	1.0	0.751638000401321	0.7918966041397805	0.7788610536756776	0.6929649367583867	0.5587861448956734	0.7837943491586687	0.7733351721620129	0.7912261698876368	0.7994747258366838	0.7448413808932278	0.8031033925046928	0.7021570668400803	0.6307994408350162	0.7693608862348909	0.7050548997737703	0.4554926282432005	0.745645700664193	0.7029214558422742	0.7180407884414182	0.7322544643606145	0.6498373576166095	0.7626337261312991	0.807093449407716	0.6209570096619038	0.8006471468962384	0.654803872814797	0.79373107063451	0.7380508013333521	0.7653000277166513	0.7059223034483406	0.5393012719459841	0.7756387413016357	0.5932480761087164	0.5371591036448403	0.7693894082125847	0.7668244435362152	0.6551786851569614
BritoIL_2016__WL.25.ST__bin.18	0.819526986584636	1.0	0.811000247321537	0.8224216729765367	0.731076975535656	0.6011523134807799	0.8201529734926923	0.8069165150785649	0.8146994604292858	0.8482034797701227	0.8252267236042797	0.8149306841147864	0.7502315895457625	0.6651054189758547	0.8059049114544994	0.7336497048971128	0.4931225587974027	0.7835069462229318	0.7343404490715199	0.7685128951107898	0.7674873887967734	0.7040801468124058	0.8091083839074169	0.8265986995862852	0.6682265728698518	0.8292654550350421	0.6720735935233954	0.84147969987751	0.7686460682461098	0.7875295798021721	0.7338630014297819	0.5815067149992463	0.8145443356782537	0.6260348357506941	0.5729079012645594	0.8100018146668989	0.7933683437213257	0.701732421511998
ZeeviD_2015__PNP_Main_744__bin.28	0.7284729514739683	0.6842446433565398	1.0	0.719310154085878	0.6712489913946751	0.5145266947810578	0.7389859063804357	0.7478048364901831	0.776464044261954	0.7451187206408649	0.7054014326362767	0.7686094241859082	0.6512247416519582	0.5914245550869823	0.7224404575595548	0.7023513854394123	0.4415283634942595	0.7050399707126325	0.6885945335597795	0.6959006328516104	0.6803500531852172	0.6038902069438965	0.7154989069712454	0.7651454398074837	0.5982966531280501	0.7782472769971311	0.6083539993246125	0.7519685938668154	0.7155263793121543	0.7211044992286137	0.6705455142606144	0.5353775841749439	0.7631896560771596	0.5519125379442417	0.49552602124568856	0.7504298340979287	0.7031212283408373	0.6499826214292902
BritoIL_2016__W3.22.ST__bin.45	0.8083389053728391	0.7828409043420118	0.8115302909997631	1.0	0.7202843133157814	0.5743647874963433	0.8196410910053352	0.7961239500188056	0.8162066251549723	0.8595550029949712	0.7932975329795088	0.8188526474152702	0.7525310989454915	0.6538607268725535	0.7979655090754594	0.7248962207642052	0.4842398345104267	0.7743233454525192	0.7330209508685417	0.7503687993647875	0.7752803432376335	0.6831672169055678	0.8185771797122041	0.8312998871662	0.6491446919358659	0.8242178249543789	0.6754729268530514	0.8317014222630839	0.7641878055915416	0.7895485951495396	0.7408524523938874	0.5624907713095686	0.807553596054996	0.6175167509437642	0.5607320963405631	0.7982395837686489	0.7748885592098848	0.6831978631228496
LiJ_2014__MH0284__bin.43	0.7470002720119917	0.722799885986463	0.7865895917794503	0.7481349816102532	1.0	0.5583932338463943	0.7807503769102332	0.7710563325259786	0.844187045862958	0.7669273207108194	0.7360033191250474	0.7723165582959317	0.681230159763639	0.6355183998749903	0.7483067976954219	0.7231970524317582	0.48052726920216565	0.7309953323899726	0.7526781606201873	0.741772722405975	0.7087503942727007	0.6440448183162458	0.74985314246194	0.772623656940791	0.636637917314142	0.7940160255575522	0.6501473639433636	0.7672134397073845	0.7549490266890063	0.7593963504093202	0.7114719610617728	0.624660346728477	0.7784042734820139	0.5899636256304746	0.5491477198739485	0.7736552768879513	0.729620803708623	0.6845604980713192
BritoIL_2016__M2.45.ST__bin.12	0.8158945673204356	0.8050417508354821	0.8166789725027033	0.8080583546501117	0.7563434665809586	1.0	0.8208783084285096	0.7954177214817761	0.8148333420707219	0.8378084277747048	0.8192423753219564	0.8200914535111319	0.7529726310694025	0.6910452872730871	0.8138250310993872	0.760714773911497	0.5291898187049034	0.8000487007339896	0.7482245544789242	0.7742216334147789	0.762243898567248	0.7314090827358838	0.7966808049045657	0.8464569726075519	0.6785609472047788	0.816278195838684	0.6958688157049578	0.8395438201267297	0.7811994589025089	0.7939958952238494	0.7290622365003672	0.6210078504211339	0.8041652356130732	0.6833354809344465	0.5925874935143263	0.7955828336281998	0.7858887418503437	0.7284987974250344
YuJ_2015__SZAXPI015220-136__bin.50	0.8267962971287633	0.7934813580403793	0.8473983234217968	0.8330798372764152	0.7640100964228916	0.5930437897477628	1.0	0.8420630484868286	0.8741911517192483	0.8590850992811379	0.8062675410481321	0.8602779524975408	0.7490226213816639	0.6894404881282788	0.8309128795936795	0.7671370000768098	0.5007350028794839	0.8063135561573702	0.7766904446793969	0.7943634322882358	0.7703085029904512	0.6968924580881997	0.8155763976469997	0.8614757611872464	0.6841685724591076	0.8675706393870221	0.7035883644071006	0.843503321405981	0.8004013225450319	0.8156818784358686	0.7600230641885997	0.5922158717438558	0.8449896094343716	0.6324412183526662	0.5902563360150703	0.8445043270130991	0.8121199550184609	0.7310682336817149
CosteaPI_2017__SID713B003-11-0-0__bin.46	0.8336598529214942	0.7978021421517737	0.8763234714289332	0.8269291845571186	0.7710769720492963	0.5872566928678138	0.8605365869539268	1.0	0.8854324997920066	0.8591294659813131	0.8099254479093945	0.8695537364668603	0.7524147136382217	0.6824525865343225	0.8194258657049531	0.7869380107143762	0.49829264498952797	0.7979457480710868	0.7829687720427851	0.7940741758937389	0.7798123356399507	0.7041515494608448	0.8264654495733421	0.866781454941382	0.7008884033698558	0.9895218320787409	0.7111846222296175	0.8498898538981592	0.8362718890508626	0.831978542309487	0.7732013991629619	0.5956473299065658	0.9354540225935156	0.6369595335158853	0.5828617006268743	0.9161240147440234	0.8160227309722157	0.8154559035778493
ChengpingW_2017__AS133raw__bin.20	0.7344642147968758	0.6936060863267897	0.7835133430411387	0.7300231274188399	0.7269410289754631	0.5180245913766655	0.7692721482023688	0.7624376455197439	1.0	0.7532885320707995	0.7086826715672915	0.776413147587195	0.6597058067731411	0.5957623093155997	0.7238417991107234	0.7086462283618468	0.44595176726185376	0.7056821809856797	0.7686541711117514	0.7338449917847047	0.6943972465133664	0.6135465935726022	0.7350554045740895	0.7631951658243717	0.6080542598836621	0.7950200515500043	0.622195158037362	0.7673113791572899	0.7246641073361418	0.7437416581658477	0.6921885390791083	0.5833445206706173	0.7671911477273612	0.5497800169756811	0.5143665656951074	0.757271120317087	0.7178286702123517	0.6509155187316519
BritoIL_2016__W2.47.ST__bin.56	0.8522688371630495	0.8293109301171755	0.8634802226823979	0.8829010810391226	0.7584318797975783	0.6116854959898782	0.8681837677080475	0.8495899377260512	0.8650938580623283	1.0	0.8309910997867683	0.8592878470111974	0.808615188919823	0.692011700019066	0.8515966977529653	0.7738306330308408	0.5027059066352214	0.8152439358108652	0.7713720837144449	0.7900996976982355	0.8228799975389467	0.7164058176724374	0.8706394553345655	0.8765502757774765	0.6845466242611922	0.8776395064872721	0.7132708364111404	0.8830906679935369	0.8065079120359457	0.8249028545714244	0.7695327325453909	0.5877077542137489	0.8548372038285118	0.6488180684237204	0.5883974214743355	0.8469661258192035	0.8207233565046748	0.7265551585358306
BritoIL_2016__M1.64.ST__bin.19	0.7398005775106784	0.7517433970212607	0.7616268683776909	0.7591952444688554	0.6781427805832698	0.5572818070805049	0.7591605831631374	0.7462335825392339	0.7582853851937567	0.7742395842776317	1.0	0.7554918172655962	0.6887241439990615	0.6141243487673906	0.7349493278372945	0.6701896773299063	0.47107380725114517	0.7230738312474337	0.6853003402140468	0.7049599661918956	0.708545744924785	0.6447236160807128	0.7525512720699199	0.7679018978398008	0.62022373872841	0.7763372598371452	0.621751835716076	0.7708074484479733	0.7113159831279429	0.7406544454457711	0.6888361266790737	0.5400048125889862	0.7544039855169067	0.576854113230487	0.5313948109359086	0.7451654144159037	0.7237673906435804	0.6437461006031068
