	SchirmerM_2016__G88861__bin.5	LiJ_2014__O2.UC1-1__bin.22	LiuW_2016__SRR3993014__bin.86	VogtmannE_2016__MMRS38954404ST-27-0-0__bin.24	LoombaR_2017__SID5447_cka__bin.26	SchirmerM_2016__G88913__bin.12	QinJ_2012__DLM008__bin.23	KarlssonFH_2013__S304__bin.14	LiuW_2016__SRR3993038__bin.51	LiuW_2016__SRR3992961__bin.129	QinN_2014__HV-26__bin.3	LeChatelierE_2013__MH0217__bin.27	LiuW_2016__SRR3992956__bin.13	VatanenT_2016__G80346__bin.6	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.57	VincentC_2016__MM022.3__bin.14	LiuW_2016__SRR3992993__bin.11	ZeeviD_2015__PNP_Main_187__bin.45	LeChatelierE_2013__MH0188__bin.41	CosteaPI_2017__SID713A081-11-0-0__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.106	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.33	ZeeviD_2015__PNP_Main_195__bin.12	LoombaR_2017__SID5486_yds__bin.2	LeChatelierE_2013__MH0415__bin.40	VogtmannE_2016__MMRS67690541ST-27-0-0__bin.19	ChengpingW_2017__AS4raw__bin.16	CosteaPI_2017__SID713B063-11-0-0__bin.12	CosteaPI_2017__SID713B005-11-90-0__bin.3	ZeeviD_2015__PNP_Main_709__bin.27	NielsenHB_2014__O2_UC1_0__bin.3	SchirmerM_2016__G88859__bin.15	LoombaR_2017__SID5208_byt__bin.5
SchirmerM_2016__G88861__bin.5	1.0	0.9875636935452168	0.9879670130184471	0.9874906920035922	0.9872720412019154	0.9880383423634086	0.986272248347155	0.9961802112236346	0.986914664548393	0.9950109920473644	0.9931780422016991	0.9875224074045039	0.9869155496905813	0.9947161607406789	0.9873892766516456	0.9874794961701103	0.9877148657440188	0.9875611313450614	0.987337562470917	0.9877149540842498	0.9873909587398934	0.9875676446943938	0.9873082664634276	0.9876003201171603	0.9875518131253181	0.9870035031366925	0.9861251583318635	0.98691964431912	0.9874159736471932	0.9873423861877483	0.9879940546675113	0.9874055110680676	0.9878257688997766
LiJ_2014__O2.UC1-1__bin.22	0.9875636935452168	1.0	0.9875908660950463	0.998715200170293	0.9872180322892044	0.9881986750557609	0.9852688420003279	0.9873301039878407	0.9862920337173717	0.9874983364443835	0.9846849282683453	0.9872575997507853	0.986654331044719	0.9874867116377061	0.9860129732271712	0.9985988944310109	0.9872434834507373	0.987075921921419	0.9873014160449576	0.9872287191505871	0.9873128329957608	0.9994359781337203	0.9877417067991366	0.9873762223797538	0.986934018937599	0.9978886633187306	0.9853151878770141	0.9863306561737318	0.9873288911890283	0.9872219629701924	0.999462597310192	0.9872921950644864	0.9876003602705513
LiuW_2016__SRR3993014__bin.86	0.9879670130184471	0.9875908660950463	1.0	0.9876983234177558	0.996665442863021	0.9969920864394866	0.9866551872578562	0.9875057899024102	0.986877842180297	0.9886608196268131	0.98491413419015	0.996861072403349	0.9960043183924505	0.987531522129829	0.9873362762115198	0.9876888861698797	0.9970225901320743	0.9959484572499271	0.9970757431185199	0.996607224189066	0.9968322509718586	0.9878941302475941	0.9875135760528353	0.9965859030061103	0.9886603519433858	0.9869383672817302	0.9870093481384341	0.9871818097464199	0.9975641440885704	0.9960506284945677	0.9881836955501431	0.9878630711043991	0.9966106979766798
VogtmannE_2016__MMRS38954404ST-27-0-0__bin.24	0.9874906920035922	0.998715200170293	0.9876983234177558	1.0	0.987224285601243	0.9883763499908476	0.9849259294473323	0.9876663162699925	0.986493134542376	0.9874524620254255	0.9845894871463355	0.9873937283339272	0.9868236796163686	0.9873070032457195	0.9857359755808253	0.9997473972035315	0.987287195044024	0.9872265491356236	0.987345853196913	0.9873234339791329	0.9874286835166713	0.9991904676306471	0.9879205845106593	0.9873627510662264	0.9868600372299958	0.999074457540537	0.9852127104899008	0.986572785997696	0.9872897082498452	0.9872126143304711	0.9988947067107391	0.9875631576788237	0.9876773090960184
LoombaR_2017__SID5447_cka__bin.26	0.9872720412019154	0.9872180322892044	0.996665442863021	0.987224285601243	1.0	0.998563457841478	0.9857883940753209	0.9876759040477849	0.9866149419894301	0.9883331056996789	0.9842263091412891	0.9985482686407	0.9967226689633606	0.9871369107829886	0.9870082325392113	0.9872130149740288	0.9974578778856286	0.9981048112736735	0.9985195065443248	0.99819438159891	0.9984267916819781	0.9874783990960853	0.9870141622833405	0.9996203597858131	0.9885865275252379	0.9867769545689831	0.9861023452763815	0.986798948090634	0.9981860790773794	0.9979752916741708	0.9875975405254332	0.9875249116775678	0.9981623970765671
SchirmerM_2016__G88913__bin.12	0.9880383423634086	0.9881986750557609	0.9969920864394866	0.9883763499908476	0.998563457841478	1.0	0.9870921666167753	0.9887513490566635	0.9876900535820786	0.988817739595149	0.9848894010903436	0.9997519705492959	0.9970377802128202	0.9880079796356809	0.9885449464704674	0.9880895483102328	0.9977777927876205	0.9973998719974351	0.9988126434434033	0.9983078691926855	0.9996927016077142	0.9885017339637756	0.9881929103691788	0.9985307953324326	0.9896726026531331	0.9871819396457854	0.987344736066718	0.9878415788961808	0.9984345252095805	0.9976448584030743	0.9884000502915945	0.9885486681603186	0.9993084821836306
QinJ_2012__DLM008__bin.23	0.986272248347155	0.9852688420003279	0.9866551872578562	0.9849259294473323	0.9857883940753209	0.9870921666167753	1.0	0.985585714797949	0.9854546313799621	0.9858843701234901	0.9829188241425076	0.9861258843902941	0.985495838845287	0.985546848198651	0.9865987958315426	0.985204332901891	0.986260337826444	0.9861258176697286	0.9858720987182615	0.9860461041343321	0.9860712205024715	0.985095535806179	0.9860807365320017	0.9861617589054753	0.9864868232849724	0.984817921045845	0.9987068346463652	0.9858892460630988	0.9857930583607825	0.9854644897239843	0.9856885280427056	0.9862164519592056	0.9861110533069747
KarlssonFH_2013__S304__bin.14	0.9961802112236346	0.9873301039878407	0.9875057899024102	0.9876663162699925	0.9876759040477849	0.9887513490566635	0.985585714797949	1.0	0.9868923967650693	0.9966454916526712	0.9946052826706652	0.9870704289499834	0.9871136211007997	0.9962411923148844	0.985530320578504	0.987592644663045	0.9882606870787459	0.9877710034502937	0.9870127413896078	0.9879108161990571	0.9879885607347431	0.9876586289747896	0.9855132803191162	0.9874390738913541	0.9872647348796525	0.9867670545288615	0.9856668813560029	0.9862848974100236	0.9866321471479094	0.9877088570936914	0.9882909097584931	0.9876676123445447	0.9885584533576713
LiuW_2016__SRR3993038__bin.51	0.986914664548393	0.9862920337173717	0.986877842180297	0.986493134542376	0.9866149419894301	0.9876900535820786	0.9854546313799621	0.9868923967650693	1.0	0.9867373190416541	0.9833399456708756	0.9868219339058406	0.9862797407136846	0.9867103903858365	0.9857340046222939	0.9863414662731395	0.9870044059218822	0.9867833509484577	0.9866388638301858	0.9867897173290813	0.9866798047038325	0.9863828904731043	0.9862299374918523	0.9866512410961534	0.9864852591233584	0.9858019190112214	0.985684955912379	0.9863657997464682	0.9867773302412629	0.9867294135470768	0.9864119550662728	0.9864848873636811	0.987240322919267
LiuW_2016__SRR3992961__bin.129	0.9950109920473644	0.9874983364443835	0.9886608196268131	0.9874524620254255	0.9883331056996789	0.988817739595149	0.9858843701234901	0.9966454916526712	0.9867373190416541	1.0	0.9930856511697962	0.9883033708303683	0.9877879935285631	0.99494961878518	0.9864898373283282	0.9873512626742896	0.9884811050272737	0.9882600097996813	0.9880986161257391	0.9883402543347239	0.9882410095112486	0.9875381365225043	0.9868443876620289	0.988294024750251	0.9870353925680816	0.9868854732262412	0.985875745956551	0.9869531075279846	0.9883428988184709	0.9880260467289541	0.9879164923942679	0.9874811634564977	0.9886006999364094
