	BritoIL_2016__M2.31.ST__bin.51	BritoIL_2016__W2.65.ST__bin.29	BritoIL_2016__W2.4.ST__bin.28	BritoIL_2016__M1.7.ST__bin.4	BritoIL_2016__WL.26.ST__bin.2	BritoIL_2016__M1.63.ST__bin.17	BritoIL_2016__M1.22.ST__bin.19	BritoIL_2016__M2.51.ST__bin.51	BritoIL_2016__M2.58.ST__bin.42	BritoIL_2016__M1.62.ST__bin.5	BritoIL_2016__W1.20.ST__bin.32	BritoIL_2016__M1.25.ST__bin.54	BritoIL_2016__M2.11.ST__bin.81	BritoIL_2016__WL.20.ST__bin.78	BritoIL_2016__WL.15.ST__bin.42	BritoIL_2016__W3.23.ST__bin.68	BritoIL_2016__W3.1.ST__bin.28	BritoIL_2016__M1.15.ST__bin.10	BritoIL_2016__W1.8.ST__bin.52	BritoIL_2016__M1.37.ST__bin.8	BritoIL_2016__W2.13.ST__bin.17	BritoIL_2016__WL.13.ST__bin.55	BritoIL_2016__WL.17.ST__bin.1	BritoIL_2016__M2.32.ST__bin.1	BritoIL_2016__W1.37.ST__bin.26	BritoIL_2016__M2.5.ST__bin.36	BritoIL_2016__W2.46.ST__bin.8	BritoIL_2016__M1.64.ST__bin.18	BritoIL_2016__W2.53.ST__bin.13	BritoIL_2016__W1.14.ST__bin.49	BritoIL_2016__WL.9.ST__bin.11	BritoIL_2016__M1.52.ST__bin.64	BritoIL_2016__W1.6.ST__bin.25	BritoIL_2016__W1.2.ST__bin.40	BritoIL_2016__M1.6.ST__bin.26	BritoIL_2016__WL.1.ST__bin.13	BritoIL_2016__M2.57.ST__bin.48	BritoIL_2016__W1.18.ST__bin.39	BritoIL_2016__M1.48.ST__bin.68	BritoIL_2016__W3.17.ST__bin.69	BritoIL_2016__W2.36.ST__bin.37
BritoIL_2016__M2.31.ST__bin.51	1.0	0.9557762981408302	0.9567011786622721	0.9625467606730032	0.9584691894163587	0.9967395301502595	0.9544643278836856	0.9523205710351881	0.9588055932692293	0.9568091013843861	0.9550649587895226	0.9610663748637689	0.9598071937472394	0.9585867627289504	0.9526443077004143	0.9561777443362308	0.9611055238589004	0.9662152037699038	0.954823708817417	0.9580603920481069	0.9621755146830748	0.9556320593679345	0.9553390043626105	0.9600317064479373	0.9545680727812151	0.9563831036755726	0.9634153979212955	0.9880543963645771	0.9594408152599948	0.9529171299272722	0.9592912820313735	0.9539450753007199	0.9531381748685048	0.9630358213238595	0.962446752191732	0.9559949124958402	0.9563942662857979	0.9527462880262605	0.9581851675107629	0.9546496246326868	0.9566365969268438
BritoIL_2016__W2.65.ST__bin.29	0.9557762981408302	1.0	0.9974421649884235	0.9602550717990496	0.9580092714649794	0.9566418326646784	0.9534933335421086	0.9526324158192515	0.9575555314869979	0.9544797823294913	0.9534743158193913	0.9565478497062481	0.960668778660004	0.9580106398958363	0.9540075589833987	0.9602375680210428	0.958995212469163	0.9640173186121562	0.9555968345886897	0.9554554142413036	0.9632909086278805	0.9565457958575626	0.9583498155892797	0.9566871069379348	0.9545813348295783	0.9555854862734151	0.963505333843782	0.9621489174386263	0.9615398827468422	0.9536890407743298	0.9604683267750959	0.9553232017450459	0.9527675315287301	0.9614710547861091	0.9611132257205606	0.9569621429758635	0.95468945266035	0.9501129988121763	0.9577711468032565	0.9570545165571089	0.9612719140510353
BritoIL_2016__W2.4.ST__bin.28	0.9567011786622721	0.9974421649884235	1.0	0.9610628063026928	0.9590055750162139	0.9576518888707151	0.9541330111218187	0.9529782013227519	0.958212620261205	0.9555369115015103	0.9539655870286126	0.9567713403813289	0.9608210660701604	0.9587393559421057	0.9547703345916668	0.9608756288653771	0.9599285879117629	0.9643818427482126	0.9560491522864996	0.9559498049494087	0.9640797804250805	0.9575058656006771	0.9588416195355836	0.9578770508396565	0.9550075701276296	0.9562968426690364	0.9635221605585534	0.9624434695813976	0.9619584299970332	0.954020731339777	0.9610339945410226	0.9558987670343932	0.9534702120030193	0.9615841134083103	0.96209225004332	0.9576366471169871	0.9549058865982981	0.9508512523128193	0.9585505185092565	0.9577736481450067	0.9607473783781035
BritoIL_2016__M1.7.ST__bin.4	0.9625467606730032	0.9602550717990496	0.9610628063026928	1.0	0.9611180253059531	0.96301682229178	0.9591721115032967	0.9613006125178588	0.9640366340739813	0.9651471287574774	0.9614456548266146	0.9675477294559484	0.9665983651465013	0.9647958338682443	0.9605196433150053	0.9650584449931321	0.9690511075344097	0.9721862034160219	0.9609372482608742	0.9613246089020404	0.9669245271829302	0.9614681045567884	0.9591787160601202	0.9653822220273408	0.9598727247204155	0.9643261999355843	0.9693928871153468	0.9687763388515573	0.9673859915424624	0.960072399995101	0.9659240826525314	0.9589726649599472	0.9574095897001605	0.9707690999138995	0.9849400070613105	0.9606413792626696	0.9609518789947462	0.9553163902896457	0.964501484456432	0.9614747033906075	0.9620132739372734
BritoIL_2016__WL.26.ST__bin.2	0.9584691894163587	0.9580092714649794	0.9590055750162139	0.9611180253059531	1.0	0.9593459224112775	0.9542141993811422	0.9545778836976755	0.9584937806155802	0.957962518473712	0.9540270904153957	0.9601000778123178	0.9607251974727967	0.9574639548546847	0.9540466694577264	0.9591107086870704	0.9599394261953876	0.9635998162010477	0.953286473426023	0.9560220167355914	0.9624138620063942	0.9575739832194384	0.95819462858003	0.9574224739952142	0.9574313968763684	0.9552936682737166	0.965883414606337	0.9624704390822044	0.9647104981904943	0.9538552652480506	0.9609335192543589	0.9554587619088932	0.9531268796944707	0.9642549419870479	0.9632429902289025	0.9552689855720836	0.9568003043324832	0.9527654675351301	0.9585654339923807	0.9625168854931279	0.9562611700737028
BritoIL_2016__M1.63.ST__bin.17	0.9967395301502595	0.9566418326646784	0.9576518888707151	0.96301682229178	0.9593459224112775	1.0	0.9550128909059596	0.953865780321385	0.959460782639387	0.9573462800687222	0.9540224842466212	0.962364592064885	0.9600919163986793	0.9586998644001312	0.9534095232179874	0.9567639904064155	0.9611774364249612	0.9665627346345665	0.9550582609180402	0.9583284643905737	0.962903277607643	0.9551401382345026	0.9552979793140158	0.9601177351488906	0.9552674057379545	0.956887987564683	0.9637535003825941	0.9886592193176479	0.9595168239367747	0.953753214556781	0.9593682065122295	0.9545165240650328	0.9537648709070372	0.9628351305228804	0.9630051011610405	0.9572641675705515	0.9569605923713047	0.9530514878456057	0.9582096376885088	0.9558953911748445	0.9571365973799655
BritoIL_2016__M1.22.ST__bin.19	0.9544643278836856	0.9534933335421086	0.9541330111218187	0.9591721115032967	0.9542141993811422	0.9550128909059596	1.0	0.9526662039615094	0.9573961701248026	0.9563040434321922	0.9529523046638659	0.9595913204875874	0.9597220607280469	0.9575701438861144	0.9529403819259703	0.9568307057138153	0.9599480221423636	0.9642722910073372	0.9531883422124726	0.9556038868287219	0.9607888774641372	0.9542981863088004	0.9523904092280707	0.9564188626663979	0.9557545852563394	0.9554986615266378	0.96233836212578	0.9603783267750104	0.9578731869682141	0.9535698394903754	0.9574035176440405	0.9528177945140177	0.9519484726754391	0.9614542978944126	0.9626335166583337	0.9539819916459441	0.9551213456923106	0.9510686356574504	0.9633202919224144	0.9530011321416613	0.9543644014788916
BritoIL_2016__M2.51.ST__bin.51	0.9523205710351881	0.9526324158192515	0.9529782013227519	0.9613006125178588	0.9545778836976755	0.953865780321385	0.9526662039615094	1.0	0.9551932252407768	0.9590840532227715	0.9534206961381378	0.9627948477387391	0.9617796041555556	0.9530555537573036	0.9531993060688598	0.957111949270984	0.9585737523518303	0.9634916549993271	0.9515421408970409	0.9548769638945169	0.9574750837457946	0.9547615186964148	0.951116734208312	0.9579657274750272	0.9572641737159862	0.9548711187032046	0.9599387761376263	0.9581041948274871	0.9580462549046215	0.9507723930745513	0.9571017559547507	0.9524970094501987	0.9513984413578483	0.9607208887889571	0.9620256098043779	0.95459154451539	0.9546036803884017	0.9513929425621052	0.9547710694652092	0.9537535057815574	0.9531797224929638
BritoIL_2016__M2.58.ST__bin.42	0.9588055932692293	0.9575555314869979	0.958212620261205	0.9640366340739813	0.9584937806155802	0.959460782639387	0.9573961701248026	0.9551932252407768	1.0	0.9583955369415461	0.9569010428567511	0.9623534121000449	0.964938900871632	0.9584397715603802	0.9567014887711329	0.9606120681797466	0.962762842776103	0.9656907741426567	0.9564975323509515	0.9600886117431852	0.9614937763279503	0.9581616660695064	0.9565680098944401	0.9604776567075171	0.9573078731203426	0.9599530097628269	0.9658294403594719	0.965157529242519	0.9632362109113048	0.9562260027172308	0.9606015614649812	0.9575607975462854	0.955897046949267	0.9639016000351518	0.9663927486755884	0.9578986810698962	0.9605909596306395	0.953317413353759	0.9610944608002681	0.9579734358365	0.9576453363105731
BritoIL_2016__M1.62.ST__bin.5	0.9568091013843861	0.9544797823294913	0.9555369115015103	0.9651471287574774	0.957962518473712	0.9573462800687222	0.9563040434321922	0.9590840532227715	0.9583955369415461	1.0	0.9579055243646827	0.9617620741813844	0.964496556919323	0.9576043340303737	0.957580993838822	0.9602495001487126	0.9634255419181476	0.96773485871308	0.9550781235735044	0.9578391388647456	0.9633579050119493	0.9599214560833774	0.9544879174242806	0.9627980561529563	0.9576820387884638	0.9601350517573441	0.9640012575979878	0.9637894999588507	0.960872566203635	0.9559894933005034	0.9607068091310687	0.9561337693918956	0.9547471041072256	0.9623113297283049	0.9656446671624478	0.9547475943801751	0.9569815557008252	0.9553870913656682	0.9599677798411657	0.9554463565555515	0.9573508797885598
