	BritoIL_2016__M2.31.ST__bin.51	BritoIL_2016__W2.65.ST__bin.29	BritoIL_2016__W2.4.ST__bin.28	BritoIL_2016__M1.7.ST__bin.4	BritoIL_2016__WL.26.ST__bin.2	BritoIL_2016__M1.63.ST__bin.17	BritoIL_2016__M1.22.ST__bin.19	BritoIL_2016__M2.51.ST__bin.51	BritoIL_2016__M2.58.ST__bin.42	BritoIL_2016__M1.62.ST__bin.5	BritoIL_2016__W1.20.ST__bin.32	BritoIL_2016__M1.25.ST__bin.54	BritoIL_2016__M2.11.ST__bin.81	BritoIL_2016__WL.20.ST__bin.78	BritoIL_2016__WL.15.ST__bin.42	BritoIL_2016__W3.23.ST__bin.68	BritoIL_2016__W3.1.ST__bin.28	BritoIL_2016__M1.15.ST__bin.10	BritoIL_2016__W1.8.ST__bin.52	BritoIL_2016__M1.37.ST__bin.8	BritoIL_2016__W2.13.ST__bin.17	BritoIL_2016__WL.13.ST__bin.55	BritoIL_2016__WL.17.ST__bin.1	BritoIL_2016__M2.32.ST__bin.1	BritoIL_2016__W1.37.ST__bin.26	BritoIL_2016__M2.5.ST__bin.36	BritoIL_2016__W2.46.ST__bin.8	BritoIL_2016__M1.64.ST__bin.18	BritoIL_2016__W2.53.ST__bin.13	BritoIL_2016__W1.14.ST__bin.49	BritoIL_2016__WL.9.ST__bin.11	BritoIL_2016__M1.52.ST__bin.64	BritoIL_2016__W1.6.ST__bin.25	BritoIL_2016__W1.2.ST__bin.40	BritoIL_2016__M1.6.ST__bin.26	BritoIL_2016__WL.1.ST__bin.13	BritoIL_2016__M2.57.ST__bin.48	BritoIL_2016__W1.18.ST__bin.39	BritoIL_2016__M1.48.ST__bin.68	BritoIL_2016__W3.17.ST__bin.69	BritoIL_2016__W2.36.ST__bin.37
BritoIL_2016__M2.31.ST__bin.51	1.0	0.8306466480509729	0.8367469599612698	0.5700199396763587	0.5706314697155236	0.9347296602560932	0.8039601566196378	0.7758182836490157	0.6616445261816294	0.6976433610770123	0.8587695356118823	0.5661574080319275	0.6504126578724251	0.7518507027349481	0.6447490103855187	0.7064950585475063	0.6244546066348011	0.49013982754253355	0.8479018873995334	0.6881876278080296	0.5331467767021044	0.8189376464187272	0.9138876773199796	0.7809443442714274	0.7982190686457458	0.7784232817080073	0.5025712739759495	0.710677844076827	0.5736091813441371	0.8758134373733786	0.7206921480841973	0.8844048348843914	0.9113106577595118	0.49093621551837413	0.5879526583820334	0.6575776515747648	0.9082764895178056	0.6544720382386137	0.5842000422675174	0.8188347255134429	0.5093125932720705
BritoIL_2016__W2.65.ST__bin.29	0.8654508353526336	1.0	0.9035930964657257	0.5629337157640764	0.5686405055581728	0.8484387403730782	0.7978719915462678	0.7758865617411357	0.6680587909184845	0.6942882649807787	0.8534880755005739	0.5668862520138779	0.6616987108578924	0.7312233706133902	0.6538050904585785	0.7219440460790871	0.6222639240621641	0.48632645252974294	0.8325744581725051	0.6890442441483672	0.5314534537191997	0.8288462789783685	0.9106272887933391	0.7895582872863468	0.7867275363148702	0.7664000583016015	0.5030959712031733	0.6681415583705743	0.5775840753339979	0.8737213339614637	0.7054977889638192	0.8848819262432687	0.8972543589556725	0.4883008987295977	0.582598533610613	0.6608314745359948	0.8993079287575252	0.65253703062656	0.5908643472693248	0.809634339643267	0.5037070969186042
BritoIL_2016__W2.4.ST__bin.28	0.8827394132464147	0.9149243669663456	1.0	0.5709744562269766	0.5794530302495239	0.8668358937896	0.8209600933560258	0.7868202079532882	0.6804258578059964	0.7073922139008345	0.8711579320206636	0.5776820487304539	0.674605337295553	0.7451916006984836	0.674380275060838	0.721848904705909	0.6326815664542367	0.4923001834757937	0.844915253790612	0.691779114330034	0.5484540016539703	0.8395090164569512	0.9212187304487066	0.7993203858420569	0.7986104120009297	0.7853254152187399	0.5152317587585841	0.684366291685927	0.5809393897387434	0.8884234205980963	0.722212588410718	0.8934496348141233	0.9098675822360012	0.5009010395556102	0.5840191055172926	0.676450109711251	0.9055935080877459	0.6645961292458096	0.6070181467627143	0.8202553902932292	0.5182071131261883
BritoIL_2016__M1.7.ST__bin.4	0.8706311663119531	0.8252306274118678	0.8266515166199014	1.0	0.5886235765353349	0.867418522076818	0.8189480383411156	0.8033167308559598	0.6826502712433239	0.7317258920047892	0.859878346854165	0.5886380754048046	0.6964188555508158	0.778680099233315	0.6696379174434373	0.7299997634394981	0.6343682728107279	0.5125861633473159	0.8525548915751648	0.7140792416633408	0.5532989888183193	0.8088682716660803	0.8984537337259729	0.8179476163477043	0.8154087879937151	0.7842369817321876	0.5082899193939168	0.6944309842366765	0.5917087833388149	0.8722931946122201	0.7421170028242271	0.8778340520448366	0.8929723979680216	0.5113880988700802	0.6765027505881581	0.662325145541941	0.9121467712925437	0.6379929901781606	0.6178990832899003	0.8322808934661227	0.5077381992556739
BritoIL_2016__WL.26.ST__bin.2	0.8576182759930858	0.8202571338035889	0.825502080708357	0.5792043299157955	1.0	0.8414449171696359	0.8219188471178698	0.791469621357634	0.6707945437534447	0.7001317056101785	0.8605827785528603	0.5780336968127843	0.6697125153368705	0.7444783511719096	0.6815502516222918	0.7098752175695584	0.6475793650197709	0.4886105433569763	0.83100908723657	0.6901546677399347	0.5561611043447834	0.8258587521156247	0.9078999337717514	0.7687958322758339	0.8230924837695738	0.7902682018805218	0.5400237881056468	0.6817086888158359	0.5894621995888142	0.8697616233579974	0.716203694665247	0.8828157968639948	0.8863306997217212	0.48628504578159093	0.5775110793402405	0.6713682215537657	0.9000801947500973	0.6665610418709705	0.6021476874927727	0.8404710165060019	0.5256007472829147
BritoIL_2016__M1.63.ST__bin.17	0.9366783269824915	0.8160163374592527	0.8233850162188034	0.5691005135245144	0.5610374226546568	1.0	0.7907426404582419	0.7668487558407969	0.6595988831329952	0.6845206178315217	0.8444997504221795	0.5602488869129602	0.653407751081045	0.7402798575929483	0.6448520131192321	0.702224371712244	0.6074038249240378	0.4847672417720676	0.8352325779911914	0.6812272920481052	0.5300151749322736	0.8073714824421878	0.9038757407855218	0.7749584078687356	0.7890524203541351	0.7675346567716695	0.4959544361518855	0.6989741024836122	0.5682413850592754	0.8766609942159026	0.7153185709429335	0.8699967407189343	0.8944458546300565	0.4823115161764978	0.5777844198354539	0.6448264795809295	0.8942631146010285	0.6506195888299281	0.5825021165300622	0.8041242171592387	0.49702033621161396
BritoIL_2016__M1.22.ST__bin.19	0.8289627688072336	0.7896009000766548	0.8023875316304411	0.5528568367086207	0.5638857636227261	0.8136379746626773	1.0	0.7659862515763706	0.6454562407787476	0.6835791647090824	0.846338905236435	0.5698110622058472	0.6424147729614336	0.7580544290859936	0.6254801233072047	0.6915130478145117	0.6069510727561963	0.47286736645153843	0.8219278290184054	0.6769527418543887	0.5245589253480378	0.790926905862862	0.8663984776175992	0.7641878497894051	0.7781083347757639	0.7547528086183164	0.48854040453994707	0.6464633663855988	0.5608911747978537	0.8579283194447879	0.6967727677357137	0.859124506482695	0.8745971497572596	0.4767207165994906	0.5666948970928842	0.6339173116391781	0.872332533814693	0.6326644576873305	0.6092429918482068	0.8076709486247455	0.4900415626056065
BritoIL_2016__M2.51.ST__bin.51	0.819389426971065	0.7865068162450102	0.7877120265104044	0.5554858437922965	0.5561939839745027	0.8082312061864646	0.7846045469776081	1.0	0.655384266307144	0.6867550874489804	0.8386400753520253	0.5630025776935843	0.644096765086895	0.7335947084726177	0.6253648214742719	0.691680935884819	0.6046715089665217	0.4469905361444353	0.8157004493154733	0.6732318262048804	0.5086414736914313	0.7842842481023479	0.872926829911799	0.7580904488141817	0.8000728191841613	0.7555776592853695	0.48058339775368647	0.6335759760013298	0.5521920948971165	0.8343205257756167	0.689240965540168	0.8606230261647771	0.877313394244646	0.4740586933177845	0.546470512187979	0.6218784711137377	0.8753609958287272	0.612893744673778	0.5890665688708541	0.7962281773305437	0.48183609879135986
BritoIL_2016__M2.58.ST__bin.42	0.8213366708447579	0.7959487192527315	0.8006430249959842	0.554818066968126	0.5540483968099311	0.8170938718502287	0.7770747448335658	0.7703040042074475	1.0	0.6917039976333108	0.8142824980975316	0.5639815452818475	0.6429480909885331	0.7356421784208304	0.6144647133211236	0.7076400771778844	0.6005455293079357	0.48039139681179177	0.8131878423125084	0.6699529080941887	0.5220770054683174	0.7910553288029676	0.8625019303774113	0.739427268650857	0.7810024814265133	0.7480921048959333	0.4908169853365741	0.6587483463875429	0.5521350749420577	0.8399514010043544	0.6788013240063285	0.8359287735699857	0.8733287893231058	0.4940184658817809	0.5662731901122503	0.630626546240059	0.8634719256452732	0.6194232249365689	0.5850107201842742	0.7776986676209502	0.5066203417434735
BritoIL_2016__M1.62.ST__bin.5	0.8198829207571986	0.7831268495467143	0.7880255061299263	0.5630184602376814	0.547469350368735	0.8027872375405138	0.7791241955939687	0.7641698764620226	0.6548505096528724	1.0	0.8227423786932219	0.5512118934661092	0.6453808304758326	0.7272358964723566	0.6374588989619052	0.6968698623702382	0.6144417304711354	0.4683774484475551	0.8039228005073042	0.6586588144111982	0.5233160317534877	0.7774554934473202	0.8502495420170041	0.7456039503969186	0.7664081215651275	0.7517955282070553	0.4818286439006059	0.649237282164498	0.550385762600404	0.8355794072055991	0.6745414298463995	0.8569196533421015	0.8589729437737799	0.47221980835173094	0.5613620884024614	0.6167228380853962	0.8577698576729766	0.6198512142420969	0.5751274132180938	0.7803748414674245	0.4683040537366715
