	HMP_2012__SRS063932__bin.66	HMP_2012__SRS078182__bin.26	HMP_2012__SRS020226__bin.2	HMP_2012__SRS042643__bin.14	HMP_2012__SRS015762__bin.18	HMP_2012__SRS017511__bin.3	HMP_2012__SRS014271__bin.2	HMP_2012__SRS021496__bin.61	CM_cf__CF_TNFC002SA_t1M15__bin.5	HMP_2012__SRS024289__bin.40	CM_periimplantitis__SP_344SPT_T016__bin.26	CM_periimplantitis__SP_282SPT_T016_R__bin.15	HMP_2012__SRS018300__bin.10	HMP_2012__SRS013252__bin.53	HMP_2012__SRS018443__bin.5	HMP_2012__SRS011115__bin.26	CM_periimplantitis__SP_283SPT_T016__bin.9	HMP_2012__SRS058808__bin.22	HMP_2012__SRS017304__bin.36	HMP_2012__SRS022602__bin.56	HMP_2012__SRS022536__bin.33	HMP_2012__SRS018665__bin.34	CM_cf__CF_TNFC022IS_t3M16__bin.14	HMP_2012__SRS049318__bin.75	HMP_2012__SRS024355__bin.9	HMP_2012__SRS015893__bin.10	HMP_2012__SRS063603__bin.69	HMP_2012__SRS022143__bin.95	HMP_2012__SRS022725__bin.68	HMP_2012__SRS012279__bin.14	HMP_2012__SRS056622__bin.20	HMP_2012__SRS047824__bin.23	HMP_2012__SRS013723__bin.46	HMP_2012__SRS018439__bin.57	HMP_2012__SRS062544__bin.37	HMP_2012__SRS018739__bin.85	HMP_2012__SRS063999__bin.35	HMP_2012__SRS019980__bin.38	HMP_2012__SRS052604__bin.10	HMP_2012__SRS016575__bin.43	HMP_2012__SRS055378__bin.27	HMP_2012__SRS024087__bin.39	HMP_2012__SRS015574__bin.56	HMP_2012__SRS023595__bin.81
HMP_2012__SRS063932__bin.66	1.0	0.6120318693671485	0.8286206375188173	0.8775382754517785	0.44342924382563875	0.8896674357912451	0.8477915606655229	0.6160254008322322	0.7394166485889522	0.9163790666640371	0.6094996746011399	0.8755438105192577	0.861865225708482	0.9151280888240282	0.8791153095233399	0.8405269489419607	0.857325418581261	0.6311870155994241	0.8878859592035288	0.6132046200064423	0.8690088810880812	0.7926867427902787	0.7325931330979945	0.6876512776013831	0.8762215604683113	0.8225083979200768	0.7287047810624437	0.8761308432103392	0.8257840797785974	0.8691633633752079	0.8561125682844578	0.8291833474668191	0.7464886504821819	0.7370875815962293	0.6499109261706143	0.6643336554453362	0.9119470684520875	0.9395895372762472	0.5207926584758186	0.5525397545375063	0.8869873324524556	0.9702098986990619	0.5387671656115856	0.5439373919445705
HMP_2012__SRS078182__bin.26	0.6596735886542512	1.0	0.8354062924239805	0.946383174100222	0.49933397007683433	0.8669442263708171	0.9183397716225905	0.6407781780255472	0.7456948959434527	0.8916638561148632	0.6323203065438149	0.8507901665641643	0.8955792618121116	0.8892852790381961	0.863612659670046	0.8728003298973747	0.8441192391954359	0.6649316823349024	0.8756777208739447	0.6080279279100548	0.8397439894342147	0.8155862338700306	0.7296655396117755	0.6853277859181435	0.8562140591831355	0.8167787108494857	0.7267102089633457	0.8865517221833311	0.8174638714193806	0.8759356303335535	0.9368617803688389	0.913497592372682	0.7306688357513527	0.782328667344978	0.7454504487908014	0.6455502115707821	0.874522088103005	0.8677002411878573	0.5631120035597174	0.5468219035985455	0.8840363964096735	0.8847704464100987	0.5590152109897771	0.5165239189767514
HMP_2012__SRS020226__bin.2	0.5877279445705947	0.5497475183124991	1.0	0.8460192753332618	0.4092268884837577	0.8497768929132611	0.8155261084249152	0.5352504534412579	0.691182490872892	0.8688736472530086	0.6049353991914991	0.8083237360762061	0.8006620941759025	0.8808323736076207	0.8510609826037087	0.8057695446004355	0.8219969133356025	0.6108602095388188	0.8481589585538372	0.5232381067836677	0.8167272032116231	0.7385432063076126	0.6564519212387688	0.6276750702892233	0.8107585640949126	0.7514311958260091	0.6621627166376806	0.8331634579966523	0.7711294300861189	0.8258137463806295	0.8174904765679276	0.7945120785560752	0.6780464491702841	0.6948617761841928	0.5807549738659306	0.5882007357638096	0.8486676520368721	0.8570464072065688	0.5052767040765419	0.49996409771017997	0.8599339770878114	0.8718899058613986	0.4924372059625777	0.4764900615934089
HMP_2012__SRS042643__bin.14	0.5303779775455894	0.5306783444222745	0.720906726549333	1.0	0.370005904036756	0.7872544321993292	0.8539847480374839	0.49384367096000586	0.6543929450336563	0.8409175969696321	0.5484885904291035	0.7609874282953544	0.7994101525593562	0.8301325984674932	0.8115420342783765	0.7753625261331102	0.7583230628521662	0.5424462895552584	0.8180289258069976	0.4712712591013945	0.7709376770515732	0.6694136727320116	0.600112756771962	0.5535578774391896	0.7743402457446039	0.7133550423890768	0.6012760824530915	0.8093405357814029	0.7057036332472758	0.8010923659930661	0.8627069094711715	0.8264805186652585	0.6164036867252938	0.6452981061788963	0.5678558970043568	0.5312218654372286	0.8139231172042678	0.8046220741047994	0.47368253763922763	0.45451428371638053	0.8030300501962316	0.8413041802646248	0.4367235059330405	0.42511369045206804
HMP_2012__SRS015762__bin.18	0.6635637028985151	0.6932571282419544	0.8633797482674327	0.9161098022241786	1.0	0.8761031129648665	0.8899734888914028	0.6971083709194289	0.7890001032900336	0.9007294243793991	0.629680637053578	0.8717609966996374	0.8926875574858222	0.8993679633664681	0.8881329588659738	0.8916979405934751	0.8809626631121779	0.690756525716759	0.8896262376359371	0.6447983630988977	0.8632302236475153	0.8036072814555041	0.7483569506814683	0.7083207499840146	0.8700385124267747	0.8384937361972545	0.7653201253252406	0.8670981894732701	0.8285110003885672	0.8871954788476767	0.8822867429701295	0.8647136652714315	0.7543861374937904	0.8536940942693706	0.7415112807472296	0.6884743078338112	0.8854179065569496	0.8849083423917053	0.5944626704900374	0.5874497690729966	0.8780685747450949	0.9054758473471677	0.6109890758493146	0.5702642749285577
HMP_2012__SRS017511__bin.3	0.5762603250273255	0.5209872852975529	0.7760243487339588	0.8436974274666698	0.3792171394921357	1.0	0.793788143362198	0.5126804258473665	0.6727802495251307	0.8737846177690746	0.5915430047846727	0.8006213219185869	0.8173597991263513	0.8748921138698451	0.8447780984023698	0.7919108076035292	0.7898516568371597	0.571321939876715	0.8415595043901725	0.4968114246249054	0.8164643495685193	0.7173943312039261	0.6405423622580998	0.5855716378807098	0.8086956966048282	0.7328503100435547	0.6383035254653846	0.8368638231140099	0.7569350503142164	0.8298428684021271	0.8178396715237247	0.7876758378925469	0.6543679671762171	0.6568243858633935	0.5553758695292098	0.5592101649492175	0.8409007975589952	0.8554157666397989	0.48151384199807457	0.4738601540275431	0.8569941934162529	0.8890123698074677	0.45952657415816883	0.44943264775875746
HMP_2012__SRS014271__bin.2	0.5641389380267742	0.5669507332189019	0.7650930586977557	0.9402161075446047	0.39574530069761216	0.8154748469435069	1.0	0.5293366298001299	0.6758837383053291	0.8729757961649703	0.5777298646943857	0.7930793444160408	0.8323101863273616	0.865047828513738	0.8413964666215239	0.8146664776972325	0.7972686043032539	0.572083090560102	0.842644452259847	0.5035996052638485	0.7979068135729045	0.7128950642233619	0.6302887382965805	0.5922420173536931	0.8152731920611841	0.7415204340697892	0.6407323615405208	0.8316837876473481	0.7595783881957093	0.8379482118767291	0.9057965499080524	0.8590703578696146	0.6584381851235562	0.6879353514569019	0.6204194596524012	0.5740121535341658	0.8482706672195773	0.838219418009137	0.4946554894745775	0.4821108935629662	0.8366897279365063	0.8639533805406976	0.4601571945737777	0.4511544632655668
HMP_2012__SRS021496__bin.61	0.679989696070357	0.6562304306970027	0.8329907155788886	0.9019319868080675	0.5142161575775607	0.8736941401842372	0.8780892741171819	1.0	0.7618580452284461	0.8998610420755888	0.6106979461075455	0.8383219107258828	0.8768245030349426	0.8942918406664175	0.8817195952442285	0.9360982211208788	0.8480039764460875	0.6788076466768012	0.8996578659981206	0.606151881374196	0.8690428592679131	0.8276370259376032	0.7184349637004169	0.6971377570086676	0.8675916015717121	0.8217420171756349	0.7299601266947969	0.8579269509438618	0.816825156100906	0.8748819946085776	0.8650040090993858	0.8631050384039067	0.7358108720970311	0.786062846714534	0.6967807476154023	0.6533097745833983	0.8882088940327912	0.883758612307391	0.5739187223127242	0.568427888819148	0.8696081241405833	0.9022331227800292	0.5804747789553122	0.5529538536334051
CM_cf__CF_TNFC002SA_t1M15__bin.5	0.583092410262312	0.5455747654661206	0.768458284150813	0.853822032628682	0.4157831956741154	0.8190876389746397	0.8009827691404892	0.5442751546236234	1.0	0.8713307507002191	0.5970102211515682	0.8355668288717853	0.8040666881281302	0.8676672685207505	0.8524477732176489	0.7929544192730162	0.8259402738876715	0.6110716268566887	0.8544746892105343	0.5357859535240086	0.8251336546332138	0.7311666586315777	0.6684260919556317	0.6108404236513622	0.8095657993436111	0.7844729940659572	0.663830539455138	0.8027696692498182	0.7546871784344432	0.818733576666931	0.800418239340936	0.7840406544398532	0.6688294015828606	0.6881753038689213	0.5803724030462837	0.5706318016380176	0.8520906005529179	0.8347856108663433	0.5238629182717405	0.5075630922962159	0.8427947801988451	0.8605502532608207	0.4912057247157781	0.47748075596190637
HMP_2012__SRS024289__bin.40	0.5395081901229332	0.4870448835146395	0.7212053049642316	0.8191376878789897	0.35437162615080475	0.7942116474524004	0.772374802813173	0.47994847986178724	0.6505156658064497	1.0	0.5479943835618559	0.7791143737779834	0.7692248448435741	0.8655572859661806	0.8407411592959947	0.7495529915892755	0.77055696860956	0.5337473934184882	0.8215685621887391	0.4673203955037533	0.7710283592972331	0.6807233718444302	0.6065072039952877	0.5565366949397874	0.7682998664006032	0.7127229817279991	0.6029264924662634	0.7863330758358477	0.7103830571814707	0.7940355532299939	0.7740807881590375	0.739706421904728	0.6190756872318917	0.6162485041666602	0.5185193068931406	0.5281890083147435	0.817673203180997	0.8088890041349246	0.4726241212704792	0.4531813840154436	0.8137890677610569	0.8511698074651566	0.42851464716910154	0.4239222646568446
