	HMP_2012__SRS063932__bin.66	HMP_2012__SRS078182__bin.26	HMP_2012__SRS020226__bin.2	HMP_2012__SRS042643__bin.14	HMP_2012__SRS015762__bin.18	HMP_2012__SRS017511__bin.3	HMP_2012__SRS014271__bin.2	HMP_2012__SRS021496__bin.61	CM_cf__CF_TNFC002SA_t1M15__bin.5	HMP_2012__SRS024289__bin.40	CM_periimplantitis__SP_344SPT_T016__bin.26	CM_periimplantitis__SP_282SPT_T016_R__bin.15	HMP_2012__SRS018300__bin.10	HMP_2012__SRS013252__bin.53	HMP_2012__SRS018443__bin.5	HMP_2012__SRS011115__bin.26	CM_periimplantitis__SP_283SPT_T016__bin.9	HMP_2012__SRS058808__bin.22	HMP_2012__SRS017304__bin.36	HMP_2012__SRS022602__bin.56	HMP_2012__SRS022536__bin.33	HMP_2012__SRS018665__bin.34	CM_cf__CF_TNFC022IS_t3M16__bin.14	HMP_2012__SRS049318__bin.75	HMP_2012__SRS024355__bin.9	HMP_2012__SRS015893__bin.10	HMP_2012__SRS063603__bin.69	HMP_2012__SRS022143__bin.95	HMP_2012__SRS022725__bin.68	HMP_2012__SRS012279__bin.14	HMP_2012__SRS056622__bin.20	HMP_2012__SRS047824__bin.23	HMP_2012__SRS013723__bin.46	HMP_2012__SRS018439__bin.57	HMP_2012__SRS062544__bin.37	HMP_2012__SRS018739__bin.85	HMP_2012__SRS063999__bin.35	HMP_2012__SRS019980__bin.38	HMP_2012__SRS052604__bin.10	HMP_2012__SRS016575__bin.43	HMP_2012__SRS055378__bin.27	HMP_2012__SRS024087__bin.39	HMP_2012__SRS015574__bin.56	HMP_2012__SRS023595__bin.81
HMP_2012__SRS063932__bin.66	1.0	0.9628143915068145	0.9659501325349308	0.962839385159556	0.962659515865246	0.967144675337854	0.9628742827918575	0.9646585055526046	0.9659531419875753	0.9643903262450206	0.9643297315681252	0.9665811522314187	0.9627551222721725	0.9654857209437486	0.963695991490944	0.9624494920602422	0.9651260973716362	0.9675747849790144	0.96545574372332	0.9777155650400283	0.9669702289517957	0.9665681002219548	0.9643609062895624	0.974847444485449	0.9652439836861436	0.9661173865271035	0.9670955803770451	0.9626887233338679	0.9656359660080176	0.962155750499387	0.9617210040445648	0.9630048121152617	0.9698662849490284	0.9643954686705756	0.9630089604111328	0.9640072763833284	0.9649625704456072	0.9875188098755128	0.9689549398374302	0.9729358382238891	0.9643945079371886	0.9944090753818073	0.975564988227676	0.965087662822379
HMP_2012__SRS078182__bin.26	0.9628143915068145	1.0	0.9609686879043603	0.9833373702154664	0.9667756357405759	0.9602950986932465	0.9851276617738267	0.9659437797331043	0.9625554246663545	0.958213028276257	0.9636575673807879	0.9602477468471855	0.9655312020423238	0.9603551296461941	0.9590276734142137	0.9641439345791759	0.959635331711046	0.9642058671225783	0.9614834350530381	0.9676847888353127	0.9636069311148909	0.963867003509383	0.9603991513371104	0.9704949219479011	0.9619675973099654	0.9612637298492677	0.963438518904001	0.9612867934878225	0.9607225950000583	0.9587168200613578	0.9836865387162003	0.9842002809246084	0.9628322484024814	0.9660845218304314	0.9856696640203263	0.9608294955174803	0.9612151173974364	0.9594405188981171	0.9627112279384153	0.9690861717155862	0.9596210687264792	0.959182921012062	0.9695660722844187	0.9614088626943108
HMP_2012__SRS020226__bin.2	0.9659501325349308	0.9609686879043603	1.0	0.9607954232556564	0.962643627732711	0.9629716713207458	0.9611900714902382	0.9637586315458075	0.9633452257942929	0.9609981068644343	0.962377543428643	0.9634396220532653	0.9601414390144895	0.9631268624566967	0.9613552141203338	0.9604155679018589	0.9637070698291239	0.9665357903263646	0.9628353611899629	0.9703288085090561	0.9652606183776349	0.9641702118852731	0.9627765787796478	0.9743983392578341	0.9638803061193946	0.9652316978438035	0.9667848472842284	0.9600819691068452	0.9641893948138898	0.9602998776806163	0.9594868960384391	0.9602066024424439	0.9673503869832601	0.962513514665592	0.9616891991012763	0.9636919626385261	0.9639832831166575	0.9635478970505134	0.9665804449042938	0.9714757348051483	0.9621476085716953	0.962843562655726	0.9718825055903708	0.964175967046041
HMP_2012__SRS042643__bin.14	0.962839385159556	0.9833373702154664	0.9607954232556564	1.0	0.9657523947398167	0.9587401553467771	0.9824185889621867	0.9639901442302099	0.9609697354418327	0.9576143389414105	0.9602450375854602	0.9591207928367871	0.9636730686335553	0.9596580397315466	0.9571451733377319	0.9630084530394919	0.9599259676510823	0.9636687164024033	0.9615445686601054	0.9675954439148463	0.9620517132730007	0.9626682664838304	0.9601549279837877	0.9705071461310307	0.9608999639592379	0.9617601228167064	0.9637432106879008	0.9600461301654899	0.9614833099214823	0.9583035688399856	0.9820075526309838	0.9819085453294149	0.9636500737284482	0.9660581634030819	0.9821754867243866	0.9609018525319326	0.9594094748535535	0.9586785270828668	0.9631517634836335	0.9691977016674941	0.9586131828260431	0.957952715296502	0.9690890977377321	0.9621775514865499
HMP_2012__SRS015762__bin.18	0.962659515865246	0.9667756357405759	0.962643627732711	0.9657523947398167	1.0	0.9619105428066268	0.9661564847425987	0.9677136989069934	0.9617753816526149	0.9600450014049833	0.9637972804295422	0.9619222532300414	0.9645766545633891	0.9622106943755966	0.9591006824343273	0.966079674982175	0.9614402703700841	0.964850303597413	0.9637170423762951	0.9686859909378686	0.964184824588487	0.965314606316705	0.9601511512408513	0.9713903736101256	0.964055643120148	0.9644629557967915	0.9635099956158493	0.9620990267164533	0.9629248103537966	0.9606682090480695	0.9650465149809873	0.9650729764327951	0.9659312049153381	0.9903682325136061	0.9658042015385483	0.9630956804139317	0.9625379769373986	0.9614483534054132	0.9639006214350428	0.9700210028409876	0.9625060385431583	0.960962898467205	0.9699491057192429	0.9650587487139874
HMP_2012__SRS017511__bin.3	0.967144675337854	0.9602950986932465	0.9629716713207458	0.9587401553467771	0.9619105428066268	1.0	0.9601284673277158	0.9621624083726958	0.9630358767817863	0.9593492324248717	0.9601320017968831	0.9637901826560086	0.9583591694499778	0.9614294918796098	0.9596324754988503	0.9584979931600462	0.9619996950640832	0.9653821027305798	0.9616865303151357	0.9697388280507184	0.9626612928327796	0.9634371586886783	0.961903422169932	0.9725216675529809	0.962029016045847	0.9632099293288592	0.9655630393153959	0.9577559161404572	0.9619696618779938	0.9576075436431952	0.957833446201689	0.9587530072962891	0.968196757872375	0.9622781337314081	0.9593269604883118	0.9616202146081443	0.9618684373175088	0.964754633295764	0.9661306844345873	0.9697295008186515	0.9603888726386757	0.9640118827643587	0.9712106104347701	0.9621778264761596
HMP_2012__SRS014271__bin.2	0.9628742827918575	0.9851276617738267	0.9611900714902382	0.9824185889621867	0.9661564847425987	0.9601284673277158	1.0	0.9660515091012292	0.9618701202332203	0.9580206850699303	0.9614114649681529	0.9603877897709907	0.9651429151132416	0.9603416409370845	0.9578559000544784	0.9645552129287137	0.9598688662725633	0.964398168290183	0.9615755343719691	0.9674960859667094	0.9626727745789815	0.9635842582962866	0.9601357483551207	0.970636753310158	0.9612415694611418	0.9621535901304191	0.9639764502410652	0.959779401557314	0.9614460392936794	0.959008760951189	0.986215922604944	0.9831632824190166	0.9638256047741621	0.9665860296341094	0.9989027311289826	0.9613698186552222	0.9607542088342789	0.9599285053039928	0.9628172108012379	0.9692706281308043	0.9591669921987633	0.9593330079002523	0.9691767380925619	0.9615582550973792
HMP_2012__SRS021496__bin.61	0.9646585055526046	0.9659437797331043	0.9637586315458075	0.9639901442302099	0.9677136989069934	0.9621624083726958	0.9660515091012292	1.0	0.963269395383146	0.9589127530063839	0.9648205489172864	0.9616226253963048	0.9645322194541982	0.9633863216381766	0.9594183376654549	0.9985409493968741	0.9617528116518341	0.9664916500328543	0.9650375559447363	0.9690890402695153	0.965234687619129	0.9644884802135004	0.9601206349822053	0.9726480203046713	0.9644070503513561	0.9646592722133869	0.9645345258390079	0.960937398405701	0.9643475176818904	0.9599961781309467	0.9646211834315697	0.9649490858822842	0.965193222920236	0.9670408835517753	0.9664067760106198	0.961879965855321	0.963495065847732	0.9625596896847689	0.9652760996756076	0.9708614770656984	0.9631092866488149	0.9623021616141291	0.9703895454837689	0.9644583833259927
CM_cf__CF_TNFC002SA_t1M15__bin.5	0.9659531419875753	0.9625554246663545	0.9633452257942929	0.9609697354418327	0.9617753816526149	0.9630358767817863	0.9618701202332203	0.963269395383146	1.0	0.9604271101950932	0.9624901173218068	0.9628656801297966	0.9609594502416531	0.9626675056206658	0.961574558933687	0.9604955062720048	0.9629051461034055	0.9664214773992448	0.9635420472407804	0.9715469049774351	0.9648646371380579	0.9657639534143267	0.9610667421952738	0.972953312343994	0.9637621235198136	0.9641993109762741	0.967063846883477	0.9590973952939894	0.9636272051639824	0.9586766675953764	0.9603325256123835	0.9613366529521576	0.9664636156072655	0.9629164061445974	0.9621015380754893	0.9623301802668158	0.9628980036331662	0.9635621667873363	0.9654592598112555	0.9717634401558618	0.9618435773029186	0.9624501609171145	0.971833340512688	0.9642473914686605
HMP_2012__SRS024289__bin.40	0.9643903262450206	0.958213028276257	0.9609981068644343	0.9576143389414105	0.9600450014049833	0.9593492324248717	0.9580206850699303	0.9589127530063839	0.9604271101950932	1.0	0.9564626475292897	0.9619471077460464	0.9565021754687207	0.95936583488869	0.9606734616622856	0.9558693537425542	0.9617948424389893	0.9634487205550212	0.9590355273305056	0.9686435830770971	0.9610744529660293	0.9609224376383227	0.9623325104700147	0.9695881891271573	0.9597495095294868	0.961362073816846	0.9641513264083496	0.9577982014666588	0.9599648339050526	0.9584944127723012	0.9562801870004294	0.9577471705336624	0.9652372309021702	0.9603760224754612	0.9570278820884743	0.9625009432771316	0.9595403812746245	0.9601707323011787	0.9641685812864667	0.9694859683475395	0.9594260337183289	0.959306180275183	0.9690057148858335	0.9616937625715662
