	HeQ_2017__SZAXPI029578-96__bin.27	VincentC_2016__MM009.1__bin.28	VincentC_2016__MM009.2__bin.4	VincentC_2016__MM060.1__bin.3	VincentC_2016__MM041.2__bin.1	VincentC_2016__MM058.1__bin.40	VincentC_2016__MM038__bin.31	VincentC_2016__MM083.2__bin.12	VincentC_2016__MM064.2__bin.4	VincentC_2016__MM061__bin.28	VincentC_2016__MM021.1__bin.17	VincentC_2016__MM096__bin.3	VincentC_2016__MM001.4__bin.11	VincentC_2016__MM083.3__bin.7	OhJ_2014__MET0251__bin.8	VincentC_2016__MM011__bin.19	VincentC_2016__MM052.2__bin.1	VincentC_2016__MM002.1__bin.8	VincentC_2016__MM041.1__bin.2	VincentC_2016__MM103.1__bin.5	VincentC_2016__MM049.1__bin.20	VincentC_2016__MM004.2__bin.3	DavidLA_2015__LD-Run1-06__bin.18	VincentC_2016__MM002.2__bin.16	VincentC_2016__MM027.3__bin.14	VincentC_2016__MM020.1__bin.3	VincentC_2016__MM034.1__bin.5
HeQ_2017__SZAXPI029578-96__bin.27	1.0	0.9832611971722746	0.9832715476884873	0.9810050394483896	0.982557246358357	0.9807697888648066	0.9835853009322132	0.985318779582345	0.9829136115083803	0.9829395618340342	0.982672010719013	0.9771918844372037	0.9809938918375706	0.9848760611205433	0.9808404662984989	0.9842378334908093	0.9820957579454568	0.982513242975738	0.9831100110949902	0.9824195066225321	0.9833148110233305	0.9809855893902348	0.9826449300088719	0.9805136103919012	0.9815637208924317	0.983305608365019	0.9804230461234145
VincentC_2016__MM009.1__bin.28	0.9832611971722746	1.0	0.9995544863227301	0.9810406721651076	0.9877204336182402	0.9817138248286081	0.9910955514040951	0.9815645293356325	0.9874950890675457	0.9890250887845115	0.9883275207160218	0.9792086218645429	0.9863385241934138	0.9811271579104701	0.9863579011547657	0.992019245739026	0.988950784019318	0.9829273680967668	0.9877989037341556	0.9856191802486575	0.991981274040579	0.9853492442392873	0.9875693240120647	0.9854671123620092	0.9869553228078796	0.9884339924083332	0.9855489851277297
VincentC_2016__MM009.2__bin.4	0.9832715476884873	0.9995544863227301	1.0	0.9817383823189708	0.9880315413560866	0.9818749426131669	0.9914917565435607	0.9822693496465758	0.988369197651349	0.9898107203223376	0.9891426975299908	0.979390612071052	0.9869063827843012	0.9817202424000598	0.9869620767756548	0.992498326264389	0.9889742342308628	0.9830020936189614	0.9882420342721271	0.9864243859367474	0.9923741991665112	0.985761644710275	0.9880112304861846	0.9858169694974107	0.987419716904658	0.9887317874024714	0.9860737226712852
VincentC_2016__MM060.1__bin.3	0.9810050394483896	0.9810406721651076	0.9817383823189708	1.0	0.9819366403529939	0.9844314559805556	0.980665435820485	0.9816867435396778	0.9818344626129232	0.9810905731427462	0.9811298049862468	0.9784808969394618	0.9812194788006025	0.9812251159449904	0.9799080960772314	0.9808936613841535	0.9817661345153108	0.9868003579057033	0.9820736906736138	0.9807445795413884	0.9809263193890524	0.9818224222262827	0.9808796720342143	0.9807752678470467	0.9817448719488596	0.9817899028780338	0.9813674369476247
VincentC_2016__MM041.2__bin.1	0.982557246358357	0.9877204336182402	0.9880315413560866	0.9819366403529939	1.0	0.9829383806731185	0.9887000723757444	0.9822966503088558	0.9871967976692516	0.9901456822638046	0.987422711152879	0.9798419184300483	0.9843413633173137	0.9815186610012337	0.987520536170861	0.9892207076684487	0.985920963115947	0.9829176363935898	0.9988916516577828	0.9842244356873577	0.9891000743740187	0.983607774796273	0.9867454801208059	0.9848653631928705	0.9844884324568333	0.9872825820225964	0.9833538078404827
VincentC_2016__MM058.1__bin.40	0.9807697888648066	0.9817138248286081	0.9818749426131669	0.9844314559805556	0.9829383806731185	1.0	0.9816262585581957	0.9814558000167901	0.982142774079811	0.9819171895163085	0.9822643414286631	0.9775593515783346	0.9813472644571078	0.9809004628121746	0.9803477896165766	0.9822558125074193	0.9825346575181932	0.9852481701787029	0.9833044881387693	0.9817943023888824	0.9821636881522251	0.9819449535123822	0.9817330122038008	0.9818901752693359	0.9816031203762329	0.9821441127097268	0.9813785423069386
VincentC_2016__MM038__bin.31	0.9835853009322132	0.9910955514040951	0.9914917565435607	0.980665435820485	0.9887000723757444	0.9816262585581957	1.0	0.9811819910264339	0.9880672057945007	0.9901455122193761	0.988455979313267	0.9792656324628094	0.9845610890324885	0.9805123654184865	0.9875700810629413	0.9923522632819496	0.9876262509342735	0.9824519339752599	0.9890108928777114	0.9878392314617086	0.9924943329163078	0.9844250601737322	0.9876012542461458	0.9850808838233156	0.9848198269133335	0.9887212109399245	0.9839043339848718
VincentC_2016__MM083.2__bin.12	0.985318779582345	0.9815645293356325	0.9822693496465758	0.9816867435396778	0.9822966503088558	0.9814558000167901	0.9811819910264339	1.0	0.9810782027063495	0.9816724945274965	0.9820179286544445	0.9792680576402731	0.9809681786961908	0.9997725050508398	0.9803053089646012	0.9817992501754577	0.9817224350099207	0.9826926040928857	0.9826393159389734	0.9810597306028929	0.9817290290064244	0.981011284194048	0.9817141072750344	0.9803597890919934	0.9817891309608361	0.9819271983127276	0.9806669410465421
VincentC_2016__MM064.2__bin.4	0.9829136115083803	0.9874950890675457	0.988369197651349	0.9818344626129232	0.9871967976692516	0.982142774079811	0.9880672057945007	0.9810782027063495	1.0	0.9893490623538412	0.9920497314669937	0.9803987805084766	0.986720725261631	0.9804227037952988	0.9847191867912779	0.989264709300974	0.9896004642348913	0.9834984746966103	0.9877954870877275	0.984658024738636	0.9893068429512514	0.9864799025578562	0.9882429946807629	0.9883198510290512	0.987689836856626	0.9885264823463764	0.9872073779005399
VincentC_2016__MM061__bin.28	0.9829395618340342	0.9890250887845115	0.9898107203223376	0.9810905731427462	0.9901456822638046	0.9819171895163085	0.9901455122193761	0.9816724945274965	0.9893490623538412	1.0	0.9887809308596969	0.9786885112013133	0.9851280837517105	0.9810112319571122	0.9859571469450295	0.9919648125386573	0.9884810790435452	0.9827871605515187	0.9905547295506149	0.985577358569215	0.9923188677586205	0.9847059724606627	0.9879999935648176	0.9859034341794887	0.9850186950800472	0.9887891820941588	0.984139712462436
