	VogtmannE_2016__MMRS40913371ST-27-0-0__bin.37	VogtmannE_2016__MMRS99045180ST-27-0-0__bin.36	BackhedF_2015__SID590_12M__bin.7	LouisS_2016__AS51_3__bin.10	LouisS_2016__AS51_6__bin.8	Obregon-TitoAJ_2015__NO01__bin.16	LeChatelierE_2013__MH0088__bin.22	LouisS_2016__AS51_12__bin.20	VogtmannE_2016__MMRS57569834ST-27-0-0__bin.18	XieH_2016__YSZC12003_35704__bin.28	LouisS_2016__AS51_18__bin.30	KarlssonFH_2013__S317__bin.12	LeChatelierE_2013__MH0212__bin.11	VogtmannE_2016__MMRS62376181ST-27-0-0__bin.39	BackhedF_2015__SID546_12M__bin.13	LiJ_2017__H1M513747__bin.9	VogtmannE_2016__MMRS64281211ST-27-0-0__bin.48	LouisS_2016__AS51_24__bin.10	VogtmannE_2016__MMRS59699117ST-27-0-0__bin.34	CosteaPI_2017__SID713B029-11-90-0__bin.52	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.86	FengQ_2015__SID31137__bin.30	XieH_2016__YSZC12003_37283__bin.60	LiJ_2017__H1M513606__bin.21	CosteaPI_2017__SID713B029-11-0-0__bin.8	LoombaR_2017__SID5571_lgi__bin.7	LiJ_2014__V1.FI13__bin.43
VogtmannE_2016__MMRS40913371ST-27-0-0__bin.37	1.0	0.8397486316424599	0.8051199377953999	0.7229206173052335	0.7940644349150254	0.8598021627950408	0.5962344129351089	0.7713891163498974	0.8463071405996351	0.5489937543995748	0.7754829655647977	0.6974942177017339	0.8160169661968999	0.8491044620666868	0.7562411110632247	0.7316537732189803	0.7917016836903275	0.5478278670861526	0.6430283799508685	0.813877336263989	0.8215887133847634	0.4770728282262351	0.41352366432501547	0.559936574293554	0.5649318873996179	0.7114139335430764	0.6319957728167335
VogtmannE_2016__MMRS99045180ST-27-0-0__bin.36	0.8310840441087283	1.0	0.8366796092434791	0.7318096370435831	0.8145817032928706	0.8721710606115134	0.5960512033752889	0.8076714424908396	0.8522857888018498	0.5716900126226779	0.8079175869314186	0.7103693010786369	0.83187179517939	0.8416709208778914	0.7696794479611109	0.749535591197626	0.7987418198071632	0.5778454008533302	0.6745463988935052	0.8022158331300643	0.8553154980803843	0.4980155159858373	0.3904272916425076	0.5683595095061071	0.5915495147977684	0.7378801632017616	0.6657709497132239
BackhedF_2015__SID590_12M__bin.7	0.8355658325583648	0.8773717295245266	1.0	0.7584716939287824	0.8534233414899148	0.8943449358065232	0.6026303577651837	0.8272772423921084	0.8839466921117222	0.586723626069503	0.8317644493562015	0.759029391648232	0.8771988758453989	0.88106641867677	0.7964067866734007	0.7731297791013845	0.8248083700317379	0.5932273039857915	0.6893847340848819	0.839411477484294	0.8803694130056786	0.501108406745673	0.40440772222646726	0.6045065889399737	0.621285975463164	0.7548538804020269	0.683823597928365
LouisS_2016__AS51_3__bin.10	0.8377634696364152	0.8569062158908466	0.8469350275578549	1.0	0.8869826203945814	0.8765905465684567	0.6130324669716742	0.8701087018726023	0.8683523243388352	0.5701520910569376	0.8683377572265882	0.7452113219758415	0.8762523814627253	0.8844671922619499	0.7971331923098134	0.7781574475922124	0.810489673478179	0.6190055032469053	0.6568123620676559	0.8655902958060243	0.8563178086068742	0.515533223941257	0.40254653932235873	0.6129939681750217	0.5991817444949322	0.737024604893093	0.7000080119117358
LouisS_2016__AS51_6__bin.8	0.8811818445858527	0.9133743409577889	0.9125448557218788	0.8493644847800669	1.0	0.9434141612310059	0.6406904107023025	0.9254629050715175	0.9048159464426542	0.6175709384242969	0.9175327273026187	0.8052886782987233	0.9289178480811491	0.935111337842611	0.8334039931867627	0.8227661564045476	0.8716225877049862	0.6540413865804733	0.7290457831013183	0.8863829412002079	0.9111703513579894	0.5524565965000207	0.4061498483760771	0.6505361264484232	0.6636893211622359	0.785527500300159	0.744975386956108
Obregon-TitoAJ_2015__NO01__bin.16	0.8199829855154246	0.8404508881226994	0.8218475572397831	0.7213935950355724	0.8107723008986336	1.0	0.5840348133308958	0.7947515410010974	0.8407732813508147	0.5584925355049992	0.7887742078567187	0.721153833803508	0.8266427818810724	0.8540479188510984	0.759656918802718	0.7376297118969095	0.7924485487381067	0.5649378311969608	0.658341100598247	0.8053464185880033	0.8501299634321307	0.4787697851182772	0.4021861942913707	0.5644433236558279	0.5810788998555866	0.7206225057874508	0.6476177794941637
LeChatelierE_2013__MH0088__bin.22	0.9169868041669889	0.9262622761569138	0.8930524408700744	0.8135770981319252	0.8879417483235934	0.941842914903724	1.0	0.8651970261044398	0.918201991803007	0.6237689320710111	0.8713716982799572	0.7522619060770428	0.9022305597596139	0.9217177505772142	0.8895408247809901	0.835334480396814	0.8627507705394328	0.6228161144927697	0.675042945835773	0.8894579710785342	0.9264894333911468	0.5800346052297257	0.4659726748489301	0.603490488394958	0.5895717568299069	0.8128307243623027	0.7300426144209631
LouisS_2016__AS51_12__bin.20	0.848025529701326	0.8971695138015259	0.8763274304618177	0.8254259597697944	0.9168211849931077	0.9161371421915725	0.6184497102688841	1.0	0.8770938940049522	0.5947890349814355	0.8952728496699963	0.767920465464969	0.8886007178994654	0.8921211199942355	0.8055951345111438	0.7909538547489894	0.8441399099491707	0.6453529261090648	0.7042269995543358	0.8453169965881762	0.8874335020079569	0.5275243326264233	0.3907271236789855	0.6270954980014204	0.6381882440384387	0.7656654931993018	0.715504822106921
VogtmannE_2016__MMRS57569834ST-27-0-0__bin.18	0.872030918964927	0.8873470010824412	0.8776267705316915	0.772091979757422	0.8401451581567042	0.9083986344586406	0.6151712940262192	0.8220808777951503	1.0	0.5777660076418507	0.8170146823451044	0.7398259767413892	0.8664355299799239	0.8994111334178316	0.8034032140180777	0.7759068915430802	0.8265165743045083	0.5799752981339451	0.674453459648993	0.8668166973512569	0.8836750270610331	0.49781383859597184	0.43127561546503346	0.5882615252245834	0.6019798499384766	0.7526445799295025	0.6687988601985402
XieH_2016__YSZC12003_35704__bin.28	0.8752672410276083	0.9209546311161245	0.9013360798827897	0.7843920503712207	0.887258821011676	0.9336505034903271	0.6466227247383418	0.8625828205621885	0.8939667765811329	1.0	0.8862539160159955	0.8064362590335877	0.8962578740819686	0.9008035661243949	0.8317528506306066	0.8082463763655506	0.8667591885463733	0.6352753146233002	0.7626949776938289	0.8621769935447022	0.9153260179494356	0.5629200077014087	0.3576116185340555	0.6726894163606263	0.6993859629659585	0.7901953051468457	0.7303547872915306
