	FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.35	HMP_2012__SRS015434__bin.38	HMP_2012__SRS021496__bin.28	HMP_2012__SRS057205__bin.47	HMP_2012__SRS019327__bin.12	HMP_2012__SRS075404__bin.33	FerrettiP_2018__CA_C10002MS2015SA_t0M15__bin.16	HMP_2012__SRS050244__bin.8	HMP_2012__SRS011306__bin.2	HMP_2012__SRS057355__bin.10	HMP_2012__SRS049389__bin.57	HMP_2012__SRS054687__bin.19	HMP_2012__SRS017808__bin.17	HMP_2012__SRS018439__bin.56	HMP_2012__SRS014888__bin.47	HMP_2012__SRS019071__bin.72	HMP_2012__SRS022143__bin.96	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.47	HMP_2012__SRS024441__bin.60	HMP_2012__SRS022719__bin.10	HMP_2012__SRS023926__bin.34	HMP_2012__SRS064329__bin.1	HMP_2012__SRS063193__bin.10	HMP_2012__SRS058336__bin.20	HMP_2012__SRS022077__bin.54	HMP_2012__SRS024081__bin.1	HMP_2012__SRS063288__bin.38	HMP_2012__SRS015797__bin.56	HMP_2012__SRS011115__bin.9	HMP_2012__SRS017209__bin.19	HMP_2012__SRS014573__bin.65	CM_cf__CF_TNFC046IS_t2M15__bin.39	HMP_2012__SRS023958__bin.2	HMP_2012__SRS015762__bin.51	HMP_2012__SRS017439__bin.21	HMP_2012__SRS013705__bin.34	HMP_2012__SRS022530__bin.50	HMP_2012__SRS050669__bin.55	HMP_2012__SRS013164__bin.43	HMP_2012__SRS018739__bin.68
FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.35	1.0	0.8872973017345142	0.8339790426419238	0.9057057310336102	0.7353260346452151	0.8864448688724548	0.8580226068542942	0.8578008069139774	0.4624721905045804	0.8663599024337795	0.9039487149606796	0.862255154917118	0.8087923556602282	0.5903052501558878	0.9025818607566372	0.8945008101009431	0.8796511592346518	0.9038160856785162	0.9248790321152794	0.5825831355429414	0.5787465438322072	0.9137468641383619	0.7172340485120572	0.7732139068884494	0.8563950009061927	0.8956358849769331	0.6918789996017902	0.660079519624466	0.8116722138112794	0.8102145793704166	0.904101946849781	0.9119035746488784	0.8916032465845546	0.8846282983888439	0.9152663064000388	0.6416936244267083	0.8967976788587959	0.8697252095108072	0.9021533909154736	0.9260086344238015
HMP_2012__SRS015434__bin.38	0.8984105813048794	1.0	0.8320935913144069	0.9174048566856923	0.7362463929814337	0.8879492903629982	0.8800359324727662	0.8653614417578749	0.45501351542074797	0.8697532608621251	0.902759701262428	0.8891142273882757	0.8152202575182278	0.5837537243597328	0.9005109881853742	0.9828466771426253	0.8976452561410988	0.9175694602664883	0.9351439075325533	0.5817885857684071	0.5951925324081634	0.9324854782157754	0.7259568764694129	0.7814631595999579	0.8988053039511052	0.9182523206660285	0.6821380994707588	0.687555024043531	0.8037149561421093	0.8209706265724939	0.9205978402054513	0.9218429603611761	0.8978955839629827	0.8980797444048636	0.9186092333808239	0.6651907755501426	0.8942068340147269	0.8836291797493918	0.9117878002344868	0.9181799602800151
HMP_2012__SRS021496__bin.28	0.9246443455955389	0.9111419880098808	1.0	0.9223158483078956	0.7478181045303977	0.8980258097720507	0.8722288865721302	0.897141737457291	0.4545320216560241	0.8841194272125096	0.9162326312983015	0.887063598599047	0.8389471508922635	0.5927217684872655	0.9158610853638384	0.9198834894766128	0.9012622925133673	0.908731400842385	0.9323950579037028	0.5991347726663543	0.5901113103079548	0.9333380207844437	0.7204968079528675	0.8005712027987651	0.8745498886968303	0.9120642499643979	0.7393885446071053	0.6813816940281755	0.866441193130005	0.8263841870621352	0.914716109996156	0.9185543472480439	0.9123148025542087	0.9062483604331062	0.9361083757732064	0.6546689332991174	0.9678585998250415	0.8960131800655792	0.9213750269022812	0.9260944811687599
HMP_2012__SRS057205__bin.47	0.8900893541847522	0.8904341922437379	0.81753542657417	1.0	0.7379866645744382	0.8671066884663374	0.8538329541169235	0.8388334476466227	0.44721826414215676	0.8543606512567291	0.9019236269117947	0.8604737758565271	0.7984386745057743	0.577625894364397	0.8842764601519059	0.8971465125166724	0.8687869039996153	0.8892092262213595	0.9104952254165264	0.575436330872434	0.5803131003029512	0.9091687061676027	0.7019659565744484	0.7640124470721035	0.8582778850607296	0.900464867012728	0.6684334608074146	0.6577485428219269	0.8028978418832081	0.813307205786699	0.8850553512539451	0.8934557961899507	0.8769140094099662	0.9570293814680864	0.9027047325701761	0.6407084808649677	0.8836674571578258	0.8736288732590424	0.8863496012533123	0.9174293176888637
HMP_2012__SRS019327__bin.12	0.8759123051962618	0.8661600871533547	0.8034467142441359	0.8945048674811154	1.0	0.861168555922444	0.8358991447636088	0.8327056691477968	0.33217744956797196	0.9135556674413887	0.8805426147616954	0.8291766638533302	0.7935821416916908	0.7157131807945113	0.9041692726138375	0.8709986168507989	0.8492551432865113	0.8663203744741292	0.9028513120360824	0.5470226630166151	0.6963467912050578	0.8950674069537855	0.8691890573610035	0.7676804008870254	0.8313313395840275	0.8888296226307291	0.6502327425582394	0.7780331211891018	0.8993840442024881	0.9022212831651915	0.9005750786960895	0.8969390873669433	0.899876793501998	0.8640498930714847	0.9264239016771499	0.767341036583472	0.8906161743711312	0.8590786853525382	0.9176410768086871	0.9058457706196409
HMP_2012__SRS075404__bin.33	0.8682155462214018	0.8589310341131017	0.7933139027111016	0.864175347282435	0.7080815960015462	1.0	0.8121849801962779	0.8264971973366343	0.43450331155060523	0.8377548298569881	0.8759661448102645	0.8245357428650162	0.780381104203333	0.5750923974012069	0.8681174892626053	0.861581409661795	0.8464812685985044	0.8629788001485673	0.8915477423882892	0.5687467563956153	0.5583196127160013	0.8758769161307165	0.6940594508936426	0.7378240687899519	0.8257906197010619	0.8612273326047901	0.6526046892035821	0.6399313790465837	0.7735546372743823	0.775063957730199	0.8719653578322285	0.8817193452191399	0.8683845447098744	0.8475434997695189	0.8863872978718171	0.6245118434519076	0.8536179864839045	0.8371214008209038	0.876460528448184	0.8826258203205548
FerrettiP_2018__CA_C10002MS2015SA_t0M15__bin.16	0.9241573286936454	0.9361423417063613	0.8473406973817154	0.9357796638260367	0.7558234764235107	0.8931539175798915	1.0	0.8863531872312421	0.4493641348329567	0.8848123263324251	0.9161461695876221	0.9111595220973462	0.8356230119461795	0.6010501709024162	0.9202815989170979	0.9489796130650026	0.9112777564732453	0.9324389359322243	0.9322856819904428	0.5970270815664633	0.626877620833105	0.9451333552003361	0.7411162989381097	0.8135003547031276	0.9095257379940099	0.9258008211914835	0.7007695983013084	0.7023933272817674	0.8221668304380358	0.8450127630714863	0.9246916371196303	0.9321612065037921	0.9148743699078604	0.9198180230796275	0.9303419227197928	0.6924720415574762	0.9034694334666389	0.9002202418638453	0.9263403305430945	0.9303408825346676
HMP_2012__SRS050244__bin.8	0.9380419040806456	0.93460399242716	0.8848655145004116	0.9333940700072307	0.7644456710686675	0.922786743164836	0.8999024176622623	1.0	0.4777021542040315	0.9050575249993136	0.9284213135033257	0.9078628411949542	0.8464767918081528	0.6039019558006926	0.9351982167637445	0.9417846725324025	0.936234589066413	0.931551200100821	0.9559738907401684	0.6121105595213536	0.6001739725516232	0.9631461221581608	0.7466935710418429	0.8239487192846214	0.9048874951684069	0.9441460806187818	0.7225517992535585	0.6891129512039028	0.8335700139192123	0.8403191069174332	0.9531566055709236	0.944071098519438	0.9358867847746207	0.921424392345771	0.9568155912074512	0.6703755230265451	0.9448279600855852	0.9135706334896105	0.9522980077291406	0.9519734373272859
HMP_2012__SRS011306__bin.2	0.8842581279733016	0.8592351540346422	0.7838597078662889	0.8700946101570353	0.5331911093165553	0.8482242822683049	0.7977093152012074	0.8352468536629353	1.0	0.7911331983723434	0.8749257540160538	0.8408480014673777	0.774263895309008	0.3254229943736162	0.8681428255759488	0.8690537814826054	0.8432946566896479	0.8916799565695617	0.894017050878734	0.5608324659761046	0.34006230199788634	0.8830332615852972	0.4954196767706859	0.6956810226341767	0.8628771311290253	0.8511141052289485	0.6722042116938425	0.43372765003536107	0.6776533283435929	0.6665852140777156	0.871613075171712	0.8841128674368347	0.8554023686084595	0.835907912206009	0.8957915683644709	0.3908197802995937	0.8552503374537674	0.828486083609749	0.8835152065007783	0.8905080241058629
HMP_2012__SRS057355__bin.10	0.899384394615717	0.8917382021221526	0.8278246548937136	0.9024886551958184	0.7961617985128022	0.887949192922326	0.8528074526315368	0.8591864090265173	0.4295395675423139	1.0	0.9027854130163728	0.8607654413487242	0.8108927497853686	0.6114377415125759	0.9591383195553712	0.9034888760932501	0.8701975277533728	0.8927768544940932	0.917020431174409	0.5735449760204308	0.5977674989364508	0.9200040503432264	0.7497282226378762	0.7775088317199355	0.8588893170192281	0.9166842393191413	0.6865221487271328	0.6791366218867582	0.8283737236990862	0.829957768822316	0.9167316938354912	0.9250770049783799	0.9338761417072063	0.885690090594682	0.9616731259392737	0.6606443989133585	0.8986174360592165	0.8684346927269938	0.9422237921572388	0.9192310764254986
HMP_2012__SRS049389__bin.57	0.9022893105526913	0.8899559013867093	0.8248751010566445	0.916062897398426	0.7378561724562966	0.8927164026019595	0.849023301188002	0.847444632526551	0.45675129076165544	0.8680396232017059	1.0	0.8606407987362938	0.8145393680698277	0.5863769216828678	0.90600993022111	0.8977939768311979	0.8727017244858483	0.8941488684869073	0.927324367086574	0.579487075674557	0.5795365596912198	0.9122632318332607	0.7159768466213984	0.770530083068883	0.8589432399049393	0.897660305721252	0.6824774526399402	0.6676746625125799	0.8017487137368916	0.8037508884630264	0.9053907373632603	0.933638077758027	0.8952972832632202	0.8871950788466755	0.9223936382834058	0.643283862169662	0.8901046747614806	0.8688001989643059	0.9091547358774544	0.9319038879013506
HMP_2012__SRS054687__bin.19	0.9229599781398847	0.9399374037116023	0.8564110197860921	0.9372128146311157	0.7450981000238104	0.9011160581222699	0.9055122017277899	0.8886515885625836	0.4707291885259205	0.8875337730855256	0.9229262093616012	1.0	0.8390741979312144	0.5847081188757478	0.9291196789622923	0.9516644734189752	0.907173074292346	0.9370005537390479	0.9434135203985818	0.6015225584053419	0.6026917162085657	0.9450399350261139	0.7235112362163946	0.8031032128925061	0.905970836869579	0.9252321345072463	0.7030135877983067	0.6924615337434517	0.8151765848669699	0.8287636940148975	0.9224327717034178	0.9321223435945624	0.9183488170073351	0.9238820725346465	0.9386927830262959	0.6709404845957515	0.9153061811681171	0.9019937017782708	0.9277734073627653	0.9379457349516158
HMP_2012__SRS017808__bin.17	0.8934083780226877	0.8893695342883894	0.8358493430922722	0.8974454437838681	0.7359091185484912	0.8801240740760496	0.8569908658409049	0.8550514527640548	0.44730994445256383	0.8628382638305861	0.9014113906203384	0.8658970887823765	1.0	0.5964957572227491	0.9024422594340143	0.8980958263503439	0.8831000454805523	0.8902108711677122	0.9165149166610661	0.5906238232040427	0.5921237213261831	0.9036263895304408	0.7158372244275015	0.7788286784219137	0.8582390029695708	0.8829122915193172	0.6945083033122572	0.6698389263033698	0.7962297013254079	0.7976727043077799	0.9094812550072168	0.906494971358631	0.8945669053062185	0.8858921744646789	0.909658696724369	0.6445813957871283	0.8906692326374702	0.858475828988856	0.9103243698596575	0.9138315996317462
HMP_2012__SRS018439__bin.56	0.8778248137933874	0.8573441209262291	0.7949915339959013	0.8740401245989	0.8934896739642967	0.8731583389302628	0.8298407376362112	0.8212244182823562	0.2530964224490568	0.8758635348116248	0.8735867852784878	0.812312734239278	0.8030185601043206	1.0	0.8735159360499545	0.8738227898032641	0.8509672116472301	0.8706101602580827	0.9031610723700934	0.5413709229978989	0.8384297704628609	0.8908601144215041	0.8906504390019259	0.7792472077983937	0.8250555424441931	0.8839317300663542	0.6439457658729797	0.826429921735538	0.8802217197884289	0.8878614686949332	0.8876613674954271	0.9028929942080756	0.87063505323027	0.8672816826500294	0.9168311437889879	0.8234700516002591	0.8626357923600596	0.8317910062648909	0.8849954259163605	0.9081856230639133
HMP_2012__SRS014888__bin.47	0.9093796603638707	0.896070034140054	0.8322784707487265	0.906567630454511	0.7647644543851125	0.8930202628323596	0.8608593329878029	0.8616413173143851	0.4574634257724649	0.9308782290503772	0.914512344714	0.8745471399353005	0.8231236430415072	0.5918317504448326	1.0	0.9077268224840441	0.8772570026680228	0.8980481852839047	0.9253803375862989	0.5810461399943305	0.5836625927369841	0.9254695311532047	0.7330699258104127	0.7817598831337235	0.8651694904809383	0.9064833019912545	0.69346376568104	0.6715889623123125	0.8067447850953982	0.8137142082433019	0.9209355788921965	0.9359285309787096	0.9466706798366105	0.8942355657239826	0.9647234577783601	0.6455619551489339	0.9022526078577262	0.8779653617593772	0.95452782223041	0.9341440109601055
HMP_2012__SRS019071__bin.72	0.8863670364913303	0.9618623698486942	0.8221406107800896	0.9045857471460894	0.7245521321352549	0.8716725110681044	0.8730569212694851	0.8533922356278922	0.4503872361207295	0.8623998336155849	0.8912663812569999	0.8809872950060114	0.8056428432212865	0.5822708091367246	0.8927490399242849	1.0	0.8787275802902094	0.9052565800155602	0.9153337465298035	0.5749713947039612	0.5919891135595962	0.9165372902371329	0.7139425737716788	0.7734147944964271	0.8818673843483176	0.8990059998551793	0.6753232709466207	0.6776512492069148	0.7943630899652909	0.8167701199620149	0.9057290020220683	0.9079067366867747	0.8889313852491412	0.8898076467291395	0.911109062495913	0.6602057667383646	0.8838849867731408	0.875383942564202	0.8987830268757402	0.901539087737475
HMP_2012__SRS022143__bin.96	0.91076897130523	0.917903000665274	0.8416458129740411	0.9153022330005186	0.7381680569869091	0.8948273954193425	0.8759944111659358	0.8864344785199189	0.45665020591493827	0.8678978011297657	0.905235465631737	0.8774872778031829	0.8277413884359663	0.5924877377620933	0.9015004659583744	0.9181616442264491	1.0	0.9175710303212913	0.927634797958049	0.5904135897193183	0.5965093784955211	0.9265605605899206	0.7273250256310436	0.7920035810134295	0.8873537297334771	0.9121218504480266	0.6955268662666135	0.6779321047319773	0.8121761122673041	0.8167960328877287	0.9198018310364274	0.9204827702058617	0.8992719983681458	0.8975024897775798	0.9194431964077876	0.6579482232920527	0.9023333915503549	0.8808403115988305	0.921979303182249	0.9302662295501601
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.47	0.9135901735309707	0.9160192622013303	0.8284900700221823	0.9145949994940076	0.7351385491653729	0.8906265812260895	0.8750735803986048	0.861077604258015	0.4713971148348822	0.8692951803171255	0.9054806292787674	0.884838744631356	0.8146128637897884	0.5917848969581563	0.900974206104513	0.923443194956086	0.8958046238264149	1.0	0.9244021399408884	0.5849037264140046	0.5875784898259744	0.9286238407324817	0.7192106909838021	0.7811184480905541	0.8801481467501462	0.913777602208014	0.6821691224921246	0.6705706715120451	0.8030173413827876	0.8158461184529715	0.9084205912528728	0.9161494210048325	0.8969324498587613	0.8957278301323487	0.9195224863975915	0.6513667162463243	0.8890041517404347	0.8797941148046203	0.905954732720524	0.92405136196545
HMP_2012__SRS024441__bin.60	0.8940214499402855	0.892762123236647	0.8129117239053006	0.8955589674205615	0.7326533736699588	0.8798968889309322	0.8366905006251514	0.8450321786445325	0.4519759946876142	0.8538764048789808	0.8980337451013218	0.8519576975761305	0.80202805432624	0.5870796254195422	0.8878194137331646	0.8929139768149458	0.8660486516460244	0.8840006696493863	1.0	0.5674307681488365	0.576993498301916	0.907512146730387	0.7181986555979515	0.7613536999684468	0.8550109502611072	0.8931125066980496	0.6712821234109052	0.6559698060319478	0.7944450218476224	0.808003554867374	0.9064541504881408	0.9116859419060487	0.8816460056596576	0.8763606920789067	0.9063240791854176	0.6379107437028997	0.8791093040811895	0.8649744742847789	0.89730652827246	0.912487529647233
HMP_2012__SRS022719__bin.10	0.9156077049677139	0.9030484031968948	0.8492909084193969	0.9202425649226958	0.721732337722984	0.9126297783554418	0.8711609107416333	0.879722323268454	0.460989717906466	0.8683044082521858	0.9124167802066537	0.883194547247391	0.8403293022211001	0.5721570438892551	0.9063658114192304	0.9119371549214967	0.8962107072803375	0.9094201340421129	0.9225744140147724	1.0	0.5657716528302194	0.932214477499351	0.6956934405171048	0.7959007216134433	0.8835431356666664	0.910498784999871	0.7502751015282744	0.6507493133212887	0.7934808400323191	0.7960449127592975	0.912166342953328	0.9130284542253824	0.9005384653913424	0.9084608834717991	0.9173663310132893	0.6314226404383816	0.9057450305912899	0.8813812803465445	0.913783307522275	0.9246092799397736
HMP_2012__SRS023926__bin.34	0.9113263660745832	0.9256297424256785	0.8381077997172476	0.9298254062474179	0.920514043586849	0.8976201253984918	0.9164760276385616	0.8642251353566669	0.28005967301499274	0.9067150390495304	0.9142486811564157	0.8866121471995199	0.8440827048117071	0.8878119945193286	0.9121972311761596	0.94073301698998	0.907204203672942	0.9153349814548313	0.9399255151815916	0.566859172799811	1.0	0.936982923845939	0.928192154002203	0.826824571372667	0.9229705117371629	0.9319508645541176	0.680284029763513	0.9050452895474391	0.9244491575469991	0.9385289881997272	0.9228635544982615	0.9313248352174197	0.9053935342068006	0.9213296558967655	0.9336109828356441	0.9448105716332168	0.9094609507231273	0.8851253908881557	0.9200213306190189	0.9372485427709832
HMP_2012__SRS064329__bin.1	0.9037720397568939	0.9108972301610347	0.8326306210613725	0.9150208489350103	0.7432040368225051	0.8845049237619272	0.8679184306113821	0.871142883342758	0.4567900409082341	0.8765480684486965	0.9039640359055086	0.8732449705287504	0.8091125256631668	0.5925313179787358	0.9085241832362846	0.9148508224949438	0.8851340852704884	0.9086601407080233	0.9285866663610011	0.5866746394420586	0.5885442934796452	1.0	0.7287135812280622	0.7965818317515142	0.8854244675052091	0.9751041809947375	0.6837979449088862	0.6759194163826524	0.8074810360023027	0.822044405556999	0.9175091572292441	0.9246359396412506	0.9004246840182788	0.8988473226248517	0.9287694288639942	0.651586212957161	0.897612561324143	0.8863370064138812	0.9162199492595253	0.9264934944190572
HMP_2012__SRS063193__bin.10	0.8999358578726787	0.8996131276476804	0.8153857898529417	0.8962315288445692	0.9155545466589545	0.8891427735896003	0.8633558611686469	0.8567562502221547	0.3251101079591171	0.9061654802258061	0.9000105826431727	0.8481035257166307	0.8131149646652814	0.7514961110805929	0.9129298895850635	0.9040263322012867	0.88141704015588	0.8927614720699004	0.932249676058022	0.5554142741276186	0.739610429477589	0.924431041558282	1.0	0.7988970623875089	0.8563143642820443	0.9195080928946032	0.655568489897211	0.8215988515812569	0.9099400909299478	0.9199717903893443	0.9899355832086574	0.9352697685390136	0.9174961789387628	0.8878720485735243	0.9429680355706064	0.7958410212331446	0.8926318144951514	0.8712019620705144	0.933771637870029	0.9277682094167753
HMP_2012__SRS058336__bin.20	0.9456581437585706	0.9439246375601934	0.883110184929638	0.9507984246865772	0.788196094473135	0.9213221262400396	0.923730058084072	0.9215075637643266	0.4449910017524043	0.9159944392365329	0.9441088939537524	0.9176114072030863	0.8623100791003249	0.6408827141124256	0.9489629475353542	0.9545839486696334	0.9355433339147121	0.9451049808676508	0.9632920318165121	0.6193581814366408	0.6421882572770449	0.9849901907093045	0.7787080713355714	1.0	0.9106384050955555	0.9653196395661471	0.727538732229396	0.721177949549182	0.8472502686088131	0.8629821424845242	0.959382489107022	0.9508464573361801	0.9401009236836002	0.9420446711515512	0.9642349678476531	0.7000817736173979	0.9408292876324983	0.9200248509905158	0.9545193801898393	0.9605258236516704
HMP_2012__SRS022077__bin.54	0.9023496023507217	0.9353208956919831	0.8311237937983197	0.9201998099858185	0.7353501338612937	0.8883719257947474	0.8897510719248789	0.8718856007443183	0.47550624940429775	0.8717478896452446	0.9066990344281141	0.8918007964857213	0.8186456757866916	0.584591756125176	0.9047805763582606	0.9377155763803079	0.9030249294400212	0.9174557637013215	0.9319859806030865	0.5923480115500944	0.6175939157472642	0.9432335176604308	0.7190900484736285	0.7845347043841312	1.0	0.9218716769989563	0.6928109718435073	0.6773174556280254	0.8032752855046179	0.820940973834552	0.9251862406939012	0.9319893725020784	0.8976368978912903	0.9066535829816217	0.9226976044034989	0.6804373243208316	0.9050821161786459	0.8902113526180883	0.9139817807537546	0.9290842110154632
HMP_2012__SRS024081__bin.1	0.9044400753665929	0.9158084549458352	0.83071903838677	0.9252702391680028	0.7535050146871233	0.8879536331613009	0.8679979350905869	0.8718699653204446	0.4495134199607043	0.8917047335577687	0.9081515159789919	0.8728747882102514	0.8071474732816585	0.6002550579227894	0.9085513646216522	0.9161741701677805	0.8896177186912012	0.9128879344534296	0.9330211263118611	0.5850273262413838	0.597662218269247	0.9955574540239077	0.7400366170334222	0.7970488569530103	0.8835234402327055	1.0	0.6833787145288743	0.685453376347945	0.8226824057494984	0.8337396835799391	0.9161660431628482	0.9214619246568129	0.9018504865150233	0.907163597259444	0.9303587194960997	0.6609003941272312	0.8968748090153842	0.8879906923037915	0.9167823952169	0.9306096814084034
HMP_2012__SRS063288__bin.38	0.9209921881360799	0.8967934076953074	0.8877259891242398	0.905393742795559	0.7266310426245807	0.886952087520301	0.8660717423070495	0.879546886181614	0.46798678453739456	0.8803053611755077	0.9101481383081295	0.8742637007580465	0.8369321614823259	0.5764264257830076	0.9162013686831246	0.9072033698572609	0.8942150212330147	0.8983519238268277	0.9244168955661352	0.6354696331466428	0.57508302515823	0.9202812785231592	0.6954937157989912	0.7918581780316503	0.8752655733770991	0.9008218955018577	1.0	0.6454905019218985	0.8517185672107404	0.8100345813175182	0.9106632156768639	0.9104536708904154	0.9093305279757288	0.8925408055261546	0.9289420345127548	0.6280999987144492	0.9663052840424574	0.8764049999357225	0.9223308750744548	0.9170601166423126
HMP_2012__SRS015797__bin.56	0.9078251976278022	0.9339158308115634	0.8452337996117176	0.9204906438095068	0.8983040867060853	0.8985940810168839	0.8968899770439618	0.866683638343889	0.31198207790885324	0.8997381196414697	0.9199597992619534	0.8897224688034746	0.8339948597954986	0.7643298142929562	0.9167499385699075	0.9405445251951927	0.9005222111291404	0.9123871844651598	0.9333119342620531	0.5694664768790413	0.7904797745570945	0.9398702330801602	0.900565156851503	0.810987021094319	0.8840921517799231	0.9335457006683152	0.6669143055743104	1.0	0.9201647876068385	0.9199279220247358	0.9208364232854364	0.9234937451990446	0.9032304480744157	0.911059851726573	0.9272782816398182	0.8744900195469447	0.910569739204353	0.8755109766167183	0.9211605085304815	0.9433634469919179
HMP_2012__SRS011115__bin.9	0.8924872845974167	0.8728059758233022	0.8592921992257311	0.8983284586089709	0.8302059702306135	0.8684334135541998	0.8393326718858015	0.8381613929617783	0.3897045679878037	0.8774061392855589	0.8831970498920929	0.8373865577956595	0.7925866433142414	0.6508519824134718	0.8804382260982465	0.8814700417717213	0.8625292333025499	0.8735241761668631	0.9036956699492447	0.5551447957730601	0.6455336186076541	0.8976782200524793	0.7974133460667292	0.7617256205672189	0.8382721848334068	0.895788032849613	0.7035446673535999	0.7356665228378152	1.0	0.8979528989418846	0.8919067776661993	0.8898686319894008	0.8825284050182701	0.8729496866855426	0.9082094653071006	0.7191811878941651	0.9606957871125338	0.8630545212817735	0.8928171824388158	0.8980866987101773
HMP_2012__SRS017209__bin.19	0.9002190052803771	0.9008864295057305	0.8281529267053028	0.9195095683811171	0.8415511282366588	0.879244859206037	0.8716943096898481	0.853800830739285	0.3873560665321088	0.8882947883324517	0.8946796703510916	0.8602640438969134	0.8023426375704041	0.6633796202406232	0.8973490095760711	0.915830508583698	0.876524372251033	0.8967781579878269	0.9287490660174124	0.5627741813412366	0.6622321942411947	0.9234436514757908	0.8146517143610308	0.7839988439897663	0.8656839148973308	0.9173399031340682	0.6761232738982403	0.743183313106731	0.9073614459856721	1.0	0.9116997034504688	0.9192373766150432	0.8997593910630252	0.8898524692013766	0.9153884205115989	0.7274569956681807	0.904989693553562	0.9348356458903156	0.9054496654473477	0.9074683912393595
HMP_2012__SRS014573__bin.65	0.8982269284659553	0.903301893581167	0.8196631551072194	0.8947312536040151	0.7511175445458678	0.884488254628411	0.8529398689553689	0.865958619269196	0.4528965008390579	0.8773318757893652	0.9011616322658785	0.8561627340590989	0.8179927150519666	0.5930410804161932	0.9081117247109671	0.9081008506995027	0.8826025731109364	0.892861883103737	0.9316472432302083	0.5766219627526727	0.5822649350549666	0.9216076522337618	0.7838355260990668	0.7793381628869349	0.8723627723739982	0.9013522472903722	0.6796740099292518	0.6651891870109293	0.8058733094510191	0.8152153645944106	1.0	0.9305476887768368	0.9118309564556608	0.8828734639259468	0.9305329768789732	0.6457125531827113	0.8981735178802329	0.8742164715048129	0.9323981896689855	0.9213492345495489
