	FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.35	HMP_2012__SRS015434__bin.38	HMP_2012__SRS021496__bin.28	HMP_2012__SRS057205__bin.47	HMP_2012__SRS019327__bin.12	HMP_2012__SRS075404__bin.33	FerrettiP_2018__CA_C10002MS2015SA_t0M15__bin.16	HMP_2012__SRS050244__bin.8	HMP_2012__SRS011306__bin.2	HMP_2012__SRS057355__bin.10	HMP_2012__SRS049389__bin.57	HMP_2012__SRS054687__bin.19	HMP_2012__SRS017808__bin.17	HMP_2012__SRS018439__bin.56	HMP_2012__SRS014888__bin.47	HMP_2012__SRS019071__bin.72	HMP_2012__SRS022143__bin.96	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.47	HMP_2012__SRS024441__bin.60	HMP_2012__SRS022719__bin.10	HMP_2012__SRS023926__bin.34	HMP_2012__SRS064329__bin.1	HMP_2012__SRS063193__bin.10	HMP_2012__SRS058336__bin.20	HMP_2012__SRS022077__bin.54	HMP_2012__SRS024081__bin.1	HMP_2012__SRS063288__bin.38	HMP_2012__SRS015797__bin.56	HMP_2012__SRS011115__bin.9	HMP_2012__SRS017209__bin.19	HMP_2012__SRS014573__bin.65	CM_cf__CF_TNFC046IS_t2M15__bin.39	HMP_2012__SRS023958__bin.2	HMP_2012__SRS015762__bin.51	HMP_2012__SRS017439__bin.21	HMP_2012__SRS013705__bin.34	HMP_2012__SRS022530__bin.50	HMP_2012__SRS050669__bin.55	HMP_2012__SRS013164__bin.43	HMP_2012__SRS018739__bin.68
FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.35	1.0	0.8997638104264	0.845428941447713	0.9183039032604591	0.7471293969262842	0.9133087368251962	0.8694715399128832	0.869019570223181	0.467914175977811	0.8797168300442666	0.917190074822874	0.8745639248996347	0.8202020149993416	0.6003528840269599	0.9162600602690636	0.9072029611096821	0.8918121698955351	0.9161090817900961	0.9381966860062909	0.5963476084719207	0.5872969476272074	0.9267957183919794	0.7284412228548581	0.78354965534092	0.8684748888022578	0.9083930835760846	0.7024014591796364	0.6703721313686601	0.8239957919175329	0.8222867412888798	0.9172750605764931	0.9258547587032333	0.9046553199955061	0.8968581990166762	0.9291962440159889	0.6509132910314599	0.9099192860681631	0.8820133768863859	0.9155985234369141	0.9397100118690331
HMP_2012__SRS015434__bin.38	0.9110332313443028	1.0	0.8434763363610613	0.9298498652369297	0.7476607549535085	0.9151000806068624	0.890465932436912	0.8766301051148688	0.4609496746553185	0.8826174381359443	0.9160055632750832	0.8982661864805375	0.8265557401505943	0.5935109683025656	0.9137487015059109	0.9830305116368213	0.9102998490536272	0.929909513663238	0.947466033806642	0.5954950118596065	0.6039311898361689	0.9458988773383894	0.7372382517861118	0.7916017623339419	0.9100993912275092	0.9313384683131588	0.6925156218576606	0.6976447346248033	0.8161407337799469	0.8325342725841817	0.933845657904215	0.9357267019928768	0.9110087852679469	0.9102333557259393	0.93247961115745	0.6748006911394707	0.9072186655897355	0.8955370265161701	0.9253387492800631	0.931635732601646
HMP_2012__SRS021496__bin.28	0.9373390101459522	0.9236060870716648	1.0	0.9343562922071363	0.7594898577953442	0.9246061559557814	0.8837707236793969	0.9086510955251379	0.4604728305697002	0.8969586413339676	0.929357732349159	0.8989898304915364	0.8506110520817458	0.6025561360935996	0.9290579258314366	0.9325938581779545	0.9133109454005932	0.9209838507791579	0.945475187976902	0.6133766529957274	0.5989049210027672	0.9458642226248989	0.7317317002919901	0.8108584923943726	0.886058532939635	0.9244491144464982	0.7406231050175833	0.6917032472258082	0.8666953148450268	0.8382044159358585	0.9277173624021926	0.9317701040792603	0.9254841607576825	0.9179704383635275	0.9500111892075365	0.6642117033757143	0.968548868640845	0.9080985949424782	0.9347135616407554	0.9393220161131727
HMP_2012__SRS057205__bin.47	0.9024703059631042	0.9025133316291795	0.8282080063171802	1.0	0.7503268052430571	0.8936222042808006	0.8644897156003473	0.8495202638232607	0.4531633988251462	0.8670946665890518	0.9161043802658986	0.8714956227712072	0.8095358163360862	0.5876306271876653	0.8973676517856917	0.9093762417333775	0.880738231847598	0.9007755376310068	0.9231210438532774	0.5881962881504784	0.5888369276637316	0.9207274248126486	0.7129346541369178	0.7731582483998248	0.8694731001004776	0.9119520871244429	0.6779861077717008	0.667704239040477	0.8147321146102507	0.8242989980081648	0.8978039193850873	0.9070016046042525	0.8897549561770937	0.9571477020497934	0.9164583929154444	0.6498023983012454	0.8958671316813165	0.8848936886409711	0.8995040659254441	0.9317872355503363
HMP_2012__SRS019327__bin.12	0.8899723408506042	0.8795885600868466	0.8159867045885505	0.9094622053618026	1.0	0.8887234035210293	0.8484103754212815	0.844233701981389	0.3373311854321066	0.9230632364157454	0.8934741203082885	0.8421591699110789	0.8062360203956029	0.726317835952446	0.9134989149928848	0.8844972634199408	0.8623400338290609	0.8802381455447219	0.9178677031402127	0.5618641952253551	0.7075438959098741	0.9093743924516176	0.8826593277058935	0.7790872595738121	0.844448057513238	0.9029149668094042	0.6614685769745346	0.790275544641361	0.9143279608960291	0.9168986934282582	0.9144326461557694	0.9096501019818491	0.9088643873400626	0.8775063587667387	0.9361538788956434	0.7794971809755056	0.9055765799517375	0.8728841019135929	0.9268721693278325	0.9188765929511158
HMP_2012__SRS075404__bin.33	0.8945269713389914	0.885194534286199	0.8167949184424645	0.8906012247345684	0.730738113510231	1.0	0.8368379499978875	0.8504565166258569	0.4467405677718621	0.8636765495048911	0.9029084765984388	0.8495844087543739	0.8040276501706065	0.5938997851575186	0.8949614487962957	0.8880514285101712	0.8724212753962793	0.8895689466538614	0.9189522976542631	0.5824119867853271	0.5763847944240589	0.902222077886863	0.7161585256269182	0.7592629143537101	0.851137555310746	0.8870371222836488	0.672921082120023	0.6606100467079031	0.7973686052516911	0.7990043592781747	0.8987106298157475	0.9092254256964724	0.8952127394591922	0.8734195015427418	0.9136925349962448	0.6443303844778672	0.8796434384129781	0.8626048594632533	0.9035879388048906	0.9098831325004902
FerrettiP_2018__CA_C10002MS2015SA_t0M15__bin.16	0.9364887233530576	0.9472373029802691	0.8585531995747723	0.9474592091403148	0.7671361831169633	0.9202646092267195	1.0	0.8976641602828194	0.45480950396345204	0.8975573679432974	0.9295933361580139	0.9213630447189455	0.8470088783267721	0.6111066806929852	0.9333015961294018	0.9603512635822172	0.9242599602926664	0.9449551368155495	0.9447855866401397	0.6110068229209646	0.6330861391171325	0.9574567751071217	0.7526259473486028	0.823363390060407	0.9165670978349587	0.9378700891993418	0.7110875412866813	0.7110844207313056	0.8343193132559112	0.855198255817582	0.9378829181492194	0.9460199396553935	0.9281620414257193	0.9312749687771098	0.943902816197208	0.699105648829341	0.9160071315092184	0.9103811168953109	0.9399549669186458	0.943951011441343
HMP_2012__SRS050244__bin.8	0.9503101020249392	0.9467743264108076	0.8962173819067139	0.9452855973116278	0.7750287079352183	0.9495373991701981	0.9113862958068462	1.0	0.4835064023447923	0.9170191060021586	0.9408387715890362	0.9199567849647162	0.8580490291402264	0.6129413471009386	0.9474614863071422	0.9541267964901337	0.9453369934923986	0.9439419040102398	0.9685201913064416	0.6263888409738801	0.608385744530003	0.9747525062678698	0.7573361007477792	0.8333447155925452	0.9163516597094074	0.955515549456855	0.7328919363616714	0.6989672887951398	0.845109512588192	0.8513752702699848	0.9659148273757181	0.9566254957443259	0.9478532941783616	0.9332381213217408	0.9696639323429125	0.6794641983357494	0.9573876377400043	0.9251221011321945	0.9645334670103405	0.9644229300188194
HMP_2012__SRS011306__bin.2	0.8946633371638619	0.8704448357724999	0.7941048842624365	0.8816612881285827	0.5414635737661934	0.8721134854096255	0.8073759114944785	0.8453953948716876	1.0	0.8017507587708743	0.8863317836824408	0.8516816061383656	0.7837895396410465	0.3313996037341806	0.8794472959689585	0.880667238270981	0.8537958855568557	0.9033611195401888	0.9052741269441676	0.573178380554292	0.34539324058407045	0.8944171328647655	0.502986150392665	0.704171377888515	0.8739267800724703	0.8620006438242421	0.6819034300567439	0.4402828394988019	0.6877113894724273	0.6759157415027203	0.8826245624487972	0.8960439277710448	0.8666779099963254	0.8469101668218779	0.9080045326211463	0.39651633226993593	0.8667733141622253	0.8389232993591917	0.895368712480773	0.9023818419405331
HMP_2012__SRS057355__bin.10	0.9132504706184693	0.9049275499868163	0.8398463543067815	0.9159400054606113	0.8044476244168859	0.9154240211419896	0.8650914886314686	0.8705417400902772	0.4353042887186245	1.0	0.915148985459201	0.8735160020305186	0.8230929049148509	0.620157675985241	0.9592887035860576	0.9169208435274212	0.8827111500401525	0.9063765836691632	0.93146899465602	0.5879795036591776	0.6075421267443294	0.9335446284662265	0.7613442193548258	0.7884343986426672	0.8714584143039943	0.930107852084941	0.6976572507326209	0.6900528315809138	0.8415894723158038	0.842791876187825	0.929713177551073	0.9371571870700479	0.9418819191274785	0.8987835268664413	0.9696257676687033	0.6711766280491616	0.9124711471527791	0.8811207553689605	0.9505229855307169	0.9310803354833794
